ticker,MRBK US Equity
2018-04-06,1.4452
2018-04-09,-0.0548
2018-04-10,-0.2741
2018-04-11,-1.0445
2018-04-12,-1.6667
2018-04-13,0.8814
2018-04-16,-1.0977
2018-04-17,1.9253
2018-04-18,-2.6667
2018-04-19,-0.9161
2018-04-20,1.443
2018-04-24,-0.6246
2018-04-25,0.0
2018-04-26,-1.3714
2018-04-27,0.5562
2018-04-30,-1.3592
2018-05-01,1.3429
2018-05-02,1.7290999999999999
2018-05-03,-1.3598
2018-05-04,0.5169
2018-05-07,-0.2926
2018-05-08,0.2934
2018-05-09,2.1714
2018-05-10,-1.8473000000000002
2018-05-14,-0.796
2018-05-15,0.1723
2018-05-16,-0.2294
2018-05-17,1.1494
2018-05-18,-0.642
2018-05-22,0.1315
2018-05-23,1.6562000000000001
2018-05-24,0.0
2018-05-25,0.5056
2018-05-29,0.0
2018-05-30,-0.5031
2018-05-31,0.0
2018-06-01,1.0674
2018-06-04,0.0556
2018-06-05,-1.0
2018-06-06,-0.1122
2018-06-07,1.0674
2018-06-08,-1.0006
2018-06-11,1.0107
2018-06-12,0.0556
2018-06-13,0.4444
2018-06-14,-1.7517
2018-06-15,3.0214
2018-06-18,-1.0929
2018-06-19,-0.5525
2018-06-20,0.5
2018-06-21,0.0553
2018-06-22,-0.4972
2018-06-25,0.3887
2018-06-27,0.6637
2018-06-28,-2.472
2018-06-29,2.4783
2018-07-02,-2.9687
2018-07-05,2.8895
2018-07-06,-0.1101
2018-07-09,-2.1499
2018-07-10,-1.1268
2018-07-11,2.0513
2018-07-17,-0.8934
2018-07-18,0.5634
2018-07-19,-1.6806999999999999
2018-07-20,-0.114
2018-07-23,2.0536
2018-07-24,-1.9005
2018-07-25,0.7977
2018-07-26,0.0565
2018-07-30,1.0169
2018-07-31,-2.6286
2018-08-02,0.1723
2018-08-07,-1.0321
2018-08-08,0.0579
2018-08-09,1.8529
2018-08-10,-1.0802
2018-08-13,0.977
2018-08-14,-1.366
2018-08-15,0.981
2018-08-16,-0.5714
2018-08-17,-0.5172
2018-08-20,0.0578
2018-08-21,-0.2309
2018-08-23,-0.0579
2018-08-27,0.4632
2018-08-28,-0.5187
2018-08-29,0.0
2018-08-30,0.2317
2018-08-31,-0.578
2018-09-04,0.0
2018-09-05,0.2907
2018-09-06,0.8696
2018-09-07,0.0
2018-09-10,0.0862
2018-09-11,0.4881
2018-09-12,0.0
2018-09-13,0.2857
2018-09-14,-1.0256
2018-09-17,-0.5757
2018-09-18,-0.0579
2018-09-19,-0.5794
2018-09-20,0.5245
2018-09-21,5.5652
2018-09-24,-0.3844
2018-09-25,-1.5987
2018-09-27,-0.8403
2018-09-28,-2.8249
2018-10-01,0.2326
2018-10-02,-0.6381
2018-10-03,1.9264000000000001
2018-10-04,-1.4318
2018-10-05,1.6851
2018-10-08,0.0
2018-10-09,-2.0
2018-10-10,0.4665
2018-10-11,1.8572
2018-10-12,-0.057
2018-10-16,-3.0217
2018-10-17,0.823
2018-10-18,0.0
2018-10-19,-0.4082
2018-10-22,-1.9321000000000002
2018-10-23,-0.1791
2018-10-25,-3.6483
2018-10-29,5.0279
2018-10-30,-0.7683
2018-10-31,0.9529
2018-11-01,4.1888
2018-11-02,-4.5866
2018-11-05,0.0
2018-11-06,0.2967
2018-11-07,-0.2959
2018-11-08,0.0
2018-11-12,0.0
2018-11-13,0.5935
2018-11-14,0.0
2018-11-16,0.295
2018-11-20,-0.2941
2018-11-26,0.885
2018-11-28,0.7018
2018-11-30,-3.0197
2018-12-03,1.6766
2018-12-06,-2.179
2018-12-07,0.8429
2018-12-11,0.0346
2018-12-12,1.159
2018-12-13,-1.1799
2018-12-14,3.4627
2018-12-18,-0.2308
2018-12-19,-3.9329
2018-12-20,-2.047
2018-12-21,4.1795
2018-12-24,-1.1209
2018-12-26,-0.895
2018-12-27,-0.7225
2018-12-28,0.6671
2018-12-31,3.4337
2019-01-02,-0.9901
2019-01-04,1.29
2019-01-07,-1.2736
2019-01-09,1.1471
2019-01-10,0.0872
2019-01-11,-0.5956
2019-01-14,0.0146
2019-01-15,0.8042
2019-01-16,0.0139
2019-01-17,-0.8696
2019-01-18,-1.7544
2019-01-22,-0.4762
2019-01-25,0.4785
2019-01-28,-0.9762
2019-01-29,3.811
2019-01-30,0.0
2019-01-31,0.1158
2019-02-01,-2.2556
2019-02-04,2.8994
2019-02-05,-3.0477
2019-02-07,0.8304
2019-02-08,-0.2941
2019-02-11,-0.295
2019-02-12,0.0
2019-02-13,2.1302
2019-02-14,-2.0857
2019-02-15,0.5917
2019-02-20,0.5882
2019-02-21,1.2281
2019-02-22,0.9261
2019-02-25,0.17
2019-02-26,0.8686
2019-02-27,-2.2774
2019-02-28,1.8435000000000001
2019-03-01,1.036
2019-03-04,-0.169
2019-03-05,1.5800999999999998
2019-03-06,0.0
2019-03-07,0.0
2019-03-08,-1.3889
2019-03-11,1.6162999999999998
2019-03-12,0.5716
2019-03-14,0.5513
2019-03-15,1.4254
2019-03-18,1.5135
2019-03-19,-3.0884
2019-03-20,-2.4725
2019-03-21,-2.7606
2019-03-22,3.0127
2019-03-25,0.9561
2019-03-26,0.0407
2019-03-27,2.5766999999999998
2019-03-28,-6.2704
2019-03-29,4.4889
2019-04-01,1.1059
2019-04-02,-3.9996
2019-04-03,2.8555
2019-04-04,1.2771
2019-04-05,-1.3158
2019-04-08,-0.6667
2019-04-10,-0.5593
2019-04-15,-2.1372
2019-04-16,2.2989
2019-04-17,0.0
2019-04-18,-0.1685
2019-04-23,-1.238
2019-04-24,-0.7407
2019-04-25,0.3846
2019-04-29,0.4746
2019-04-30,0.683
2019-05-01,-0.0141
2019-05-02,-1.0601
2019-05-03,0.5714
2019-05-06,-0.3977
2019-05-08,1.255
2019-05-09,0.5549
2019-05-10,-1.3923
2019-05-13,-0.5682
2019-05-14,2.8571
2019-05-16,-5.5556
2019-05-17,-1.0
2019-05-20,0.4159
2019-05-21,0.2959
2019-05-23,-0.472
2019-05-24,0.2964
2019-05-28,0.5319
2019-05-29,-1.6461000000000001
2019-05-30,3.8852
2019-05-31,-2.1289
2019-06-03,2.234
2019-06-04,-2.2427
2019-06-05,0.0
2019-06-06,0.0
2019-06-07,-1.5906
2019-06-10,3.3498
2019-06-12,-1.6773
2019-06-13,-1.3912
2019-06-17,0.0388
2019-06-18,0.6857
2019-06-19,0.385
2019-06-21,0.295
2019-06-25,-0.0588
2019-06-26,-0.9417
2019-06-27,-0.1188
2019-06-28,0.5354
2019-07-02,0.2959
2019-07-05,-0.295
2019-07-08,0.4734
2019-07-09,-0.258
2019-07-10,-0.1547
2019-07-11,0.5322
2019-07-12,-1.1764999999999999
2019-07-15,3.8689999999999998
2019-07-16,-2.5788
2019-07-17,1.4706000000000001
2019-07-19,-2.029
2019-07-24,0.355
2019-07-25,0.8255
2019-07-26,-0.4094
2019-07-29,0.2349
2019-07-30,2.4605
2019-07-31,-2.5157
2019-08-01,0.0
2019-08-02,-0.2933
2019-08-05,0.7647
2019-08-06,1.6928999999999998
2019-08-07,0.4592
2019-08-08,2.2857
2019-08-09,-0.3911
2019-08-12,-0.7291
2019-08-13,1.1299
2019-08-14,-1.1173
2019-08-15,1.2993999999999999
2019-08-16,0.0
2019-08-19,0.9481
2019-08-20,0.1547
2019-08-21,-1.3079
2019-08-22,-0.2286
2019-08-23,0.242
2019-08-27,-0.8003
2019-08-28,-1.1831
2019-08-29,0.057
2019-09-03,1.955
2019-09-04,-1.3586
2019-09-05,-0.4533
2019-09-06,1.309
2019-09-09,-0.0562
2019-09-11,-1.5739
2019-09-12,3.8264
2019-09-13,-0.9901
2019-09-16,-1.5
2019-09-17,0.0564
2019-09-18,0.451
2019-09-19,-0.3676
2019-09-20,-0.0253
2019-09-23,-0.8451
2019-09-24,1.2784
2019-09-25,-1.9355
2019-09-26,0.1716
2019-09-27,0.2856
2019-09-30,1.082
2019-10-02,-1.6901000000000002
2019-10-03,-0.2865
2019-10-04,2.0351
2019-10-07,-2.3324
2019-10-08,1.7877999999999998
2019-10-09,-0.6232
2019-10-10,-0.7412
2019-10-11,0.8937
2019-10-14,-0.2892
2019-10-16,-0.0274
2019-10-17,0.0
2019-10-21,-0.0571
2019-10-22,-0.1143
2019-10-23,0.8438
2019-10-25,0.8368
2019-10-28,-1.4346
2019-10-29,0.0
2019-10-31,1.8836
2019-11-01,0.4482
2019-11-05,-1.6174
2019-11-06,0.788
2019-11-07,1.5243
2019-11-08,0.7202
2019-11-11,3.1353
2019-11-13,0.7467
2019-11-15,-0.9857
2019-11-18,1.3163
2019-11-20,-3.0079
2019-11-21,2.7748
2019-11-22,-2.3563
2019-11-25,4.148
2019-11-26,-0.7897
2019-12-04,-0.3059
2019-12-06,0.0526
2019-12-09,1.9989
2019-12-10,1.3925
2019-12-11,0.1526
2019-12-12,1.5236
2019-12-13,-1.2006000000000001
2019-12-16,-1.1646
2019-12-17,0.9221
2019-12-18,1.5228000000000002
2019-12-19,-2.2
2019-12-20,-2.045
2019-12-23,3.2881
2019-12-24,-1.8949
2019-12-26,2.1375
2019-12-27,-0.4034
2019-12-30,-0.2532
2019-12-31,2.4873
2020-01-02,-1.1887
2020-01-03,-2.0551
2020-01-06,0.3071
2020-01-07,1.5306
2020-01-08,0.0
2020-01-09,-0.5025
2020-01-13,-0.8424
2020-01-14,2.1229
2020-01-15,-0.0499
2020-01-16,1.7465000000000002
2020-01-17,-0.0981
2020-01-21,1.1291
2020-01-22,-2.5728
2020-01-23,0.0997
2020-01-24,-1.5431
2020-01-27,-0.1517
2020-01-28,0.2532
2020-01-29,-0.202
2020-01-30,1.0628
2020-01-31,0.4507
2020-02-03,2.9412000000000003
2020-02-04,1.1622
2020-02-05,-2.2499000000000002
2020-02-06,0.3428
2020-02-07,-1.0737
2020-02-10,1.332
2020-02-12,0.2921
2020-02-13,0.0
2020-02-18,-0.0485
2020-02-19,-2.2341
2020-02-21,-0.3974
2020-02-24,0.4738
2020-02-25,-0.7198
2020-02-26,-0.25
2020-02-27,-0.6015
2020-02-28,-0.4034
2020-03-02,1.2658
2020-03-03,-0.175
2020-03-04,-0.3256
2020-03-06,-2.4623
2020-03-09,-4.1731
2020-03-10,-1.5053999999999998
2020-03-11,-6.6594
2020-03-12,-6.3158
2020-03-13,0.0624
2020-03-16,-5.3026
2020-03-17,-5.5995
2020-03-18,-5.0942
2020-03-19,-7.3529
2020-03-20,0.6349
2020-03-23,1.2618
2020-03-24,2.1807
2020-03-25,2.1341
2020-03-26,7.9478
2020-03-27,-6.8095
2020-03-30,-7.27
2020-03-31,9.44
2020-04-01,-1.462
2020-04-02,-6.5282
2020-04-03,-1.5873
2020-04-06,3.3064999999999998
2020-04-07,0.1561
2020-04-08,2.4942
2020-04-09,6.4639
2020-04-13,-1.5
2020-04-14,0.7977
2020-04-15,-9.0647
2020-04-16,-6.3291
2020-04-17,1.9426
2020-04-20,4.5982
2020-04-21,0.9109
2020-04-22,1.6484
2020-04-23,-0.9266
2020-04-24,-3.2736
2020-04-27,6.6882
2020-04-28,2.7946
2020-04-29,8.7436
2020-04-30,-1.0135
2020-05-01,-4.6061
2020-05-04,6.6174
2020-05-05,4.0268
2020-05-06,3.871
2020-05-07,5.2795
2020-05-08,0.0
2020-05-11,-5.0147
2020-05-12,-0.6211
2020-05-13,4.3125
2020-05-14,-6.2313
2020-05-15,5.3035
2020-05-18,-0.0667
2020-05-19,0.0364
2020-05-20,0.1517
2020-05-21,-4.3636
2020-05-22,0.1267
2020-05-26,5.0
2020-05-27,-2.7728
2020-05-29,-5.8277
2020-06-01,-2.4358
2020-06-02,-0.1687
2020-06-03,5.779
2020-06-04,-0.9585
2020-06-05,4.0
2020-06-08,7.9404
2020-06-09,-1.1494
2020-06-10,-0.3488
2020-06-11,-5.1925
2020-06-12,0.3692
2020-06-15,3.6174
2020-06-16,1.0651
2020-06-17,-0.4684
2020-06-18,0.0
2020-06-19,-0.5882
2020-06-22,0.5917
2020-06-23,0.0
2020-06-24,-0.2941
2020-06-25,-0.295
2020-06-26,-2.6627
2020-06-29,0.9119
2020-06-30,-4.5181000000000004
2020-07-01,-2.9653
2020-07-02,0.7802
2020-07-06,1.3548
2020-07-07,-8.7842
2020-07-08,-3.1403
2020-07-09,-8.1412
2020-07-10,8.9412
2020-07-13,-0.8639
2020-07-14,0.6536
2020-07-15,4.9062
2020-07-16,-3.2325
2020-07-17,3.2694
2020-07-20,0.3441
2020-07-21,2.1262
2020-07-22,-3.0893
2020-07-23,0.8316
2020-07-24,-3.6426
2020-07-27,-0.0713
2020-07-28,8.137
2020-07-29,-0.9901
2020-07-30,-1.5333
2020-07-31,1.6926
