ticker,MRCC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-10-25,1.6667
2012-10-26,-0.7213
2012-10-31,0.7266
2012-11-01,-1.6393
2012-11-02,0.05
2012-11-05,-0.5164
2012-11-06,0.4689
2012-11-07,0.0
2012-11-08,0.1333
2012-11-09,-0.0666
2012-11-12,1.5989
2012-11-13,-1.5082
2012-11-14,-0.1332
2012-11-15,-0.2
2012-11-16,1.8035999999999999
2012-11-19,-1.4436
2012-11-20,-0.0666
2012-11-21,0.0
2012-11-23,-0.0666
2012-11-26,0.3333
2012-11-27,0.0
2012-11-28,-0.3322
2012-11-29,-0.8667
2012-11-30,0.8742
2012-12-03,-0.7333
2012-12-04,1.4102999999999999
2012-12-05,1.3245
2012-12-06,-1.9607999999999999
2012-12-07,-0.2
2012-12-10,0.4008
2012-12-11,0.7984
2012-12-12,1.1881
2012-12-13,0.0667
2012-12-14,0.0
2012-12-17,0.6667
2012-12-18,-0.6623
2012-12-19,0.0
2012-12-20,-1.9333
2012-12-21,1.2916
2012-12-24,1.6107
2012-12-26,-2.1797
2012-12-27,-0.4051
2012-12-28,-1.0847
2012-12-31,1.645
2013-01-02,1.416
2013-01-03,0.3324
2013-01-04,-0.5964
2013-01-07,0.4
2013-01-08,0.0
2013-01-09,-1.3944
2013-01-10,-1.0101
2013-01-11,-1.0204
2013-01-14,3.7801
2013-01-15,-0.7947
2013-01-16,0.4673
2013-01-17,-0.3322
2013-01-18,0.6667
2013-01-22,0.6623
2013-01-23,0.0
2013-01-24,0.6579
2013-01-25,-0.6536
2013-01-28,-2.1711
2013-01-29,1.076
2013-01-30,1.1311
2013-01-31,-0.1842
2013-02-01,0.1846
2013-02-04,-1.25
2013-02-05,0.9327
2013-02-06,-0.4356
2013-02-07,-0.4243
2013-02-08,1.1984
2013-02-11,-0.9868
2013-02-12,1.3289
2013-02-13,0.0
2013-02-14,-0.5246
2013-02-15,0.5274
2013-02-19,0.6557
2013-02-20,-0.6507
2013-02-21,-0.9844
2013-02-22,0.332
2013-02-25,-0.9909
2013-02-26,0.9733
2013-02-27,0.7989
2013-02-28,-1.3559
2013-03-01,0.332
2013-03-04,-0.3971
2013-03-05,2.0199
2013-03-06,-0.6773
2013-03-07,-0.3934
2013-03-08,0.1967
2013-03-11,-0.3934
2013-03-12,0.2639
2013-03-13,0.6579
2013-03-14,0.5882
2013-03-15,-0.065
2013-03-18,1.7944
2013-03-19,-1.0443
2013-03-20,-0.7261
2013-03-21,0.0665
2013-03-22,1.1242
