ticker,PGFY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-08-26,100.0
2013-09-11,-35.0
2013-09-20,-15.3846
2013-09-23,-5.4545
2013-09-24,0.3846
2013-09-25,5.364
2013-09-26,1.8182
2013-09-27,0.0
2013-09-30,0.0
2013-10-01,3.5714
2013-10-02,-3.4483
2013-10-04,0.0
2013-10-25,0.0
2013-12-04,-10.7143
2014-02-06,4.0
2014-03-03,13.461500000000001
2014-04-11,69.4915
2014-04-16,-5.0
2014-04-23,-48.4211
2014-04-24,0.0
2014-04-25,0.0
2014-05-01,-40.8163
2014-05-02,210.3448
2014-05-05,52.2222
2014-05-06,-41.0219
2014-05-07,-56.6832
2014-05-08,91.4286
2014-05-09,2.2388
2014-05-12,6.8613
2014-05-13,0.8197
2014-05-29,-62.0596
2014-05-30,17.8571
2014-06-02,-24.2424
2014-06-03,-4.0
2014-06-04,0.0
2014-06-05,-8.3333
2014-06-06,-25.0
2014-06-09,-21.2121
2014-06-10,19.2308
2014-06-11,-16.129
2014-06-12,-7.6923
2014-06-13,8.3333
2014-06-16,-7.6923
2014-06-17,-16.6667
2014-06-18,20.0
2014-06-19,-12.5
2014-06-20,4.7619
2014-06-23,-9.0909
2014-06-24,-10.0
2014-06-25,0.0
2014-06-26,0.0
2014-06-27,0.0
2014-06-30,-10.0
2014-07-01,23.4568
2014-07-02,-30.0
2014-07-03,28.5714
2014-07-07,-22.2222
2014-07-08,0.0
2014-07-09,1.4285999999999999
2014-07-10,-1.4085
2014-07-11,0.0
2014-07-14,0.0
2014-07-15,0.0
2014-07-16,-57.1429
2014-07-17,66.6667
2014-07-18,20.0
2014-07-21,0.0
2014-07-22,-33.3333
2014-07-23,25.0
2014-07-24,0.0
2014-07-25,20.0
2014-07-28,-33.3333
2014-07-29,25.0
2014-07-30,0.0
2014-07-31,0.0
2014-08-01,0.0
2014-08-04,0.0
2014-08-05,0.0
2014-08-06,0.0
2014-08-07,-30.0
2014-08-08,-14.2857
2014-08-11,66.6667
2014-08-12,-40.0
2014-08-13,20.0
2014-08-14,-13.8889
2014-08-15,29.0323
2014-08-18,0.0
2014-08-19,-22.5
2014-08-20,-3.2258
2014-08-21,133.3333
2014-08-22,-28.5714
2014-08-25,-16.0
2014-08-26,-16.6667
2014-08-27,-25.7143
2014-08-28,15.3846
2014-08-29,0.0
2014-09-02,0.0
2014-09-03,16.6667
2014-09-04,0.0
2014-09-05,-14.2857
2014-09-08,0.0
2014-09-09,33.3333
2014-09-10,-37.5
