ticker,PGFY US Equity
2014-09-11,8.0
2014-09-12,11.1111
2014-09-15,0.0
2014-09-16,66.6667
2014-09-17,-20.0
2014-09-18,-50.0
2014-09-19,75.0
2014-09-22,-42.8571
2014-09-23,25.0
2014-09-24,0.0
2014-09-25,-20.0
2014-09-26,50.0
2014-09-29,-16.6667
2014-09-30,0.0
2014-10-01,-20.0
2014-10-02,25.0
2014-10-03,-20.0
2014-10-06,0.0
2014-10-07,0.0
2014-10-08,0.0
2014-10-09,0.0
2014-10-10,-26.5625
2014-10-13,0.0
2014-10-15,-18.2979
2014-10-16,-16.6667
2014-10-20,0.0
2014-10-21,46.875
2014-10-22,36.1702
2014-10-23,0.0
2014-10-24,0.0
2014-10-27,0.0
2014-10-28,-50.0
2014-10-29,0.0
2014-10-30,0.0
2014-11-03,-50.0
2014-11-04,100.0
2014-11-06,-30.0
2014-11-07,42.8571
2014-11-10,0.0
2014-11-12,0.0
2014-11-17,-90.0
2014-11-18,400.0
2014-11-20,100.0
2014-11-21,-50.0
2014-11-25,0.0
2014-11-28,0.0
2014-12-01,0.0
2014-12-02,0.0
2014-12-03,0.0
2014-12-04,0.0
2014-12-05,0.0
2014-12-08,0.0
2014-12-09,-60.0
2014-12-10,-93.75
2014-12-11,3900.0
2014-12-12,0.0
2014-12-15,-60.0
2014-12-16,-50.0
2014-12-17,400.0
2014-12-18,-97.5
2014-12-19,1500.0
2014-12-22,150.0
2014-12-23,-70.0
2014-12-24,33.3333
2014-12-26,0.0
2014-12-29,0.0
2014-12-30,150.0
2014-12-31,-80.0
2015-01-02,1900.0
2015-01-05,-50.0
2015-01-06,0.0
2015-01-07,10.0
2015-01-08,-9.0909
2015-01-09,-50.0
2015-01-20,0.0
2015-01-21,-40.0
2015-01-22,-33.3333
2015-01-27,150.0
2015-01-28,0.0
2015-01-29,-60.0
2015-01-30,0.0
2015-02-02,0.0
2015-02-03,0.0
2015-02-04,0.0
2015-02-05,0.0
2015-02-09,0.0
2015-02-10,0.0
2015-02-11,0.0
2015-02-12,-50.0
2015-02-17,-87.5
2015-02-18,700.0
2015-02-23,200.0
2015-02-24,-33.3333
2015-02-25,150.0
2015-03-03,100.0
2015-03-04,-90.0
2015-03-05,100.0
2015-03-06,0.0
2015-03-09,-50.0
2015-03-11,0.0
2015-03-13,200.0
2015-03-16,-33.3333
2015-03-17,0.0
2015-03-19,-93.75
2015-03-20,300.0
2015-03-30,100.0
2015-03-31,0.0
2015-04-01,-50.0
2015-04-06,0.0
2015-04-07,0.0
2015-04-08,0.0
2015-04-10,0.0
2015-04-15,100.0
2015-04-16,-62.5
2015-04-22,166.6667
2015-04-23,-68.75
2015-04-24,220.0
2015-04-27,900.0
2015-04-29,-10.0
2015-04-30,-88.8889
2015-05-05,0.0
2015-05-07,0.0
2015-05-11,-81.25
2015-05-13,433.3333
2015-05-14,0.0
2015-05-15,-68.75
2015-05-18,220.0
2015-05-19,0.0
2015-05-20,0.0
2015-05-29,-68.75
2015-06-09,60.0
2015-06-10,-75.0
2015-06-26,0.0
2015-06-30,50.0
2015-07-07,166.6667
2015-07-13,100.0
2015-07-14,-87.5
2015-07-15,0.0
2015-07-23,700.0
2015-07-24,0.0
2015-07-30,-87.5
2015-08-04,0.0
2015-08-06,0.0
2015-08-12,0.0
2015-08-19,0.0
2015-08-25,0.0
2015-09-01,0.0
2015-09-15,0.0
2015-09-18,300.0
2015-09-30,-75.0
2015-10-12,300.0
2015-10-16,0.0
2015-11-12,0.0
2015-11-19,-75.0
2015-11-23,0.0
2015-11-27,0.0
2015-11-30,700.0
2015-12-01,-87.5
2015-12-02,700.0
2015-12-04,-87.5
2015-12-08,700.0
2015-12-11,-87.5
2015-12-14,0.0
2015-12-15,0.0
2015-12-16,0.0
2015-12-17,0.0
2015-12-18,0.0
2015-12-21,0.0
2015-12-22,0.0
2015-12-23,0.0
2015-12-29,0.0
2015-12-30,0.0
2015-12-31,0.0
2016-01-04,0.0
2016-01-05,0.0
2016-01-07,50.0
2016-01-11,-33.3333
2016-01-21,0.0
2016-01-27,0.0
2016-02-01,0.0
2016-02-22,0.0
2016-02-26,700.0
2016-03-07,-87.5
2016-03-10,0.0
2016-03-22,0.0
2016-03-23,0.0
2016-03-24,0.0
2016-03-31,0.0
2016-04-15,0.0
2016-04-20,0.0
2016-07-01,700.0
2016-07-21,-50.0
2016-08-02,-75.0
2016-08-05,700.0
2016-08-08,-87.5
2016-08-15,700.0
2016-08-16,0.0
2016-08-30,0.0
2016-09-02,0.0
2016-09-06,0.0
2016-09-12,0.0
2016-09-14,0.0
2016-09-26,-87.5
2016-10-12,0.0
2016-11-02,0.0
2016-11-15,700.0
2016-12-15,0.0
2016-12-29,0.0
2017-01-27,0.0
2017-03-29,0.0
2017-05-24,0.0
2017-06-13,0.0
2017-06-19,-90.0
2017-07-18,900.0
2017-07-24,-99.0
2017-09-18,900.0
2017-09-20,0.0
2017-10-10,0.0
2017-10-30,0.0
2017-10-31,0.0
2017-12-08,-90.0
2017-12-11,-90.0
2017-12-26,9900.0
2017-12-27,0.0
2017-12-28,-99.0
2017-12-29,0.0
2018-02-14,9900.0
2018-02-16,0.0
2018-02-28,-99.0
2018-03-06,9900.0
2018-03-08,-99.0
2018-03-13,0.0
2018-04-06,0.0
2018-05-09,9900.0
2018-05-14,0.0
2018-05-15,0.0
2018-05-22,0.0
2018-05-23,0.0
2018-05-25,0.0
2018-05-30,100.0
2018-06-05,-50.0
2018-06-18,0.0
2018-06-21,0.0
2018-07-03,0.0
2018-07-11,0.0
2018-07-27,0.0
2018-07-30,0.0
2018-08-09,100.0
2018-08-22,-50.0
2018-08-24,0.0
2018-09-11,0.0
2018-09-27,0.0
2018-10-04,-90.0
2018-10-29,900.0
2018-11-07,0.0
2018-11-19,-90.0
2018-11-27,900.0
2018-11-29,0.0
2018-12-03,0.0
2018-12-20,-99.0
2018-12-27,9900.0
2018-12-31,0.0
2019-01-02,0.0
2019-01-03,0.0
2019-01-14,-99.0
2019-01-15,9900.0
2019-01-18,0.0
2019-01-23,0.0
2019-01-24,0.0
2019-01-31,0.0
2019-02-01,0.0
2019-02-04,0.0
2019-02-15,0.0
2019-02-20,-99.0
2019-02-25,9900.0
2019-02-27,-99.0
2019-03-04,900.0
2019-03-08,-90.0
2019-03-22,9900.0
2019-03-28,0.0
2019-04-10,-99.0
2019-04-12,9900.0
2019-04-15,-99.0
2019-04-16,0.0
2019-04-22,9900.0
2019-04-23,0.0
2019-04-29,-99.0
2019-05-01,9900.0
2019-05-03,0.0
2019-05-14,-99.0
2019-05-15,900.0
2019-05-16,0.0
2019-05-17,0.0
2019-06-18,-90.0
2019-06-21,9900.0
2019-06-26,0.0
2019-07-05,0.0
2019-07-24,0.0
2019-07-30,0.0
2019-08-01,-99.0
2019-08-21,9900.0
2019-08-26,0.0
2019-08-27,0.0
2019-09-10,0.0
2019-09-12,0.0
2019-09-17,-99.0
2019-09-26,9900.0
2019-10-09,0.0
2019-10-21,0.0
2019-10-31,0.0
2019-11-14,0.0
2019-11-15,-90.0
2019-11-20,900.0
2019-11-22,0.0
2019-11-25,0.0
2019-11-26,-90.0
2019-12-02,-90.0
2019-12-04,9900.0
2019-12-09,0.0
2019-12-10,-90.0
2019-12-12,900.0
2019-12-26,0.0
2019-12-30,-99.0
2019-12-31,9900.0
2020-01-07,900.0
2020-01-08,-90.0
2020-01-13,0.0
2020-01-15,0.0
2020-01-24,0.0
2020-01-30,0.0
2020-01-31,0.0
2020-02-04,0.0
2020-02-06,0.0
2020-02-18,0.0
2020-02-20,0.0
2020-03-09,0.0
2020-03-11,0.0
2020-03-16,-90.0
2020-03-30,900.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-13,0.0
2020-04-14,0.0
2020-05-05,0.0
2020-05-13,-99.0
2020-05-18,0.0
2020-06-11,9900.0
2020-06-12,0.0
2020-06-15,-99.0
2020-06-16,900.0
2020-06-18,900.0
2020-06-19,0.0
2020-06-23,0.0
2020-06-25,0.0
2020-06-26,0.0
2020-07-01,0.0
2020-07-13,0.0
2020-07-14,0.0
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,0.0
2020-07-24,0.0
2020-07-28,0.0
