ticker,STG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-03-23,-3.4783
2018-03-26,-0.9009
2018-03-27,-2.8182
2018-03-28,-10.4771
2018-03-29,-13.2706
2018-04-02,-11.4458
2018-04-03,13.7415
2018-04-04,-1.7943
2018-04-05,-1.218
2018-04-06,-1.3564
2018-04-09,0.0
2018-04-10,-1.125
2018-04-11,-1.1378
2018-04-12,-5.4987
2018-04-13,-0.8119
2018-04-16,-2.5921
2018-04-17,5.6022
2018-04-18,6.1008
2018-04-19,-2.75
2018-04-20,2.9563
2018-04-23,-1.9975
2018-04-24,-0.5096
2018-04-25,1.0243
2018-04-26,1.3942
2018-04-27,1.625
2018-04-30,9.7171
2018-05-01,9.8655
2018-05-02,-6.0204
2018-05-03,-2.3887
2018-05-04,1.7798
2018-05-07,9.071
2018-05-08,0.1002
2018-05-09,5.3053
2018-05-10,3.4221
2018-05-11,1.1949
2018-05-14,-9.5368
2018-05-15,4.4177
2018-05-16,-1.1538
2018-05-17,0.1946
2018-05-18,-2.0388
2018-05-21,-0.9911
2018-05-22,5.6056
2018-05-23,-5.1185
2018-05-24,-2.6973000000000003
2018-05-25,-0.5133
2018-05-29,-2.8895999999999997
2018-05-30,0.4251
2018-05-31,0.8466
2018-06-01,9.9685
2018-06-04,-2.958
2018-06-05,-1.6716
2018-06-06,2.1
2018-06-07,0.3918
2018-06-08,-2.439
2018-06-11,-0.1
2018-06-12,-1.3013
2018-06-13,-5.071
2018-06-14,-2.3504
2018-06-15,-2.1882
2018-06-18,0.6711
2018-06-19,0.5556
2018-06-20,0.442
2018-06-21,-1.9802
2018-06-22,2.1324
2018-06-25,0.5495
2018-06-26,-0.2186
2018-06-27,-0.4381
2018-06-28,0.44
2018-06-29,-2.4096
2018-07-02,0.1122
2018-07-03,-2.4664
2018-07-05,-4.2529
2018-07-06,-1.9207999999999998
2018-07-09,-1.9584000000000001
2018-07-10,-0.9988
2018-07-11,-3.1526
2018-07-12,3.125
2018-07-13,6.6919
2018-07-16,0.8284
2018-07-17,3.2864
2018-07-18,-6.25
2018-07-19,-4.8485
2018-07-20,-1.6561
2018-07-23,-4.4041
2018-07-24,-3.252
2018-07-25,-8.9636
2018-07-26,-7.5385
2018-07-27,6.1564
2018-07-30,-7.5235
2018-07-31,1.0169
2018-08-01,2.1812
2018-08-02,2.6273
2018-08-03,-0.8
2018-08-06,-2.4194
2018-08-07,1.4876
2018-08-08,-0.4886
2018-08-09,3.2733
2018-08-10,3.1696
