ticker,STGZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-11-27,-33.3333
2001-01-03,50.0
2001-01-04,50.0
2001-01-05,-33.3333
2001-01-23,0.0
2001-02-06,33.3333
2001-02-07,6.25
2001-02-14,-17.647100000000002
2001-03-02,14.2857
2001-03-07,12.5
2001-03-09,-22.2222
2001-03-13,-14.2857
2001-03-15,0.0
2001-03-26,-16.6667
2001-03-30,0.0
2001-04-17,36.0
2001-04-18,-11.7647
2001-05-01,-86.6667
2001-05-04,525.0
2001-06-06,60.0
2001-06-07,-45.0
2001-06-27,81.8182
2001-08-10,50.0
2001-10-04,0.0
2001-11-07,0.0
2001-11-08,0.0
2001-12-07,100.0
2001-12-27,-98.3333
2002-04-18,850.0
2002-05-08,0.0
2002-05-15,0.0
2002-05-20,0.0
2002-05-22,-5.2632
2002-06-03,-5.5556
2002-07-16,-11.7647
2002-07-17,-66.6667
2002-09-06,-52.0
2002-10-10,-41.6667
2004-03-05,114.2857
2004-04-21,233.3333
2004-07-12,-70.0
2004-09-02,33.3333
2004-09-03,25.5
2004-09-08,19.5219
2004-09-09,50.0
2004-09-14,11.1111
2004-09-17,112.0
2004-09-20,38.6792
2004-09-23,-31.2925
2004-09-29,-35.6436
2004-10-06,15.3846
2004-10-19,-46.6667
2004-11-04,0.0
2005-02-02,100.0
2005-02-11,31.25
2005-02-24,-1.9048
2005-02-25,-1.9417
2005-03-02,3.9604
2005-04-05,4.7619
2005-04-07,-3.6364
2005-04-12,41.5094
2005-04-13,16.6667
2005-04-14,14.2857
2005-04-21,0.0
2005-04-25,-5.0
2005-04-27,-7.8947
2005-04-28,5.7143
2005-05-13,-18.9189
2005-05-25,-16.6667
2005-06-02,0.0
2005-06-09,-8.0
2005-06-17,-4.3478
2005-06-21,0.0
2005-06-22,0.0
2005-06-27,0.0
2005-06-28,8.1818
2005-06-29,0.8403
2005-06-30,12.5
2005-07-12,-25.1852
2005-07-18,8.9109
2005-07-19,40.9091
2005-07-20,0.0
2005-07-21,1.9355
2005-07-22,10.7595
2005-07-25,20.0
2005-07-26,-7.1429
2005-07-27,-10.2564
2005-07-28,-14.2857
2005-08-01,-10.0
2005-08-09,-44.4444
2005-09-08,33.3333
2005-09-12,0.0
2005-09-13,-25.0
2005-09-20,32.4
2005-09-21,0.7049
2005-09-22,-10.0
2005-09-26,0.0
2005-09-27,-27.7778
2005-09-28,0.0
2005-09-29,30.7692
2005-09-30,11.7647
2005-10-04,-21.0526
2005-10-06,0.0
