ticker,FRMA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-06-10,3.9215999999999998
2008-06-17,13.2075
2008-06-18,-8.3333
2008-06-19,-3.6364
2008-06-20,5.6604
2008-06-23,-1.7856999999999998
2008-06-25,-7.2727
2008-06-26,5.8824
2008-07-02,-5.5556
2008-07-03,0.0
2008-07-07,0.0
2008-07-08,-1.9607999999999999
2008-07-09,-0.2
2008-07-10,-5.8116
2008-07-11,6.383
2008-07-14,0.0
2008-07-15,8.0
2008-07-16,7.4074
2008-07-17,17.2414
2008-07-18,-1.4706000000000001
2008-07-22,7.4627
2008-07-23,2.7778
2008-07-24,1.3514
2008-07-28,0.0
2008-07-29,-4.0
2008-07-30,-5.5556
2008-08-01,5.8824
2008-08-04,8.3333
2008-08-05,2.5641
2008-08-06,-6.25
2008-08-07,0.0
2008-08-08,-4.0
2008-08-11,0.0
2008-08-14,-2.7778
2008-08-15,-2.8571
2008-08-18,5.8824
2008-08-21,-15.2778
2008-08-22,14.7541
2008-08-28,0.0
2008-08-29,-7.1429
2008-09-02,0.0
2008-09-04,0.0
2008-09-09,-10.7692
2008-09-10,3.4483
2008-09-11,-3.3333
2008-09-12,-5.1724
2008-09-15,-3.6364
2008-09-16,-20.7547
2008-09-17,-26.1905
2008-09-19,0.0
2008-09-23,0.0
2008-09-24,0.0
2008-09-25,-3.2258
2008-09-26,0.0
2008-09-30,30.0
2008-10-07,-7.6923
2008-10-20,-16.6667
2008-10-21,-30.0
2008-10-29,-4.7619
2008-11-05,-20.0
2008-11-11,-31.25
2008-11-12,-18.1818
2008-11-17,22.2222
2008-11-18,18.1818
2008-11-20,7.6923
2008-11-28,-28.5714
2008-12-01,-10.0
2008-12-03,11.1111
2008-12-04,-10.0
2008-12-05,0.0
2008-12-08,0.0
2008-12-10,38.8889
2008-12-11,12.0
2008-12-12,0.0
2008-12-15,-28.5714
2008-12-16,10.0
2008-12-19,118.1818
2008-12-24,-39.5833
2008-12-29,0.0
2008-12-30,-3.4483
2008-12-31,278.5714
2009-01-07,-69.8113
2009-01-08,56.25
2009-01-09,0.0
2009-01-12,-30.0
2009-01-20,14.2857
2009-01-26,50.0
2009-02-03,0.0
2009-02-10,-33.3333
2009-02-12,0.0
2009-02-13,25.0
2009-02-20,4.0
2009-02-24,0.0
2009-02-25,-3.8462
2009-02-27,100.0
2009-03-10,-40.0
2009-03-12,66.6667
2009-03-19,-4.0
2009-03-20,0.0
2009-04-06,-37.5
2009-04-23,-46.6667
2009-04-24,193.75
