ticker,ASRE US Equity
2006-08-21,-11.7647
2006-08-23,0.0
2006-08-25,0.6667
2006-08-29,0.0
2006-08-30,-7.2848
2006-09-08,-3.5714
2006-09-12,-7.4074
2006-09-15,0.0
2006-09-19,-12.0
2006-09-22,4.5455
2006-09-25,0.0
2006-09-27,47.8261
2006-09-28,-5.8824
2006-09-29,-1.875
2006-10-04,-4.4586
2006-10-05,0.0
2006-10-06,-16.6667
2006-10-09,24.0
2006-10-10,2.5806
2006-10-16,0.0
2006-10-17,-5.6604
2006-10-18,0.0
2006-10-19,0.0
2006-10-20,-10.0
2006-10-23,-3.7037
2006-10-24,0.0
2006-10-25,0.0
2006-10-27,3.8462
2006-10-31,3.7037
2006-11-03,0.0
2006-11-07,-5.7143
2006-11-08,0.0
2006-11-09,9.8485
2006-11-10,0.0
2006-11-13,-11.7241
2006-11-20,0.0
2006-11-21,0.0
2006-11-27,13.2813
2006-11-28,-3.4483
2006-11-29,4.2857
2006-11-30,2.7397
2006-12-01,-6.6667
2006-12-04,0.0
2006-12-05,3.5714
2006-12-07,0.0
2006-12-08,3.4483
2006-12-11,-8.0
2006-12-12,8.6957
2006-12-13,6.6667
2006-12-14,-5.0
2006-12-18,-3.2895
2006-12-20,3.4013999999999998
2006-12-28,2.6316
2006-12-29,8.9744
2007-01-03,-8.2353
2007-01-04,-3.8462
2007-01-05,-6.6667
2007-01-10,2.8571
2007-01-11,-9.7222
2007-01-12,7.6923
2007-01-16,0.0
2007-01-19,-7.1429
2007-01-24,-7.6923
2007-01-25,0.0
2007-01-26,0.0
2007-01-29,0.0
2007-01-30,8.3333
2007-01-31,0.0
2007-02-07,-15.3846
2007-02-12,0.0
2007-02-13,4.5455
2007-02-20,-0.8696
2007-02-22,9.6491
2007-02-23,-8.0
2007-02-27,0.0
2007-02-28,0.0
2007-03-02,2.6087
2007-03-05,1.6949
2007-03-14,0.0
2007-03-16,-4.1667
2007-03-27,-7.8261
2007-03-28,0.0
2007-03-29,0.0
2007-03-30,0.9434
2007-04-05,-6.5421
2007-04-09,1.0
2007-04-16,1.9802
2007-04-17,16.5049
2007-04-18,4.1667
2007-04-19,0.0
2007-04-23,0.0
2007-04-24,0.0
2007-04-25,16.0
2007-05-02,-13.7931
2007-05-03,-16.0
2007-05-07,4.7619
2007-05-09,13.6364
2007-05-10,-10.4
2007-05-14,7.1429
2007-05-15,4.1667
2007-05-16,-4.8
2007-05-18,5.042
2007-05-21,16.0
2007-05-22,-13.7931
2007-05-23,4.0
2007-05-25,-3.0769
2007-05-29,34.9206
2007-05-30,-10.5882
2007-05-31,11.8421
2007-06-01,-10.5882
2007-06-04,-7.8947
2007-06-07,0.0
2007-06-08,-10.7143
2007-06-11,0.0
2007-06-13,24.0
2007-06-15,-9.0323
2007-06-19,9.9291
2007-06-20,3.2258
2007-06-21,-6.25
2007-06-22,3.3333
2007-06-28,0.0
2007-06-29,6.4516
2007-07-02,-3.0303
2007-07-06,-18.125
2007-07-09,0.0
2007-07-10,-19.8473
2007-07-11,0.0
2007-07-27,4.7619
2007-07-30,2.7273
2007-07-31,28.3186
2007-08-02,-6.8966
2007-08-03,0.0
2007-08-06,0.0
2007-08-14,-14.0741
2007-08-16,-5.1724
2007-08-21,-4.5455
2007-08-23,9.5238
2007-08-28,-8.6957
2007-08-29,4.7619
2007-08-31,11.818200000000001
2007-09-04,-10.5691
2007-09-06,-8.1818
2007-09-07,0.0
2007-09-25,8.9109
2007-09-27,4.5455
2007-10-02,-8.6957
2007-10-08,-3.8095
2007-10-11,-0.9901
2007-10-12,0.0
2007-10-18,5.0
2007-10-19,14.2857
2007-10-31,6.6667
2007-11-05,0.0
2007-11-06,0.0
2007-11-09,0.0
2007-11-13,-6.25
2007-11-15,-3.8333
2007-11-16,25.6499
2007-11-19,-27.5862
2007-11-20,0.0
2007-11-21,19.0476
2007-11-27,8.0
2007-11-29,-7.4074
2007-11-30,0.0
2007-12-03,-4.0
2007-12-04,12.5
2007-12-06,0.0
2007-12-10,3.7037
2007-12-11,-17.8571
2007-12-13,0.0
2007-12-17,-4.3478
2007-12-18,-8.1818
2007-12-19,1.9802
2007-12-20,0.0
2007-12-21,0.0
2007-12-24,-1.9417
2007-12-31,33.6634
2008-01-02,3.7037
2008-01-23,-23.5714
2008-01-25,-5.6075
2008-01-29,-2.9703
2008-01-30,-3.0612
2008-02-01,3.1579
2008-02-05,0.0
2008-02-06,-28.5714
2008-02-07,40.0
2008-02-13,-8.1633
2008-02-27,-22.2222
2008-02-28,14.2857
2008-03-03,18.75
2008-03-17,-5.2632
2008-03-25,-11.1111
2008-03-26,12.5
2008-03-27,38.8889
2008-03-31,-24.0
2008-04-01,0.0
2008-04-10,-26.3158
2008-04-15,44.2857
2008-04-17,0.0
2008-04-30,0.0
2008-05-01,-10.8911
2008-05-08,-11.1111
2008-05-15,25.0
2008-07-08,-49.0
2008-07-16,27.451
2008-07-23,-23.0769
2008-07-28,-40.0
2008-07-30,50.0
2008-08-13,-42.2222
2008-08-27,0.0
2008-08-28,73.0769
2008-10-09,-55.5556
2008-10-10,-25.0
2008-10-13,-33.3333
2008-10-14,0.0
2008-10-16,-20.0
2008-10-17,37.5
2008-10-21,0.0
2008-10-22,27.2727
2008-11-03,-28.5714
2008-11-19,-20.0
2008-12-01,0.0
2008-12-05,87.5
2008-12-08,0.0
2008-12-10,-50.0
2008-12-12,0.0
2008-12-19,0.0
2008-12-29,-58.6667
2008-12-31,125.8065
2009-01-13,228.5714
2009-02-03,-56.5217
2009-03-04,0.0
2009-03-12,0.0
2009-04-07,20.0
2009-04-08,83.3333
2009-04-09,0.0
2009-04-13,-9.0909
2009-04-16,-5.0
2009-05-04,5.2632
2009-05-05,15.0
2009-05-08,-21.7391
2009-05-14,22.2222
2009-05-18,0.0
2009-05-19,4.5455
2009-05-20,-17.3913
2009-05-26,15.7895
2009-05-27,-13.6364
2009-05-29,0.0
2009-06-01,-5.2632
2009-06-02,2.7778
2009-06-04,-13.5135
2009-06-19,31.25
2009-06-22,-4.7619
2009-06-24,0.0
2009-06-30,-25.0
2009-07-01,0.0
2009-07-09,0.0
2009-07-13,-13.3333
2009-07-22,0.0
2009-07-27,7.6923
2009-07-30,-64.2857
2009-08-13,200.0
2009-08-14,0.0
2009-09-30,-66.6667
2009-10-21,0.0
2009-11-10,0.0
2009-12-09,0.0
2009-12-17,-20.0
2009-12-21,-25.0
2009-12-30,0.0
2010-01-06,66.6667
2010-01-15,40.0
2010-01-19,0.0
2010-01-25,-21.4286
2010-02-03,-45.4545
2010-02-05,66.6667
2010-02-09,0.0
2010-02-25,-70.0
2010-03-02,6.6667
2010-03-08,87.5
2010-03-12,66.6667
2010-03-17,0.0
2010-03-22,-60.0
2010-05-04,25.0
2010-05-12,100.0
2010-05-14,50.0
2010-05-17,0.0
2010-05-18,0.0
2010-05-19,-33.3333
2010-05-20,50.0
2010-05-25,-6.6667
2010-05-27,0.0
2010-06-01,7.1429
2010-06-02,260.0
2010-06-04,-7.4074
2010-06-09,-76.0
2010-06-10,233.3333
2010-06-14,10.0
2010-06-16,-9.0909
2010-06-17,-5.0
2010-06-29,5.2632
2010-07-21,-60.0
2010-07-22,-12.5
2010-07-27,42.8571
2010-08-03,0.0
2010-08-09,0.0
2010-08-12,-10.0
2010-08-16,0.0
2010-08-25,0.0
2010-08-27,-33.3333
2010-09-02,0.0
2010-09-13,50.0
2010-09-15,-22.2222
2010-09-23,-28.5714
2010-09-28,0.0
2010-10-06,-40.0
2010-10-28,33.3333
2010-11-15,0.0
2010-11-22,-25.0
2010-11-26,33.3333
2010-12-21,0.0
2011-01-07,87.5
2011-01-13,6.6667
2011-01-18,0.0
2011-01-20,-25.0
2011-02-08,-33.3333
2011-02-17,50.0
2011-02-24,-33.3333
2011-02-28,0.0
2011-03-04,25.0
2011-03-25,0.0
2011-04-19,0.0
2011-05-13,-60.0
2011-05-16,0.0
2011-05-17,0.0
2011-05-19,0.0
2011-05-23,-25.0
2011-06-27,0.0
2011-07-05,100.0
2011-07-21,-50.0
2011-09-19,0.0
2011-10-03,0.0
2011-11-01,0.0
2011-12-29,0.0
2012-01-18,100.0
2012-01-27,0.0
2012-01-31,-50.0
2012-02-17,-83.3333
2012-03-06,0.0
2012-05-16,700.0
2012-05-24,0.0
2012-08-29,-89.375
2012-09-04,17.647100000000002
2012-10-10,0.0
2012-11-28,0.0
2012-12-05,0.0
2012-12-13,0.0
2012-12-18,0.0
2013-05-14,0.0
2013-05-21,0.0
2013-06-24,0.0
2013-07-24,0.0
2013-11-12,0.0
2013-12-26,0.0
2014-04-08,0.0
2014-04-22,5.0
2014-06-02,-23.8095
2014-06-10,50.0
2014-06-12,66.6667
2014-06-18,70.0
2014-06-24,17.647100000000002
2014-06-25,20.0
2014-06-26,25.0
2014-06-30,0.0
2014-07-02,33.3333
2014-07-07,-50.0
2014-07-08,100.0
2014-07-14,-65.0
2014-07-15,42.8571
2014-07-17,50.0
2014-07-18,33.3333
2014-07-23,50.0
2014-07-24,25.0
2014-07-28,33.3333
2014-07-29,-50.0
2014-07-30,20.0
2014-07-31,-50.0
2014-08-01,-33.3333
2014-08-07,0.0
2014-08-15,60.0
2014-08-27,-37.5
2014-08-28,-10.0
2014-09-03,11.1111
2014-09-04,20.0
2014-09-09,-8.3333
2014-09-11,9.0909
2014-09-12,-16.6667
2014-09-18,9900.0
2014-09-22,-98.0
2014-09-23,-25.0
2014-09-24,0.0
2014-10-02,0.0
2014-10-06,0.0
2014-10-29,0.0
2014-11-24,-13.3333
2014-12-01,0.0
2014-12-09,0.0
2014-12-15,0.0
2014-12-17,0.0
2014-12-22,0.0
2014-12-31,0.0
2015-01-05,-23.0769
2015-02-04,20.0
2015-02-10,0.0
2015-03-02,0.0
2015-03-06,0.0
2015-03-17,-33.3333
2015-05-28,25.0
2015-06-29,750.0
2015-07-01,-90.5882
2015-07-07,0.0
2015-07-17,-12.5
2015-08-03,0.0
2015-08-07,0.0
2015-08-19,0.0
2015-12-01,0.0
2015-12-15,0.0
2016-01-07,0.0
2016-01-21,0.0
2016-02-17,12.5
2016-03-23,-11.1111
2016-05-31,-28.5714
2016-06-01,60.0
2016-06-06,-37.5
2016-08-10,0.0
2016-10-10,22.5
2016-10-12,144.898
2016-10-13,-25.8333
2016-10-14,8.9888
2016-10-17,-8.2474
2016-10-18,34.8315
2016-10-21,-4.1667
2016-10-25,4.3478
2016-11-01,-22.9167
2016-11-02,-30.8108
2016-11-04,16.4062
2016-11-08,7.3826
2016-11-15,0.0
2016-11-30,-23.125
2016-12-05,-8.9431
2016-12-08,0.0
2016-12-19,0.0
2016-12-29,0.0
2017-01-13,0.0
2017-02-01,42.8571
2017-02-22,-30.0
2017-03-03,0.0
2017-06-01,114.2857
2017-10-05,-60.0
2017-12-21,0.0
2018-01-04,53.6667
2018-01-24,475.9219
2018-01-25,50.6591
2018-01-26,-62.5
2018-01-29,0.0
2018-01-30,-16.6667
2018-01-31,0.0
2018-02-01,20.0
2018-02-09,-16.6667
2018-02-12,0.0
2018-02-13,0.0
2018-02-16,-20.0
2018-02-21,0.0
2018-02-22,0.0
2018-02-26,-25.0
2018-02-28,100.0
2018-03-07,-16.6667
2018-03-08,20.0
2018-03-09,0.0
2018-03-13,-33.3333
2018-03-16,50.0
2018-03-20,-33.3333
2018-03-21,25.0
2018-03-28,-20.0
2018-03-29,-25.0
2018-04-12,100.0
2018-04-13,11.6667
2018-04-16,-40.2985
2018-04-18,25.0
2018-04-19,0.0
2018-04-24,-20.0
2018-04-26,0.0
2018-04-27,0.0
2018-05-04,0.0
2018-05-07,0.0
2018-05-08,0.0
2018-05-14,0.0
2018-05-25,-25.0
2018-05-30,-33.3333
2018-06-07,50.0
2018-07-13,0.0
2018-07-27,-66.6667
2018-09-11,51.0
2018-09-28,5.9603
2018-10-09,-36.25
2018-10-25,0.0
2018-10-29,0.0
2018-11-05,0.0
2018-11-21,-1.9607999999999999
2018-11-26,0.0
2018-11-27,40.0
2018-11-29,0.0
2018-12-07,0.0
2018-12-28,0.0
2018-12-31,0.0
2019-01-02,0.0
2019-01-15,0.7143
2019-01-31,2.8369
2019-02-12,-3.4483
2019-03-05,0.0
2019-04-04,0.0
2019-04-08,14.2857
2019-04-12,-12.5
2019-05-02,0.0
2019-05-14,-28.5714
2019-06-18,60.0
2019-06-27,0.0
2019-08-05,0.0
2019-08-06,-37.5
2019-08-28,0.0
2019-08-30,0.0
2019-09-11,0.0
2019-09-16,20.0
2019-09-17,-16.6667
2019-09-20,200.0
2019-09-23,-13.3333
2019-09-24,-3.8462
2019-09-27,4.0
2019-09-30,6.1538
2019-10-02,-9.4203
2019-10-07,-16.0
2019-10-08,61.9048
2019-10-09,14.7059
2019-10-14,-1.2821
2019-10-15,3.8961
2019-10-16,45.0
2019-10-18,-13.7931
2019-10-21,-12.0
2019-10-22,-9.0909
2019-10-23,5.0
2019-10-25,-4.7619
2019-10-28,25.0
2019-10-29,-16.0
2019-10-31,-26.1905
2019-11-04,12.9032
2019-11-05,42.8571
2019-11-06,-45.6
2019-11-08,56.6176
2019-11-15,-36.1502
2019-12-02,0.0
2019-12-03,-3.6765
2019-12-04,52.6718
2019-12-18,1.0
2019-12-24,-50.495
2020-01-09,-10.0
2020-01-24,0.0
2020-01-29,55.5556
2020-01-31,0.0
2020-02-06,-41.4286
2020-02-12,0.0
2020-02-13,0.0
2020-03-10,-1.2195
2020-03-18,-4.9383
2020-03-31,-6.4935
2020-04-07,-15.2778
2020-04-24,231.9672
2020-04-27,-25.9259
2020-04-28,0.6667
2020-04-30,-14.5695
2020-05-01,-14.7287
2020-05-04,-6.3636
2020-05-06,0.0
2020-05-11,0.0
2020-05-12,56.7961
2020-05-15,36.2229
2020-05-22,62.7273
2020-05-26,-10.3352
2020-05-27,11.5265
2020-05-28,-21.2291
2020-05-29,-7.0922
2020-06-01,0.0
2020-06-02,-0.7634
2020-06-03,9.6154
2020-06-04,-8.7719
2020-06-05,-18.4615
2020-06-08,41.5094
2020-06-09,-46.6667
2020-06-10,0.0
2020-06-11,6.25
2020-06-16,-5.8824
2020-06-18,47.1875
2020-06-19,-32.0594
2020-06-22,13.125
2020-06-25,13.3425
2020-06-29,-22.0083
2020-07-02,50.0
2020-07-10,-23.375
2020-07-14,0.0544
2020-07-16,0.5435
2020-07-20,35.1351
2020-07-21,-28.0
2020-07-22,38.8889
2020-07-24,-20.0
2020-07-27,-10.0
2020-07-28,0.5556
