ticker,GTES US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-01-25,-2.6316
2018-01-26,2.1622
2018-01-29,1.0582
2018-01-30,0.4712
2018-01-31,2.1365
2018-02-01,0.6122
2018-02-02,-3.7018
2018-02-05,-3.3702
2018-02-06,-0.0545
2018-02-07,0.5453
2018-02-08,-1.6269
2018-02-09,-1.1025
2018-02-12,0.3344
2018-02-13,2.1111
2018-02-14,1.2514
2018-02-15,-1.2359
2018-02-16,-0.4897
2018-02-20,-1.1482
2018-02-21,-1.8252000000000002
2018-02-22,-0.6197
2018-02-23,-3.288
2018-02-26,-0.7034
2018-02-27,2.9516
2018-02-28,-0.4587
2018-03-01,-1.0945
2018-03-02,-0.4659
2018-03-05,3.5108
2018-03-06,1.0175
2018-03-07,-0.6715
2018-03-08,-0.2817
2018-03-09,0.113
2018-03-12,2.2573
2018-03-13,-0.9382
2018-03-14,0.3343
2018-03-15,0.3887
2018-03-16,0.7743
2018-03-19,0.6586
2018-03-20,-0.0545
2018-03-21,-2.0185
2018-03-22,-2.1715
2018-03-23,-3.0734
2018-03-26,2.7598000000000003
2018-03-27,-2.8571
2018-03-28,0.1176
2018-03-29,2.879
2018-04-02,-3.8264
2018-04-03,1.4846
2018-04-04,-0.117
2018-04-05,1.1131
2018-04-06,-1.6221999999999999
2018-04-09,-2.5913
2018-04-10,-0.4232
2018-04-11,-2.1858
2018-04-12,1.1794
2018-04-13,-3.3129
2018-04-16,0.6345
2018-04-17,0.6305
2018-04-18,2.005
2018-04-19,-0.1843
2018-04-20,-0.9231
2018-04-23,0.4969
2018-04-24,-2.5958
2018-04-25,0.8249
2018-04-26,0.3147
2018-04-27,-0.1882
2018-04-30,-1.5713
2018-05-01,-1.0217
2018-05-02,-0.7742
2018-05-03,-2.6658
2018-05-04,0.334
2018-05-07,-0.3995
2018-05-08,1.1364
2018-05-09,2.4455
2018-05-10,2.5806
2018-05-11,-0.8176
2018-05-14,-1.2682
2018-05-15,-2.5048
2018-05-16,0.3953
2018-05-17,-0.0656
2018-05-18,1.8385
2018-05-21,2.5789999999999997
2018-05-22,0.0629
2018-05-23,-0.8166
2018-05-24,-2.4066
2018-05-25,-0.584
2018-05-29,0.0653
2018-05-30,0.5219
2018-05-31,-3.5691
2018-06-01,-0.2692
2018-06-04,0.0
2018-06-05,2.5641
2018-06-06,1.7763
2018-06-07,0.8403
2018-06-08,0.7692
2018-06-11,0.9542
2018-06-12,0.6301
2018-06-13,-2.0038
2018-06-14,1.4696
