ticker,LFUS US Equity
2000-05-24,10.9848
2000-05-25,-1.7065000000000001
2000-05-26,-1.3889
2000-05-30,9.8592
2000-05-31,2.8846
2000-06-01,0.6231
2000-06-02,7.7399000000000004
2000-06-05,-1.0057
2000-06-06,1.016
2000-06-07,-2.4425
2000-06-08,-0.7364
2000-06-09,2.0772
2000-06-12,0.8721
2000-06-13,-0.6484
2000-06-14,-2.5381
2000-06-15,5.506
2000-06-16,-1.2694
2000-06-19,2.5714
2000-06-20,-1.6713
2000-06-21,1.6997
2000-06-22,-5.4318
2000-06-23,-1.0309
2000-06-26,0.4464
2000-06-27,11.2593
2000-06-28,4.3941
2000-06-29,3.0612
2000-06-30,-2.9703
2000-07-03,-1.2755
2000-07-05,-0.3876
2000-07-06,-0.1297
2000-07-07,3.6364
2000-07-10,-1.0025
2000-07-11,-0.7595
2000-07-12,1.2755
2000-07-13,-0.2519
2000-07-14,-3.2828
2000-07-17,-0.7833
2000-07-18,-3.9474
2000-07-19,1.0959
2000-07-20,-20.5962
2000-07-21,2.2184
2000-07-24,-4.1736
2000-07-25,-1.0453
2000-07-26,-1.5845
2000-07-27,0.8945
2000-07-28,-1.7730000000000001
2000-07-31,1.8051
2000-08-01,0.1773
2000-08-02,0.531
2000-08-03,-2.2887
2000-08-04,1.6216
2000-08-07,4.7872
2000-08-08,8.291
2000-08-09,-1.4062999999999999
2000-08-10,-5.5468
2000-08-11,7.3826
2000-08-14,2.1875
2000-08-15,-3.3639
2000-08-16,-1.4241
2000-08-17,0.0401
2000-08-18,-1.3237
2000-08-21,-0.4878
2000-08-22,-0.3268
2000-08-23,-4.4262
2000-08-24,1.3721999999999999
2000-08-25,4.3993
2000-08-28,-0.1621
2000-08-29,-3.0844
2000-08-30,1.1724999999999999
2000-08-31,-3.8079
2000-09-01,-1.2048
2000-09-05,-5.2265
2000-09-06,-1.6543999999999999
2000-09-07,3.1776
2000-09-08,-1.087
2000-09-11,-3.2967
2000-09-12,1.5152
2000-09-13,-2.7984999999999998
2000-09-14,7.8695
2000-09-15,-3.2028
2000-09-18,-2.9412000000000003
2000-09-19,-0.7576
2000-09-20,-2.6718
2000-09-21,-6.2745
2000-09-22,0.4184
2000-09-25,-0.8333
2000-09-26,0.8403
2000-09-27,1.25
2000-09-28,-1.0288
2000-09-29,-1.2474
2000-10-02,-2.3158
2000-10-03,-0.431
2000-10-04,1.9481000000000002
2000-10-05,-0.4246
2000-10-06,0.0
2000-10-09,0.6397
2000-10-10,-2.9661
2000-10-11,-6.2773
2000-10-12,0.4077
2000-10-13,4.8724
2000-10-16,-2.2124
2000-10-17,-5.2036
2000-10-18,1.6705999999999999
2000-10-19,0.939
2000-10-20,4.4186
2000-10-23,7.3497
2000-10-24,3.112
2000-10-25,-9.4567
2000-10-26,0.8889
2000-10-27,1.7621
2000-10-30,-0.6494
2000-10-31,1.0893
2000-11-01,-1.0776
2000-11-02,0.4357
2000-11-03,-1.0846
2000-11-06,-1.3158
2000-11-07,-1.1111
2000-11-08,-1.1236
2000-11-09,-2.2727
2000-11-10,-5.1163
2000-11-13,0.7353
2000-11-14,9.2457
2000-11-15,11.3586
2000-11-16,-5.6
2000-11-17,1.9068
2000-11-20,-5.1975
2000-11-21,1.9737
2000-11-22,-6.4516
2000-11-24,0.9195
2000-11-27,-2.0501
2000-11-28,-1.3953
2000-11-29,3.7736
2000-11-30,-6.8182
2000-12-01,5.6098
2000-12-04,-5.0808
2000-12-05,7.7859
2000-12-06,0.6772
2000-12-07,-2.0179
2000-12-08,13.5011
2000-12-11,-4.0323
2000-12-12,2.9412000000000003
2000-12-13,5.102
2000-12-14,4.0777
2000-12-15,-13.4328
2000-12-18,4.5259
2000-12-19,-1.2371
2000-12-20,-3.9144
2000-12-21,3.6936
2000-12-22,1.8334000000000001
2000-12-26,0.823
2000-12-27,5.7143
2000-12-28,-14.6718
2000-12-29,3.6199
2001-01-02,-12.6638
2001-01-03,2.0
2001-01-04,-1.7157
2001-01-05,-0.2494
2001-01-08,-2.5
2001-01-09,-7.4359
2001-01-10,8.1025
2001-01-11,3.0109
2001-01-12,-1.4925
2001-01-16,-0.5051
2001-01-17,7.868
2001-01-18,1.4118
2001-01-19,1.3921000000000001
2001-01-22,-4.119
2001-01-23,5.7279
2001-01-24,-2.4831
2001-01-25,0.0
2001-01-26,-1.3889
2001-01-29,0.7042
2001-01-30,6.2937
2001-01-31,1.9737
2001-02-01,1.5053999999999998
2001-02-02,-2.9661
2001-02-05,-0.4367
2001-02-06,6.5789
2001-02-07,-4.7325
2001-02-08,-0.6479
2001-02-09,0.0
2001-02-12,-2.8261
2001-02-13,-6.0403
2001-02-14,10.2381
2001-02-15,-2.0518
2001-02-16,-3.1974
2001-02-20,0.2278
2001-02-21,-3.6364
2001-02-22,1.1792
2001-02-23,-1.6317
2001-02-26,-0.237
2001-02-27,-1.9002
2001-02-28,-4.3584
2001-03-01,1.5190000000000001
2001-03-02,8.7282
2001-03-05,-0.2294
2001-03-06,2.5286999999999997
2001-03-07,-2.2422
2001-03-08,-1.8349
2001-03-09,0.4673
2001-03-12,-6.5116
2001-03-13,4.9751
2001-03-14,-4.9763
2001-03-15,-3.4913
2001-03-16,-0.5168
2001-03-19,11.1688
2001-03-20,-2.5701
2001-03-21,-0.3597
2001-03-22,0.1203
2001-03-23,-1.4423
2001-03-26,-0.9756
2001-03-27,3.9409
2001-03-28,-4.0284
2001-03-29,0.4938
2001-03-30,-1.2285
2001-04-02,-6.4677
2001-04-03,-10.3723
2001-04-04,-5.3412
2001-04-05,10.3448
2001-04-06,-2.2727
2001-04-09,2.9302
2001-04-10,6.5974
2001-04-11,-3.3489
2001-04-12,0.5702
2001-04-16,-2.8346999999999998
2001-04-17,1.526
2001-04-18,14.7215
2001-04-19,3.2755
2001-04-20,-3.1343
2001-04-23,0.077
2001-04-24,0.4619
2001-04-25,3.6015
2001-04-26,-1.9969999999999999
2001-04-27,2.2641999999999998
2001-04-30,-1.107
2001-05-01,1.306
2001-05-02,-1.4733
2001-05-03,0.7103
2001-05-04,0.2598
2001-05-07,2.7767
2001-05-08,0.5764
2001-05-09,-0.4298
2001-05-10,-2.1942
2001-05-11,0.4046
2001-05-14,-4.1392
2001-05-15,2.1016
2001-05-16,10.1796
2001-05-17,-3.091
2001-05-18,3.3999
2001-05-21,6.7797
2001-05-22,-3.1746
2001-05-23,-1.6393
2001-05-24,0.0667
2001-05-25,0.2665
2001-05-29,-3.1561
2001-05-30,-7.9931
2001-05-31,4.5861
2001-06-01,-0.8913
2001-06-04,7.9496
2001-06-05,-0.5332
2001-06-06,-2.7471
2001-06-07,2.4802
2001-06-08,-2.6891
2001-06-11,-2.418
2001-06-12,-1.9468999999999999
2001-06-13,-2.5271
2001-06-14,-1.8519
2001-06-15,-1.8868
2001-06-18,0.0
2001-06-19,-4.0385
2001-06-20,0.2004
2001-06-21,3.68
2001-06-22,0.2315
2001-06-25,1.3087
2001-06-26,2.5836
2001-06-27,-1.8519
2001-06-28,0.566
2001-06-29,0.5253
2001-07-02,-1.2318
2001-07-03,0.1512
2001-07-05,-0.5283
2001-07-06,-3.4522
2001-07-09,-1.6896
2001-07-10,-1.1591
2001-07-11,1.6983000000000001
2001-07-12,3.3897
2001-07-13,-0.0096
2001-07-16,-3.6538
2001-07-17,3.7525
2001-07-18,-4.925
2001-07-19,5.2206
2001-07-20,0.1538
2001-07-23,-0.768
2001-07-24,-2.2833
2001-07-25,6.9307
2001-07-26,1.1111
2001-07-27,0.7326
2001-07-30,1.5636
2001-07-31,2.184
2001-08-01,1.0161
2001-08-02,-2.7055
2001-08-03,1.7112
2001-08-06,-0.2454
2001-08-07,-4.111
2001-08-08,1.649
2001-08-09,-0.6849
2001-08-10,-2.7223
2001-08-13,1.3433
2001-08-14,3.6451000000000002
2001-08-15,-2.8419
2001-08-16,1.3528
2001-08-17,-1.6955
2001-08-20,3.0092
2001-08-21,-3.2775
2001-08-22,2.2099
2001-08-23,-3.3514
2001-08-24,3.5421
2001-08-27,0.6482
2001-08-28,-3.8998
2001-08-29,3.8346999999999998
2001-08-30,-1.0398
2001-08-31,-2.1739
2001-09-04,-5.5184999999999995
2001-09-05,-0.8624
2001-09-06,1.9771
2001-09-07,-3.2571
2001-09-10,0.6012
2001-09-17,-11.1554
2001-09-18,5.3812
2001-09-19,-3.2766
2001-09-20,-11.4826
2001-09-21,0.8946
2001-09-24,3.5468
2001-09-25,4.7097999999999995
2001-09-26,0.1817
2001-09-27,-3.0385
2001-09-28,3.508
2001-10-01,-0.5423
2001-10-02,-2.09
2001-10-03,3.3875
2001-10-04,4.3537
2001-10-05,-1.9355
2001-10-08,-1.1842
2001-10-09,-11.2295
2001-10-10,3.8
2001-10-11,0.2408
2001-10-12,5.7184
2001-10-15,-0.6818
2001-10-16,3.4325
2001-10-17,-4.292
2001-10-18,3.4212
2001-10-19,2.8163
2001-10-22,0.5217
2001-10-23,1.2111
2001-10-24,0.8547
2001-10-25,0.8475
2001-10-26,0.7563
2001-10-29,-7.1309
2001-10-30,2.8738
2001-10-31,-1.615
2001-11-01,1.6415
2001-11-02,-2.6626
2001-11-05,2.4664
2001-11-06,0.0
2001-11-07,-0.0438
2001-11-08,-1.5762
2001-11-09,-8.4075
2001-11-12,6.848
2001-11-13,0.7727
2001-11-14,4.8713999999999995
2001-11-15,-0.9032
2001-11-16,6.6406
2001-11-19,0.4884
2001-11-20,-2.8352
2001-11-21,1.9175
2001-11-23,0.409
2001-11-26,-2.1996
2001-11-27,3.207
2001-11-28,-3.1477
2001-11-29,3.9583
2001-11-30,-1.002
2001-12-03,-0.2024
2001-12-04,0.6085
2001-12-05,10.8065
2001-12-06,-4.294
2001-12-07,0.3042
2001-12-10,-0.8719
2001-12-11,-2.3327
2001-12-12,1.1746
2001-12-13,-7.7786
2001-12-14,1.133
2001-12-17,6.2241
2001-12-18,-2.5391
2001-12-19,0.7615
2001-12-20,-2.5457
2001-12-21,-0.3265
2001-12-24,3.1941
2001-12-26,0.0
2001-12-27,2.8175
2001-12-28,1.0151
2001-12-31,0.256
2002-01-02,-2.9345
2002-01-03,6.0071
2002-01-04,-1.5926
2002-01-07,-0.3011
2002-01-08,2.114
2002-01-09,0.0
2002-01-10,-0.6285
2002-01-11,-3.7946
2002-01-14,-1.6240999999999999
2002-01-15,-1.7296
2002-01-16,-4.76
2002-01-17,2.058
2002-01-18,-1.6461000000000001
2002-01-22,-1.6736
2002-01-23,0.2979
2002-01-24,1.9941
2002-01-25,-0.7903
2002-01-28,-0.6709
2002-01-29,0.1688
2002-01-30,5.984
2002-01-31,-3.0616
2002-02-01,-0.5742
2002-02-04,-3.8779
2002-02-05,3.6481
2002-02-06,-2.94
2002-02-07,-0.5546
2002-02-08,4.8048
2002-02-11,1.0643
2002-02-12,-0.162
2002-02-13,0.2028
2002-02-14,-1.2146
2002-02-15,0.9836
2002-02-19,-1.5828
2002-02-20,1.0309
2002-02-21,-4.0816
2002-02-22,5.0638
2002-02-25,-0.9721
2002-02-26,-1.5542
2002-02-27,-0.3324
2002-02-28,-1.2505
2002-03-01,8.4846
2002-03-04,0.7782
2002-03-05,1.7761
2002-03-06,3.1866
2002-03-07,0.1838
2002-03-08,-0.4037
2002-03-11,-0.8475
2002-03-12,0.2973
2002-03-13,-3.3346
2002-03-14,-0.23
2002-03-15,0.2689
2002-03-18,-0.5747
2002-03-19,-0.3468
2002-03-20,-0.4254
2002-03-21,0.932
2002-03-22,-0.8465
2002-03-25,-2.0179
2002-03-26,-0.5941
2002-03-27,3.3466
2002-03-28,-4.5104
2002-04-01,2.0186
2002-04-02,-0.3166
2002-04-03,-3.3346999999999998
2002-04-04,-0.4517
2002-04-05,-2.0627
2002-04-08,4.8863
2002-04-09,0.7631
2002-04-10,3.4277
2002-04-11,-3.815
2002-04-12,8.1731
2002-04-15,-3.7037
2002-04-16,7.3462
2002-04-17,-5.6251999999999995
2002-04-18,-1.2908
2002-04-19,-0.0385
2002-04-22,-3.0358
2002-04-23,3.2896
2002-04-24,-0.4994
2002-04-25,0.7722
2002-04-26,-3.4483
2002-04-29,3.0952
2002-04-30,3.5797
2002-05-01,-2.6421
2002-05-02,-4.233
2002-05-03,4.434
2002-05-06,-2.2994
2002-05-07,-2.5
2002-05-08,9.7756
2002-05-09,-5.4745
2002-05-10,-2.4324
2002-05-13,2.4931
2002-05-14,2.3166
2002-05-15,2.2264
2002-05-16,-3.8391
2002-05-17,2.453
2002-05-20,-3.1024
2002-05-21,-2.9427
2002-05-22,-1.1554
2002-05-23,2.5796
2002-05-24,-5.9332
2002-05-28,-1.0443
2002-05-29,1.3086
2002-05-30,0.4167
2002-05-31,0.9129
2002-06-03,1.3569
2002-06-04,-0.2434
2002-06-05,-0.366
2002-06-06,-4.0816
2002-06-07,4.2128
2002-06-10,-0.4083
2002-06-11,-4.264
2002-06-12,1.1991
2002-06-13,-2.0313
2002-06-14,1.4255
2002-06-17,2.7257
2002-06-18,0.0415
2002-06-19,-1.4505
2002-06-20,-1.1775
2002-06-21,0.0582
2002-06-24,1.6429
2002-06-25,-3.431
2002-06-26,-0.3466
2002-06-27,6.3478
2002-06-28,-5.4374
2002-07-01,-0.562
2002-07-02,-0.2609
2002-07-03,2.4455
2002-07-05,2.2084
2002-07-08,-4.4963
2002-07-09,-3.0514
2002-07-10,0.4946
2002-07-11,-2.0134
2002-07-12,0.274
2002-07-15,-7.9235
2002-07-16,3.8576
2002-07-17,-2.1905
2002-07-18,-6.4752
2002-07-19,-5.7262
2002-07-22,7.344
2002-07-23,-4.5267
2002-07-24,7.6509
2002-07-25,-0.0501
2002-07-26,1.8528
2002-07-29,4.7198
2002-07-30,-1.5023
2002-07-31,0.572
2002-08-01,2.5545
2002-08-02,-7.8054
2002-08-05,1.203
2002-08-06,6.0426
2002-08-07,-2.0084
2002-08-08,4.7664
2002-08-09,-4.4586
2002-08-12,-1.9524
2002-08-13,-1.8456000000000001
2002-08-14,4.4038
2002-08-15,-0.2844
2002-08-16,0.5228
2002-08-19,2.1277
2002-08-20,-2.3148
2002-08-21,2.7488
2002-08-22,0.7841
2002-08-23,-2.0137
2002-08-26,2.2887
2002-08-27,-3.1507
2002-08-28,-5.6577
2002-08-29,7.5462
2002-08-30,-6.6914
2002-09-03,2.0916
2002-09-04,6.7317
2002-09-05,-3.5648999999999997
2002-09-06,3.5545
2002-09-09,-0.4119
2002-09-10,-0.5055
2002-09-11,0.6467
2002-09-12,-3.7632
2002-09-13,3.7196
2002-09-16,-1.1494
2002-09-17,-0.6512
2002-09-18,-2.8558
2002-09-19,-3.3735
2002-09-20,-1.995
2002-09-23,-3.4097
2002-09-24,-3.1612
2002-09-25,0.5985
2002-09-26,-3.0287
2002-09-27,-3.1679
2002-09-30,-3.1218
2002-10-01,6.7776
2002-10-02,-2.2272
2002-10-03,-7.2323
2002-10-04,-1.6575
2002-10-07,-2.7466
2002-10-08,-3.7805
2002-10-09,-3.9424
2002-10-10,2.1528
2002-10-11,2.3793
2002-10-14,1.5936
2002-10-15,11.634
2002-10-16,-8.4778
2002-10-17,9.4422
2002-10-18,-0.7482
2002-10-21,-6.5754
2002-10-22,2.4364
2002-10-23,-3.0769
2002-10-24,4.7619
2002-10-25,-4.6061
2002-10-28,0.3812
2002-10-29,-0.6962
2002-10-30,1.9758
2002-10-31,-2.2438
2002-11-01,6.2592
2002-11-04,3.4295999999999998
2002-11-05,2.6178
2002-11-06,3.9059
2002-11-07,-6.7598
2002-11-08,0.4096
2002-11-11,-0.9324
2002-11-12,2.9412000000000003
2002-11-13,0.9143
2002-11-14,4.1903
2002-11-15,-1.413
2002-11-18,-0.9923
2002-11-19,-0.3341
2002-11-20,0.9497
2002-11-21,1.5495
2002-11-22,1.1989
2002-11-25,2.0463
2002-11-26,-0.5805
2002-11-27,2.2824
2002-11-29,0.3114
2002-12-02,-1.7589000000000001
2002-12-03,-4.0548
2002-12-04,-1.2075
2002-12-05,0.0
2002-12-06,0.0
2002-12-09,-2.7778
2002-12-10,2.12
2002-12-11,2.7866
2002-12-12,-1.2467
2002-12-13,0.1103
2002-12-16,-0.3855
2002-12-17,0.0553
2002-12-18,-2.4254
2002-12-19,-0.7984
2002-12-20,-2.1119
2002-12-23,1.9825
2002-12-24,-0.7433
2002-12-26,0.1728
2002-12-27,-0.9201
2002-12-30,-0.7545
2002-12-31,-1.4035
2003-01-02,2.9063
2003-01-03,-1.1527
2003-01-06,2.2157
2003-01-07,0.057
2003-01-08,-1.5964
2003-01-09,1.3905
2003-01-10,-0.4571
2003-01-13,-0.5116
2003-01-14,1.149
2003-01-15,0.1711
2003-01-16,1.7084000000000001
2003-01-17,-3.2475
2003-01-21,-0.1157
2003-01-22,-0.9849
2003-01-23,2.048
2003-01-24,-1.5482
2003-01-27,1.1066
2003-01-28,0.0
2003-01-29,2.5346
2003-01-30,-0.5056
2003-01-31,-0.0565
2003-02-03,0.3955
2003-02-04,-0.6753
2003-02-05,-0.3966
2003-02-06,-0.967
2003-02-07,-2.0678
2003-02-10,2.5806
2003-02-11,-1.4866
2003-02-12,0.4643
2003-02-13,-0.6355
2003-02-14,1.4535
2003-02-18,2.0057
2003-02-19,-2.5281000000000002
2003-02-20,0.1729
2003-02-21,3.1646
2003-02-24,-1.1217
2003-02-25,0.1756
2003-02-26,-1.6892
2003-02-27,1.9473
2003-02-28,-0.0562
2003-03-03,1.6863000000000001
2003-03-04,-0.8845
2003-03-05,-0.8366
2003-03-06,0.9561
2003-03-07,-0.5571
2003-03-10,-2.8011
2003-03-11,-0.634
2003-03-12,-0.174
2003-03-13,2.0918
2003-03-14,1.6448
2003-03-17,6.5009
2003-03-18,-0.1052
2003-03-19,-0.5263
2003-03-20,-1.746
2003-03-21,-0.5331
2003-03-24,-2.5499
2003-03-25,2.2778
2003-03-26,-1.1407
2003-03-27,0.2747
2003-03-28,-2.3562
2003-03-31,0.3928
2003-04-01,1.9508
2003-04-02,2.692
2003-04-03,-0.4325
2003-04-04,-1.3888
2003-04-07,1.963
2003-04-08,-3.7385
2003-04-09,-1.385
2003-04-10,-1.0112
2003-04-11,-0.8513
2003-04-14,2.9193
2003-04-15,0.1112
2003-04-16,-2.05
2003-04-17,2.3198
2003-04-21,2.8825
2003-04-22,6.9504
2003-04-23,-1.1587
2003-04-24,-4.7401
2003-04-25,-0.4815
2003-04-28,-2.3118
2003-04-29,4.568
2003-04-30,2.9474
2003-05-01,-2.3517
2003-05-02,5.9686
2003-05-05,-0.6917
2003-05-06,1.1443
2003-05-07,3.8859
2003-05-08,-1.7045
2003-05-09,-0.3854
2003-05-12,2.2727
2003-05-13,-1.2766
2003-05-14,-2.0115
2003-05-15,-0.8847
2003-05-16,-2.0662
2003-05-19,-0.4028
2003-05-20,-0.5561
2003-05-21,1.4235
2003-05-22,-1.0025
2003-05-23,1.2658
2003-05-27,2.5
2003-05-28,2.3415
2003-05-29,1.4776
2003-05-30,0.9864
2003-06-02,6.3721
2003-06-03,-1.0493999999999999
2003-06-04,1.9045999999999998
2003-06-05,-0.2645
2003-06-06,-0.8696
2003-06-09,-5.4386
2003-06-10,2.5046
2003-06-11,2.2624
2003-06-12,0.2212
2003-06-13,1.4128
2003-06-16,-2.1332
2003-06-17,-1.1566
2003-06-18,2.0252
2003-06-19,-2.3379
2003-06-20,-2.1229
2003-06-23,-3.2763999999999998
2003-06-24,-0.2385
2003-06-25,0.4304
2003-06-26,4.9524
2003-06-27,-1.7241
2003-06-30,5.5402000000000005
2003-07-01,-1.0936
2003-07-02,1.4153
2003-07-03,-0.2181
2003-07-07,1.792
2003-07-08,5.2383
2003-07-09,-2.2848
2003-07-10,-2.38
2003-07-11,1.2361
2003-07-14,-0.5028
2003-07-15,0.0425
2003-07-16,-0.0424
2003-07-17,-1.741
2003-07-18,1.3397000000000001
2003-07-21,0.1663
2003-07-22,0.0468
2003-07-23,-1.8723
2003-07-24,0.0
2003-07-25,1.1709
2003-07-28,-0.3429
2003-07-29,-0.3871
2003-07-30,-0.6908
2003-07-31,1.2609
2003-08-01,-2.1898
2003-08-04,-0.1317
2003-08-05,-3.0769
2003-08-06,0.0454
2003-08-07,-1.2239
2003-08-08,0.2295
2003-08-11,3.2509
2003-08-12,3.1929
2003-08-13,0.1289
2003-08-14,1.7597
2003-08-15,-0.5483
2003-08-18,2.2901
2003-08-19,2.6119
2003-08-20,0.404
2003-08-21,-0.6841
2003-08-22,-3.3225
2003-08-25,0.2137
2003-08-26,2.3378
2003-08-27,1.1034
2003-08-28,1.0509
2003-08-29,1.0
2003-09-02,6.8911
2003-09-03,-3.2234
2003-09-04,1.6461999999999999
2003-09-05,0.4143
2003-09-08,1.9842
2003-09-09,-0.6584
2003-09-10,-4.4428
2003-09-11,-1.8597000000000001
2003-09-12,0.6711
2003-09-15,3.6863
2003-09-16,2.7988
2003-09-17,-1.1038000000000001
2003-09-18,0.0
2003-09-19,-3.2738
2003-09-22,-1.5385
2003-09-23,1.5625
2003-09-24,-5.3846
2003-09-25,-3.374
2003-09-26,-6.0581
2003-09-29,4.3439
2003-09-30,-1.2876
2003-10-01,4.6087
2003-10-02,0.0
2003-10-03,9.7672
2003-10-06,-1.0981
2003-10-07,1.3783
2003-10-08,-1.0914
2003-10-09,-0.6147
2003-10-10,0.3073
2003-10-13,2.0299
2003-10-14,0.6381
2003-10-15,-2.6109999999999998
2003-10-16,-0.0383
2003-10-17,-4.8276
2003-10-20,4.1465
2003-10-21,1.0823
2003-10-22,-4.3595
2003-10-23,3.2787
2003-10-24,-3.2133
2003-10-27,1.56
2003-10-28,6.0654
2003-10-29,0.6684
2003-10-30,0.1475
2003-10-31,-2.0258
2003-11-03,1.9173
2003-11-04,1.4017
2003-11-05,3.9287
2003-11-06,-1.5751
2003-11-07,-0.1422
2003-11-10,0.0712
2003-11-11,0.2491
2003-11-12,0.5325
2003-11-13,-0.4944
2003-11-14,-2.555
2003-11-17,0.437
2003-11-18,1.1602999999999999
2003-11-19,1.0753
2003-11-20,-0.1773
2003-11-21,-0.071
2003-11-24,5.759
2003-11-25,0.3361
2003-11-26,0.4355
2003-11-28,-0.567
2003-12-01,0.8386
2003-12-02,0.1996
2003-12-03,-0.8964
2003-12-04,0.536
2003-12-05,0.2999
2003-12-08,-0.1661
2003-12-09,-3.9933
2003-12-10,-2.4229
2003-12-11,0.3517
2003-12-12,-0.0354
2003-12-15,-3.4703
2003-12-16,0.9538
2003-12-17,-1.7078
2003-12-18,0.1109
2003-12-19,1.9941
2003-12-22,5.6843
2003-12-23,2.1583
2003-12-24,-0.7713
2003-12-26,-2.467
2003-12-29,4.158
2003-12-30,-1.0977999999999999
2003-12-31,-3.0609
2004-01-02,-0.4511
2004-01-05,4.8100000000000005
2004-01-06,0.2328
2004-01-07,0.2986
2004-01-08,2.3222
2004-01-09,-2.9807
2004-01-12,-0.0333
2004-01-13,0.0
2004-01-14,0.8333
2004-01-15,2.2149
2004-01-16,0.1617
2004-01-20,-2.2603
2004-01-21,2.8741
2004-01-22,-3.0507
2004-01-23,-0.2319
2004-01-26,-2.3904
2004-01-27,-2.8571
2004-01-28,1.8908
2004-01-29,-0.3436
2004-01-30,-0.8966
2004-02-02,-0.0696
2004-02-03,1.4624
2004-02-04,-0.8236
2004-02-05,4.5065
2004-02-06,2.7734
2004-02-09,6.5399
2004-02-10,-2.4493
2004-02-11,1.2089
2004-02-12,0.2757
2004-02-13,0.0916
2004-02-17,3.7534
2004-02-18,-0.1765
2004-02-19,-2.3011
2004-02-20,-0.8112
2004-02-23,-2.9462
2004-02-24,1.2186
2004-02-25,1.3928
2004-02-26,1.0684
2004-02-27,-0.7853
2004-03-01,-0.1826
2004-03-02,-0.427
2004-03-03,5.0842
2004-03-04,0.8569
2004-03-05,0.1329
2004-03-08,0.5483
2004-03-09,0.0
2004-03-10,-0.9759
2004-03-11,-2.3768000000000002
2004-03-12,3.9489
2004-03-15,-4.5416
2004-03-16,3.2016999999999998
2004-03-17,0.029
2004-03-18,-0.8986
2004-03-19,-1.6087
2004-03-22,-0.2378
2004-03-23,-1.2217
2004-03-24,1.1161
2004-03-25,6.0561
2004-03-26,0.7314
2004-03-29,3.351
2004-03-30,-0.1351
2004-03-31,0.6494
2004-04-01,1.6398000000000001
2004-04-02,-1.6133
2004-04-05,1.1022
2004-04-06,-1.6751
2004-04-07,3.3261
2004-04-08,-0.157
2004-04-12,1.9659
2004-04-13,-3.9074999999999998
2004-04-14,-0.6956
2004-04-15,-1.2662
2004-04-16,0.573
2004-04-19,-1.5464
2004-04-20,-0.1378
2004-04-21,2.3731
2004-04-22,1.6442
2004-04-23,0.769
2004-04-26,-0.2368
2004-04-27,-0.3429
2004-04-28,1.3764
2004-04-29,-3.7859
2004-04-30,3.4193
2004-05-03,0.4461
2004-05-04,4.232
2004-05-05,-2.1303
2004-05-06,0.717
2004-05-07,1.195
2004-05-10,-2.8141
2004-05-11,1.3185
2004-05-12,-0.4848
2004-05-13,1.5641
2004-05-14,-0.1767
2004-05-17,-4.35
2004-05-18,0.4495
2004-05-19,-1.1319
2004-05-20,-2.7423
2004-05-21,3.6135
2004-05-24,3.0383
2004-05-25,0.8974
2004-05-26,-0.5591
2004-05-27,-0.2556
