ticker,MBDE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-09-20,0.0
2002-10-14,0.0
2003-02-12,33.3333
2003-08-06,25.0
2004-04-01,100.0
2004-11-05,0.0
2004-12-20,0.0
2005-01-26,0.0
2005-04-20,350.0
2005-04-26,-66.6667
2005-05-16,0.0
2005-06-07,0.0
2005-06-16,0.0
2005-06-27,0.0
2005-08-08,73.3333
2005-08-23,92.3077
2005-08-29,0.0
2005-09-01,0.0
2005-09-07,0.0
2005-09-13,500.0
2005-09-14,-65.3333
2005-09-16,-47.1154
2005-10-07,0.0
2005-10-14,9.0909
2005-11-01,58.3333
2005-11-22,-36.8421
2005-12-08,0.0
2005-12-14,0.0
2005-12-20,0.0
2006-01-18,-8.3333
2006-01-30,0.0
2006-04-26,0.0
2006-05-02,0.0
2006-05-16,50.9091
2006-05-23,34.9398
2006-05-25,7.1429
2006-05-26,-12.5
2006-06-12,-3.8095
2006-06-22,0.0
2006-06-30,24.7525
2006-07-12,-19.8413
2006-07-18,23.7624
2006-07-19,-19.2
2006-07-20,45.5446
2006-07-27,10.8844
2006-08-02,7.362
2006-08-11,20.0
2006-09-27,-4.7619
2006-11-16,50.0
2006-12-01,-33.3333
2006-12-20,0.0
2007-01-26,-45.0
2007-03-20,0.0
2007-05-03,0.0
2007-06-19,127.2727
2007-08-01,-48.0
2007-09-18,3.8462
2008-01-29,0.0
2008-04-08,29.6296
2008-05-19,-22.8571
2008-05-29,29.6296
2008-05-30,65.7143
2008-06-02,-31.0345
2008-06-03,0.0
2008-06-11,-10.0
2008-06-12,-16.6667
2008-06-16,0.0
2008-06-19,-20.0
2008-06-24,41.6667
2008-06-30,-29.4118
2008-07-02,41.6667
2008-07-09,0.0
2008-07-24,0.0
2008-07-31,-35.2941
2008-08-01,54.5455
2008-08-07,-28.8235
2008-08-11,-9.0909
2008-08-13,4.5455
2008-09-02,-4.3478
2008-09-04,0.0
2008-09-05,0.0
2008-10-13,0.0
2008-11-13,0.0
2008-11-18,0.0
2008-11-21,-27.2727
2008-12-04,-20.0
2008-12-17,-6.25
2008-12-18,-16.6667
2009-01-28,0.0
2009-02-19,0.0
2009-02-24,-40.0
2009-03-03,-16.6667
2009-03-24,0.0
2009-03-25,50.0
2009-05-14,-33.3333
2009-05-26,20.0
2009-06-08,0.0
2009-07-16,233.3333
2009-07-24,0.0
2009-08-21,0.0
2009-09-16,-70.0
2009-10-05,0.0
2010-04-01,0.0
2010-04-07,233.3333
2010-06-17,-40.0
