ticker,MBDE US Equity
2010-07-22,-50.0
2010-07-28,0.0
2010-09-22,-66.6667
2010-10-06,500.0
2010-10-07,0.0
2010-10-08,-83.3333
2010-10-26,11.875
2010-11-24,0.0
2010-12-30,0.0
2011-04-11,257.5419
2011-04-12,-50.0
2011-05-03,150.0
2011-05-12,-58.0
2011-05-24,0.0
2011-08-31,0.0
2011-10-06,-28.5714
2011-11-16,0.0
2012-01-17,0.0
2012-02-28,0.0
2012-04-03,0.0
2012-04-11,232.0833
2012-04-18,-67.6286
2012-05-01,0.3876
2012-05-14,2371.8147
2012-05-15,14.9641
2012-05-16,-52.1739
2012-05-17,-9.0909
2012-05-18,-25.5
2012-05-21,-5.3690999999999995
2012-05-22,-29.078
2012-05-23,1.0
2012-05-24,-10.8911
2012-05-25,-22.2222
2012-05-29,0.0
2012-05-30,-14.2857
2012-05-31,0.0
2012-06-01,0.0
2012-06-04,0.0
2012-06-05,33.3333
2012-06-06,22.5
2012-06-12,-38.7755
2012-06-13,0.0
2012-06-14,0.0
2012-06-15,0.0
2012-06-18,0.0
2012-06-19,0.0
2012-06-26,-16.6667
2012-06-27,0.0
2012-07-02,0.0
2012-07-06,0.0
2012-07-17,-67.625
2012-07-18,208.8803
2012-07-26,0.0
2012-07-30,0.0
2012-08-03,0.0
2012-08-07,0.0
2012-08-08,0.0
2012-08-13,-60.0
2012-09-07,25.0
2012-09-11,0.0
2012-10-01,20.0
2012-10-03,-13.75
2012-10-09,93.2367
2012-10-19,0.0
2012-10-22,-48.25
2012-10-25,93.2367
2012-10-26,-48.25
2012-11-30,51.4493
2012-12-04,-48.9633
2012-12-06,0.0
2012-12-13,-43.4375
2012-12-26,0.0
2012-12-31,165.1934
2013-01-17,0.0
2013-01-25,-28.75
2013-02-07,0.0
2013-02-19,40.3509
2013-02-28,-28.75
2013-03-05,0.0
2013-03-21,0.0
2013-03-22,51.1696
2013-04-16,-7.1567
2013-05-02,-16.6667
2013-05-08,0.0
2013-05-24,0.0
2013-07-02,20.0
2013-07-16,0.0
2013-07-19,0.0
2013-08-07,0.0
2013-08-12,0.0
2013-08-16,0.0
2013-09-12,0.0
2013-09-24,0.0
2013-09-27,0.0
2013-10-02,0.0
2013-12-06,0.0
2013-12-19,0.0
2013-12-30,0.0
2013-12-31,0.0
2014-01-07,33.3333
2014-01-10,-25.0
2014-02-07,0.0
2014-02-12,-16.6667
2014-03-26,108.0
2014-03-27,0.0
2014-03-28,15.3846
2014-03-31,0.0
2014-04-01,0.0
2014-04-03,16.6667
2014-04-15,31.6071
2014-05-20,-24.0163
2014-05-22,0.0
2014-06-16,0.0
2014-06-23,42.8571
2014-06-30,0.0
2014-07-22,0.0
2014-07-23,0.0
2014-07-29,0.0
2014-08-27,0.0
2014-09-02,100.0
2014-09-19,-40.0
2014-10-22,-8.3333
2014-10-23,0.0
2014-10-28,9.0909
2014-10-31,-8.3333
2014-11-10,0.0
2014-12-11,-9.0909
2014-12-18,0.0
2014-12-26,0.0
2015-01-05,0.0
2015-01-09,0.0
2015-01-14,0.0
2015-01-29,0.0
2015-02-05,-10.0
2015-02-12,0.5556
2015-02-20,-0.5525
2015-03-02,0.0
2015-03-18,0.0
2015-04-20,-22.2222
2015-05-01,196.6964
2015-05-07,-3.7015000000000002
2015-05-08,-50.0
2015-05-28,10.0
2015-06-05,-9.0909
2015-06-15,0.0
2015-08-13,0.0
2015-08-28,0.0
2015-09-30,-10.0
2015-10-19,0.0
2015-10-20,-22.2222
2015-11-03,0.0
2015-11-13,0.0
2015-11-24,0.0
2015-12-29,0.0
2015-12-30,0.0
2015-12-31,7.1429
2016-01-19,-6.6667
2016-02-12,0.0
2016-03-17,0.0
2016-03-30,187.5893
2016-04-07,-50.326
2016-04-19,-30.0
2016-05-17,0.0
2016-05-23,42.8571
2016-05-26,-30.0
2016-06-03,0.0
2016-06-09,0.0
2016-06-27,0.0
2016-06-29,0.0
2016-07-11,-14.2857
2016-07-14,0.0
2016-07-20,0.0
2016-07-26,16.6667
2016-07-27,-14.2857
2016-08-05,0.0
2016-08-08,0.0
2016-08-10,0.0
2016-08-23,0.0
2016-09-08,0.0
2016-09-16,-16.6667
2016-10-14,0.0
2016-10-28,0.0
2016-11-08,0.0
2016-12-08,0.0
2016-12-29,0.0
2016-12-30,0.0
2017-01-18,0.0
2017-01-23,0.0
2017-02-06,-20.0
2017-02-28,-12.5
2017-03-29,0.0
2017-03-30,0.0
2017-04-10,0.0
2017-06-23,0.0
2017-08-24,14.2857
2017-08-25,0.0
2017-09-26,25.0
2017-10-13,-37.6
2017-10-17,0.0
2017-11-01,60.2564
2017-11-27,-24.352
2017-12-04,-17.5127
2017-12-15,0.0
2017-12-18,0.0
2017-12-20,0.0
2017-12-21,92.3077
2018-01-03,-48.0
2018-01-10,92.3077
2018-02-12,-40.7933
2018-02-26,-12.1721
2018-03-13,0.0
2018-04-03,0.0
2018-04-18,0.0
2018-05-08,0.0
2018-06-01,0.3205
2018-06-15,27.7955
2018-06-18,-22.0
2018-08-07,10.961500000000001
2018-09-10,-9.8787
2018-09-17,1.2179
2018-09-21,-5.0032
2018-10-23,6.6667
2018-10-24,-6.25
2018-10-30,-16.6667
2018-11-27,-20.0
2018-12-13,0.0
2019-01-09,1.25
2019-03-22,-1.2346
2019-05-13,0.0
2019-05-14,-12.5
2019-07-17,14.2857
2019-08-02,-12.5
2019-08-15,2.1429
2019-08-23,-2.0979
2019-09-17,0.0
2019-09-18,14.2857
2019-09-27,-12.0
2019-10-10,-14.7727
2019-11-08,7.3333
2019-11-18,210.559
2019-11-27,-23.0
2019-12-09,-29.6104
2019-12-10,-7.7491
2019-12-13,0.0
2019-12-16,0.0
2019-12-31,-20.0
2020-01-02,0.0
2020-01-06,-4.5
2020-01-17,-16.3874
2020-01-30,87.8522
2020-01-31,-55.0
2020-02-25,-7.4074
2020-03-24,-4.0
2020-04-20,0.0
2020-04-28,25.0
2020-06-02,-80.0
2020-07-06,53.3333
2020-07-07,-10.8696
2020-07-09,875.6098
2020-07-10,-57.5
2020-07-15,47.0588
2020-07-17,-40.0
