ticker,CURI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-01-09,-1.0
2020-01-10,0.0
2020-01-13,0.404
2020-01-15,0.0
2020-01-17,-0.6539
2020-01-23,0.6582
2020-01-27,-0.6036
2020-01-28,0.2024
2020-01-29,0.0
2020-02-03,0.101
2020-02-04,0.1009
2020-02-05,0.0
2020-02-06,0.1512
2020-02-07,0.0503
2020-02-10,0.2736
2020-02-11,0.1686
2020-02-20,-0.2404
2020-02-21,-0.2008
2020-02-24,-0.1006
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,-0.1007
2020-02-28,-0.2016
2020-03-02,1.0101
2020-03-03,-1.0
2020-03-05,0.5051
2020-03-06,0.3417
2020-03-09,-2.8245
2020-03-10,2.0408
2020-03-12,-1.5152
2020-03-13,-0.3077
2020-03-17,-1.2346
2020-03-18,0.5208
2020-03-23,-1.658
2020-03-24,0.2107
2020-03-26,1.2093
2020-03-27,3.3766
2020-03-31,-1.407
2020-04-01,-0.1019
2020-04-02,0.0
2020-04-03,-1.2245
2020-04-06,0.4649
2020-04-08,0.0514
2020-04-13,0.2055
2020-04-17,0.3077
2020-04-20,-0.2045
2020-04-22,0.9221
2020-04-23,-0.5076
2020-04-24,1.5306
2020-05-01,-1.5074999999999998
2020-05-04,0.0
2020-05-05,-0.2041
2020-05-06,-0.3067
2020-05-13,-0.6154
2020-05-14,0.1032
2020-05-15,1.0299
2020-05-21,-0.1133
2020-05-26,0.1144
2020-05-29,-0.2041
2020-06-02,0.2045
2020-06-03,-0.5102
2020-06-09,2.0513
2020-06-10,-0.9045
2020-06-11,-0.1014
2020-06-12,0.0508
2020-06-16,0.4566
2020-06-18,0.0061
2020-06-19,-0.0061
2020-06-22,0.5051
2020-06-23,0.5025
2020-06-24,-0.1
2020-06-25,0.0
2020-06-26,0.1001
2020-06-29,0.2
2020-06-30,0.2994
2020-07-01,-0.2985
2020-07-02,-0.3992
2020-07-06,0.9018
2020-07-07,-0.2234
2020-07-10,-0.1742
2020-07-13,0.3988
2020-07-14,0.7944
2020-07-16,0.0
2020-07-17,0.0
2020-07-20,0.0985
2020-07-21,1.1801
2020-07-22,1.5564
2020-07-23,-0.3822
2020-07-24,-1.7308
2020-07-27,1.7612999999999999
2020-07-29,-0.4808
2020-07-30,-1.1594
2020-07-31,-1.2708
