ticker,AZIL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-03-10,477.7778
2011-03-22,7.6923
2011-04-26,33.9286
2011-05-23,-6.6667
2011-06-28,1.4285999999999999
2011-07-01,30.9859
2012-08-08,464.5161
2012-08-10,14.2857
2013-01-10,60.0
2013-01-11,9.375
2013-01-14,1.4285999999999999
2013-01-15,-11.2676
2013-01-16,17.4603
2013-01-17,-0.1351
2013-01-18,0.1353
2013-01-22,0.0
2013-01-23,0.0
2013-01-24,1.3514
2013-01-25,1.3667
2013-01-28,3.9132
2013-01-29,3.7975
2013-01-30,8.5366
2013-01-31,-5.618
2013-02-01,-1.1905000000000001
2013-02-04,1.6867
2013-02-05,6.6350999999999996
2013-02-06,0.0
2013-02-07,2.4444
2013-02-08,17.1367
2013-02-11,5.5556
2013-02-12,7.0175
2013-02-13,-1.6393
2013-02-14,5.0
2013-02-15,4.7619
2013-02-19,4.5455
2013-02-20,1.4493
2013-02-21,4.2857
2013-02-22,-4.1096
2013-02-25,-16.4286
2013-02-26,-36.7521
2013-02-27,-5.3716
2013-02-28,22.8133
2013-03-01,-6.9767
2013-03-04,10.0
2013-03-05,2.2727
2013-03-06,2.2222
2013-03-07,-4.3478
2013-03-08,-10.9091
2013-03-11,-5.3571
2013-03-12,-3.504
2013-03-13,-5.5866
2013-03-14,-5.3254
2013-03-15,-6.2109
2013-03-18,3.2903000000000002
2013-03-19,-9.6371
2013-03-20,7.095
2013-03-21,1.6667
2013-03-22,-6.5574
2013-03-25,-1.7544
2013-03-26,8.2143
2013-03-27,-0.9901
2013-03-28,-3.2917
2013-04-01,3.4037
2013-04-02,0.0
2013-04-03,3.3333
2013-04-04,-6.4516
2013-04-05,10.3448
2013-04-08,-9.375
2013-04-09,-10.3448
2013-04-10,0.0
2013-04-11,11.538499999999999
2013-04-12,-12.069
2013-04-15,0.0
2013-04-16,13.7255
2013-04-18,3.4483
2013-04-19,-16.6667
2013-04-22,0.05
2013-04-23,0.0
2013-04-24,7.946
2013-04-25,-3.6343
2013-04-26,0.0
2013-04-29,0.0
2013-04-30,7.6147
2013-05-01,-3.5714
2013-05-02,11.1111
2013-05-03,-3.2917
2013-05-06,0.6463
2013-05-08,18.1507
2013-05-09,-12.463799999999999
2013-05-10,2.649
2013-05-13,0.0
2013-05-14,0.0
2013-05-15,0.0
2013-05-16,-3.2258
2013-05-17,-13.2917
2013-05-20,23.0178
2013-05-21,-12.5
2013-05-22,7.1429
2013-05-23,-3.3333
2013-05-28,-3.4483
