ticker,NEPH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-09-21,-2.5
2004-09-22,-2.2222
2004-09-23,1.3986
2004-09-24,0.1724
2004-09-27,-4.1308
2004-09-28,-0.5386
2004-09-29,-12.4549
2004-09-30,5.9794
2004-10-01,3.1128
2004-10-04,0.566
2004-10-05,-5.2533
2004-10-06,-0.7921
2004-10-07,-2.1955999999999998
2004-10-08,2.0408
2004-10-11,-0.2
2004-10-12,1.2024
2004-10-13,-2.9703
2004-10-14,-3.6734999999999998
2004-10-15,-2.5423999999999998
2004-10-18,0.6522
2004-10-19,10.1512
2004-10-20,0.0
2004-10-21,-3.9215999999999998
2004-10-22,-1.0204
2004-10-25,2.0619
2004-10-26,-4.0404
2004-10-27,-5.0526
2004-10-28,1.1086
2004-10-29,1.9737
2004-11-01,1.2903
2004-11-02,-4.4586
2004-11-03,-11.1111
2004-11-04,-1.25
2004-11-05,8.8608
2004-11-08,1.6279
2004-11-09,17.849
2004-11-10,-2.7184
2004-11-11,8.782399999999999
2004-11-12,-0.7339
2004-11-15,-9.427
2004-11-16,-6.1224
2004-11-17,2.1739
2004-11-18,6.383
2004-11-19,-4.0
2004-11-22,-3.5417
2004-11-23,-3.0238
2004-11-24,-0.8909
2004-11-26,3.5955
2004-11-29,1.0846
2004-11-30,3.0043
2004-12-01,5.2083
2004-12-02,0.9901
2004-12-03,-1.1764999999999999
2004-12-06,-5.5556
2004-12-07,-2.3109
2004-12-08,4.3011
2004-12-09,0.6186
2004-12-10,-1.6393
2004-12-13,1.875
2004-12-14,-1.8405
2004-12-15,0.0
2004-12-16,1.0417
2004-12-17,0.8247
2004-12-20,0.409
2004-12-21,-4.0733
2004-12-22,-3.3970000000000002
2004-12-23,1.5385
2004-12-27,1.5152
2004-12-28,-0.8529
2004-12-29,-1.0753
2004-12-30,-1.3043
2004-12-31,4.4053
2005-01-03,0.8439
2005-01-04,-5.6485
2005-01-05,-2.8825
2005-01-06,-0.6849
2005-01-07,-4.8276
2005-01-10,-2.1739
2005-01-11,-1.9752999999999998
2005-01-12,0.2519
2005-01-13,-2.0101
2005-01-14,-0.7692
2005-01-18,1.0336
2005-01-19,2.3018
2005-01-20,1.75
2005-01-21,5.6511
2005-01-24,-1.8605
2005-01-25,-1.1848
2005-01-26,-2.8777
2005-01-27,4.1975
2005-01-28,-0.237
2005-01-31,-0.2375
2005-02-01,-3.8095
2005-02-02,-2.2277
2005-02-03,0.0
2005-02-04,14.4304
2005-02-07,-2.6549
