ticker,BECN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-09-23,23.0
2004-09-24,-0.2502
2004-09-27,-0.9404
2004-09-28,0.9494
2004-09-29,2.6332
2004-09-30,0.1833
2004-10-01,0.3049
2004-10-04,-1.2158
2004-10-05,-1.5385
2004-10-06,0.1875
2004-10-07,1.0605
2004-10-08,4.8148
2004-10-11,1.8846
2004-10-12,0.4624
2004-10-13,-1.6686
2004-10-14,-0.5851
2004-10-15,1.1183
2004-10-18,-0.0582
2004-10-19,0.1165
2004-10-20,-1.1053
2004-10-21,2.0
2004-10-22,-0.0577
2004-10-25,0.2308
2004-10-26,5.0662
2004-10-27,1.0959
2004-10-28,1.0298
2004-10-29,0.5901
2004-11-01,-2.9333
2004-11-02,-1.8132000000000001
2004-11-03,-0.3917
2004-11-04,-0.1124
2004-11-05,-0.0562
2004-11-08,1.2943
2004-11-09,1.6667
2004-11-10,-1.3660999999999999
2004-11-11,-0.831
2004-11-12,-1.2291
2004-11-15,-0.6222
2004-11-16,-0.5122
2004-11-17,1.7162
2004-11-18,1.2373
2004-11-19,-0.5556
2004-11-22,-0.6704
2004-11-23,1.1249
2004-11-24,1.5573000000000001
2004-11-26,-0.8215
2004-11-29,1.4357
2004-11-30,-0.2177
2004-12-01,6.383
2004-12-02,1.5385
2004-12-03,0.6566
2004-12-06,0.8028
2004-12-07,2.2897
2004-12-08,-1.4599
2004-12-09,-0.7407
2004-12-10,-0.3483
2004-12-13,3.5446999999999997
2004-12-14,0.1446
2004-12-15,1.8777
2004-12-16,1.6068
2004-12-17,-4.6512
2004-12-20,0.0
2004-12-21,-5.7073
2004-12-22,-0.4139
2004-12-23,0.6753
2004-12-27,-0.9288
2004-12-28,2.8646000000000003
2004-12-29,0.0
2004-12-30,-0.8101
2004-12-31,1.3783
2005-01-03,-2.3162
2005-01-04,-1.5464
2005-01-05,1.0471
2005-01-06,-0.3627
2005-01-07,0.52
2005-01-10,-0.1552
2005-01-11,1.0363
2005-01-12,-1.2308
2005-01-13,0.7269
2005-01-14,3.299
2005-01-18,-0.2495
2005-01-19,-0.9005
2005-01-20,-1.4134
2005-01-21,0.1536
2005-01-24,0.3579
2005-01-25,-2.1396
2005-01-26,3.0193
2005-01-27,1.0611
2005-01-28,-0.25
2005-01-31,0.2506
2005-02-01,-0.2
2005-02-02,0.2004
2005-02-03,-0.85
2005-02-04,0.5043
2005-02-07,-1.0537
2005-02-08,0.6085
2005-02-09,-1.7641
2005-02-10,-0.8209
