ticker,LAIX US Equity
2019-02-20,1.0195
2019-02-21,-0.0008
2019-02-22,10.5042
2019-02-25,-6.4639
2019-02-26,2.6016
2019-02-27,-0.9509
2019-02-28,-5.36
2019-03-01,2.4514
2019-03-04,1.7327
2019-03-05,1.541
2019-03-06,-2.5559
2019-03-07,-3.1148
2019-03-08,-1.4382
2019-03-11,-5.3219
2019-03-12,-2.0852
2019-03-13,-5.9259
2019-03-14,1.9685000000000001
2019-03-15,1.3514
2019-03-18,-1.9048
2019-03-19,3.8834999999999997
2019-03-20,-6.729
2019-03-21,-2.2044
2019-03-22,0.4098
2019-03-25,-10.9184
2019-03-26,4.1237
2019-03-27,-0.11
2019-03-29,3.9648
2019-04-01,12.2881
2019-04-02,4.8113
2019-04-03,8.0108
2019-04-04,-6.6667
2019-04-05,-1.1964
2019-04-08,-0.5964
2019-04-09,-3.3636
2019-04-10,1.2907
2019-04-11,4.0196
2019-04-12,-1.9643000000000002
2019-04-15,2.0036
2019-04-16,-0.192
2019-04-17,0.0134
2019-04-18,0.0
2019-04-22,0.0
2019-04-23,-3.1306
2019-04-24,-1.9298
2019-04-25,0.3672
2019-04-26,3.6585
2019-04-29,0.905
2019-04-30,0.4484
2019-05-01,2.5
2019-05-02,-3.8327999999999998
2019-05-03,-1.8115999999999999
2019-05-06,0.2232
2019-05-07,-0.0387
2019-05-08,0.0009
2019-05-09,-1.9346
2019-05-10,-0.4695
2019-05-13,-5.6604
2019-05-14,2.5
2019-05-15,-2.5366
2019-05-16,2.1021
2019-05-17,-3.2206
2019-05-20,-0.9695
2019-05-21,7.4081
2019-05-22,-2.3810000000000002
2019-05-23,-9.0732
2019-05-24,0.4024
2019-05-28,5.5838
2019-05-29,-0.5061
2019-05-30,-0.8138
2019-05-31,0.0
2019-06-03,1.6215000000000002
2019-06-04,0.9275
2019-06-05,-0.1
2019-06-06,0.0
2019-06-07,1.1011
2019-06-10,-2.8712999999999997
2019-06-11,0.8155
2019-06-12,-2.8311
2019-06-13,0.0
2019-06-14,1.7690000000000001
2019-06-17,2.2495
2019-06-18,0.3
2019-06-19,-0.1994
2019-06-20,-0.0999
2019-06-21,1.5
2019-06-24,0.5911
2019-06-25,-0.0979
2019-06-26,2.7451
2019-06-27,0.0
2019-06-28,0.0
2019-07-01,0.0
2019-07-02,-0.0954
2019-07-03,-0.191
2019-07-05,-0.3828
2019-07-09,0.0
2019-07-10,-0.2882
2019-07-11,0.289
2019-07-12,-3.4582
2019-07-15,0.0
2019-07-16,-0.4975
2019-07-17,0.5
2019-07-18,-1.99
2019-07-19,0.0
2019-07-22,0.0508
2019-07-23,0.0507
2019-07-24,0.0
2019-07-25,-3.0426
2019-07-26,-0.6276
2019-07-29,0.8242
2019-07-30,-0.1911
2019-07-31,0.3138
2019-08-01,-0.2086
2019-08-02,2.7168
2019-08-05,-1.3225
2019-08-06,-0.6186
2019-08-07,-1.3485
2019-08-08,-0.6309
2019-08-09,-2.6455
2019-08-12,-6.5217
2019-08-13,0.6977
2019-08-14,-1.0393
2019-08-15,0.7001
2019-08-16,4.2874
2019-08-19,-0.2222
2019-08-20,-0.1114
2019-08-21,-0.1115
2019-08-22,-2.4554
2019-08-23,-5.1487
2019-08-26,-3.3776
2019-08-27,-21.9725
2019-08-28,1.44
2019-08-29,-5.3628
2019-08-30,3.3333
2019-09-03,-2.7419000000000002
2019-09-04,-9.6186
2019-09-05,0.1835
2019-09-06,-2.7473
2019-09-09,-3.3898
2019-09-10,-2.5341
2019-09-11,0.0
2019-09-12,0.0
2019-09-13,0.0
2019-09-16,0.0
2019-09-17,-3.8
2019-09-18,-5.6133
2019-09-19,-5.2863
2019-09-20,-3.4884
2019-09-23,3.3735
2019-09-24,4.1958
2019-09-25,0.0
2019-09-26,-2.6846
2019-09-27,-3.4483
2019-09-30,2.3810000000000002
2019-10-01,4.8837
2019-10-02,-2.6608
2019-10-03,0.4556
2019-10-04,1.3605
2019-10-07,-5.5928
2019-10-08,0.9479
2019-10-09,2.1127
2019-10-10,-1.6092
2019-10-11,-4.4393
2019-10-14,-9.5355
2019-10-15,-9.1892
2019-10-16,-6.8452
2019-10-17,0.0
2019-10-18,1.5974
2019-10-21,1.2579
2019-10-22,-2.4845
2019-10-23,0.9554
2019-10-24,2.5237
2019-10-25,3.0769
2019-10-28,0.597
2019-10-29,0.5935
2019-10-30,-2.3599
2019-10-31,-0.3021
2019-11-01,0.6061
2019-11-04,2.1084
2019-11-05,0.0
2019-11-06,1.7699
2019-11-07,-2.029
2019-11-08,0.0
2019-11-11,-2.6627
2019-11-12,-0.304
2019-11-13,-0.6098
2019-11-14,0.9202
2019-11-15,4.5593
2019-11-18,-4.9419
2019-11-19,0.0
2019-11-20,-37.9205
2019-11-21,3.4483
2019-11-22,2.8571
2019-11-25,2.7778
2019-11-26,1.3514
2019-11-27,6.2222
2019-11-29,16.7364
2019-12-02,-5.0179
2019-12-03,0.0
2019-12-04,-1.1320999999999999
2019-12-05,-0.3817
2019-12-06,0.0
2019-12-09,-8.8123
2019-12-10,0.0
2019-12-11,2.1008
2019-12-12,15.6379
2019-12-13,18.1495
2019-12-16,-2.1084
2019-12-17,0.9231
2019-12-18,25.3049
2019-12-19,0.7299
2019-12-20,85.5072
2019-12-23,-16.0156
2019-12-24,-6.2016
2019-12-26,-5.4545
2019-12-27,-13.8112
2019-12-30,-2.6369
2019-12-31,1.25
2020-01-02,-0.823
2020-01-03,16.39
2020-01-06,-3.9215999999999998
2020-01-07,5.0093
2020-01-08,-4.947
2020-01-09,1.6729
2020-01-10,-8.7751
2020-01-13,12.6253
2020-01-14,2.1352
2020-01-15,11.4983
2020-01-16,-7.8125
2020-01-17,5.0847
2020-01-21,-8.871
2020-01-22,-1.0619
2020-01-23,-4.6512
2020-01-24,1.5009000000000001
2020-01-27,-14.9723
2020-01-28,3.0435
2020-01-29,2.3207
2020-01-30,-3.9175
2020-01-31,-1.2876
2020-02-03,-3.0435
2020-02-04,2.0179
2020-02-05,-1.0989
2020-02-06,3.5556
2020-02-07,-2.1459
2020-02-10,15.1316
2020-02-11,0.1905
2020-02-12,-7.7947
2020-02-13,-4.7423
2020-02-14,2.1645
2020-02-18,0.6356
2020-02-19,-1.2631999999999999
2020-02-20,-2.3454
2020-02-21,1.7467000000000001
2020-02-24,0.2146
2020-02-25,-2.1413
2020-02-26,2.6258
2020-02-27,-4.0512
2020-02-28,-6.0
2020-03-02,4.2553
2020-03-03,2.0408
2020-03-04,0.8889
2020-03-05,4.6256
2020-03-06,-0.2105
2020-03-09,-9.2827
2020-03-10,9.0698
2020-03-11,3.838
2020-03-12,-8.0082
2020-03-13,-15.4018
2020-03-16,-3.1662
2020-03-17,13.3515
2020-03-18,-9.375
2020-03-19,-14.3236
2020-03-20,-4.0248
2020-03-23,0.9677
2020-03-24,11.8211
2020-03-25,-4.2857
2020-03-26,7.7612
2020-03-27,4.4321
2020-03-30,-7.6923
2020-03-31,11.4943
2020-04-01,-11.0825
2020-04-02,-6.3768
2020-04-03,-0.9288
2020-04-06,2.8125
2020-04-07,0.304
2020-04-08,-8.7879
2020-04-09,5.3156
2020-04-13,3.4699999999999998
2020-04-14,6.4024
2020-04-15,-8.596
2020-04-16,-3.4483
2020-04-17,6.8182
2020-04-20,-0.304
2020-04-21,5.4878
2020-04-22,-7.8035
2020-04-23,1.2539
2020-04-24,-2.4768
2020-04-27,0.3175
2020-04-28,0.0
2020-04-29,12.3386
2020-04-30,-3.2367
2020-05-01,-1.31
2020-05-04,0.59
2020-05-05,-9.6774
2020-05-06,5.1948
2020-05-07,7.4074
2020-05-08,-5.7471
2020-05-11,2.439
2020-05-12,-1.4881
2020-05-13,5.7402
2020-05-15,-0.5714
2020-05-18,-4.8850999999999996
2020-05-19,1.5106000000000002
2020-05-20,0.8929
2020-05-21,-5.6047
2020-05-22,-1.5625
2020-05-26,5.3968
2020-05-27,-9.6386
2020-05-28,-0.3333
2020-05-29,-2.5084
2020-06-01,-5.6604
2020-06-02,-0.3636
2020-06-03,9.4891
2020-06-04,-8.3333
2020-06-05,10.1818
2020-06-08,-5.2805
2020-06-09,0.3484
2020-06-10,-0.6944
2020-06-11,1.049
2020-06-12,-2.8374
2020-06-15,1.1396
2020-06-16,-4.9296
2020-06-17,-2.0852
2020-06-18,2.2166
2020-06-19,-1.9354
2020-06-22,-2.0755
2020-06-23,1.3487
2020-06-24,-1.5209000000000001
2020-06-25,0.7722
2020-06-26,-4.2107
2020-06-29,-0.004
2020-06-30,0.0
2020-07-01,5.2
2020-07-02,-3.0418
2020-07-06,5.098
2020-07-07,-0.7463
2020-07-08,5.7744
2020-07-09,-5.8146
2020-07-10,1.8868
2020-07-13,13.7037
2020-07-14,-12.0521
2020-07-15,7.4074
2020-07-16,1.7241
2020-07-17,3.7288
2020-07-20,-2.9379
2020-07-21,2.3535
2020-07-22,-2.6316
2020-07-23,1.6892
2020-07-24,-2.0963
2020-07-27,-1.9308
2020-07-28,-3.3287
2020-07-29,3.0854
2020-07-30,-3.125
2020-07-31,3.2258
