ticker,FCBP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-09-05,0.0
2014-09-11,6.6667
2014-10-06,0.0
2014-12-11,0.0
2015-02-13,4.0
2015-02-19,2.1635
2015-03-11,17.647100000000002
2015-03-12,-15.0
2015-04-02,0.0
2015-04-06,0.0
2015-04-13,0.0235
2015-05-06,0.0
2015-05-11,-1.2232
2015-05-14,-9.2879
2015-05-15,9.215
2015-05-19,-6.25
2015-05-22,-2.3333
2015-05-26,4.0956
2015-05-27,-3.2787
2015-06-01,-0.678
2015-06-02,-1.3652
2015-06-09,1.3841
2015-06-10,2.3891
2015-06-11,2.6667
2015-06-12,0.0
2015-06-16,0.6494
2015-06-30,8.0645
2015-07-08,-2.9851
2015-07-09,0.0
2015-07-10,-1.5385
2015-07-22,-0.9375
2015-07-28,0.4416
2015-07-31,-0.1256
2015-08-04,-1.8868
2015-08-24,-0.641
2015-08-28,0.0
2015-09-21,0.0
2015-09-23,0.0
2015-10-01,0.0
2015-10-09,-0.6452
2015-10-12,0.6494
2015-10-30,0.0
2015-11-04,0.0
2015-11-10,0.0
2015-11-17,0.0
2015-11-20,0.0
2015-11-24,0.0
2015-11-25,0.0
2015-12-01,2.2580999999999998
2015-12-04,0.9464
2015-12-08,2.5
2015-12-10,0.0
2015-12-18,-2.439
2015-12-24,0.0
2015-12-30,-1.875
2015-12-31,1.9108
2016-01-04,-1.25
2016-01-15,-1.8987
2016-01-19,-3.2258
2016-01-20,3.3333
2016-01-22,-0.3226
2016-01-26,-1.2298
2016-01-28,2.8834
2016-01-29,0.3185
2016-02-02,-0.3175
2016-02-05,1.2739
2016-02-09,-0.9434
2016-02-12,0.0
2016-02-18,-1.5873
2016-02-23,0.9677
2016-02-24,-0.639
2016-02-25,1.2862
2016-03-14,-0.9524
2016-03-16,-0.9615
2016-03-17,0.9709
2016-03-18,-0.1923
2016-03-21,-0.4496
2016-03-22,-0.6452
2016-03-23,0.6494
2016-03-24,0.0
2016-04-01,0.0
2016-04-06,0.0
2016-04-07,0.0
2016-04-08,-0.6452
2016-04-11,0.6494
2016-04-13,0.0
2016-04-19,0.0
2016-04-20,0.0
2016-04-21,0.0
2016-04-27,0.0
2016-04-28,0.0
2016-04-29,0.0
2016-05-02,0.0
2016-05-10,0.0
2016-05-11,-0.3226
2016-05-12,0.0
2016-05-13,0.0
2016-05-16,0.3236
2016-05-17,3.2258
2016-05-20,0.0
2016-05-23,0.125
2016-05-31,-1.6854
2016-06-01,2.2222
