ticker,KPAY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-03-04,-77.7778
2013-03-08,290.0
2013-03-11,92.3077
2013-03-13,20.0
2013-03-14,0.0
2013-04-11,-32.7778
2013-05-29,2.4793
2013-06-03,-19.3548
2013-07-17,10.0
2013-10-01,109.0909
2013-10-08,43.0435
2013-10-09,-9.1185
2013-10-10,-6.3545
2013-10-16,-32.1429
2013-10-18,2.6316
2013-10-21,2.5641
2013-10-28,-10.5
2013-11-04,-10.6145
2013-11-13,-12.5
2013-11-25,42.8571
2013-11-26,-35.5
2013-11-27,0.7752
2013-11-29,0.0
2013-12-02,0.0
2013-12-04,3.8462
2013-12-05,5.5556
2013-12-09,-8.7719
2013-12-10,5.3846
2013-12-11,-0.7299
2013-12-17,-0.3676
2013-12-24,-22.5092
2014-01-06,0.0
2014-01-07,0.0
2014-01-13,0.0
2014-01-16,0.0
2014-01-21,9.5238
2014-01-22,7.8261
2014-01-24,-3.2258
2014-02-03,1.6667
2014-02-04,0.0
2014-02-05,4.918
2014-02-06,6.25
2014-02-07,-15.4412
2014-02-10,6.087
2014-02-11,0.0
2014-02-12,2.459
2014-02-13,4.0
2014-02-14,0.0
2014-02-18,4.6154
2014-02-19,1.4706000000000001
2014-02-20,2.8986
2014-02-21,2.1127
2014-02-24,2.069
2014-02-25,-2.7027
2014-02-26,3.4722
2014-02-27,0.0
2014-02-28,1.3423
2014-03-03,-12.5828
2014-03-04,-5.303
2014-03-05,9.6
2014-03-06,0.0
2014-03-11,-8.7591
2014-03-12,8.0
2014-03-14,5.9259
2014-03-18,-9.0909
2014-03-19,7.6923
2014-03-21,-0.3571
2014-03-25,0.2688
2014-03-26,-1.3405
2014-04-04,-2.8986
2014-04-08,-1.4925
2014-04-10,1.5152
2014-04-11,0.3731
2014-05-12,-1.1152
2014-05-13,0.0
2014-05-14,-0.3759
2014-05-29,0.1415
2014-06-03,0.0942
2014-06-04,0.0
2014-06-09,0.2353
2014-06-10,1.4085
2014-06-11,1.8519
2014-06-17,-5.4545
2014-06-18,0.7692
2014-06-20,0.3817
2014-06-27,0.2852
2014-06-30,2.3697
2014-07-02,1.4815
2014-07-03,1.4599
2014-07-08,0.7194
2014-07-10,1.4285999999999999
2014-07-11,0.0
2014-07-16,2.1127
2014-07-17,0.6897
2014-07-18,0.3425
2014-07-21,-0.2133
2014-07-22,0.5558
2014-07-23,8.8435
2014-07-24,-6.25
2014-07-25,6.6667
2014-07-28,-2.5
2014-07-29,1.0817
