ticker,RVRA US Equity
2018-12-31,6.3972999999999995
2019-01-02,-0.8861
2019-01-03,0.447
2019-01-04,1.7165
2019-01-07,1.0
2019-01-08,-0.9901
2019-01-09,-1.5625
2019-01-10,-1.5873
2019-01-11,0.0
2019-01-14,-1.4194
2019-01-15,-0.7199
2019-01-16,0.5274
2019-01-17,-0.6557
2019-01-18,2.9703
2019-01-22,0.2564
2019-01-23,-0.8312
2019-01-24,2.1921
2019-01-25,-1.4511
2019-01-28,-1.0883
2019-01-29,0.0
2019-01-30,-0.2589
2019-01-31,-0.3894
2019-02-01,-0.9772
2019-02-04,-1.0526
2019-02-05,-0.266
2019-02-06,-1.3333
2019-02-07,-0.0676
2019-02-08,1.3523
2019-02-11,-4.2695
2019-02-12,1.7422
2019-02-13,0.6849
2019-02-14,2.0408
2019-02-15,-0.1333
2019-02-19,-0.8011
2019-02-20,0.2692
2019-02-21,-1.0067
2019-02-22,1.6949
2019-02-25,0.0
2019-02-26,-2.6667
2019-02-27,0.9589
2019-02-28,0.882
2019-03-01,-5.8507
2019-03-04,-0.5714
2019-03-05,0.5747
2019-03-06,-0.7143
2019-03-07,0.0
2019-03-08,-1.4388
2019-03-11,0.5839
2019-03-12,-2.3948
2019-03-13,-0.3717
2019-03-14,-1.0448
2019-03-15,4.8265
2019-03-18,-2.1583
2019-03-19,1.0294
2019-03-20,0.4367
2019-03-21,-0.5797
2019-03-22,-1.2391
2019-03-25,1.476
2019-03-26,0.7273
2019-03-27,-0.361
2019-03-28,0.0
2019-03-29,1.3768
2019-04-01,0.4289
2019-04-02,0.3559
2019-04-03,0.1773
2019-04-04,3.0088
2019-04-05,2.7491
2019-04-08,2.0067
2019-04-09,0.3279
2019-04-10,3.7255000000000003
2019-04-11,0.126
2019-04-12,0.0629
2019-04-15,-0.3145
2019-04-16,-0.3155
2019-04-17,0.0
2019-04-18,-1.8987
2019-04-22,0.0
2019-04-23,-0.6452
2019-04-24,-4.2208
2019-04-25,-1.3559
2019-04-26,-1.0309
2019-04-29,4.8611
2019-04-30,-0.6623
2019-05-01,-0.0667
2019-05-02,-1.9346
2019-05-03,0.3401
2019-05-06,2.3729
2019-05-07,-0.6623
2019-05-08,-1.5
2019-05-09,3.2149
2019-05-10,-0.3279
2019-05-13,0.0
2019-05-14,0.2632
2019-05-15,-1.5748
2019-05-16,-3.3333
2019-05-17,-3.4483
2019-05-20,-0.3571
2019-05-21,0.3584
2019-05-22,0.0
2019-05-23,-0.7143
2019-05-24,1.0791
2019-05-28,-1.0676
2019-05-29,0.0
2019-05-30,-2.8777
2019-05-31,0.0
2019-06-03,-1.8519
2019-06-04,-0.7547
2019-06-05,-2.6616
2019-06-06,-1.1719
2019-06-07,-0.3953
2019-06-10,-0.3175
2019-06-11,0.7166
2019-06-12,-1.1858
2019-06-13,-4.0
2019-06-14,4.1667
2019-06-17,-0.16
2019-06-18,0.1603
2019-06-19,0.88
2019-06-20,2.4187
2019-06-21,-1.2776
2019-06-24,-0.7843
2019-06-25,-0.3953
2019-06-26,1.9841
2019-06-27,-1.1673
2019-06-28,0.0
2019-07-01,-0.1575
2019-07-02,-0.7886
2019-07-03,0.5564
2019-07-05,-1.581
2019-07-08,-0.1606
2019-07-09,0.0805
2019-07-10,1.6881
2019-07-11,-0.5534
2019-07-12,0.159
2019-07-15,0.7143
2019-07-16,-0.3152
2019-07-17,-9.5652
2019-07-18,-0.1748
2019-07-19,2.8897
2019-07-22,-2.1277
2019-07-23,-1.3043
2019-07-24,-0.8811
2019-07-25,0.4444
2019-07-26,2.6549
2019-07-29,-1.1207
2019-07-30,-0.2833
2019-07-31,-0.2404
2019-08-01,0.0876
2019-08-02,0.8319
2019-08-05,-0.9987
2019-08-06,-1.6228
2019-08-07,0.0446
2019-08-08,2.4955
2019-08-09,-1.913
2019-08-12,-0.266
2019-08-13,-0.5333
2019-08-14,-2.5916
2019-08-15,0.9174
2019-08-16,2.7273
2019-08-19,3.5398
2019-08-20,-1.7094
2019-08-21,0.2609
2019-08-22,-0.2602
2019-08-23,-2.1739
2019-08-26,1.3333
2019-08-27,0.8772
2019-08-28,2.1739
2019-08-29,12.766
2019-08-30,1.8868
2019-09-03,-1.8519
2019-09-04,-1.1320999999999999
2019-09-05,-0.7634
2019-09-06,0.3077
2019-09-09,0.0767
2019-09-10,-0.3831
2019-09-11,3.7692
2019-09-12,-3.4099
2019-09-13,0.1535
2019-09-16,4.9808
2019-09-17,-1.6058
2019-09-18,0.1484
2019-09-19,-0.3704
2019-09-20,0.0
2019-09-23,0.2974
2019-09-24,0.0
2019-09-25,0.0
2019-09-26,-1.5567
2019-09-27,0.6024
2019-09-30,0.0
2019-10-01,1.0479
2019-10-02,0.0
2019-10-03,-0.5926
2019-10-04,-0.149
2019-10-07,0.9701
2019-10-08,-1.9956
2019-10-09,0.0
2019-10-10,-1.5836999999999999
2019-10-11,0.0
2019-10-14,0.3831
2019-10-15,-0.3817
2019-10-16,0.0
2019-10-17,-0.3831
2019-10-18,0.0
2019-10-21,0.0
2019-10-22,0.0
2019-10-23,0.1538
2019-10-24,-0.1536
2019-10-25,0.0
2019-10-28,0.0
2019-10-29,0.3846
2019-10-30,-0.3831
2019-10-31,0.3077
2019-11-01,0.3067
2019-11-04,-0.2294
2019-11-05,0.1533
2019-11-06,-0.9174
2019-11-07,-0.0008
2019-11-08,-0.3861
2019-11-11,0.0
2019-11-12,-0.3876
2019-11-13,-0.3891
2019-11-14,-0.7813
2019-11-15,0.0
2019-11-18,-0.7087
2019-11-19,-0.5551
2019-11-20,-0.319
2019-11-21,0.0808
2019-11-22,1.9177
2019-11-25,1.5686
2019-11-26,-1.9304999999999999
2019-11-27,-0.7874
2019-11-29,-0.3968
2019-12-02,-1.992
2019-12-03,1.0163
2019-12-04,-1.328
2019-12-05,-0.4894
2019-12-06,-1.1475
2019-12-09,-0.4975
2019-12-10,-2.8333
2019-12-11,-0.3431
2019-12-12,1.1188
2019-12-13,-0.0851
2019-12-16,3.6048
2019-12-17,-0.1289
2019-12-18,0.0
2019-12-19,-0.3871
2019-12-20,0.3886
2019-12-23,0.0
2019-12-24,0.0
2019-12-26,0.5161
2019-12-27,-0.5135
2019-12-30,1.2903
2019-12-31,1.6561
2020-01-02,0.0
2020-01-03,1.5038
2020-01-06,-0.4938
2020-01-07,1.737
2020-01-08,-0.7317
2020-01-09,-0.7371
2020-01-10,0.2475
2020-01-13,0.9877
2020-01-14,-0.3667
2020-01-15,0.3681
2020-01-16,-0.3667
2020-01-17,0.0
2020-01-21,-0.2454
2020-01-23,-0.861
2020-01-24,1.4888
2020-01-27,-0.3667
2020-01-28,-1.4724
2020-01-29,-1.7435
2020-01-30,-5.0697
2020-01-31,-1.8692
2020-02-03,1.1565
2020-02-04,0.8742
2020-02-05,0.0
2020-02-06,-0.6667
2020-02-07,-2.5503
2020-02-10,0.551
2020-02-11,0.6849
2020-02-12,7.3469
2020-02-13,-2.4081
2020-02-14,-3.2468
2020-02-18,-1.3423
2020-02-19,2.0408
2020-02-20,0.0
2020-02-21,-0.6667
2020-02-24,-2.0134
2020-02-25,-0.6849
2020-02-26,-2.069
2020-02-27,-2.8169
2020-02-28,-0.7246
2020-03-03,-3.5036
2020-03-04,-1.5129000000000001
2020-03-05,-1.5361
2020-03-06,-1.7161
2020-03-09,-17.4603
2020-03-10,-0.0962
2020-03-11,-3.7536
2020-03-12,-2.0
2020-03-13,0.0
2020-03-16,0.0
2020-03-17,0.0
2020-03-18,-2.8571
2020-03-19,-2.9412000000000003
2020-03-20,-3.6797
2020-03-23,-4.4944
2020-03-24,-0.2353
2020-03-25,-5.6604
2020-03-26,0.25
2020-03-27,2.4938000000000002
2020-03-30,2.1898
2020-03-31,0.0
2020-04-01,-4.5238
2020-04-02,4.7382
2020-04-03,-4.7619
2020-04-06,0.0
2020-04-07,-2.0
2020-04-08,-0.6849
2020-04-09,1.0345
2020-04-13,-2.3891
2020-04-14,-0.3497
2020-04-15,-3.5053
2020-04-16,-1.4581
2020-04-17,0.738
2020-04-20,-3.6630000000000003
2020-04-21,0.5323
2020-04-22,-1.6641
2020-04-23,-1.9231
2020-04-24,1.5686
2020-04-27,0.3861
2020-04-28,4.6154
2020-04-29,1.1029
2020-04-30,0.3636
2020-05-01,-1.087
2020-05-04,-1.0989
2020-05-05,3.7037
2020-05-06,-10.7143
2020-05-07,6.0
2020-05-08,-1.1320999999999999
2020-05-11,0.7634
2020-05-12,-3.4091
2020-05-13,1.9607999999999999
2020-05-14,-3.2432
2020-05-15,0.0
2020-05-18,-1.1173
2020-05-19,-2.8249
2020-05-20,1.7442
2020-05-21,0.0
2020-05-22,8.5714
2020-05-26,-2.6316
2020-05-27,-2.7027
2020-05-28,0.0
2020-05-29,5.0
2020-06-01,-2.1164
2020-06-02,-4.8649000000000004
2020-06-03,0.0
2020-06-04,2.2727
2020-06-05,1.1111
2020-06-08,3.8462
2020-06-09,-2.6455
2020-06-10,-2.1739
2020-06-11,-2.7778
2020-06-12,0.0
2020-06-15,0.5714
2020-06-16,2.2727
2020-06-17,-2.7778
2020-06-18,-1.5714000000000001
2020-06-19,2.1771
2020-06-22,0.5682
2020-06-23,-1.1299
2020-06-24,-0.5714
2020-06-25,-2.8736
2020-06-26,-0.5917
2020-06-29,4.1667
2020-06-30,2.5714
2020-07-01,-2.507
2020-07-02,1.7143000000000002
2020-07-06,0.0
2020-07-07,3.3708
2020-07-08,-1.087
2020-07-09,-2.7473
2020-07-10,2.2599
2020-07-13,2.7624
2020-07-14,1.0753
2020-07-15,-1.0638
2020-07-16,0.5376
2020-07-17,0.0
2020-07-20,-0.5348
2020-07-21,4.8387
2020-07-22,-3.0769
2020-07-23,2.1164
2020-07-24,0.0
2020-07-27,-2.5907
2020-07-28,3.7234
2020-07-29,-2.5641
2020-07-30,-0.7895
2020-07-31,1.3263
