ticker,NKLA US Equity
2019-02-13,0.0534
2019-02-14,-0.5572
2019-02-15,0.6079
2019-02-19,0.1007
2019-02-20,-0.2012
2019-02-21,0.3024
2019-02-22,0.0
2019-02-25,0.201
2019-02-27,0.0
2019-02-28,-0.5015
2019-03-01,0.0
2019-03-04,0.4022
2019-03-06,0.001
2019-03-07,0.2008
2019-03-08,0.0
2019-03-11,0.2004
2019-03-13,-0.101
2019-03-14,0.001
2019-03-15,-0.1001
2019-03-18,0.2004
2019-03-19,-0.1
2019-03-20,0.4004
2019-03-21,-0.3988
2019-03-22,0.4004
2019-03-25,-0.2991
2019-03-26,-0.1
2019-04-02,0.2002
2019-04-03,0.0999
2019-04-04,0.0
2019-04-08,-0.0998
2019-04-09,0.1998
2019-04-10,0.0
2019-04-11,0.0
2019-04-15,0.1994
2019-04-16,-0.2985
2019-04-17,0.0
2019-04-18,0.0
2019-04-22,0.1996
2019-04-23,0.0
2019-04-24,0.0
2019-04-26,0.0
2019-04-29,0.0
2019-04-30,0.0996
2019-05-01,-0.2975
2019-05-02,0.1986
2019-05-03,0.0
2019-05-08,0.0996
2019-05-13,-0.2985
2019-05-14,0.3992
2019-05-15,-0.0994
2019-05-17,0.398
2019-05-21,-0.3964
2019-05-23,0.0995
2019-05-31,0.6958
2019-06-03,-0.2962
2019-06-07,0.198
2019-06-10,0.0
2019-06-11,0.0
2019-06-14,0.0
2019-06-18,0.2964
2019-06-20,0.0
2019-06-24,-0.197
2019-06-25,-0.1974
2019-06-26,0.0989
2019-06-27,0.0
2019-06-28,0.0988
2019-07-01,0.0
2019-07-02,0.0
2019-07-05,0.0
2019-07-08,0.0
2019-07-09,0.0987
2019-07-10,-0.0986
2019-07-11,0.0
2019-07-12,0.0
2019-07-15,0.0
2019-07-17,0.0888
2019-07-18,-0.0888
2019-07-19,0.2962
2019-07-22,0.0984
2019-07-24,-0.0983
2019-07-25,0.0
2019-07-26,0.3937
2019-08-02,-0.2941
2019-08-05,0.0885
2019-08-06,0.0737
2019-08-07,-0.162
2019-08-08,0.0
2019-08-13,0.0983
2019-08-16,0.1965
2019-08-20,-0.1951
2019-08-21,0.0629
2019-08-22,0.1325
2019-08-23,-0.3922
2019-08-28,0.2953
2019-08-29,0.0
2019-09-04,-0.1963
2019-09-05,0.295
2019-09-09,-0.001
2019-09-10,0.001
2019-09-11,0.098
2019-09-12,0.1959
2019-09-13,0.0
2019-09-16,-0.2933
2019-09-19,0.0
2019-09-24,0.1961
2019-09-27,-0.0978
2019-10-04,0.1959
2019-10-07,-0.0978
2019-10-08,0.2935
2019-10-10,0.0
2019-10-11,0.0
2019-10-14,0.0
2019-10-15,0.0976
2019-10-21,-0.2924
2019-10-22,0.9765
2019-10-23,-0.4831
2019-10-24,-0.4348
2019-10-28,0.2413
2019-10-29,0.0
2019-11-04,0.3899
2019-11-05,-0.3981
2019-11-06,-0.0877
2019-11-14,-0.0976
2019-11-19,0.0391
2019-11-20,0.0586
2019-11-22,0.1951
2019-11-25,-0.3895
2019-11-27,-0.0978
2019-11-29,0.4892
2019-12-03,0.2921
2019-12-04,0.0
2019-12-06,0.0
2019-12-11,-0.2913
2019-12-12,0.2921
2019-12-16,-0.0971
2019-12-17,0.0972
2019-12-19,0.0
2019-12-20,0.1942
2019-12-23,0.0
2019-12-26,0.0
2019-12-27,0.0
2019-12-30,-0.1938
2019-12-31,0.1932
2020-01-02,0.001
2020-01-03,-0.1938
2020-01-06,0.1942
2020-01-07,0.0969
2020-01-08,0.1142
2020-01-09,0.0793
2020-01-10,-0.1932
2020-01-13,0.0968
2020-01-14,0.0967
2020-01-16,-0.001
2020-01-17,-0.0957
2020-01-21,0.0967
2020-01-22,0.0
2020-01-23,0.0
2020-01-24,-0.0966
2020-01-27,0.0
2020-01-28,0.0484
2020-01-29,0.0483
2020-01-30,-0.0155
2020-01-31,-0.0812
2020-02-03,0.0967
2020-02-04,0.0966
2020-02-05,0.0
2020-02-07,0.1931
2020-02-10,0.1927
2020-02-11,-0.1923
2020-02-12,0.0
2020-02-13,-0.0963
2020-02-14,-0.0964
2020-02-18,0.0965
2020-02-19,-0.2893
2020-02-20,0.3868
2020-02-21,1.0597
2020-02-24,-0.3813
2020-02-25,-0.4785
2020-02-26,-0.0962
2020-02-27,0.0635
2020-02-28,-0.2559
2020-03-02,-0.1929
2020-03-03,11.1111
2020-03-04,27.8261
2020-03-05,0.0
2020-03-06,-6.5306
2020-03-09,-14.4105
2020-03-10,2.0408
2020-03-11,-5.4167
2020-03-12,-2.9074999999999998
2020-03-13,1.9964
2020-03-16,-2.669
2020-03-17,-1.6453
2020-03-18,-2.4164
2020-03-19,1.9048
2020-03-20,-0.4673
2020-03-23,0.4695
2020-03-24,1.028
2020-03-25,1.2951
2020-03-26,0.9132
2020-03-27,-1.5385
2020-03-30,0.8768
2020-03-31,-3.0559
2020-04-01,-0.4699
2020-04-02,1.983
2020-04-03,0.0
2020-04-06,1.8519
2020-04-07,-0.5455
2020-04-08,0.6399
2020-04-09,0.9991
2020-04-13,5.6655
2020-04-14,3.3191
2020-04-15,-2.8007
2020-04-16,-0.8475
2020-04-17,0.3419
2020-04-20,3.1516
2020-04-21,-3.8811
2020-04-22,3.5223
2020-04-23,2.3237
2020-04-24,3.0008
2020-04-27,12.9921
2020-04-28,-3.1359
2020-04-29,0.2878
2020-04-30,-4.9498
2020-05-01,-1.8868
2020-05-04,0.6923
2020-05-05,1.0695000000000001
2020-05-06,-0.3779
2020-05-07,12.6707
2020-05-08,11.1785
2020-05-11,23.4403
2020-05-12,32.9735
2020-05-13,11.8081
2020-05-14,-14.8845
2020-05-15,-12.2916
2020-05-18,-3.4925
2020-05-19,15.3459
2020-05-20,-9.2534
2020-05-21,5.3829
2020-05-22,6.5615
2020-05-26,11.0678
2020-05-27,0.4561
2020-05-28,-3.9469
2020-05-29,4.3636
2020-06-01,18.4321
2020-06-02,-7.7081
2020-06-03,8.2882
2020-06-04,-0.6476
2020-06-05,6.5778
2020-06-08,103.6975
2020-06-09,8.8167
2020-06-10,-18.4623
2020-06-11,-6.9374
2020-06-12,5.7851
2020-06-15,6.4531
2020-06-16,-7.6325
2020-06-17,1.7955999999999999
2020-06-18,5.729
2020-06-19,-2.7019
2020-06-22,6.2215
2020-06-23,7.2286
2020-06-24,-1.1591
2020-06-25,-4.165
2020-06-26,-10.6188
2020-06-29,6.3257
2020-06-30,-0.0592
2020-07-01,-2.4137
2020-07-02,-13.217
2020-07-06,-14.4606
2020-07-07,-17.7637
2020-07-08,34.3028
2020-07-09,5.0342
2020-07-10,-4.4229
2020-07-13,-0.5347
2020-07-14,-1.5013999999999998
2020-07-15,2.7098
2020-07-16,-3.7560000000000002
2020-07-17,-7.0246
2020-07-20,-21.2735
2020-07-21,3.3810000000000002
2020-07-22,-8.0
2020-07-23,-7.1917
2020-07-24,-11.8444
2020-07-27,10.9626
2020-07-28,-1.3554
2020-07-29,-4.6411999999999995
2020-07-30,-6.9484
2020-07-31,3.2347
