ticker,NKLA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-06-12,-0.2088
2018-06-13,0.1046
2018-06-18,0.1045
2018-06-19,-0.1044
2018-06-20,0.209
2018-06-22,-0.1043
2018-06-26,0.0
2018-07-10,-0.4175
2018-07-11,0.0
2018-07-12,0.0
2018-07-13,0.0
2018-07-16,0.0419
2018-07-17,0.2724
2018-07-18,-0.209
2018-07-19,-0.0942
2018-07-23,0.0325
2018-07-24,0.0618
2018-07-25,0.0
2018-07-26,-0.1047
2018-07-30,0.1048
2018-07-31,0.1047
2018-08-01,-0.1046
2018-08-03,-0.001
2018-08-06,0.001
2018-08-15,0.1047
2018-08-20,0.2092
2018-08-22,-0.1044
2018-08-23,0.1045
2018-08-24,0.0
2018-08-27,-0.1044
2018-08-28,0.0
2018-08-29,0.1045
2018-08-30,0.0
2018-08-31,0.0
2018-09-04,-0.1044
2018-09-05,0.0
2018-09-06,0.3135
2018-09-07,-0.1042
2018-09-10,-0.001
2018-09-13,-0.1032
2018-09-14,0.2088
2018-09-17,0.0
2018-09-18,-0.9375
2018-09-19,0.0
2018-09-20,0.6299
2018-09-21,0.001
2018-09-24,0.0
2018-09-25,0.1045
2018-09-26,-0.1054
2018-09-27,0.0
2018-09-28,0.001
2018-10-03,0.0
2018-10-04,0.0
2018-10-05,-0.209
2018-10-09,0.2094
2018-10-11,-0.627
2018-10-12,0.2103
2018-10-15,0.0
2018-10-17,-0.2099
2018-10-18,0.1052
2018-10-19,0.105
2018-10-23,0.4932
2018-10-24,0.1357
2018-10-25,0.0
2018-10-29,0.0
2018-10-30,0.0
2018-10-31,0.0
2018-11-01,0.0
2018-11-02,-0.001
2018-11-05,0.001
2018-11-07,0.5214
2018-11-08,0.1037
2018-11-09,0.3109
2018-11-15,0.0
2018-11-20,-0.3099
2018-11-27,0.829
2018-11-28,0.2055
2018-11-29,-0.4103
2018-11-30,-0.206
2018-12-03,0.7224
2018-12-04,-0.3064
2018-12-18,-0.6177
2018-12-20,-0.2068
2018-12-24,0.0
2018-12-26,0.0
2018-12-28,1.0363
2018-12-31,-0.5128
2019-01-03,0.2577
2019-01-09,-0.2571
2019-01-11,0.5155
2019-01-14,0.5128
2019-01-15,0.0
2019-01-22,0.4082
2019-01-24,0.1016
2019-01-28,0.3046
2019-01-29,-0.3036
2019-01-30,0.1015
2019-01-31,0.4057
2019-02-01,0.0
2019-02-04,0.5051
2019-02-06,-0.201
2019-02-07,-0.3021
2019-02-08,0.0
2019-02-12,0.202
