ticker,OMID US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-12-16,0.0
2009-01-27,0.0
2009-02-27,-75.0
2009-03-12,0.0
2009-04-22,300.0
2009-04-24,0.0
2009-05-01,0.0
2010-01-19,-80.0
2010-03-22,0.0
2010-03-23,400.0
2010-04-05,-92.5
2010-08-27,0.0
2010-12-16,1566.6667
2010-12-17,-20.0
2010-12-20,-45.0
2010-12-21,-18.1818
2010-12-22,-44.4444
2010-12-23,-40.0
2010-12-27,-12.9167
2010-12-28,7.177
2010-12-29,-14.2857
2010-12-30,16.6667
2010-12-31,-14.2857
2011-01-03,-16.6667
2011-01-04,-20.0
2011-01-06,-31.25
2011-01-07,-6.25
2011-01-12,-3.0303
2011-01-14,118.75
2011-01-19,-77.7143
2011-01-20,-25.641
2011-01-21,-13.7931
2011-01-24,-46.0
2011-01-25,-22.2222
2011-01-26,23.8095
2011-01-27,-26.9231
2011-01-28,0.0
2011-01-31,26.3158
2011-02-01,-8.3333
2011-02-02,0.0
2011-02-03,-4.5455
2011-02-04,-9.5238
2011-02-07,-15.7895
2011-02-08,31.25
2011-02-09,0.0
2011-02-10,0.0
2011-02-11,38.0952
2011-02-14,-24.1379
2011-02-15,9.0909
2011-02-16,0.0
2011-02-17,-12.5
2011-02-18,0.0
2011-02-22,-9.5238
2011-02-23,-26.3158
2011-02-24,14.2857
2011-02-25,0.0
2011-02-28,0.0
2011-03-01,-12.5
2011-03-02,0.0
2011-03-03,-7.1429
2011-03-04,0.0
2011-03-07,-15.3846
2011-03-08,0.0
2011-03-09,18.1818
2011-03-10,23.0769
2011-03-11,0.0
2011-03-14,0.0
2011-03-15,18.75
2011-03-16,-5.2632
2011-03-17,0.0
2011-03-18,-11.1111
2011-03-21,-12.5
2011-03-22,0.0
2011-03-23,0.0
2011-03-24,-7.1429
2011-03-25,7.6923
2011-03-28,14.2857
2011-03-29,0.0
2011-03-30,0.0
2011-03-31,-12.5
2011-04-01,0.0
2011-04-04,-7.1429
2011-04-05,0.0
2011-04-06,7.6923
2011-04-07,0.0
2011-04-08,0.0
2011-04-11,0.0
2011-04-12,-7.1429
2011-04-13,-61.5385
2011-04-14,-40.0
2011-04-15,0.0
2011-04-18,-33.3333
2011-04-19,50.0
2011-04-20,0.0
2011-04-21,66.6667
2011-04-25,0.0
2011-04-26,0.0
2011-04-27,1.0
2011-04-28,0.0
2011-04-29,0.0
2011-05-02,0.0
2011-05-03,0.0
2011-05-04,0.0
2011-05-05,0.0
2011-05-06,0.0
