ticker,PTAH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-03-02,16.6667
2007-03-05,-8.5714
2007-03-06,6.25
2007-03-07,5.8824
2007-03-08,16.6667
2007-03-09,-14.2857
2007-03-12,16.6667
2007-03-13,4.7619
2007-03-14,-13.6364
2007-03-15,10.526299999999999
2007-03-16,-9.5238
2007-03-19,5.2632
2007-03-20,-15.0
2007-03-21,11.7647
2007-03-22,5.2632
2007-03-23,-10.0
2007-03-26,0.0
2007-03-27,-22.2222
2007-03-28,-14.2857
2007-03-29,-16.6667
2007-03-30,20.0
2007-04-02,20.8333
2007-04-03,3.4483
2007-04-04,0.0
2007-04-05,0.0
2007-04-10,6.6667
2007-04-11,-6.25
2007-04-13,-13.3333
2007-04-19,-23.0769
2007-04-20,0.0
2007-04-23,0.0
2007-04-24,0.0
2007-04-25,0.0
2007-04-27,-20.0
2007-04-30,-37.5
2007-05-01,120.0
2007-05-03,-18.1818
2007-05-04,0.0
2007-05-07,-22.2222
2007-05-10,35.7143
2007-05-11,-15.7895
2007-05-15,-25.0
2007-05-16,-16.6667
2007-05-17,-20.0
2007-05-18,0.0
2007-05-22,0.0
2007-05-23,0.0
2007-05-24,-25.0
2007-05-25,200.0
2007-05-29,-22.2222
2007-05-30,14.2857
2007-05-31,0.0
2007-06-01,12.5
2007-06-04,0.0
2007-06-05,-22.2222
2007-06-06,28.5714
2007-06-07,0.0
2007-06-08,0.0
2007-06-11,-11.1111
2007-06-12,0.0
2007-06-15,0.0
2007-06-18,-18.75
2007-06-19,-7.6923
2007-06-20,0.0
2007-06-21,-16.6667
2007-06-27,0.0
2007-06-28,0.0
2007-06-29,0.0
2007-07-02,0.0
2007-07-03,30.0
2007-07-05,-10.961500000000001
2007-07-06,20.9503
2007-07-09,-21.4286
2007-07-10,-23.6364
2007-07-11,0.0
2007-07-16,-7.1429
2007-07-17,-2.5641
2007-07-18,2.6316
2007-07-19,-2.5641
2007-07-20,-7.8947
2007-07-23,-11.4286
2007-07-24,-29.0323
2007-07-26,27.2727
2007-07-27,-21.4286
2007-07-31,-4.5455
2007-08-01,23.8095
2007-08-02,3.8462
2007-08-03,0.0
2007-08-06,0.0
2007-08-07,-7.4074
2007-08-08,-16.0
2007-08-10,9.5238
2007-08-13,8.6957
2007-08-15,-4.0
2007-08-16,25.0
2007-08-17,-13.3333
2007-08-20,0.0
2007-08-21,-7.6923
2007-08-22,-20.8333
2007-08-24,26.3158
2007-08-28,-29.1667
2007-09-05,11.7647
