ticker,ZGSI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-04-30,450.0
2008-05-12,54.5455
2008-07-29,135.2941
2008-08-27,150.0
2009-10-07,-99.0
2013-07-18,2400.0
2013-07-19,0.0
2013-07-23,4.0
2013-07-24,7.6923
2013-07-25,0.0
2013-07-30,3.5714
2013-08-01,-3.4483
2013-08-07,0.0
2013-08-19,7.1429
2013-08-27,-6.6667
2013-08-28,0.0
2013-08-30,0.0
2013-09-03,1.4285999999999999
2013-09-06,-15.493
2013-09-09,1.6667
2013-09-19,14.7541
2013-09-20,-2.1429
2013-09-25,3.6496
2013-09-30,0.0
2013-10-02,-8.4507
2013-10-09,15.3846
2013-10-10,0.0
2013-10-14,10.0
2013-10-15,3.0303
2013-10-16,0.0
2013-10-17,14.7059
2013-10-18,0.0
2013-10-22,53.8462
2013-10-24,-33.3333
2013-10-25,12.5
2013-10-28,0.0
2013-10-29,-2.2222
2013-10-30,54.5455
2013-10-31,-2.9412000000000003
2013-11-05,-18.1818
2013-11-14,1.8519
2013-11-15,-1.8182
2013-11-22,3.7037
2013-11-25,-3.5714
2013-12-10,-25.9259
2013-12-11,0.0
2013-12-12,50.0
2013-12-23,-25.0
2014-01-02,10.6667
2014-01-15,-19.6787
2014-03-12,2.5
2014-04-01,7.8049
2014-04-23,35.7466
2014-05-22,-16.6667
2014-06-09,10.0
2014-06-11,0.0
2014-06-12,9.0909
2014-06-17,-8.3333
2014-07-22,0.3636
2014-08-12,1.4493
2014-09-15,42.8571
2014-09-18,25.0
2014-09-19,20.0
2014-10-17,33.3333
2014-10-21,6.25
2014-10-30,-20.0
2014-11-19,39.7059
2014-11-20,0.0
2014-11-25,0.0
2014-12-03,-6.3158
2014-12-10,-23.0337
2014-12-17,-0.7299
2014-12-23,0.0
2015-02-05,0.0
2015-02-12,0.0
2015-03-11,0.7353
2015-07-21,2.1898
2015-09-04,0.0
2015-09-28,0.0
2015-11-09,0.0
2015-12-11,0.0
2016-03-31,-14.2857
2016-05-18,8.3333
2016-08-29,1.5385
2016-11-02,1.5152
2016-11-21,-10.4478
2017-01-11,16.6667
2017-01-17,3.5714
2017-01-25,10.3448
2017-03-23,12.5
2017-03-27,11.1111
2017-04-25,32.5
2017-04-26,88.6792
2017-04-27,-46.0
2017-04-28,0.7407
2017-05-05,-0.7353
2017-06-07,0.3704
2017-06-08,0.0
2017-07-11,0.369
2017-07-27,-11.7647
2017-08-04,-25.0
2017-10-23,11.1111
2017-11-06,0.0
2017-12-15,-30.0
2017-12-18,-7.1429
2017-12-19,-23.0769
2017-12-20,0.0
2017-12-21,2.0
2017-12-26,-1.9607999999999999
2017-12-27,-17.0
2017-12-28,-2.4096
2018-01-04,-13.5802
2018-01-08,-11.4286
2018-01-11,0.0
2018-01-17,3.2258
2018-01-18,-1.7187999999999999
2018-01-23,-1.4308
2018-01-26,0.8065
2018-01-30,-4.0
2018-01-31,-3.3333
2018-02-02,0.0
2018-02-06,6.8966
2018-02-07,-31.9355
2018-02-12,18.4834
2018-02-13,-28.0
2018-02-23,11.1111
2018-02-26,0.0
2018-03-05,0.0
2018-03-07,40.0
2018-03-08,-26.7857
2018-03-09,-2.439
2018-04-20,0.0
2018-05-03,0.0
2018-05-15,-7.5
2018-05-16,8.1081
2018-05-24,25.0
2018-06-04,-26.0
2018-06-18,7.2973
2018-06-19,0.7557
2018-06-20,0.0
2018-08-16,0.0
2018-08-24,0.0
2018-08-30,82.5
2018-09-25,-45.2055
2018-10-05,-10.7
2018-11-08,18.1411
2018-11-30,-17.0616
2018-12-12,0.0
2018-12-19,8.5714
2018-12-20,-10.526299999999999
2018-12-21,2.9412000000000003
2018-12-26,0.0
2019-01-04,0.0
2019-01-07,2.8571
2019-01-24,38.8889
2019-03-04,4.0
2019-03-06,-30.3846
2019-03-20,-0.5525
2019-03-22,0.0
2019-04-22,-2.7778
2019-04-24,0.0
2019-05-13,0.0
2019-05-16,-11.4286
2019-05-17,-16.129
2019-05-31,0.0
2019-06-03,2.3077
2019-06-04,-2.2556
2019-06-07,-30.7692
2019-06-20,0.0
2019-06-21,0.0
2019-08-05,61.1111
2019-08-08,0.0
2019-09-06,0.0
2019-10-07,-48.2759
2019-10-10,-2.6667
2019-10-11,0.0
2019-10-14,57.5342
2019-10-15,-4.3478
2019-10-17,-9.0909
2019-11-07,10.0
2019-11-08,0.0
2019-11-15,6.3636
2019-12-23,0.0
2020-01-28,0.0
2020-01-31,-14.5299
2020-02-21,-3.0
2020-03-02,0.0
2020-04-30,0.0
2020-05-07,-38.1443
2020-06-23,33.3333
