ticker,ANTE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-11-07,39.3333
2007-11-08,-9.0909
2007-11-09,2.1053
2007-11-12,-4.3299
2007-11-13,-3.0172
2007-11-14,6.1111
2007-11-15,-3.1414
2007-11-16,-2.7568
2007-11-19,1.0006
2007-11-20,-5.0633
2007-11-21,-5.7971
2007-11-23,1.9077
2007-11-26,2.0531
2007-11-27,-1.4793
2007-11-28,3.4835
2007-11-29,-1.3349
2007-11-30,3.7647
2007-12-03,1.5306
2007-12-04,-2.0101
2007-12-05,2.5071
2007-12-06,3.0017
2007-12-07,6.6379
2007-12-10,4.251
2007-12-11,-1.165
2007-12-12,-2.7996
2007-12-13,-2.476
2007-12-14,0.3109
2007-12-17,-3.8223000000000003
2007-12-18,2.5779
2007-12-19,7.0681
2007-12-20,0.0978
2007-12-21,5.6668
2007-12-24,2.4041
2007-12-26,-1.0384
2007-12-27,-0.5018
2007-12-28,7.3819
2007-12-31,-4.4406
2008-01-02,-2.7702999999999998
2008-01-03,5.1471
2008-01-04,3.1469
2008-01-07,-2.5423999999999998
2008-01-08,0.0
2008-01-09,1.1304
2008-01-10,2.5365
2008-01-11,1.3836
2008-01-14,3.5567
2008-01-15,1.8371
2008-01-16,-4.3137
2008-01-17,-1.2705
2008-01-18,-0.3321
2008-01-22,-7.7051
2008-01-23,-6.769
2008-01-24,11.181
2008-01-25,1.3931
2008-01-28,-0.3435
2008-01-29,-3.7053000000000003
2008-01-30,-1.5659999999999998
2008-01-31,4.0455
2008-02-01,-2.0096
2008-02-04,-0.7133
2008-02-05,-5.4782
2008-02-06,-3.8955
2008-02-07,-6.8216
2008-02-08,1.9098000000000002
2008-02-11,-1.4055
2008-02-12,-2.3231
2008-02-13,0.0
2008-02-14,0.4324
2008-02-15,0.3229
2008-02-19,2.4142
2008-02-20,-0.4715
2008-02-21,-0.2105
2008-02-22,-3.0591
2008-02-25,-3.6997
2008-02-26,3.6723
2008-02-27,-1.3624
2008-02-28,0.6077
2008-02-29,-1.4827
2008-03-03,2.0624
2008-03-04,2.4031000000000002
2008-03-05,7.3067
2008-03-06,-0.6461
2008-03-07,-8.1541
2008-03-10,-4.5752
2008-03-11,-0.1142
2008-03-12,2.7429
2008-03-13,-4.3938
2008-03-14,-2.9668
2008-03-17,-6.4149
2008-03-18,2.05
2008-03-19,-1.381
2008-03-20,1.2094
2008-03-24,3.5849
2008-03-25,2.6108000000000002
2008-03-26,-0.4142
2008-03-27,0.1783
2008-03-28,-0.949
