ticker,ENR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-06-15,-2.9714
2015-06-16,-0.4122
2015-06-17,-2.3063000000000002
2015-06-18,-0.1211
2015-06-19,0.303
2015-06-22,1.2085
2015-06-23,0.0597
2015-06-24,2.4165
2015-06-25,-0.3787
2015-06-26,0.8772
2015-06-29,-1.2464
2015-06-30,-0.2055
2015-07-01,0.1471
2015-07-02,7.6358
2015-07-06,-0.7094
2015-07-07,-2.9678
2015-07-08,-1.1045
2015-07-09,2.7778
2015-07-10,3.0928
2015-07-13,4.0541
2015-07-14,-2.3117
2015-07-15,0.7179
2015-07-16,5.227
2015-07-17,4.014
2015-07-20,1.3025
2015-07-21,0.0714
2015-07-22,-0.0714
2015-07-23,0.1905
2015-07-24,-0.3089
2015-07-27,-1.4064
2015-07-28,-1.8617
2015-07-29,-3.0796
2015-07-30,-0.9914
2015-07-31,-1.1297
2015-08-03,1.9216
2015-08-04,-1.6561
2015-08-05,2.2021
2015-08-06,4.2839
2015-08-07,-1.4341
2015-08-10,1.5043
2015-08-11,0.3887
2015-08-12,-0.726
2015-08-13,-0.5363
2015-08-14,-0.6373
2015-08-17,0.6167
2015-08-18,-0.1973
2015-08-19,-1.7548
2015-08-20,-2.1635
2015-08-21,1.7742
2015-08-24,-0.2021
2015-08-25,0.7089
2015-08-26,0.8044
2015-08-27,3.6658
2015-08-28,0.1203
2015-08-31,0.3364
2015-09-01,-0.7184
2015-09-02,-0.7718
2015-09-03,-0.0243
2015-09-04,0.2918
2015-09-08,1.8182
2015-09-09,-0.4762
2015-09-10,-3.1818
2015-09-11,0.1483
2015-09-14,-0.4688
2015-09-15,0.3718
2015-09-16,3.1366
2015-09-17,0.5747
2015-09-18,-0.4286
2015-09-21,1.1717
2015-09-22,-0.7091
2015-09-23,0.0
2015-09-24,-4.5941
2015-09-25,0.4242
2015-09-28,-1.0932
2015-09-29,-1.3313
2015-09-30,-1.4511
2015-10-01,3.7975
2015-10-02,1.1945999999999999
2015-10-05,2.8283
2015-10-06,-1.6503
2015-10-07,0.0486
2015-10-08,2.0904
2015-10-09,0.619
2015-10-12,1.1358
2015-10-13,0.6083
2015-10-14,-1.4884
2015-10-15,0.6846
2015-10-16,0.1172
2015-10-19,-0.4684
2015-10-20,1.1764999999999999
2015-10-21,0.2558
2015-10-22,0.2552
2015-10-23,-0.3008
2015-10-26,-1.5549
2015-10-27,0.165
2015-10-28,1.671
2015-10-29,-0.4167
2015-10-30,-0.4417
2015-11-02,0.9806
