ticker,BBCP US Equity
2018-03-05,0.8197
2018-03-06,-0.2033
2018-03-07,0.0
2018-03-08,0.0
2018-03-12,-0.611
2018-03-14,0.0
2018-03-15,0.1025
2018-03-16,0.0
2018-03-19,-0.1024
2018-03-20,-0.1025
2018-03-21,0.1026
2018-03-22,0.0
2018-03-23,0.1025
2018-03-27,0.0819
2018-03-28,0.4295
2018-03-29,-0.1018
2018-04-02,-0.1019
2018-04-03,0.0
2018-04-05,0.102
2018-04-06,0.4077
2018-04-09,-0.3046
2018-04-10,0.3055
2018-04-13,0.0
2018-04-16,0.0
2018-04-17,-0.203
2018-04-18,0.0
2018-04-19,0.0
2018-04-20,0.1017
2018-04-23,0.1016
2018-04-24,-0.1015
2018-04-25,-0.2033
2018-04-26,0.4073
2018-04-27,-0.1014
2018-05-01,0.0853
2018-05-03,0.0162
2018-05-04,-0.4138
2018-05-07,-0.1955
2018-05-08,0.5102
2018-05-15,-0.1015
2018-05-16,0.0
2018-05-17,0.0
2018-05-21,0.6098
2018-05-22,0.0
2018-05-23,-0.404
2018-05-25,0.1014
2018-06-05,-0.304
2018-06-06,0.0
2018-06-12,0.0
2018-06-13,0.4065
2018-06-15,-0.1488
2018-06-18,-0.2565
2018-06-19,0.6098
2018-06-21,0.202
2018-06-25,-0.2016
2018-06-26,0.0
2018-06-27,0.404
2018-06-28,0.0433
2018-06-29,-0.8467
2018-07-02,0.4047
2018-07-03,0.0
2018-07-06,0.303
2018-07-09,0.4028
2018-07-11,0.0
2018-07-12,-0.5015
2018-07-23,0.0
2018-07-24,4.7379
2018-07-25,-4.0423
2018-07-27,-0.5015
2018-07-30,0.1694
2018-07-31,0.1328
2018-08-01,0.201
2018-08-02,0.0
2018-08-06,-0.2006
2018-08-10,0.0
2018-08-14,-0.201
2018-08-16,-0.1954
2018-08-20,-0.0061
2018-08-21,0.3027
2018-08-22,0.1006
2018-08-27,0.5025
2018-08-29,-0.5
2018-08-30,0.201
2018-08-31,0.0
2018-09-04,0.1003
2018-09-05,-0.1002
2018-09-10,1.9057
2018-09-11,-0.0984
2018-09-12,0.2956
2018-09-13,0.0
2018-09-14,0.0
2018-09-17,0.0982
2018-09-18,0.0
2018-09-19,0.3984
2018-09-20,-0.2991
2018-09-21,-0.1961
2018-09-24,0.1965
2018-09-25,0.0
2018-09-26,0.0
2018-09-27,0.0
2018-09-28,0.0
2018-10-01,0.0
2018-10-02,0.1961
2018-10-03,-0.0978
2018-10-04,0.1959
2018-10-05,-0.391
2018-10-08,0.0
2018-10-09,0.0981
2018-10-10,-0.1961
2018-10-11,0.0982
2018-10-12,-0.2944
2018-10-15,0.3937
2018-10-16,0.0
2018-10-17,0.0
2018-10-18,0.1961
2018-10-19,0.0
2018-10-22,0.0
2018-10-23,-0.0978
2018-10-24,0.0979
2018-10-25,-0.0978
2018-10-26,0.0
2018-10-29,0.049
2018-10-30,0.0489
2018-10-31,0.0
2018-11-01,-0.0978
2018-11-02,-0.1959
2018-11-05,0.2453
2018-11-06,-0.0489
2018-11-07,-0.0979
2018-11-08,0.0
2018-11-09,0.098
2018-11-12,-0.0979
2018-11-13,0.6863
2018-11-14,0.0
2018-11-15,0.0
2018-11-16,-0.1947
2018-11-19,0.0976
2018-11-20,0.0
2018-11-21,0.1949
2018-11-23,0.0
2018-11-26,-0.0973
2018-11-27,0.0
2018-11-28,0.0974
2018-11-29,-0.2918
2018-11-30,0.4878
2018-12-03,-2.4272
2018-12-04,1.4925
2018-12-06,-8.2353
2018-12-07,8.9744
2018-12-10,-13.7255
2018-12-11,-0.6818
2018-12-12,-5.3776
2018-12-13,20.3144
2018-12-14,-0.5025
2018-12-17,-3.7374
2018-12-18,0.7345
2018-12-19,-2.0833
2018-12-20,-5.1064
2018-12-21,-6.2780000000000005
2018-12-24,-4.3062000000000005
2018-12-26,-2.25
2018-12-27,5.3708
2018-12-28,-2.4272
2018-12-31,2.3632
2019-01-02,-1.8226
2019-01-03,1.8564
2019-01-04,-8.87
2019-01-07,4.0
2019-01-08,2.5641
2019-01-09,5.125
2019-01-10,5.7836
2019-01-11,-8.6147
2019-01-14,1.353
2019-01-15,-3.1553
2019-01-16,-2.6316
2019-01-17,-2.4453
2019-01-18,-0.1319
2019-01-22,4.4914
2019-01-23,-1.5171000000000001
2019-01-24,-1.6688
2019-01-25,4.6997
2019-01-28,9.1646
2019-01-29,-1.7704
2019-01-30,-9.8837
2019-01-31,1.8065
2019-02-01,-1.1407
2019-02-04,3.9744
2019-02-05,-4.5623000000000005
2019-02-06,-0.1938
2019-02-07,-2.6536999999999997
2019-02-08,-2.6596
2019-02-11,0.2732
2019-02-12,-0.8174
2019-02-13,1.6484
2019-02-14,1.0811
2019-02-15,6.3249
2019-02-19,-3.3081
2019-02-20,3.6411
2019-02-21,0.3764
2019-02-22,-0.25
2019-02-25,-2.8822
2019-02-27,-1.2903
2019-02-28,0.5229
2019-03-01,1.3004
2019-03-04,1.2837
2019-03-05,1.2674
2019-03-06,0.0
2019-03-07,-0.2503
2019-03-08,1.3801999999999999
2019-03-11,2.599
2019-03-12,8.38
2019-03-13,5.7353
2019-03-14,31.4737
2019-03-15,-15.7726
2019-03-18,-0.1901
2019-03-19,14.2857
2019-03-20,-6.25
2019-03-21,-4.4444
2019-03-22,-5.1163
2019-03-25,-6.8627
2019-03-26,2.0
2019-03-27,-4.0248
2019-03-28,2.1505
2019-03-29,-5.7895
2019-04-01,0.5587
2019-04-02,-18.3333
2019-04-03,-0.2721
2019-04-04,0.4093
2019-04-05,-4.8913
2019-04-08,-2.1429
2019-04-09,-2.1898
2019-04-10,-0.4478
2019-04-11,-0.8996
2019-04-12,2.4206
2019-04-15,-0.2954
2019-04-16,-0.7407
2019-04-17,1.4925
2019-04-18,1.0294
2019-04-22,-1.4556
2019-04-23,2.8064999999999998
2019-04-24,-3.0172
2019-04-25,-0.7407
2019-04-26,2.8358
2019-04-29,-1.016
2019-04-30,-3.2258
2019-05-01,0.0
2019-05-02,-1.5152
2019-05-03,0.6154
2019-05-06,-0.6116
2019-05-07,-14.6154
2019-05-08,-0.9009
2019-05-09,-11.4545
2019-05-10,5.9548
2019-05-13,-2.3256
2019-05-14,8.1349
2019-05-15,-5.1376
2019-05-16,2.7079
2019-05-17,-3.0132
2019-05-20,2.5243
2019-05-21,2.2727
2019-05-22,0.7407
2019-05-23,-0.5515
2019-05-24,-0.9242
2019-05-28,-6.3433
2019-05-29,0.5976
2019-05-30,5.3465
2019-05-31,-4.1353
2019-06-03,1.9607999999999999
2019-06-04,3.0769
2019-06-05,-6.1567
2019-06-06,-0.3976
2019-06-07,-2.1955999999999998
2019-06-10,-10.2041
2019-06-11,-7.9545
2019-06-12,-0.4938
2019-06-13,6.2035
2019-06-14,-0.2336
2019-06-17,-5.1522
2019-06-18,2.4691
2019-06-19,2.4096
2019-06-20,-1.1764999999999999
2019-06-21,5.2381
2019-06-24,7.4661
2019-06-25,-1.4737
2019-06-26,1.4957
2019-06-27,2.7368
2019-06-28,4.918
2019-07-01,7.8125
2019-07-02,-2.1739
2019-07-03,-2.4074
2019-07-05,4.1746
2019-07-08,-4.1894
2019-07-09,0.7605
2019-07-10,-0.3774
2019-07-11,-0.1894
2019-07-12,2.4668
2019-07-15,-2.4074
2019-07-16,-0.759
2019-07-17,-3.6329000000000002
2019-07-18,-12.1032
2019-07-19,0.2257
2019-07-22,-3.8288
2019-07-23,1.8735
2019-07-24,-0.2299
2019-07-25,-7.3733
2019-07-26,-1.7412999999999998
2019-07-29,4.3038
2019-07-30,-1.9417
2019-07-31,0.2475
2019-08-01,-5.1852
2019-08-02,-1.3021
2019-08-05,1.0554
2019-08-06,-8.6162
2019-08-07,-2.2857
2019-08-08,-2.6316
2019-08-09,3.6036
2019-08-12,-2.6087
2019-08-13,6.5476
2019-08-14,-8.6592
2019-08-15,3.0581
2019-08-16,3.2641
2019-08-19,7.4713
2019-08-20,9.893
2019-08-21,3.163
2019-08-22,-5.1887
2019-08-23,-5.7214
2019-08-26,9.4987
2019-08-27,-7.2289
2019-08-28,11.1688
2019-08-29,3.972
2019-08-30,-0.6742
2019-09-03,-7.2398
2019-09-04,3.9024
2019-09-05,0.939
2019-09-06,2.3256
2019-09-09,-6.1364
2019-09-10,-3.632
2019-09-11,4.5226
2019-09-12,-4.8077
2019-09-13,5.0505
2019-09-16,4.5673
2019-09-17,-11.0345
2019-09-18,4.3928
2019-09-19,0.2475
2019-09-20,0.9877
2019-09-23,-0.7335
2019-09-24,-8.3744
2019-09-25,4.3011
2019-09-26,0.2577
2019-09-27,-1.7995
2019-09-30,3.9267
2019-10-01,-7.5567
2019-10-02,0.0
2019-10-03,-4.6322
2019-10-04,1.4285999999999999
2019-10-07,0.5634
2019-10-08,-5.6022
2019-10-09,4.451
2019-10-10,-1.1364
2019-10-11,2.5862
2019-10-14,-3.9215999999999998
2019-10-15,3.7901
2019-10-16,-1.6854
2019-10-17,0.0
2019-10-18,-0.5714
2019-10-21,1.7241
2019-10-22,-2.5423999999999998
2019-10-23,-2.6087
2019-10-24,-1.4881
2019-10-25,0.6042
2019-10-28,-0.3003
2019-10-29,-0.9036
2019-10-30,3.6474
2019-10-31,0.8798
2019-11-01,-2.0349
2019-11-04,-3.5608
2019-11-05,0.0
2019-11-06,0.9231
2019-11-07,0.6098
2019-11-08,2.7273
2019-11-11,2.9499
2019-11-12,4.0115
2019-11-13,2.7548
2019-11-14,0.0
2019-11-15,0.5362
2019-11-18,-1.0667
2019-11-19,5.1213
2019-11-20,3.8462
2019-11-21,4.4444
2019-11-22,7.8014
2019-11-25,1.2061
2019-11-26,-0.7584
2019-11-27,5.0218
2019-11-29,-0.2079
2019-12-02,-6.0417
2019-12-03,1.1086
2019-12-04,0.8772
2019-12-05,-1.087
2019-12-06,2.1978
2019-12-09,-2.043
2019-12-10,-2.3052
2019-12-11,1.1236
2019-12-12,0.2222
2019-12-13,0.4435
2019-12-16,1.1038000000000001
2019-12-17,5.131
2019-12-18,7.5805
2019-12-19,-0.7722
2019-12-20,8.9494
2019-12-23,-1.25
2019-12-24,-1.9891999999999999
2019-12-26,-1.845
2019-12-27,3.0075
2019-12-30,-0.7299
2019-12-31,0.5515
2020-01-02,0.3656
2020-01-03,-3.2787
2020-01-06,-5.2731
2020-01-07,0.1988
2020-01-08,-3.1746
2020-01-09,6.5574
2020-01-10,0.5769
2020-01-13,3.6329000000000002
2020-01-14,3.321
2020-01-15,-7.5
2020-01-16,-1.1583
2020-01-17,-5.3711
2020-01-21,4.3344
2020-01-22,-0.0989
2020-01-23,2.8712999999999997
2020-01-24,-1.0587
2020-01-27,-1.9455
2020-01-28,0.1984
2020-01-29,0.7921
2020-01-30,-0.1965
2020-01-31,0.3937
2020-02-03,0.3922
2020-02-04,-0.3906
2020-02-05,6.6667
2020-02-06,-0.1838
2020-02-07,-1.2891
2020-02-10,1.1194
2020-02-11,0.0
2020-02-12,3.5055
2020-02-13,-3.7433
2020-02-14,2.037
2020-02-18,1.6334
2020-02-19,2.3214
2020-02-20,3.6649000000000003
2020-02-21,0.0
2020-02-24,-8.7542
2020-02-25,-6.6421
2020-02-26,5.7312
2020-02-27,-2.6168
2020-02-28,-0.9597
2020-03-02,10.8527
2020-03-03,-0.5245
2020-03-04,0.8787
2020-03-05,-0.8711
2020-03-06,-2.8120000000000003
2020-03-09,-11.9349
2020-03-10,-7.3922
2020-03-11,-3.1042
2020-03-12,-22.8833
2020-03-13,23.4421
2020-03-16,-21.6346
2020-03-17,0.0
2020-03-18,-16.8712
2020-03-19,23.6162
2020-03-20,4.1791
2020-03-23,-4.0115
2020-03-24,5.9701
2020-03-25,-1.1268
2020-03-26,-0.2849
2020-03-27,-12.0
2020-03-30,-8.4416
2020-03-31,1.4184
2020-04-01,-24.1259
2020-04-02,6.4516
2020-04-03,0.0
2020-04-06,12.1212
2020-04-07,-1.1583
2020-04-08,0.0
2020-04-09,9.375
2020-04-13,-11.0714
2020-04-14,-5.6225000000000005
2020-04-15,-10.2128
2020-04-16,-3.3175
2020-04-17,-6.8627
2020-04-20,4.7368
2020-04-21,0.5025
2020-04-22,1.5
2020-04-23,22.1675
2020-04-24,6.8548
2020-04-27,13.2075
2020-04-28,7.3333
2020-04-29,9.3168
2020-04-30,-19.3182
2020-05-01,-9.507
2020-05-04,-6.6148
2020-05-05,-5.0
2020-05-06,7.4561
2020-05-07,3.2653
2020-05-08,3.5573
2020-05-11,4.5802
2020-05-12,2.1898
2020-05-13,-6.7857
2020-05-14,1.5326
2020-05-15,2.2641999999999998
2020-05-18,7.0111
2020-05-19,-3.7931
2020-05-20,5.0179
2020-05-21,2.0478
2020-05-22,1.3378
2020-05-26,7.2607
2020-05-27,9.538499999999999
2020-05-28,-1.9663
2020-05-29,-4.5845
2020-06-01,-3.3033
2020-06-02,-1.8634
2020-06-03,10.443
2020-06-04,-2.5788
2020-06-05,8.2353
2020-06-08,9.5109
2020-06-09,-9.1811
2020-06-10,17.2131
2020-06-11,-13.1702
2020-06-12,0.6711
2020-06-15,0.0
2020-06-16,4.0
2020-06-17,-2.3077
2020-06-18,2.3622
2020-06-19,2.5641
2020-06-22,-2.75
2020-06-23,0.5141
2020-06-24,-6.6495999999999995
2020-06-25,0.0
2020-06-26,50.137
2020-06-29,-33.2117
2020-06-30,-4.918
2020-07-01,-3.4483
2020-07-02,2.3810000000000002
2020-07-06,-3.7791
2020-07-07,-2.719
2020-07-08,-0.6211
2020-07-09,-5.9375
2020-07-10,2.99
2020-07-13,-1.2903
2020-07-14,3.9215999999999998
2020-07-15,6.9182
2020-07-16,1.4706000000000001
2020-07-17,9.2754
2020-07-20,-6.366
2020-07-21,4.8159
2020-07-22,-0.5405
2020-07-23,0.8152
2020-07-24,-3.2345
2020-07-27,3.6212
2020-07-28,-4.5699
2020-07-29,2.5352
2020-07-30,6.5934
2020-07-31,-3.6082
