ticker,EXEO US Equity
2016-02-12,0.0
2016-02-16,6.25
2016-02-29,0.0
2016-03-01,0.0
2016-03-11,-2.3529
2016-03-15,2.4096
2016-03-28,0.0
2016-03-29,-40.0
2016-03-31,7.8431
2016-04-01,43.4545
2016-04-07,-1.1407
2016-04-25,-11.538499999999999
2016-04-26,13.7681
2016-05-12,-0.6369
2016-05-17,0.0
2016-05-20,2.5641
2016-05-23,0.0
2016-05-25,0.0
2016-06-09,0.0
2016-06-14,0.0
2016-06-16,-25.0
2016-06-17,-8.3333
2016-06-20,27.2727
2016-06-30,-7.1429
2016-07-05,7.6923
2016-07-11,0.0
2016-07-20,14.2857
2016-07-22,0.0
2016-07-25,30.0
2016-07-26,10.5769
2016-07-27,4.3478
2016-07-28,-4.1667
2016-07-29,8.6957
2016-08-01,-4.0
2016-08-02,4.1667
2016-08-03,0.0
2016-08-05,4.0
2016-08-08,-0.7692
2016-08-09,-2.3256
2016-08-10,-3.1746
2016-08-11,-34.4262
2016-08-12,52.5
2016-08-15,0.0
2016-08-19,-3.2787
2016-08-25,-23.7288
2016-08-26,0.0
2016-08-31,22.2222
2016-09-02,-0.9091
2016-09-07,0.9174
2016-09-08,-27.2727
2016-09-09,8.7188
2016-09-12,9.2268
2016-09-14,-10.526299999999999
2016-09-15,16.4706
2016-09-16,-9.8485
2016-09-19,0.8403
2016-09-22,11.1111
2016-09-29,-9.0
2016-09-30,1.4285999999999999
2016-10-06,0.7584
2016-10-11,0.0
2016-10-14,7.5269
2016-10-17,0.0
2016-10-20,0.0
2016-10-26,-6.0
2016-10-27,-6.383
2016-10-28,8.1818
2016-10-31,5.042
2016-11-02,0.0
2016-11-03,-22.5
2016-11-04,26.1935
2016-11-17,-20.2454
2016-11-18,2.5641
2016-11-21,19.3906
2016-11-22,-52.8857
2016-11-23,120.0
2016-11-25,-9.0909
2016-12-02,5.5556
2016-12-09,0.0
2016-12-13,0.0
2016-12-21,0.0
2016-12-30,-5.2632
2017-01-03,5.5556
2017-01-17,-4.6316
2017-01-23,0.0
2017-02-14,-43.7086
2017-02-15,86.25
2017-03-08,0.0132
2017-03-24,2.1053
2017-03-30,0.0
2017-05-01,-2.0619
2017-05-02,4.2105
2017-05-08,0.0
2017-05-09,0.0
2017-05-12,0.0
2017-05-19,-1.0101
2017-05-26,-3.7755
2017-06-20,-4.5599
2017-06-21,6.0
2017-06-22,0.0
2017-06-23,37.3166
2017-06-26,-16.0305
2017-06-27,-10.0
2017-06-28,1.0101
2017-06-29,30.0
2017-06-30,-3.0769
2017-07-06,-4.7619
2017-07-17,-25.0
2017-07-21,0.0
2017-07-27,3.4444
2017-08-02,-10.8582
2017-08-03,-15.6535
2017-08-04,42.8571
2017-08-07,-29.99
2017-08-08,35.6806
2017-08-09,-21.0443
2017-08-10,0.0
2017-08-11,0.0
2017-08-14,-0.0133
2017-08-15,-27.9904
2017-08-16,20.3704
2017-08-17,15.3846
2017-08-18,-1.3333
2017-08-21,0.0
2017-08-22,1.3514
2017-08-23,0.0
2017-08-24,0.0
2017-08-25,-1.3333
2017-08-28,1.3514
2017-08-29,0.0
2017-08-30,0.0
2017-08-31,14.5347
2017-09-01,16.4131
2017-09-05,0.0
2017-09-15,0.0
2017-09-29,-0.01
2017-10-17,-29.993
2017-10-18,0.0
2017-10-19,-2.1429
2017-10-20,0.4365
2017-10-23,1.7311
2017-10-24,37.1682
2017-10-26,-1.0562
2017-10-27,-1.0422
2017-11-01,-4.2553
2017-11-09,-5.0978
2017-11-17,-23.7695
2017-11-20,22.869
2017-11-27,-6.25
2017-11-28,-6.6667
2017-11-29,0.0
2017-11-30,0.0
2017-12-05,0.0
2017-12-08,-6.9857
2017-12-11,6.744
2017-12-12,-6.4618
2017-12-15,-7.7065
2017-12-18,13.3333
2017-12-19,0.2353
2017-12-21,2.4061
2017-12-22,24.6418
2017-12-27,-6.8966
2017-12-29,0.0
2018-01-02,0.0
2018-01-03,2.5556
2018-01-16,-3.6957
2018-01-23,-6.5
2018-01-25,-13.1016
2018-01-26,12.292300000000001
2018-01-31,2.7538
2018-02-02,19.9867
2018-02-06,0.0
2018-02-09,0.0
2018-02-12,0.0
2018-02-16,-5.5451
2018-02-21,-2.3529
2018-02-23,1.2048
2018-03-07,0.0
2018-03-14,1.1905000000000001
2018-03-22,11.7647
2018-04-02,-37.8947
2018-04-03,69.4915
2018-04-04,-8.288
2018-04-05,1.0936
2018-04-11,-6.218
2018-04-12,-21.1041
2018-04-17,0.5831
2018-04-18,33.3333
2018-04-20,7.6087
2018-05-07,-3.0303
2018-05-08,-1.0417
2018-05-09,0.0
2018-05-11,-1.7589000000000001
2018-05-23,2.8619
2018-06-04,-27.0833
2018-06-05,32.8571
2018-06-20,-1.0753
2018-07-13,-2.1739
2018-08-02,0.0
2018-08-03,-1.1222
2018-08-06,-0.2135
2018-08-08,-15.7658
2018-08-10,0.107
2018-08-15,18.723300000000002
2018-08-16,0.1125
2018-08-20,-1.1236
2018-08-24,-1.1364
2018-08-29,-1.1494
2018-08-30,-2.5581
2018-09-04,-0.9547
2018-09-06,4.2169
2018-09-12,26.0116
2018-09-14,-27.5229
2018-09-17,37.9747
2018-09-21,-27.5229
2018-09-24,12.6582
2018-09-27,0.0
2018-10-02,1.1236
2018-10-03,0.0
2018-10-10,-6.6667
2018-10-11,14.881
2018-10-17,-12.9534
2018-10-22,0.0
2018-10-31,16.6667
2018-12-04,11.2245
2018-12-11,-9.1743
2018-12-12,1.0101
2018-12-13,5.5
2018-12-24,-0.4739
2018-12-26,-0.9524
2019-01-04,0.9615
2019-01-11,-4.7619
2019-01-14,0.0
2019-01-22,0.0
2019-01-23,0.0
2019-01-24,-2.8
2019-01-30,2.8807
2019-01-31,5.0
2019-02-06,0.0
2019-02-07,-4.7619
2019-02-12,0.0
2019-03-04,5.0
2019-03-05,0.0
2019-03-12,-0.9524
2019-04-01,-3.8462
2019-04-04,-0.2
2019-04-05,-3.5271
2019-04-08,-4.4454
2019-04-10,14.1304
2019-04-15,-9.5238
2019-04-25,-0.0211
2019-04-26,-5.4643
2019-04-29,0.0111
2019-05-01,0.0
2019-05-07,-4.0295
2019-05-08,3.2704
2019-05-09,5.5843
2019-05-10,0.0
2019-05-16,-20.0702
2019-05-17,26.4545
2019-05-20,0.0105
2019-05-22,-3.1477
2019-05-24,-0.0109
2019-05-28,-0.0978
2019-05-31,0.1088
2019-06-03,-15.1087
2019-06-04,17.5416
2019-06-17,0.0
2019-06-20,0.0
2019-06-21,0.0
2019-06-28,0.2179
2019-07-01,0.0
2019-07-12,3.2609
2019-07-15,0.0
2019-07-22,-22.5737
2019-07-23,29.1143
2019-07-29,-5.2438
2019-07-30,5.5673
2019-08-07,0.0
2019-08-12,0.0
2019-08-19,14.7368
2019-08-23,-12.844
2019-09-04,1.0526
2019-09-06,-4.1667
2019-09-09,5.4348
2019-09-11,3.0928
2019-09-13,0.0
2019-09-17,0.0
2019-10-01,3.0
2019-10-10,0.0
2019-10-22,-7.767
2019-10-31,0.0
2019-11-01,8.4211
2019-11-05,-0.9709
2019-11-07,-14.7059
2019-11-08,20.6897
2019-12-03,-9.5333
2019-12-04,0.0105
2019-12-05,-0.0105
2019-12-12,0.0105
2019-12-13,9.473700000000001
2019-12-18,0.0
2019-12-19,0.9615
2019-12-23,-6.6667
2019-12-27,0.0
2019-12-30,2.0408
2020-01-06,0.0
2020-01-13,0.0
2020-01-14,-0.01
2020-01-15,-4.9905
2020-01-16,0.0
2020-01-17,-0.0105
2020-01-21,-2.2002
2020-01-22,0.1076
2020-01-23,0.0
2020-01-24,0.0
2020-01-27,-0.3226
2020-01-28,0.0971
2020-01-31,0.2263
2020-02-04,0.0
2020-02-06,7.5269
2020-02-07,-7.0
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,-3.2258
2020-02-13,3.3333
2020-02-14,-1.0753
2020-02-18,1.087
2020-02-19,-0.2151
2020-02-20,0.2155
2020-02-25,-3.2258
2020-02-26,0.0
2020-02-28,0.0
2020-03-02,0.0
2020-03-03,0.0
2020-03-04,0.0
2020-03-10,-0.3333
2020-03-13,0.0
2020-03-23,-0.0223
2020-03-24,0.0112
2020-03-30,0.0111
2020-03-31,-0.0223
2020-04-01,0.0
2020-04-03,-0.0892
2020-04-06,-16.3058
2020-04-07,19.6159
2020-04-08,-5.2397
2020-04-09,-0.0235
2020-04-13,-6.0956
2020-04-16,6.5038
2020-04-17,0.0118
2020-04-23,-0.0118
2020-04-24,0.0118
2020-04-28,0.0
2020-04-29,4.7059
2020-05-06,-1.1236
2020-05-07,0.0
2020-05-08,0.0
2020-05-11,-20.4545
2020-05-12,22.8571
2020-05-13,-0.2326
2020-05-18,-2.0979
2020-05-19,5.9524
2020-05-21,0.5618
2020-05-27,-5.2626
2020-05-28,-1.0614
2020-05-29,1.3232
2020-06-02,-17.647100000000002
2020-06-03,12.857099999999999
2020-06-04,7.5823
2020-06-08,-7.0479
2020-06-09,7.5823
2020-06-11,-1.1766
2020-06-15,-0.1191
2020-06-17,0.1192
2020-06-18,0.0
2020-06-25,-4.7506
2020-06-26,0.0
2020-06-29,-12.625
2020-06-30,7.2961
2020-07-06,-6.6733
2020-07-07,14.2939
2020-07-08,0.0
2020-07-09,0.0
2020-07-10,0.0
2020-07-13,-3.75
2020-07-15,0.0
2020-07-16,3.8830999999999998
2020-07-20,0.0125
2020-07-21,0.0
2020-07-24,0.0
2020-07-27,-6.25
2020-07-28,20.0
2020-07-29,0.0
2020-07-30,0.0
2020-07-31,0.0
