ticker,TACI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-03-22,86.8132
2006-03-24,2.9412000000000003
2006-03-30,0.5714
2006-04-06,13.6364
2006-06-22,0.0
2006-08-25,12.5
2006-08-28,0.0
2006-08-29,-2.2222
2006-09-11,-9.0909
2006-09-14,24.5
2006-09-21,0.4016
2006-09-22,20.0
2006-10-03,-1.6667
2006-10-04,5.4237
2006-10-05,-3.3762
2006-10-06,0.0
2006-10-09,0.0
2006-10-10,-0.1664
2006-10-11,0.1667
2006-10-12,-0.0832
2006-10-13,-0.0167
2006-10-18,-3.3977
2006-10-20,0.0
2006-10-26,3.4483
2006-11-20,1.3333
2006-11-24,-0.6579
2006-11-28,12.5828
2006-11-29,1.7647
2006-11-30,0.289
2006-12-01,5.4755
2006-12-04,0.0
2006-12-05,-4.3716
2006-12-06,0.0
2006-12-07,1.1429
2006-12-08,0.0
2006-12-11,4.5198
2006-12-12,2.1622
2006-12-13,2.6455
2006-12-14,1.5464
2006-12-15,-1.5228000000000002
2006-12-18,1.5464
2006-12-19,3.0457
2006-12-20,-3.9409
2006-12-21,-5.1282
2006-12-22,0.0
2006-12-26,-16.2162
2006-12-27,-10.3226
2006-12-28,-6.4748
2006-12-29,16.1538
2007-01-03,5.9603
2007-01-04,-13.75
2007-01-05,2.1739
2007-01-08,12.766
2007-01-09,-4.4025
2007-01-10,-1.3158
2007-01-11,-1.3333
2007-01-12,0.6757
2007-01-16,-2.6846
2007-01-17,-4.1379
2007-01-18,0.7194
2007-01-19,-3.5714
2007-01-22,3.7037
2007-01-23,-3.5714
2007-01-24,-2.963
2007-01-25,-8.3969
2007-01-26,8.3333
2007-01-29,-7.6923
2007-01-30,0.0
2007-01-31,4.1667
2007-02-01,12.0
2007-02-02,-3.5714
2007-02-05,3.7037
2007-02-06,0.0
2007-02-07,0.0
2007-02-08,-3.5714
2007-02-12,3.7037
2007-02-13,-7.1429
2007-02-14,0.0
2007-02-15,3.8462
2007-02-16,-3.7037
2007-02-20,-2.3077
2007-02-21,-1.5748
2007-02-22,2.4
2007-02-23,10.9375
2007-02-26,-13.3803
2007-02-27,-13.8211
2007-02-28,5.6604
2007-03-01,-6.25
2007-03-02,1.9048
2007-03-05,-2.8037
2007-03-06,2.8846
2007-03-07,-3.7382999999999997
2007-03-08,0.0
2007-03-09,6.7961
2007-03-12,1.8182
2007-03-13,0.0
2007-03-14,-3.5714
2007-03-15,-2.7778
2007-03-16,7.619
2007-03-19,0.885
2007-03-20,-8.7719
