ticker,QKLS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-03-01,-99.2
2000-03-17,112400.0
2000-05-25,-99.9111
2000-06-08,0.0
2003-06-13,-57.1429
2004-05-13,100.0
2005-02-07,23233.3333
2005-02-08,14.2857
2005-03-04,50.0
2005-03-07,56.25
2005-03-17,-26.6667
2005-03-18,-5.4545
2005-03-23,-1.9231
2005-03-30,0.0
2005-03-31,-19.6078
2005-04-18,-26.8293
2005-04-20,26.6667
2005-04-21,-15.7895
2005-04-29,25.0
2005-05-23,-15.0
2005-06-20,-5.8824
2006-01-04,0.0
2006-08-30,0.0
2006-10-23,0.0
2007-03-19,0.0
2007-03-20,62.5
2007-03-21,0.0
2007-06-15,5.7692
2007-09-21,90.9091
2007-09-27,-28.5714
2007-09-28,-53.3333
2007-10-04,114.2857
2007-11-14,-70.6667
2007-11-20,-18.1818
2007-11-21,0.0
2007-11-26,11.1111
2007-11-28,25.0
2007-11-29,-20.0
2007-11-30,0.0
2007-12-03,-15.0
2007-12-05,-29.4118
2007-12-07,-16.6667
2007-12-12,50.0
2007-12-14,123.7037
2008-02-15,-58.6093
2008-02-19,0.0
2008-03-06,0.0
2008-03-11,0.0
2008-03-31,144.0
2008-04-01,-6.5574
2008-04-02,5.614
2008-04-08,-0.3322
2008-04-09,6.6667
2008-04-10,4.6875
2008-04-11,-1.4925
2008-04-15,0.0
2008-04-21,-3.0303
2008-04-22,-6.25
2008-04-23,6.6667
2008-04-24,-6.25
2008-04-29,13.3333
2008-05-01,-10.2941
2008-05-02,0.0
2008-05-05,-1.6393
2008-05-08,0.0
2008-05-12,1.0
2008-05-16,45.2145
2008-05-19,0.0
2008-05-20,-3.4091
2008-05-21,0.0
2008-05-22,5.8824
2008-05-23,11.1111
2008-05-27,20.0
2008-05-28,-6.6667
2008-05-29,2.6786
2008-06-02,0.0
2008-06-06,-4.3478
2008-06-09,9.0909
2008-06-10,-10.0
2008-06-18,-7.4074
2008-06-19,0.0
2008-06-24,20.0
2008-06-25,-10.8333
2008-06-27,12.1495
2008-06-30,-8.3333
2008-07-01,9.0909
2008-07-02,-4.1667
2008-07-07,0.0
2008-07-16,-4.3478
2008-07-21,0.0
2008-07-22,8.1818
2008-07-23,0.0
2008-07-28,9.2437
2008-07-29,0.0
2008-08-04,-7.6923
2008-08-06,8.3333
2008-08-13,-14.6154
2008-08-25,-5.4054
2008-09-23,-14.2857
2008-09-25,-4.4444
2008-09-26,-18.6047
2008-09-30,28.5714
2008-10-28,-11.1111
