ticker,SIGN US Equity
2009-10-21,-83.0
2009-10-22,61.7647
2009-10-23,0.0
2009-10-27,-5.4545
2009-10-28,0.0
2009-10-29,25.0
2009-10-30,-23.0769
2009-11-04,0.0
2009-11-12,48.0
2009-11-16,41.8919
2009-11-17,-29.5238
2009-11-20,-12.1622
2009-11-24,-30.7692
2009-11-25,-20.0
2009-11-30,0.0
2009-12-02,11.1111
2009-12-03,-50.0
2009-12-08,95.0
2009-12-09,-33.3333
2009-12-11,-23.0769
2009-12-31,-64.75
2010-01-04,105.6738
2010-01-05,0.0
2010-01-06,141.3793
2010-01-07,11.4286
2010-01-11,58.9744
2010-01-12,-17.7419
2010-01-25,-58.8235
2010-01-29,-4.7619
2010-02-01,-25.0
2010-02-02,0.0
2010-02-11,-6.6667
2010-03-08,-35.7143
2010-03-11,100.0
2010-03-17,5.5556
2010-03-18,0.0
2010-03-19,-21.0526
2010-03-29,26.6667
2010-04-05,2.6316
2010-04-13,-23.0769
2010-04-21,-13.3333
2010-04-26,-61.5385
2010-05-05,280.0
2010-05-06,-10.526299999999999
2010-05-11,-11.7647
2010-05-13,0.0
2010-05-14,33.3333
2010-05-19,-30.0
2010-05-24,-28.5714
2010-05-26,20.0
2010-05-27,108.3333
2010-05-28,80.0
2010-06-01,0.0
2010-06-03,-8.8889
2010-06-07,-75.6098
2010-06-09,90.0
2010-06-14,0.0
2010-06-21,-21.0526
2010-06-22,0.0
2010-06-25,26.6667
2010-06-28,31.5789
2010-06-29,0.0
2010-07-01,100.0
2010-07-02,0.0
2010-07-06,0.0
2010-07-08,0.0
2010-07-09,0.0
2010-07-12,-20.0
2010-07-16,0.0
2010-07-20,0.0
2010-07-23,2.5
2010-07-27,-2.439
2010-08-03,-12.5
2010-08-09,0.0
2010-08-16,-8.5714
2010-08-18,-6.25
2010-08-26,16.6667
2010-08-30,0.0
2010-10-12,-14.2857
2010-10-14,0.0
2010-10-20,0.0
2010-10-21,0.0
2010-10-26,-33.3333
2010-10-27,25.0
2010-11-05,-20.0
2010-11-10,0.0
2010-11-17,0.0
2010-11-26,0.0
2010-12-17,25.0
2011-01-07,-40.0
2011-01-10,-33.3333
2011-01-11,50.0
2011-01-24,33.3333
2011-01-25,-25.0
2011-03-03,66.6667
2011-03-16,-40.0
2011-03-17,66.6667
2011-03-28,100.0
2011-03-29,0.0
2011-05-23,-90.0
2011-05-25,0.0
2011-06-06,0.0
2011-06-23,0.0
2011-06-30,840.0
2011-07-01,6.383
2012-05-18,-90.0
2012-05-25,300.0
2012-06-01,-50.0
2012-06-08,200.0
2012-06-11,-83.3333
2012-07-18,0.0
2012-07-25,0.0
2012-07-30,920.0
2012-10-03,-1.9607999999999999
2012-12-11,-90.0
2012-12-18,20.0
2012-12-28,316.6667
2013-05-24,-94.0
2013-05-29,0.0
2013-06-04,233.3333
2013-06-05,0.0
2013-06-06,0.0
2013-08-19,100.0
2013-08-28,0.0
2013-09-12,0.0
2013-09-23,0.0
2013-11-08,10.0
2013-11-21,-9.0909
2013-12-02,10.0
2013-12-23,218.1818
2013-12-30,-71.4286
2014-01-23,0.0
2014-02-07,80.0
2014-02-10,38.8889
2014-03-12,0.0
2014-05-15,-48.0
2014-05-16,15.3846
2014-06-20,-6.6667
2014-06-25,-21.4286
2014-08-25,118.1818
2014-08-26,-29.1667
2014-08-27,5.8824
2014-08-28,0.0
2014-08-29,0.0
2014-09-02,0.0
2014-09-03,0.0
2014-09-04,5.0
2014-09-05,116.9312
2014-09-08,9.7561
2014-09-09,-52.2222
2014-09-12,6.9767
2014-09-16,-8.6957
2014-09-24,9.5238
2014-09-25,-30.4348
2014-09-26,100.0
2014-09-29,-50.0
2014-10-03,62.5
2014-10-08,-38.4615
2014-10-14,0.0
2014-10-16,0.0
2014-10-24,-18.75
2014-10-27,7.6923
2014-10-30,-46.4286
2014-10-31,33.3333
2014-11-04,0.0
2014-12-09,0.0
2014-12-16,0.0
2014-12-19,20.0
2014-12-26,-16.6667
2014-12-30,-50.0
2014-12-31,200.0
2015-01-02,-66.6667
2015-01-08,-20.0
2015-01-09,25.0
2015-01-20,0.0
2015-02-06,-20.0
2015-04-06,0.0
2015-05-14,-50.0
2015-07-09,0.0
2015-07-13,0.625
2015-07-17,-0.6211
2015-07-31,0.0
2015-10-09,0.0
2015-10-12,-25.0
2015-12-03,100.0
2015-12-18,66.6667
2015-12-24,100.0
2015-12-30,-65.0
2016-01-04,471.4286
2016-01-07,-82.5
2016-03-07,0.0
2016-03-17,0.0
2016-03-23,-14.2857
2016-07-05,0.0
2016-07-25,0.0
2016-09-01,233.3333
2017-02-10,-60.0
2017-02-13,0.0
2017-03-30,25.0
2017-05-11,100.0
2017-05-25,-50.0
2017-06-26,0.0
2017-08-17,0.0
2017-10-17,-40.0
2017-11-21,0.0
2017-12-04,0.0
2017-12-11,0.0
2017-12-20,300.0
2017-12-21,16.6667
2017-12-28,7.1429
2017-12-29,0.0
2018-01-03,0.0
2018-01-16,-14.0
2018-01-23,0.0
2018-01-30,-30.2326
2018-02-13,0.0
2018-02-21,0.0
2018-03-07,0.0
2018-03-12,-11.1111
2018-03-13,-37.375
2018-04-27,59.6806
2018-05-07,-37.5
2018-05-15,60.0
2018-05-16,-25.0
2018-05-21,0.0
2018-05-29,50.0
2018-05-30,122.2222
2018-05-31,25.0
2018-06-01,-40.0
2018-06-06,33.3333
2018-06-07,0.0
2018-06-15,0.0
2018-06-26,-25.0
2018-07-16,-20.0
2018-07-20,-16.6667
2018-07-23,0.0
2018-07-31,0.0
2018-08-03,-19.0
2018-08-06,134.5679
2018-08-17,-21.0526
2018-08-23,0.0
2018-08-24,0.0
2018-08-28,-33.3333
2018-09-13,13.99
2018-10-15,31.5905
2018-11-05,-33.3333
2018-11-08,-50.0
2018-11-12,100.0
2018-11-16,0.0
2018-11-29,-20.0
2018-11-30,0.0
2018-12-03,0.0
2018-12-04,12.5
2018-12-07,5.5556
2018-12-21,105.2632
2019-01-09,-58.9744
2019-01-16,75.0
2019-01-18,-14.2857
2019-01-22,33.3333
2019-01-23,12.5
2019-01-24,38.6111
2019-01-25,-24.0481
2019-01-29,-31.3984
2019-01-30,265.3846
2019-01-31,5.2632
2019-02-01,-39.2
2019-02-04,-34.2105
2019-02-05,3.0
2019-02-06,84.466
2019-02-07,-28.947400000000002
2019-02-08,4.0
2019-02-11,42.4501
2019-02-12,-20.0
2019-02-13,6.25
2019-02-14,28.2353
2019-02-15,-34.633
2019-02-19,-5.2632
2019-02-27,-25.9259
2019-02-28,46.25
2019-03-01,-0.8547
2019-03-05,3.4483
2019-03-06,-50.0
2019-03-07,13.3333
2019-03-08,76.4706
2019-03-11,-26.6667
2019-03-13,-18.1818
2019-03-19,-5.5556
2019-03-22,76.4706
2019-03-25,0.0
2019-03-26,166.6667
2019-03-27,-18.75
2019-03-28,7.6923
2019-03-29,28.5714
2019-04-01,-11.1111
2019-04-02,-12.5
2019-04-03,47.1429
2019-04-04,186.4078
2019-04-05,-22.0339
2019-04-08,-14.7826
2019-04-09,0.0
2019-04-10,-0.5102
2019-04-11,-3.0769
2019-04-12,-4.7619
2019-04-15,-17.2222
2019-04-16,0.0
2019-04-17,-4.698
2019-04-18,-22.5352
2019-04-22,-4.5455
2019-04-23,19.0476
2019-04-24,4.0
2019-04-25,-16.9231
2019-04-26,-34.2593
2019-04-29,39.4366
2019-04-30,-1.0101
2019-05-01,1.0204
2019-05-02,41.4141
2019-05-03,-14.2857
2019-05-06,-15.0
2019-05-07,0.9804
2019-05-08,8.7379
2019-05-09,-0.8929
2019-05-10,-14.4144
2019-05-13,-26.3158
2019-05-14,28.5714
2019-05-17,-27.7778
2019-05-20,-7.6923
2019-05-21,33.3333
2019-05-22,-31.25
2019-05-23,-7.2727
2019-05-24,-6.8627
2019-05-28,57.8947
2019-05-29,22.5333
2019-05-30,-20.5658
2019-05-31,16.4384
2019-06-03,-21.1765
2019-06-04,-16.4179
2019-06-05,0.0
2019-06-06,0.0
2019-06-07,46.4286
2019-06-10,-1.2195
2019-06-11,-19.1358
2019-06-12,0.7634
2019-06-14,-16.6667
2019-06-17,0.0
2019-06-18,4.5455
2019-06-19,13.0435
2019-06-20,-15.3846
2019-06-21,-9.0909
2019-06-24,30.0
2019-06-26,-15.3846
2019-06-27,-29.5
2019-07-01,-9.2199
2019-07-02,47.7273
2019-07-11,-42.3077
2019-07-17,73.3333
2019-07-19,-1.9231
2019-07-22,-41.8333
2019-07-23,71.9198
2019-07-29,-5.8824
2019-07-30,0.0
2019-08-07,-20.8333
2019-08-08,-6.5789
2019-08-09,4.2254
2019-08-12,56.7568
2019-08-13,-27.5862
2019-08-19,4.7619
2019-08-20,31.8182
2019-08-21,6.8966
2019-08-22,-3.2258
2019-08-23,0.0
2019-08-26,-24.1667
2019-08-27,14.2857
2019-08-28,-21.1538
2019-08-29,48.7805
2019-08-30,14.7541
2019-09-03,0.0
2019-09-04,1.4285999999999999
2019-09-05,-1.4085
2019-09-06,-25.5714
2019-09-09,-5.9501
2019-09-10,24.4898
2019-09-11,-26.2295
2019-09-12,28.8889
2019-09-16,-4.3103
2019-09-18,-9.9099
2019-09-19,-0.2
2019-09-20,-9.8196
2019-09-24,17.7778
2019-09-25,-15.0943
2019-09-26,13.3333
2019-09-27,-15.6863
2019-09-30,18.6047
2019-10-02,-27.4314
2019-10-03,8.0789
2019-10-07,12.5
2019-10-10,6.6667
2019-10-11,-27.0625
2019-10-14,11.3967
2019-10-15,-10.2564
2019-10-16,-11.4
2019-10-17,41.8897
2019-10-18,-18.1818
2019-10-21,13.8889
2019-10-22,-9.7561
2019-10-23,-2.7027
2019-10-29,0.0
2019-10-31,-2.7778
2019-11-01,-14.1429
2019-11-04,16.4725
2019-11-07,-11.2857
2019-11-08,13.43
2019-11-13,-0.6246
2019-11-14,0.0
2019-11-15,-13.8286
2019-11-19,31.9629
2019-11-20,0.5025
2019-11-21,-12.5
2019-11-22,0.0
2019-11-26,10.857099999999999
2019-11-29,28.866
2019-12-02,-38.0
2019-12-03,6.4516
2019-12-04,16.8939
2019-12-05,-22.2035
2019-12-06,-6.6311
2019-12-09,-10.778
2019-12-10,6.0
2019-12-11,1.8868
2019-12-12,3.7037
2019-12-16,0.0
2019-12-17,25.0
2019-12-19,-21.1143
2019-12-23,-13.075
2019-12-26,45.8333
2019-12-30,-18.4571
2019-12-31,0.1051
2020-01-06,-0.035
2020-01-07,-12.7451
2020-01-09,12.3596
2020-01-13,-20.7143
2020-01-14,51.8018
2020-01-15,-22.8487
2020-01-17,3.8462
2020-01-21,4.8148
2020-01-22,2.4735
2020-01-23,-12.069
2020-01-24,-13.3333
2020-01-27,13.1222
2020-01-28,0.0
2020-01-29,20.0
2020-01-30,-16.6667
2020-02-03,-6.0
2020-02-04,10.6383
2020-02-05,0.0
2020-02-07,3.8462
2020-02-11,3.7037
2020-02-12,-16.0714
2020-02-14,-32.2979
2020-02-19,57.1339
2020-02-20,-12.5548
2020-02-25,61.2438
2020-02-27,-0.7092
2020-02-28,-53.4
2020-03-04,102.2685
2020-03-05,-12.0946
2020-03-10,-31.0345
2020-03-11,0.0
2020-03-12,-74.5
2020-03-13,252.9412
2020-03-16,-11.1111
2020-03-17,0.0
2020-03-18,0.0
2020-03-19,6.25
2020-03-23,-5.8824
2020-03-25,18.8125
2020-03-31,5.2078
2020-04-01,0.0
2020-04-02,-10.0
2020-04-07,11.1111
2020-04-09,0.0
2020-04-21,-25.0
2020-04-22,33.3333
2020-04-23,-4.0
2020-04-24,1.5625
2020-04-27,7.6923
2020-04-29,-4.7619
2020-04-30,21.85
2020-05-04,-23.5741
2020-05-05,28.3221
2020-05-07,-28.8703
2020-05-08,11.7647
2020-05-11,10.526299999999999
2020-05-14,-19.0476
2020-05-15,41.1765
2020-05-18,10.4583
2020-05-20,-17.0124
2020-05-21,22.7273
2020-05-26,-29.6296
2020-05-29,0.0
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,15.7368
2020-06-05,-13.5971
2020-06-09,-15.7895
2020-06-10,18.75
2020-06-11,0.0
2020-06-18,28.947400000000002
2020-06-24,-0.2041
2020-06-29,-14.5194
2020-06-30,-13.8756
2020-07-02,-30.5556
2020-07-06,30.0
2020-07-08,-1.5385
2020-07-14,-21.875
2020-07-31,20.0
