ticker,JTNB US Equity
2006-08-31,-2.3810000000000002
2006-09-13,2.439
2006-09-18,-2.3810000000000002
2006-09-19,0.0
2006-09-26,2.439
2006-09-27,-2.3810000000000002
2006-10-05,0.0
2006-10-09,0.0
2006-10-13,0.0
2006-10-17,-2.439
2006-11-08,0.0
2006-11-09,0.0
2006-11-14,0.0
2006-12-29,0.0
2007-01-03,0.0
2007-01-17,-5.0
2007-01-30,0.0
2007-02-08,0.0
2007-03-05,0.0
2007-03-22,-5.2632
2007-04-18,0.0
2007-04-27,-5.1667
2007-06-01,2.519
2007-06-04,0.0
2007-06-20,-8.5714
2007-06-22,-1.5625
2007-06-29,1.2698
2007-07-12,-2.8213
2007-07-16,-1.2903
2007-07-20,-6.2092
2007-07-25,3.1429
2007-07-26,6.99
2007-07-30,-5.0
2007-07-31,-1.7544
2007-08-01,3.5714
2007-08-02,0.069
2007-08-08,-0.0689
2007-08-20,0.0
2007-08-21,1.7241
2007-08-22,0.0
2007-08-23,-1.6949
2007-08-24,0.0
2007-08-27,3.4483
2007-09-06,-3.3333
2007-09-11,0.0
2007-09-13,0.6897
2007-09-19,-0.6849
2007-10-16,-1.0345
2007-10-19,0.0
2007-12-07,0.0
2007-12-11,-2.439
2007-12-12,5.3571
2007-12-24,0.0
2007-12-28,1.6949
2007-12-31,5.0
2008-02-01,-5.7456
2008-02-04,-4.1096
2008-02-07,0.0
2008-02-08,0.0
2008-02-11,-0.7143
2008-02-13,-2.8777
2008-02-15,3.7037
2008-02-19,5.0
2008-02-21,-4.7619
2008-03-03,-1.7856999999999998
2008-03-04,-1.8182
2008-03-12,1.1111
2008-03-17,0.3663
2008-03-20,-0.365
2008-04-02,-2.9304
2008-04-04,0.0
2008-04-09,-1.8113000000000001
2008-04-10,0.6918
2008-04-21,0.0
2008-04-30,6.8702
2008-05-30,26.4286
2008-07-15,-21.4689
2008-07-18,2.0558
2008-07-21,-5.3957
2008-07-30,6.4639
2008-07-31,17.7857
2008-09-23,-22.6804
2008-10-03,2.7451
2008-10-23,-12.2137
2008-11-21,41.7391
2009-02-03,-21.0362
2009-02-26,-20.1581
2009-03-03,23.7624
2009-03-06,-19.2
2009-03-30,23.2673
2009-04-17,0.0
2009-08-20,3.5333
2009-09-23,2.3810000000000002
2009-09-25,0.0
2009-10-26,3.4884
2009-10-27,-2.6217
2009-10-29,0.0
2009-10-30,3.8462
2009-11-10,-4.4444
2009-11-11,0.0
2009-11-13,0.7752
2009-11-16,1.5385
2010-03-01,-4.2636
2010-03-10,7.2874
2010-03-30,-0.3774
2010-03-31,1.1364
2010-04-01,0.0
2010-04-20,2.9962999999999997
2010-07-06,1.8315000000000001
2010-08-02,-1.7986
2010-09-03,-4.3956
2010-09-08,-0.3831
2010-09-20,-11.538499999999999
2010-09-24,6.5217
2010-10-08,0.0
2010-12-08,0.0
2010-12-22,17.2529
2011-02-10,-7.1429
2011-04-13,1.9231
2011-04-14,0.0
2011-05-04,0.0
2011-05-25,-1.8868
2011-05-31,0.0
2011-09-23,-3.1008
2011-10-04,4.0
2012-01-11,2.6046
2012-02-17,0.0
2012-02-27,0.0
2012-03-14,0.0
2012-03-16,-0.0769
2012-03-26,3.9261
2012-03-30,-5.4074
2012-04-02,1.7227999999999999
2012-04-11,3.1563
2012-06-04,0.7463
2012-06-06,0.0
2012-06-07,0.0
2012-06-14,-2.9126
2012-06-18,0.0
2012-07-31,-0.9846
2012-08-01,2.5482
2012-08-20,-1.5152
2012-09-06,1.1538
2012-09-26,-2.1293
2012-09-27,0.2331
2012-10-04,-0.3876
2012-10-08,1.1673
2012-10-09,0.3846
2012-10-26,-0.3831
2012-11-14,3.8462
2013-01-02,-1.9757
2013-01-03,0.7752
2013-02-08,-3.8462
2013-02-15,0.4
2013-03-05,2.7888
2013-03-15,0.7752
2013-03-21,-3.0769
2013-03-22,3.1746
2013-04-04,-3.0769
2013-04-05,1.1905000000000001
2013-05-08,0.0
2013-05-09,0.6275
2013-06-05,-0.6235
2013-06-20,0.4747
2013-06-24,1.6535
2013-06-25,2.6336
2013-07-02,1.8868
2013-07-05,-3.7037
2013-08-13,1.9231
2013-08-26,1.8868
2013-08-29,0.0
2013-09-26,0.7407
2014-02-05,-0.3759
2014-02-11,-0.1509
2014-02-13,0.1512
2014-02-18,0.0
2014-02-19,0.0
2014-02-21,1.8868
2014-03-05,-1.8519
2014-03-07,4.9056999999999995
2014-03-21,-4.6763
2014-03-28,1.8868
2014-04-30,-0.7407
2014-05-06,-0.1493
2014-05-20,0.1495
2014-06-16,0.8277
2014-07-07,0.3731
2014-07-17,-1.8587
2014-07-22,0.7576
2014-09-08,-0.6767
2014-09-11,0.0
2014-09-29,1.0598
2014-10-01,-1.1236
2014-10-09,-0.0758
2014-10-22,0.4549
2014-10-31,0.0
2014-11-03,1.1320999999999999
2014-11-04,0.0
2014-11-19,0.0
2014-11-20,0.7463
2014-11-26,-1.8519
2014-12-02,-0.6792
2014-12-10,1.8237
2014-12-17,5.042
2014-12-23,1.0909
2015-01-26,4.3165
2015-01-29,6.2069
2015-02-04,0.0
2015-04-28,-8.1169
2015-06-11,-0.9894
2015-06-15,-2.8777
2015-06-16,0.7407
2015-06-23,-0.7353
2015-07-14,-2.2222
2015-07-16,1.5152
2015-07-21,-2.9851
2015-07-22,1.2308
2015-07-24,0.0
2015-07-31,-5.7751
2015-08-05,-0.8065
2015-08-17,0.0
2015-09-02,0.4065
2015-09-10,4.0486
2015-10-22,-0.7782
2015-10-30,-1.5686
2015-11-03,3.9840999999999998
2015-12-16,0.0789
2015-12-17,0.0
2016-01-08,4.3341
2016-01-21,0.0755
2016-02-02,0.3774
2016-03-04,-2.2556
2016-03-31,1.9231
2016-04-06,1.1320999999999999
2016-04-11,0.7463
2016-04-15,1.8519
2016-04-18,0.0
2016-04-19,9.0909
2016-04-27,-5.0
2016-05-18,7.0175
2016-07-12,-7.4686
2016-07-14,0.0
2016-08-08,1.3571
2016-09-23,-1.339
2016-10-05,0.0
2016-10-12,0.0
2016-10-17,0.0
2016-10-26,0.7143
2016-10-27,1.0638
2016-11-03,2.4561
2016-11-07,-3.4247
2016-11-30,1.4184
2016-12-05,0.0
2016-12-07,5.5245
2016-12-13,2.9158
2016-12-14,5.194
2016-12-15,-6.25
2017-01-03,3.3333
2017-01-05,-3.871
2017-01-23,1.0067
2017-02-24,4.6512
2017-02-27,1.2698
2017-04-17,1.8809
2017-04-19,4.2154
2017-05-26,-6.1116
2017-05-31,0.0
2017-06-05,-0.6289
2017-06-14,-2.7423
2017-06-26,4.918
2017-07-10,0.0
2017-07-31,-3.9375
2017-08-10,0.0
2017-08-11,-0.7807
2017-08-30,0.0
2017-10-05,0.9836
2017-10-18,-2.2727
2017-10-25,1.9933999999999998
2017-10-26,-1.9544000000000001
2017-10-27,1.9933999999999998
2017-10-31,-1.759
2017-11-02,0.0
2017-11-06,0.1326
2017-11-07,1.3245
2017-11-10,0.2614
2017-11-13,-0.2608
2017-11-16,-0.6536
2017-11-20,-0.3289
2017-11-21,0.6601
2017-11-28,0.0
2017-12-11,0.6557
2017-12-14,3.1922
2017-12-15,0.0
2017-12-19,0.0
2017-12-20,0.0
2018-01-26,0.3226
2018-03-06,0.9646
2018-03-20,-0.9554
2018-04-02,1.2862
2018-04-03,-2.4
2018-04-09,1.0799
2018-04-17,-0.3089
2018-04-18,0.0646
2018-04-19,0.0
2018-04-20,0.0
2018-04-25,0.6452
2018-05-03,-1.6026
2018-05-17,1.6287
2018-06-05,-1.2821
2018-06-11,1.9481000000000002
2018-06-28,2.6958
2018-07-09,0.0
2018-08-20,0.3125
2018-08-23,2.7414
2018-09-04,-0.5458
2018-09-07,-0.9146
2018-09-10,2.7692
2018-09-11,0.0
2018-10-01,1.0778
2018-10-23,-3.7321999999999997
2018-12-04,0.6154
2018-12-10,0.0
2018-12-11,-0.2141
2018-12-14,2.5994
2019-01-04,0.7326
2019-01-22,1.5152
2019-01-24,-3.1194
2019-02-27,1.6792
2019-03-13,-0.9091
2019-03-25,0.3058
2019-03-27,-1.2195
2019-04-03,-5.4938
2019-04-04,2.8739
2019-04-08,0.0
2019-04-10,-1.9683000000000002
2019-04-22,2.6554
2019-05-03,-0.6309
2019-05-23,-1.8413
2019-06-12,1.8758
2019-07-17,-1.9834
2019-07-18,1.3544
2019-08-07,-3.3971999999999998
2019-08-13,0.6667
2019-08-23,0.0
2019-09-06,5.9603
2019-09-09,6.5625
2019-09-23,-7.3314
2019-10-18,1.2658
2019-10-22,1.5625
2019-10-23,-1.4769
2019-10-24,1.4990999999999999
2019-10-25,-1.5385
2019-11-01,0.0
2019-11-04,0.0
2019-12-17,-2.7599
2019-12-20,5.6106
2020-01-08,-5.125
2020-01-30,5.336
2020-01-31,-3.0644
2020-02-18,-1.6129
2020-03-06,0.0
2020-03-16,-6.5574
2020-03-17,-22.1053
2020-03-18,-3.1532
2020-03-24,0.0
2020-04-02,0.9312
2020-04-06,0.9207
2020-04-09,-1.8265
2020-04-29,2.3256
2020-04-30,4.5455
2020-05-07,4.3478
2020-05-29,-7.0833
2020-06-02,1.3453
2020-06-03,3.5398
2020-06-10,0.8547
2020-06-16,-3.3898
2020-06-22,6.383
2020-07-06,-4.1667
2020-07-07,0.0
2020-07-08,0.0
