ticker,JTNB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-05-12,-0.6711
2000-05-15,-12.1622
2000-06-06,13.8462
2000-06-08,-5.4054
2000-06-19,8.5714
2000-06-20,4.6053
2000-06-23,0.0
2000-08-03,-11.9497
2000-09-22,5.0
2000-10-04,0.0
2000-10-06,2.7211
2000-10-12,0.0
2001-01-10,0.6623
2001-03-01,-7.8947
2001-07-13,0.0
2001-09-06,2.8571
2001-09-21,0.0
2001-12-10,0.0
2002-01-11,5.0
2002-04-30,-5.291
2002-05-23,4.7486
2002-05-31,-4.5333
2003-02-20,6.1453
2003-02-21,0.0
2003-04-16,0.0
2003-07-30,13.1579
2003-08-01,0.5814
2003-08-12,15.0289
2004-02-04,-3.5176
2004-02-11,-1.0417
2004-02-13,1.0526
2004-05-21,8.3333
2004-05-26,-3.8462
2004-06-16,2.0
2004-07-22,0.0
2004-08-04,-1.9607999999999999
2004-08-06,3.5
2004-08-27,-1.4493
2004-09-20,0.2941
2004-09-22,1.6618
2004-09-30,-3.8462
2004-10-14,0.0
2004-10-18,0.0
2004-10-25,4.0
2004-12-23,5.0
2005-01-03,-4.7619
2005-01-07,3.8462
2005-05-02,0.0
2005-07-12,-3.7037
2005-07-14,1.9231
2005-08-04,0.0
2005-08-19,0.0
2005-08-25,1.8868
2005-10-13,-1.8519
2005-10-17,0.0
2005-11-11,0.4717
2005-11-16,0.7512
2005-11-28,-0.7456
2005-12-15,7.0423
2005-12-19,0.0
2005-12-20,0.0
2005-12-27,0.0
2006-01-23,10.526299999999999
2006-02-02,0.0
2006-02-07,4.7619
2006-02-08,-4.5455
2006-02-09,9.5238
2006-02-16,-4.3478
2006-03-03,0.0
2006-03-06,4.5455
2006-03-08,-6.5217
2006-03-09,9.3023
2006-03-24,-6.383
2006-04-05,2.2727
2006-04-25,-2.2222
2006-05-01,2.2727
2006-05-10,-1.1111
2006-05-17,0.0
2006-05-24,0.0
2006-05-25,0.0
2006-05-26,0.0
2006-05-30,-2.9213
2006-06-02,-6.25
2006-06-06,6.1728
2006-06-07,0.0
2006-06-12,0.0
2006-06-14,0.4651
2006-06-20,-0.463
2006-06-21,0.4651
2006-06-22,-0.463
2006-06-23,-1.1628
2006-06-26,2.3529
2006-06-29,-1.1494
2006-06-30,-2.3256
2006-07-10,0.0
2006-08-03,9.5238
2006-08-14,-4.3478
2006-08-18,0.0
2006-08-21,-2.2727
2006-08-22,-2.3256
2006-08-28,-2.3810000000000002
2006-08-30,2.439
