ticker,TCMD US Equity
2016-12-15,-0.379
2016-12-16,-0.2536
2016-12-19,2.1615
2016-12-20,-0.4356
2016-12-21,-1.125
2016-12-22,1.1378
2016-12-23,1.9375
2016-12-27,-0.6744
2016-12-28,0.3086
2016-12-29,1.3538000000000001
2016-12-30,-0.3643
2017-01-03,-4.3266
2017-01-04,1.9108
2017-01-05,-0.6875
2017-01-06,-3.0837
2017-01-09,0.3896
2017-01-10,0.2587
2017-01-11,-0.3871
2017-01-12,-2.8497
2017-01-13,1.1333
2017-01-17,0.0
2017-01-18,1.1865999999999999
2017-01-19,0.7818
2017-01-20,5.6238
2017-01-23,0.8568
2017-01-24,-2.3058
2017-01-25,-1.3043
2017-01-26,-0.0629
2017-01-27,-6.6751000000000005
2017-01-30,0.6748
2017-01-31,3.2842000000000002
2017-02-01,1.2979
2017-02-02,1.6015000000000001
2017-02-03,1.3871
2017-02-06,-0.0622
2017-02-07,-0.4356
2017-02-08,-1.0625
2017-02-09,0.4422
2017-02-10,-3.6478
2017-02-13,-1.2402
2017-02-14,2.3133
2017-02-15,1.8088
2017-02-16,0.6345
2017-02-17,0.8827
2017-02-21,3.125
2017-02-22,-0.4242
2017-02-23,4.017
2017-02-24,0.5851
2017-02-27,0.4072
2017-02-28,17.2074
2017-03-01,0.4943
2017-03-02,-9.0999
2017-03-03,2.5433
2017-03-06,0.2639
2017-03-07,2.9474
2017-03-08,1.5337
2017-03-09,4.1793
2017-03-10,-0.145
2017-03-13,-3.243
2017-03-14,-7.1536
2017-03-15,-1.9397
2017-03-16,-1.2637
2017-03-17,-0.1669
2017-03-20,4.7938
2017-03-21,0.3191
2017-03-22,-5.3022
2017-03-23,0.7839
2017-03-24,0.7778
2017-03-27,0.2205
2017-03-28,-0.9901
2017-03-29,1.2778
2017-03-30,1.3714
2017-03-31,2.5433
2017-04-03,-1.1609
2017-04-04,-3.0966
2017-04-05,0.4959
2017-04-06,2.7961
2017-04-07,5.92
2017-04-10,-4.3303
2017-04-11,-5.5263
2017-04-12,-4.6797
2017-04-13,1.4027
2017-04-17,1.4986
2017-04-18,-2.8393
2017-04-19,4.7925
2017-04-20,1.4501
2017-04-21,1.4294
2017-04-24,3.3604
2017-04-25,-0.2622
2017-04-26,0.1052
2017-04-27,0.2626
2017-04-28,-1.2572
2017-05-01,1.3793
2017-05-02,-1.0989
2017-05-03,-2.1693
2017-05-04,3.5695
2017-05-05,-0.6266
2017-05-08,1.7341
2017-05-09,11.9835
2017-05-10,0.7841
2017-05-11,0.1373
2017-05-12,6.17
2017-05-15,-0.2583
2017-05-16,-0.1295
2017-05-17,-1.0804
2017-05-18,5.5046
2017-05-19,2.0704
2017-05-22,-3.1237
2017-05-23,-0.335
2017-05-24,-0.3361
2017-05-25,-3.0354
2017-05-26,1.0
2017-05-30,0.3444
2017-05-31,4.3758
2017-06-01,5.9597
2017-06-02,2.7929
2017-06-05,0.0377
2017-06-06,-4.8661
2017-06-07,-1.1102
2017-06-08,0.8821
2017-06-09,1.2321
2017-06-12,0.8638
2017-06-13,-2.608
2017-06-14,-2.438
2017-06-15,2.2532
2017-06-16,5.4487
2017-06-19,1.1778
2017-06-20,1.3519
2017-06-21,-1.3709
2017-06-22,0.3757
2017-06-23,1.4969999999999999
2017-06-26,3.3555
2017-06-27,0.6065
2017-06-28,3.9716
2017-06-29,-1.296
2017-06-30,-1.244
2017-07-03,-3.1141
2017-07-05,-0.6139
2017-07-06,0.436
2017-07-07,6.0058
2017-07-10,-1.6381999999999999
2017-07-11,2.8105
2017-07-12,1.2825
2017-07-13,0.1333
2017-07-14,2.995
2017-07-17,-3.6511
2017-07-18,2.3474
2017-07-19,0.0
2017-07-20,-1.6055000000000001
2017-07-21,-0.0999
2017-07-24,-0.7667
2017-07-25,2.0826000000000002
2017-07-26,-0.3291
2017-07-27,-0.033
2017-07-28,-0.8256
2017-07-31,-1.5984
2017-08-01,-1.1506
2017-08-02,-2.4649
2017-08-03,2.3166
2017-08-04,-2.6071999999999997
2017-08-07,4.5439
2017-08-08,12.2978
2017-08-09,-1.0801
2017-08-10,-5.0652
2017-08-11,-2.3323
2017-08-14,7.8181
2017-08-15,2.9733
2017-08-16,-1.9741
2017-08-17,1.4727999999999999
2017-08-18,0.237
2017-08-21,-1.6548
2017-08-22,-0.4808
2017-08-23,2.3551
2017-08-24,-4.4838000000000005
2017-08-25,-0.9574
2017-08-28,2.1515
2017-08-29,-1.16
2017-08-30,-0.4324
2017-08-31,1.9851
2017-09-01,0.4258
2017-09-05,2.2411
2017-09-06,0.3258
2017-09-07,4.9011
2017-09-08,-3.0678
2017-09-11,2.1777
2017-09-12,0.9093
2017-09-13,-2.3655
2017-09-14,6.1148
2017-09-15,-3.153
2017-09-18,-3.7328
2017-09-19,-3.7901
2017-09-20,1.7273
2017-09-21,1.2213
2017-09-22,-9.1819
2017-09-25,-3.3052
2017-09-26,-2.9826
2017-09-27,7.7375
2017-09-28,-0.6733
2017-09-29,-0.0968
2017-10-02,1.2601
2017-10-03,1.7869000000000002
2017-10-04,2.6646
2017-10-05,0.2748
2017-10-06,0.3654
2017-10-09,-4.8544
2017-10-10,-0.7015
2017-10-11,-0.4817
2017-10-12,2.646
2017-10-13,0.3458
2017-10-16,-3.2895
2017-10-17,-2.2028
2017-10-18,2.7824
2017-10-19,2.8682
2017-10-20,0.2193
2017-10-23,-1.563
2017-10-24,-2.35
2017-10-25,-0.4553
2017-10-26,-0.9147
2017-10-27,0.2308
2017-10-30,-5.3289
2017-10-31,-0.3127
2017-11-01,-5.786
2017-11-02,-0.074
2017-11-03,1.1477
2017-11-06,-0.0732
2017-11-07,-2.1978
2017-11-08,-8.427
2017-11-09,4.0082
2017-11-10,-0.7865
2017-11-13,2.1007
2017-11-14,4.2314
2017-11-15,-1.3035
2017-11-16,-1.0943
2017-11-17,-0.8775
2017-11-20,8.622
2017-11-21,-4.6067
2017-11-22,3.6776
2017-11-24,-0.2866
2017-11-27,-3.0902
2017-11-28,1.3719000000000001
2017-11-29,3.2553
2017-11-30,5.6677
2017-12-01,-2.3802
2017-12-04,-3.8118
2017-12-05,-2.9275
2017-12-06,-1.9492
2017-12-07,1.2753
2017-12-08,1.963
2017-12-11,0.7628
2017-12-12,2.1629
2017-12-13,3.705
2017-12-14,-1.6672
2017-12-15,4.7405
2017-12-18,-0.033
2017-12-19,-1.8176
2017-12-20,-0.8078
2017-12-21,-1.3573
2017-12-22,2.4768
2017-12-26,-0.3357
2017-12-27,0.101
2017-12-28,1.245
2017-12-29,-3.6889
2018-01-02,2.0704
2018-01-03,-1.6903000000000001
2018-01-04,-0.8941
2018-01-05,-2.6718
2018-01-08,0.3565
2018-01-09,0.0355
2018-01-10,0.2131
2018-01-11,0.1417
2018-01-12,4.0694
2018-01-16,-2.0061
2018-01-17,1.839
2018-01-18,0.8177
2018-01-19,5.2721
2018-01-22,-1.252
2018-01-23,4.0637
2018-01-24,-2.5305
2018-01-25,1.9872
2018-01-26,0.9742
2018-01-29,0.0311
2018-01-30,0.4978
2018-01-31,-2.3839
2018-02-01,0.0634
2018-02-02,0.7924
2018-02-05,-0.6289
2018-02-06,-3.0063
2018-02-07,-1.1093
2018-02-08,-5.8397
2018-02-09,0.2453
2018-02-12,2.5865
2018-02-13,0.3066
2018-02-14,3.3628
2018-02-15,3.5163
2018-02-16,-1.1746
2018-02-20,-3.8548
2018-02-21,3.1741
2018-02-22,-0.3886
2018-02-23,1.593
2018-02-26,3.7439999999999998
2018-02-27,3.9482
2018-02-28,-3.9763
2018-03-01,-3.3993
2018-03-02,1.5995
2018-03-05,1.165
2018-03-06,2.4588
2018-03-07,-1.2758
2018-03-08,0.9231
2018-03-09,-1.25
2018-03-12,1.3893
2018-03-13,-1.3397999999999999
2018-03-14,0.679
2018-03-15,-2.1153
2018-03-16,0.2819
2018-03-19,-3.1543
2018-03-20,1.6768999999999998
2018-03-21,0.6026
2018-03-22,-0.8827
2018-03-23,-1.3995
2018-03-26,1.5806
2018-03-27,-1.2067
2018-03-28,-0.3536
2018-03-29,2.5806
2018-04-02,-1.7925
2018-04-03,1.4729
2018-04-04,-0.0316
2018-04-05,1.1679
2018-04-06,-0.468
2018-04-09,-1.0345
2018-04-10,5.4799
2018-04-11,0.5105
2018-04-12,3.6749
2018-04-13,-0.7493
2018-04-16,2.6132
2018-04-17,0.9338
2018-04-18,0.2523
2018-04-19,-1.5939999999999999
2018-04-20,-0.7104
2018-04-23,-1.7172
2018-04-24,-0.7863
2018-04-25,0.2055
2018-04-26,1.0545
2018-04-27,-0.1739
2018-04-30,1.0743
2018-05-01,0.2873
2018-05-02,0.8594
2018-05-03,0.71
2018-05-04,1.5792000000000002
2018-05-07,2.4986
2018-05-08,17.091
2018-05-09,3.7705
2018-05-10,1.4712
2018-05-11,0.3735
2018-05-14,-0.5472
2018-05-15,-0.1761
2018-05-16,0.4189
2018-05-17,1.5587
2018-05-18,-0.5837
2018-05-21,1.022
2018-05-22,0.9901
2018-05-23,1.1509
2018-05-24,1.8963
2018-05-25,0.3309
2018-05-29,0.9275
2018-05-30,0.1838
2018-05-31,1.1618
2018-06-01,1.6320999999999999
2018-06-04,-7.0777
2018-06-05,4.6512
2018-06-06,3.6696999999999997
2018-06-07,-2.8712
2018-06-08,1.6602999999999999
2018-06-11,2.3103
2018-06-12,0.5256
2018-06-13,6.5259
2018-06-14,2.7995
2018-06-15,-2.458
2018-06-18,3.4264
2018-06-19,-2.5766999999999998
2018-06-20,-0.5578
2018-06-21,-4.2519
2018-06-22,-0.6992
2018-06-25,2.0742
2018-06-26,1.7711000000000001
2018-06-27,-5.8069
2018-06-28,1.0891
2018-06-29,0.0385
2018-07-02,2.3269
2018-07-03,2.9506
2018-07-05,1.3874
2018-07-06,0.9723
2018-07-09,-1.1412
2018-07-10,-3.7338
2018-07-11,0.2998
2018-07-12,-0.056
2018-07-13,-0.8037
2018-07-16,2.2423
2018-07-17,0.5345
2018-07-18,1.0266
2018-07-19,-1.3428
2018-07-20,2.2622999999999998
2018-07-23,1.0971
2018-07-24,-7.7744
2018-07-25,3.2215
2018-07-26,-1.3082
2018-07-27,-7.8773
2018-07-30,-1.3772
2018-07-31,0.1876
2018-08-01,3.6612999999999998
2018-08-02,2.0269
2018-08-03,0.0
2018-08-06,-4.0519
2018-08-07,18.2042
2018-08-08,1.5782
2018-08-09,-2.6635
2018-08-10,0.2456
2018-08-13,0.6649
2018-08-14,0.8865
2018-08-15,-0.7581
2018-08-16,1.25
2018-08-17,3.2064
2018-08-20,4.8347
2018-08-21,-2.1236
2018-08-22,2.8335
2018-08-23,2.6452999999999998
2018-08-24,-0.8283
2018-08-27,1.2993000000000001
2018-08-28,0.1069
2018-08-29,2.1965
2018-08-30,1.3582
2018-08-31,-0.3534
2018-09-04,0.3842
2018-09-05,3.0031
2018-09-06,-1.6864
2018-09-07,-1.8898000000000001
2018-09-10,4.86
2018-09-11,-0.8478
2018-09-12,-3.805
2018-09-13,2.237
2018-09-14,-0.4057
2018-09-17,-5.2379
2018-09-18,2.0728
2018-09-19,-1.414
2018-09-20,-1.6326
2018-09-21,-0.8686
2018-09-24,2.3471
2018-09-25,4.1125
2018-09-26,1.9677
2018-09-27,0.2448
2018-09-28,2.0687
2018-10-01,-2.9838
2018-10-02,-3.3657
2018-10-03,-1.8014999999999999
2018-10-04,-4.6629000000000005
2018-10-05,1.6517
2018-10-08,-0.9623
2018-10-09,-0.9239
2018-10-10,-2.2347
2018-10-11,-0.7729
2018-10-12,3.0825
2018-10-15,-0.1286
2018-10-16,6.6645
2018-10-17,0.2264
2018-10-18,-0.4819
2018-10-19,-2.4512
2018-10-22,0.062
2018-10-23,2.3252
2018-10-24,-3.1965
2018-10-25,-0.9546
2018-10-26,-0.9164
2018-10-29,1.6265
2018-10-30,3.6717
2018-10-31,-0.893
2018-11-01,1.069
2018-11-02,0.2418
2018-11-05,-1.7787
2018-11-06,-6.2615
2018-11-07,3.127
2018-11-08,-1.6034000000000002
2018-11-09,1.0649
2018-11-12,-2.7458
2018-11-13,-0.3611
2018-11-14,-4.7941
2018-11-15,1.3497
2018-11-16,-0.0854
2018-11-19,-5.9809
2018-11-20,-1.4904
2018-11-21,-1.0886
2018-11-23,1.9771999999999998
2018-11-26,-0.5487
2018-11-27,-1.9496
2018-11-28,2.0071
2018-11-29,2.7584
2018-11-30,0.6442
2018-12-03,2.3471
2018-12-04,-5.7679
2018-12-06,0.7928
2018-12-07,-2.1218
2018-12-10,-0.6167
2018-12-11,-1.1094
2018-12-12,1.1409
2018-12-13,-2.0681
2018-12-14,-3.11
2018-12-17,-5.1516
2018-12-18,-6.5803
2018-12-19,0.7603
2018-12-20,-2.8407
2018-12-21,-3.4947
2018-12-24,-1.0888
2018-12-26,4.1637
2018-12-27,0.2986
2018-12-28,0.3894
2018-12-31,3.9243
2019-01-02,-2.1076
2019-01-03,-3.2967
2019-01-04,6.795
2019-01-07,2.823
2019-01-08,26.1457
2019-01-09,0.6027
2019-01-10,2.2466
2019-01-11,1.123
2019-01-14,-2.8167
2019-01-15,-1.3084
2019-01-16,2.9871
2019-01-17,1.5969
2019-01-18,1.3793
2019-01-22,-1.6928
2019-01-23,3.3312
2019-01-24,1.8843999999999999
2019-01-25,-0.2446
2019-01-28,-1.1646
2019-01-29,0.6512
2019-01-30,2.1565
2019-01-31,0.392
2019-02-01,1.532
2019-02-04,0.932
2019-02-05,0.0733
2019-02-06,0.4247
2019-02-07,0.1167
2019-02-08,0.4661
2019-02-11,0.319
2019-02-12,2.0668
2019-02-13,1.5859999999999999
2019-02-14,-3.206
2019-02-15,1.7569
2019-02-19,4.8825
2019-02-20,-0.8231
2019-02-21,0.4082
2019-02-22,0.935
2019-02-25,2.4164
2019-02-26,-3.3163
2019-02-27,-1.4778
2019-02-28,4.5961
2019-03-01,-3.9732
2019-03-04,-0.4795
2019-03-05,2.9598
2019-03-06,-2.6073
2019-03-07,-0.0686
2019-03-08,-0.9479
2019-03-11,0.9847
2019-03-12,-9.1608
2019-03-13,-5.5035
2019-03-14,0.688
2019-03-15,0.4132
2019-03-18,-1.5825
2019-03-19,-1.1738
2019-03-20,-2.2128
2019-03-21,1.2479
2019-03-22,-8.6771
2019-03-25,0.7378
2019-03-26,-4.8767
2019-03-27,-1.615
2019-03-28,0.2863
2019-03-29,0.3426
2019-04-01,-1.5554000000000001
2019-04-02,2.6012
2019-04-03,0.4883
2019-04-04,-0.9344
2019-04-05,-0.4905
2019-04-08,-0.1327
2019-04-09,-0.7213
2019-04-10,2.7342
2019-04-11,0.7445
2019-04-12,-1.7734999999999999
2019-04-15,-1.2789
2019-04-16,3.0291
2019-04-17,-7.2855
2019-04-18,-3.7096
2019-04-22,1.1185
2019-04-23,-0.041
2019-04-24,0.4098
2019-04-25,-0.9796
2019-04-26,1.0923
2019-04-29,0.9786
2019-04-30,0.4644
2019-05-01,0.2814
2019-05-02,2.485
2019-05-03,4.3801
2019-05-06,4.1401
2019-05-07,0.3238
2019-05-08,3.8731
2019-05-09,0.1554
2019-05-10,-4.3606
2019-05-13,-5.4424
2019-05-14,-1.9059
2019-05-15,-2.448
2019-05-16,1.434
2019-05-17,-2.7292
2019-05-20,0.1413
2019-05-21,0.7055
2019-05-22,-0.6405
2019-05-23,-2.3167
2019-05-24,2.2066
2019-05-28,-0.8676
2019-05-29,-0.6717
2019-05-30,2.541
2019-05-31,-4.0168
2019-06-03,3.1022
2019-06-04,3.1704
2019-06-05,-0.3132
2019-06-06,5.2818
2019-06-07,-1.9396
2019-06-10,1.9969999999999999
2019-06-11,-3.6733000000000002
2019-06-12,1.6067
2019-06-13,3.3149
2019-06-14,-1.7702
2019-06-17,0.5444
2019-06-18,3.4354
2019-06-19,0.8664
2019-06-20,0.2863
2019-06-21,-1.8737
2019-06-24,-1.0547
2019-06-25,-0.8454
2019-06-26,-2.6877
2019-06-27,2.8762
2019-06-28,5.3879
2019-07-01,0.5798
2019-07-02,-1.4847000000000001
2019-07-03,1.0461
2019-07-05,0.2983
2019-07-08,-3.0266
2019-07-09,1.0283
2019-07-10,-0.75
2019-07-11,-0.9176
2019-07-12,-0.1453
2019-07-15,-0.2728
2019-07-16,1.0394
2019-07-17,-2.3461
2019-07-18,0.3696
2019-07-19,-1.3256999999999999
2019-07-22,-1.81
2019-07-23,0.5701
2019-07-24,2.5699
2019-07-25,-1.1606
2019-07-26,2.5909
2019-07-29,-0.9266
2019-07-30,2.439
2019-07-31,3.3656
2019-08-01,-3.1867
2019-08-02,-2.4508
2019-08-05,1.137
2019-08-06,-10.6074
2019-08-07,3.9148
2019-08-08,1.4054
2019-08-09,-3.0606
2019-08-12,-0.7347
2019-08-13,1.5403
2019-08-14,-2.2262
2019-08-15,-1.0679
2019-08-16,4.7658000000000005
2019-08-19,-1.458
2019-08-20,0.0197
2019-08-21,0.2761
2019-08-22,-0.9245
2019-08-23,-3.9111000000000002
2019-08-26,0.8884
2019-08-27,-1.4745
2019-08-28,2.9516
2019-08-29,0.6057
2019-08-30,1.2242
2019-09-03,-3.073
2019-09-04,-1.0227
2019-09-05,0.3306
2019-09-06,0.4325
2019-09-09,1.0049
2019-09-10,2.3959
2019-09-11,0.119
2019-09-12,3.9215999999999998
2019-09-13,0.4765
2019-09-16,3.547
2019-09-17,-0.861
2019-09-18,-5.2661
2019-09-19,-2.5356
2019-09-20,-1.1607
2019-09-23,-3.7862
2019-09-24,-3.2828
2019-09-25,-1.4143
2019-09-26,-4.4030000000000005
2019-09-27,-0.935
2019-09-30,-1.375
2019-10-01,-2.1975
2019-10-02,0.6282
2019-10-03,3.1933
2019-10-04,-0.5584
2019-10-07,1.7548
2019-10-08,-1.0117
2019-10-09,-1.2079
2019-10-10,2.1632
2019-10-11,3.7284
2019-10-14,0.3772
2019-10-15,1.9673
2019-10-16,1.279
2019-10-17,4.0882
2019-10-18,-3.2285
2019-10-21,-0.8075
2019-10-22,-4.006
2019-10-23,1.4059
2019-10-24,-1.2984
2019-10-25,0.0669
2019-10-28,2.4955
2019-10-29,-0.6739
2019-10-30,-1.8385
2019-10-31,1.2709
2019-11-01,2.0696
2019-11-04,3.0846
2019-11-05,4.6035
2019-11-06,2.0604
2019-11-07,2.1168
2019-11-08,0.0
2019-11-11,-1.1132
2019-11-12,2.4845
2019-11-13,1.0227
2019-11-14,0.4874
2019-11-15,4.0485
2019-11-18,2.4565
2019-11-19,1.5575999999999999
2019-11-20,0.4825
2019-11-21,2.2981
2019-11-22,2.0453
2019-11-25,2.9571
2019-11-26,0.6223
2019-11-27,1.7919
2019-11-29,0.0312
2019-12-02,-3.4418
2019-12-03,-1.129
2019-12-04,2.6917
2019-12-05,-0.3336
2019-12-06,1.9764
2019-12-09,0.125
2019-12-10,1.0459
2019-12-11,0.8033
2019-12-12,3.1111
2019-12-13,0.1338
2019-12-16,1.039
2019-12-17,0.8227
2019-12-18,-0.8233
2019-12-19,0.6685
2019-12-20,1.1529
2019-12-23,1.4572
2019-12-24,0.9528
2019-12-26,-1.9017
2019-12-27,-1.8811
2019-12-30,-1.5659
2019-12-31,0.3717
2020-01-02,-1.1109
2020-01-03,0.4943
2020-01-06,0.0298
2020-01-07,-0.447
2020-01-08,1.9308
2020-01-09,1.3363
2020-01-10,1.4346
2020-01-13,-10.0
2020-01-14,0.6667
2020-01-15,-2.239
2020-01-16,2.4194
2020-01-17,-4.2205
2020-01-21,-3.1075
2020-01-22,-1.9515
2020-01-23,0.848
2020-01-24,-1.9907
2020-01-27,-0.6829
2020-01-28,1.3928
2020-01-29,0.3304
2020-01-30,-1.1958
2020-01-31,-1.4383
2020-02-03,1.05
2020-02-04,2.2015000000000002
2020-02-05,2.8089
2020-02-06,2.5981
2020-02-07,-3.5288
2020-02-10,3.3785
2020-02-11,2.7439
2020-02-12,0.9726
2020-02-13,1.1685
2020-02-14,-0.7336
2020-02-18,1.9497
2020-02-19,-1.203
2020-02-20,-1.7015
2020-02-21,-4.5577
2020-02-24,-6.6722
2020-02-25,-3.2983000000000002
2020-02-26,-0.2212
2020-02-27,-2.6238
2020-02-28,-4.3454
2020-03-02,0.853
2020-03-03,-1.9276
2020-03-04,1.2836
2020-03-05,-6.8911
2020-03-06,-2.8924
2020-03-09,-6.0666
2020-03-10,5.5024
2020-03-11,-5.9006
2020-03-12,-9.488
2020-03-13,3.4769
2020-03-16,-12.7633
2020-03-17,3.7367
2020-03-18,-7.4536
2020-03-19,-4.1018
2020-03-20,-3.2157
2020-03-23,1.871
2020-03-24,17.6694
2020-03-25,2.6372
2020-03-26,5.3225
2020-03-27,-3.0371
2020-03-30,4.724
2020-03-31,-1.5445
2020-04-01,-6.1255
2020-04-02,-0.1061
2020-04-03,-4.8593
2020-04-06,7.6193
2020-04-07,10.3994
2020-04-08,7.0472
2020-04-09,6.5174
2020-04-13,-1.7923
2020-04-14,4.1326
2020-04-15,-5.419
2020-04-16,-0.9585
2020-04-17,7.4624
2020-04-20,-1.4008
2020-04-21,1.1163
2020-04-22,-0.7427
2020-04-23,6.8149999999999995
2020-04-24,-0.2272
2020-04-27,1.3662
2020-04-28,0.3557
2020-04-29,3.0778
2020-04-30,-6.587
2020-05-01,-5.618
2020-05-04,-0.1642
2020-05-05,-0.8018
2020-05-06,-1.2435
2020-05-07,2.0357
2020-05-08,3.4554
2020-05-11,2.2068
2020-05-12,-1.6923
2020-05-13,-8.4685
2020-05-14,2.9183
2020-05-15,3.3186
2020-05-18,2.0736
2020-05-19,-0.3585
2020-05-20,1.3592
2020-05-21,-7.0795
2020-05-22,4.2657
2020-05-26,-0.2442
2020-05-27,5.7131
2020-05-28,1.988
2020-05-29,-8.3081
2020-06-01,2.2497
2020-06-02,-1.9176
2020-06-03,5.1245
2020-06-04,-1.3704
2020-06-05,4.2874
2020-06-08,-10.0495
2020-06-09,-3.3644
2020-06-10,-2.0362999999999998
2020-06-11,-11.578
2020-06-12,3.0586
2020-06-15,1.9132
2020-06-16,-0.2647
2020-06-17,1.2548
2020-06-18,-1.5729
2020-06-19,1.138
2020-06-22,0.5028
2020-06-23,2.5965
2020-06-24,-4.4811
2020-06-25,2.0904
2020-06-26,-2.6189999999999998
2020-06-29,0.9046
2020-06-30,0.3877
2020-07-01,-1.4241
2020-07-02,0.0735
2020-07-06,-2.1532
2020-07-07,-4.8762
2020-07-08,-1.8138999999999998
2020-07-09,-1.6600000000000001
2020-07-10,-1.933
2020-07-13,-0.0833
2020-07-14,-0.9447
2020-07-15,4.993
2020-07-16,-0.4007
2020-07-17,2.7092
2020-07-20,-2.246
2020-07-21,-0.7748
2020-07-22,2.0732
2020-07-23,1.6355
2020-07-24,-1.2717
2020-07-27,1.7086999999999999
2020-07-28,0.8788
2020-07-29,9.5055
2020-07-30,0.1404
2020-07-31,-4.2523
