ticker,FVTI US Equity
2017-05-30,-1.1299
2017-05-31,0.0
2017-06-01,2.8571
2017-06-02,5.5556
2017-06-05,1.4211
2017-06-06,1.1936
2017-06-07,-3.0769
2017-06-08,4.7619
2017-06-09,1.0101
2017-06-12,0.5
2017-06-13,1.99
2017-06-14,3.4146
2017-06-15,-0.4717
2017-06-16,-9.9526
2017-06-19,0.0
2017-06-20,-7.8947
2017-06-21,0.0
2017-06-22,8.5714
2017-06-23,0.0
2017-06-26,0.0
2017-06-27,2.1053
2017-06-28,0.0
2017-06-29,-0.5155
2017-06-30,1.0363
2017-07-03,-2.5641
2017-07-05,-1.0526
2017-07-06,-10.1064
2017-07-07,-2.3669000000000002
2017-07-10,8.4848
2017-07-11,4.4693
2017-07-12,0.0
2017-07-13,0.0
2017-07-14,-1.0695000000000001
2017-07-17,-8.1081
2017-07-18,11.7647
2017-07-19,0.0
2017-07-24,-9.473700000000001
2017-07-25,-9.8837
2017-07-26,4.5161
2017-07-27,11.1111
2017-07-28,2.7778
2017-07-31,1.6216
2017-08-01,-24.7394
2017-08-02,6.0146
2017-08-03,24.6667
2017-08-04,0.0
2017-08-07,0.0
2017-08-08,0.0
2017-08-09,1.6042999999999998
2017-08-10,-0.5263
2017-08-11,-4.2328
2017-08-14,3.3149
2017-08-15,1.6042999999999998
2017-08-16,-4.2105
2017-08-17,-2.7802
2017-08-18,2.8597
2017-08-21,0.0
2017-08-22,0.0
2017-08-23,2.1978
2017-08-24,-13.9785
2017-08-25,3.125
2017-08-28,9.0909
2017-08-29,-5.5556
2017-08-30,7.0588
2017-08-31,0.0
2017-09-01,0.5495
2017-09-05,0.0
2017-09-06,0.0
2017-09-07,2.7321999999999997
2017-09-08,-2.1277
2017-09-11,-0.5435
2017-09-12,2.7321999999999997
2017-09-13,0.0
2017-09-14,-0.5319
2017-09-15,-8.5561
2017-09-18,0.0
2017-09-19,-1.7544
2017-09-20,-19.6429
2017-09-22,0.0
2017-09-25,-3.7037
2017-09-26,15.3846
2017-09-27,0.0
2017-09-28,6.6667
2017-09-29,5.0
2017-10-02,-0.5952
2017-10-03,0.0
2017-10-04,0.0
2017-10-05,-1.1976
2017-10-06,0.0
2017-10-09,7.8788
2017-10-10,0.0
2017-10-11,2.2472
2017-10-12,4.3956
2017-10-13,0.0
2017-10-16,-2.6316
2017-10-17,0.0
2017-10-18,2.7027
2017-10-19,-0.5263
2017-10-20,0.5291
2017-10-23,1.5789
2017-10-24,-11.399000000000001
2017-10-25,2.3392
2017-10-26,-2.8571
2017-10-27,-17.647100000000002
2017-10-30,0.7143
2017-10-31,6.6596
2017-11-01,5.0602
2017-11-02,2.5316
2017-11-03,3.8025
2017-11-06,1.0942
2017-11-07,2.9412000000000003
2017-11-08,22.8571
2017-11-09,0.0
2017-11-10,-0.4651
2017-11-13,-4.2056000000000004
2017-11-14,-6.8293
2017-11-15,0.0
2017-11-16,-8.377
2017-11-17,0.0
2017-11-20,0.0
2017-11-24,-5.1429
2017-11-29,-15.6627
2017-11-30,0.0
2017-12-04,25.0
2018-01-05,0.0
2018-01-22,-5.7143
2018-01-29,-3.0303
2018-01-30,6.25
2018-01-31,4.7059
2018-02-02,9.5506
2018-02-05,-5.1282
2018-02-07,6.4865
2018-02-08,6.599
2018-02-12,19.0476
2018-02-14,-4.0
2018-02-16,0.0
2018-02-21,4.1667
2018-02-23,-4.0
2018-02-26,4.1667
2018-03-02,-2.0
2018-04-30,-42.8571
2018-05-01,-28.5714
2018-05-04,-40.0
2018-05-07,-8.3333
2018-05-08,-16.3636
2018-05-09,23.913
2018-05-11,0.0
2018-05-14,5.2632
2018-05-16,10.0
2018-05-17,-36.3636
2018-05-18,30.9524
2018-05-21,45.4545
2018-05-22,25.0
2018-05-24,9.0
2018-05-25,-44.945
2018-05-29,43.3094
2018-05-30,33.7209
2018-05-31,8.6957
2018-06-01,8.8
2018-06-04,11.0294
2018-06-05,-0.6623
2018-06-06,6.0
2018-06-07,6.9182
2018-06-08,0.0
2018-06-13,1.7647
2018-06-14,1.1561
2018-06-19,2.8571
2018-06-20,-0.5556
2018-06-21,0.0
2018-06-25,-2.2346
2018-06-26,-0.5714
2018-06-27,0.5747
2018-06-29,0.0
2018-07-02,0.0
2018-07-05,0.0
2018-07-09,0.0
2018-07-11,0.0
2018-07-16,2.8571
2018-07-26,-0.5556
2018-07-30,0.0
2018-08-01,0.0
2018-08-03,0.5587
2018-08-07,0.0
2018-08-09,0.0
2018-08-10,-0.5556
2018-08-13,0.5587
2018-08-14,0.0
2018-08-15,5.5556
2018-08-20,0.0
2018-11-06,-7.8947
2018-11-21,-8.5714
2018-11-29,10.625
2019-03-20,-3.9548
2019-04-08,-49.8824
2019-04-10,99.5305
2019-04-15,0.0
2019-04-16,5.8824
2019-04-18,2.7778
2019-04-22,0.0
2019-04-23,8.1081
2019-04-24,-1.975
2019-04-26,32.6192
2019-04-29,0.0
2019-05-03,0.0
2019-05-07,-57.6923
2019-05-08,122.7273
2019-05-10,6.1224
2019-05-13,-6.9231
2019-05-14,17.7686
2019-05-15,-3.5088
2019-05-21,9.818200000000001
2020-06-09,0.3311
2020-06-24,-66.6667
2020-06-25,20.7921
2020-06-29,6.5574
