ticker,FVTI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-10-12,0.0
2016-12-14,-32.5
2016-12-15,20.7407
2016-12-16,7.362
2016-12-19,2.2857
2016-12-20,-0.5587
2016-12-21,6.1798
2016-12-22,0.5291
2016-12-23,-5.7895
2016-12-27,-15.0838
2016-12-28,11.8421
2016-12-29,-0.5882
2016-12-30,-2.3669000000000002
2017-01-03,15.1515
2017-01-04,0.0
2017-01-05,0.5263
2017-01-06,-1.5707
2017-01-09,3.1915
2017-01-10,-7.2165
2017-01-11,1.1111
2017-01-12,-1.6484
2017-01-13,0.5587
2017-01-17,0.0
2017-01-18,0.0
2017-01-19,-0.5556
2017-01-20,0.0
2017-01-23,-10.0559
2017-01-24,18.0124
2017-01-25,-17.3684
2017-01-30,7.6433
2017-01-31,0.0
2017-02-07,-7.6923
2017-02-08,-0.641
2017-02-10,0.0
2017-02-13,0.6452
2017-02-14,8.9744
2017-02-15,14.7059
2017-02-16,-12.3077
2017-02-17,-4.6784
2017-02-21,0.0
2017-02-22,1.227
2017-02-23,0.0
2017-02-24,-3.0303
2017-02-27,3.125
2017-02-28,0.0
2017-03-08,-15.1515
2017-03-09,-27.1429
2017-03-10,0.9804
2017-03-13,4.1748
2017-03-14,0.6524
2017-03-15,25.0
2017-03-16,0.0
2017-03-17,-18.5185
2017-03-20,4.5455
2017-03-21,-4.3478
2017-03-22,0.9091
2017-03-23,-1.8018
2017-03-24,2.7523
2017-03-27,-1.7856999999999998
2017-03-28,10.0
2017-03-29,10.7438
2017-03-31,-3.7313
2017-04-03,-5.4264
2017-04-04,16.3934
2017-04-05,-8.4507
2017-04-06,-1.5385
2017-04-07,3.125
2017-04-10,8.3333
2017-04-11,6.2937
2017-04-12,5.2632
2017-04-13,-6.25
2017-04-17,-0.6667
2017-04-18,4.0268
2017-04-19,5.1613
2017-04-20,6.135
2017-04-21,2.8902
2017-04-24,-4.4944
2017-04-25,-6.4706
2017-04-26,-11.9497
2017-04-27,-0.7143
2017-04-28,-2.0414
2017-05-01,2.8183
2017-05-02,7.1429
2017-05-03,6.6667
2017-05-04,6.25
2017-05-05,2.9412000000000003
2017-05-08,0.0
2017-05-09,-2.8571
2017-05-10,-0.5882
2017-05-11,0.5917
2017-05-12,0.0
2017-05-16,17.647100000000002
2017-05-17,-12.5
2017-05-18,-13.1429
2017-05-19,14.473700000000001
2017-05-22,-4.5977
2017-05-23,5.4217
2017-05-24,0.5714
2017-05-25,0.5682
2017-05-26,0.0
