ticker,CFIN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,4.5455
2000-01-06,-4.3478
2000-01-10,0.0
2000-01-11,2.2727
2000-01-12,-2.2222
2000-01-13,0.0
2000-01-19,0.0
2000-01-20,0.0
2000-01-21,0.0
2000-01-25,1.1364
2000-01-27,-0.5618
2000-01-31,0.0
2000-02-01,3.9548
2000-02-08,-2.1739
2000-02-11,2.2222
2000-02-14,-1.087
2000-02-18,1.0989
2000-02-23,-0.5435
2000-02-25,1.9125999999999999
2000-02-29,-1.8767
2000-03-02,0.5464
2000-03-06,1.6303999999999998
2000-03-07,-1.6042999999999998
2000-03-10,-2.1739
2000-03-13,1.1111
2000-03-15,1.0989
2000-03-16,-1.087
2000-03-17,0.0
2000-03-20,0.5495
2000-03-21,-1.6393
2000-03-22,6.6667
2000-03-23,0.0
2000-03-24,-4.1667
2000-03-27,8.6957
2000-03-28,2.0
2000-03-29,-0.9804
2000-04-03,-1.9802
2000-04-04,-3.0303
2000-04-06,0.0
2000-04-07,4.0365
2000-04-10,-3.8798
2000-04-12,0.0
2000-04-14,-8.3333
2000-04-17,4.5455
2000-04-18,0.0
2000-04-19,2.1739
2000-04-20,5.3191
2000-04-24,1.0101
2000-04-27,-2.0
2000-04-28,-10.2041
2000-05-01,4.5455
2000-05-02,0.0
2000-05-08,4.3478
2000-05-09,4.1667
2000-05-10,0.0
2000-05-11,-3.5
2000-05-12,0.0
2000-05-17,0.0
2000-05-18,-0.5181
2000-05-24,0.0
2000-05-25,-7.2917
2000-05-26,5.0562
2000-05-30,2.6738
2000-05-31,3.125
2000-06-01,2.0202
2000-06-02,-9.901
2000-06-05,7.6923
2000-06-06,-7.1429
2000-06-07,5.4945
2000-06-12,13.5417
2000-06-13,0.0
2000-06-20,-9.1743
2000-06-21,0.0
2000-06-26,0.0
2000-06-27,-1.0101
2000-06-28,-5.102
2000-07-03,-1.0753
2000-07-05,9.7826
2000-07-06,7.9208
2000-07-07,-11.0092
2000-07-10,27.3196
2000-07-11,5.668
2000-07-12,-2.682
2000-07-13,0.7874
2000-07-14,-1.5625
2000-07-17,-7.9365
2000-07-18,3.8792999999999997
2000-07-19,-2.0747
2000-07-20,4.661
2000-07-24,-0.4049
2000-07-31,-0.813
2000-08-01,-1.6393
2000-08-02,3.75
2000-08-03,-3.6145
2000-08-07,-0.8333
2000-08-08,0.0
2000-08-14,4.6218
2000-08-15,-2.4096
2000-08-17,1.2346
2000-08-18,-2.0325
2000-08-21,0.0
