ticker,VIOT US Equity
2019-02-19,6.8477
2019-02-20,5.4144
2019-02-21,-0.3145
2019-02-22,13.9853
2019-02-25,-3.7823
2019-02-26,5.465
2019-02-27,0.0
2019-02-28,3.5455
2019-03-01,-0.6146
2019-03-04,-4.5053
2019-03-05,2.4052
2019-03-06,-15.8988
2019-03-07,6.2299
2019-03-08,-0.91
2019-03-11,1.7347000000000001
2019-03-12,-1.6048
2019-03-13,0.7136
2019-03-14,1.5182
2019-03-15,1.4955
2019-03-18,17.8782
2019-03-19,-0.1667
2019-03-20,-11.0184
2019-03-21,7.5985
2019-03-22,-0.959
2019-03-25,5.6338
2019-03-26,-6.0833
2019-03-27,-0.7098
2019-03-28,-2.5248
2019-03-29,2.4052
2019-04-01,2.5294
2019-04-02,0.9692
2019-04-03,-0.349
2019-04-04,-1.4011
2019-04-05,0.5329
2019-04-08,-0.6184
2019-04-09,-0.9778
2019-04-10,1.6158000000000001
2019-04-11,-1.9435
2019-04-12,7.1171
2019-04-15,0.7569
2019-04-16,12.6043
2019-04-17,-2.0015
2019-04-18,15.3555
2019-04-22,-1.6393
2019-04-23,-9.3333
2019-04-24,-0.0735
2019-04-25,-0.5887
2019-04-26,9.1044
2019-04-29,-1.6282
2019-04-30,-5.0345
2019-05-01,4.2847
2019-05-02,-4.3175
2019-05-03,-12.6638
2019-05-06,-2.8333
2019-05-07,-13.4648
2019-05-08,4.0634
2019-05-09,-4.6667
2019-05-10,-3.5964
2019-05-13,-4.8705
2019-05-14,2.1786
2019-05-15,2.452
2019-05-16,-3.8502
2019-05-17,-5.7359
2019-05-20,0.9185
2019-05-21,1.1377
2019-05-22,-4.6119
2019-05-23,-6.4858
2019-05-24,8.1967
2019-05-28,-0.6993
2019-05-29,0.8216
2019-05-30,-0.2328
2019-05-31,-1.4002
2019-06-03,0.2367
2019-06-04,2.7155
2019-06-05,3.3333
2019-06-06,-3.2258
2019-06-07,2.069
2019-06-10,-2.027
2019-06-11,-0.6897
2019-06-12,-3.2407
2019-06-13,2.512
2019-06-14,-1.4002
2019-06-17,-2.0118
2019-06-18,2.2947
2019-06-19,-0.2361
2019-06-20,4.3787
2019-06-21,-0.4535
2019-06-24,-3.303
2019-06-25,-3.7691
2019-06-26,-3.4272
2019-06-27,1.3942
2019-06-28,1.375
2019-07-01,6.2885
2019-07-02,2.0882
2019-07-03,2.0455
2019-07-05,0.5568
2019-07-08,0.2215
2019-07-09,0.1105
2019-07-10,-2.9801
2019-07-11,-2.0478
2019-07-12,4.4135
2019-07-15,-0.4449
2019-07-16,-0.8939
2019-07-17,1.4656
2019-07-18,0.3333
2019-07-19,-0.1107
2019-07-22,0.0
2019-07-23,0.3326
2019-07-24,4.1989
2019-07-25,-4.772
2019-07-26,1.3363
2019-07-29,-0.3297
2019-07-30,3.8589
2019-07-31,0.5308
2019-08-01,-4.963
2019-08-02,4.4444
2019-08-05,-4.3617
2019-08-06,-0.1112
2019-08-07,-1.7816999999999998
2019-08-08,2.3810000000000002
2019-08-09,-2.1041
2019-08-12,-9.1629
2019-08-13,-1.9925000000000002
2019-08-14,7.878
2019-08-15,0.9423
2019-08-16,7.3512
2019-08-19,-0.9783
2019-08-20,1.3172
2019-08-21,0.0
2019-08-22,-2.4919000000000002
2019-08-23,-2.0
2019-08-26,0.6803
2019-08-27,1.3514
2019-08-28,-4.0
2019-08-29,0.6944
2019-08-30,-1.954
2019-09-03,-5.7444
2019-09-04,-1.3682
2019-09-05,4.1614
2019-09-06,-3.3898
2019-09-09,-3.5088
2019-09-10,7.5325
2019-09-11,-2.8986
2019-09-12,2.2388
2019-09-13,0.1217
2019-09-16,1.2151
2019-09-17,-2.6411
2019-09-18,1.8496000000000001
2019-09-19,0.0
2019-09-20,-0.1211
2019-09-23,0.0
2019-09-24,0.1212
2019-09-25,-1.6949
2019-09-26,0.7389
2019-09-27,0.8557
2019-09-30,-1.2121
2019-10-01,0.3681
2019-10-02,-0.978
2019-10-03,1.2346
2019-10-04,-3.6585
2019-10-07,-0.1266
2019-10-08,-3.6755
2019-10-09,1.3158
2019-10-10,2.5974
2019-10-11,1.7722
2019-10-14,0.8706
2019-10-15,0.4932
2019-10-16,1.8405
2019-10-17,0.1205
2019-10-18,0.8424
2019-10-21,-3.3413
2019-10-22,2.4691
2019-10-23,-0.6024
2019-10-24,1.8182
2019-10-25,-1.9048
2019-10-28,2.0631
2019-10-29,-0.2378
2019-10-30,0.1192
2019-10-31,3.2143
2019-11-01,0.4614
2019-11-04,-1.4925
2019-11-05,1.049
2019-11-06,4.9596
2019-11-07,3.2967
2019-11-08,3.2979
2019-11-11,6.5911
2019-11-12,-0.9662
2019-11-13,-2.6341
2019-11-14,-0.4008
2019-11-15,0.7042
2019-11-18,-0.3996
2019-11-19,1.3039
2019-11-20,-1.1881
2019-11-21,-0.501
2019-11-22,-10.3726
2019-11-25,2.0225
2019-11-26,-0.8811
2019-11-27,-2.4444
2019-11-29,1.139
2019-12-02,0.0
2019-12-03,-2.4775
2019-12-04,-0.8083
2019-12-05,-1.2806
2019-12-06,0.0
2019-12-09,1.533
2019-12-10,1.0453
2019-12-11,-0.1149
2019-12-12,-1.1507
2019-12-13,-6.8685
2019-12-16,2.0
2019-12-17,-1.9607999999999999
2019-12-18,0.0
2019-12-19,-0.375
2019-12-20,-2.0075
2019-12-23,2.3047
2019-12-24,-0.5006
2019-12-26,2.3899
2019-12-27,-0.6143
2019-12-30,-0.3708
2019-12-31,-0.2481
2020-01-02,1.8657
2020-01-03,0.0
2020-01-06,0.3663
2020-01-07,-1.2165
2020-01-08,0.8621
2020-01-09,0.0
2020-01-10,-0.8547
2020-01-13,-0.9852
2020-01-14,2.3632
2020-01-15,-0.8505
2020-01-16,0.4902
2020-01-17,2.1951
2020-01-21,0.0
2020-01-22,0.8353
2020-01-23,-2.6036
2020-01-24,0.243
2020-01-27,-4.2424
2020-01-28,-3.4177
2020-01-29,0.0
2020-01-30,-4.325
2020-01-31,-1.0959
2020-02-03,0.4155
2020-02-04,4.4138
2020-02-05,-2.1136
2020-02-06,2.1592000000000002
2020-02-07,-0.3963
2020-02-10,-3.5808999999999997
2020-02-11,3.0261
2020-02-12,5.474
2020-02-13,-1.8987
2020-02-14,-0.6452
2020-02-18,-0.9091
2020-02-19,-0.3932
2020-02-20,-1.4474
2020-02-21,-2.5366999999999997
2020-02-24,-7.8082
2020-02-25,1.1887
2020-02-26,-1.6153
2020-02-27,-1.194
2020-02-28,-5.4381
2020-03-02,1.4377
2020-03-03,-1.4173
2020-03-04,-1.1182
2020-03-05,-1.2924
2020-03-06,-3.6007
2020-03-09,-10.017
2020-03-10,3.2075
2020-03-11,-1.6453
2020-03-12,-10.7807
2020-03-13,8.3333
2020-03-16,-10.5769
2020-03-17,-4.086
2020-03-18,-3.509
2020-03-19,2.2424
2020-03-20,4.0909
2020-03-23,-1.7467000000000001
2020-03-24,1.7778
2020-03-25,3.4934
2020-03-26,8.0169
2020-03-27,-11.1328
2020-03-30,-1.978
2020-03-31,-2.4664
2020-04-01,2.7586
2020-04-02,3.5794
2020-04-03,0.8639
2020-04-06,4.0685
2020-04-07,2.4691
2020-04-08,4.4177
2020-04-09,7.6923
2020-04-13,-6.0714
2020-04-14,3.4221
2020-04-15,-1.1029
2020-04-16,1.8587
2020-04-17,5.4745
2020-04-20,-2.4221
2020-04-21,-6.0284
2020-04-22,7.1698
2020-04-23,0.5282
2020-04-24,0.8757
2020-04-27,0.6944
2020-04-28,-1.8965999999999998
2020-04-29,4.3937
2020-04-30,1.6835
2020-05-01,-4.4702
2020-05-04,0.6932
2020-05-05,1.3769
2020-05-06,-0.6791
2020-05-07,1.5385
2020-05-08,0.5051
2020-05-11,2.0101
2020-05-12,0.6568
2020-05-13,-0.4894
2020-05-14,-2.9508
2020-05-15,-3.3784
2020-05-18,4.1958
2020-05-19,-3.1879
2020-05-20,-1.5598
2020-05-21,-1.7606000000000002
2020-05-22,-2.3297
2020-05-26,0.367
2020-05-27,0.7313
2020-05-28,-5.0817
2020-05-29,-1.1472
2020-06-01,2.3211
2020-06-02,-1.3233
2020-06-03,1.7241
2020-06-04,0.9416
2020-06-05,3.5448
2020-06-08,1.8018
2020-06-09,-1.4159
2020-06-10,-2.693
2020-06-11,-7.3801
2020-06-12,4.5817
2020-06-15,-2.4762
2020-06-16,1.3672
2020-06-17,1.1561
2020-06-18,-2.0952
2020-06-19,6.0311
2020-06-22,-0.9174
2020-06-23,3.7037
2020-06-24,-4.4643
2020-06-25,-0.1869
2020-06-26,0.0
2020-06-29,-3.3708
2020-06-30,2.7132
2020-07-01,3.2075
2020-07-02,4.0219
2020-07-06,11.5993
2020-07-07,-4.8819
2020-07-08,7.4503
2020-07-09,-1.849
2020-07-10,-3.4537
2020-07-13,8.6179
2020-07-14,-3.5928
2020-07-15,1.8634
2020-07-16,-1.5244
2020-07-17,-0.774
2020-07-20,5.1482
2020-07-21,3.4125
2020-07-22,-5.165
2020-07-23,0.0
2020-07-24,-4.236
2020-07-27,-1.7378
2020-07-28,0.3215
2020-07-29,4.9679
2020-07-30,-2.1374
2020-07-31,0.468
