ticker,ISEE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-09-25,19.5455
2013-09-26,7.4525
2013-09-27,3.2555
2013-09-30,1.8163
2013-10-01,0.3366
2013-10-02,9.8289
2013-10-03,1.5272000000000001
2013-10-04,4.0614
2013-10-07,-10.4365
2013-10-08,-6.1975
2013-10-09,-2.8906
2013-10-10,-2.9766
2013-10-11,0.9131
2013-10-14,0.6515
2013-10-15,-0.7911
2013-10-16,5.1105
2013-10-17,-0.8621
2013-10-18,1.7391
2013-10-21,11.6923
2013-10-22,1.255
2013-10-23,0.5744
2013-10-24,4.9895
2013-10-25,-2.6625
2013-10-28,1.0882
2013-10-29,-1.0474
2013-10-30,-0.7645
2013-10-31,-0.6815
2013-11-01,-3.4905
2013-11-04,-3.1097
2013-11-05,-2.6927
2013-11-06,-5.8361
2013-11-07,-5.9889
2013-11-08,1.8519
2013-11-11,3.7091
2013-11-12,-7.1178
2013-11-13,-1.8498
2013-11-14,-5.2308
2013-11-15,-3.8555
2013-11-18,3.377
2013-11-19,-2.4908
2013-11-20,3.0987999999999998
2013-11-21,0.2356
2013-11-22,3.2093
2013-11-25,0.5889
2013-11-26,5.7377
2013-11-27,-1.6242
2013-11-29,6.0038
2013-12-02,0.5664
2013-12-03,-5.0686
2013-12-04,4.1528
2013-12-05,2.9192
2013-12-06,3.7702999999999998
2013-12-09,-0.6333
2013-12-10,-4.361
2013-12-11,0.947
2013-12-12,3.1272
2013-12-13,4.0768
2013-12-16,4.338
2013-12-17,-0.7136
2013-12-18,-1.1562999999999999
2013-12-19,1.5175
2013-12-20,-3.3946
2013-12-23,5.4159
2013-12-24,-1.0092
2013-12-26,-4.2632
2013-12-27,4.2272
2013-12-30,-1.2692999999999999
2013-12-31,1.4425
2014-01-02,-3.2767
2014-01-03,3.2918
2014-01-06,-3.62
2014-01-07,-0.4815
2014-01-08,2.0645
2014-01-09,-1.5803
2014-01-10,0.8349
2014-01-13,-2.293
2014-01-14,1.0756000000000001
2014-01-15,-0.0967
2014-01-16,-0.0323
2014-01-17,-3.5518
2014-01-21,4.3857
2014-01-22,-1.4432
2014-01-23,1.4644
2014-01-24,-1.2187000000000001
2014-01-27,-2.3052
2014-01-28,3.1904
2014-01-29,-1.1272
2014-01-30,1.4984
2014-01-31,-0.8665
2014-02-03,-1.2302
2014-02-04,0.0
2014-02-05,-0.3933
2014-02-06,0.0658
2014-02-07,4.7682
2014-02-10,1.6320999999999999
2014-02-11,0.8338
2014-02-12,4.2573
