ticker,HTA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-06-07,-0.3024
2012-06-08,-0.4044
2012-06-11,1.0152
2012-06-12,0.3015
2012-06-13,-0.3006
2012-06-14,0.201
2012-06-15,-0.8024
2012-06-18,0.1011
2012-06-19,0.5051
2012-06-20,-0.201
2012-06-21,-0.2014
2012-06-22,0.2018
2012-06-25,-0.1007
2012-06-26,0.0
2012-06-27,0.4816
2012-06-28,0.0013
2012-06-29,0.0
2012-07-02,0.1008
2012-07-03,-0.6042
2012-07-05,0.2026
2012-07-06,-0.1011
2012-07-09,0.0
2012-07-10,-0.2024
2012-07-11,0.0
2012-07-12,0.1014
2012-07-13,0.1013
2012-07-16,0.1012
2012-07-17,-0.4044
2012-07-18,0.0
2012-07-19,-2.4365
2012-07-20,0.6243
2012-07-23,-0.5171
2012-07-24,-0.5198
2012-07-25,0.9404
2012-07-26,-1.2422
2012-07-27,-1.3627
2012-07-30,-0.8502
2012-07-31,-1.5005
2012-08-01,0.8705
2012-08-02,0.0
2012-08-03,0.3668
2012-08-06,-0.5804
2012-08-07,-0.1081
2012-08-08,0.4329
2012-08-09,-0.2155
2012-08-10,-0.108
2012-08-13,0.0
2012-08-14,-0.1081
2012-08-15,1.1905000000000001
2012-08-16,-1.0695000000000001
2012-08-17,0.0
2012-08-20,-0.6486
2012-08-21,-0.3264
2012-08-22,-0.1092
2012-08-23,0.3279
2012-08-24,-0.4357
2012-08-27,0.1094
2012-08-28,0.6557
2012-08-29,1.1944
2012-08-30,-0.4292
2012-08-31,1.2931
2012-09-04,0.6383
2012-09-05,1.4799
2012-09-06,-0.3125
2012-09-07,-0.3135
2012-09-10,-0.1048
2012-09-11,1.1542
2012-09-12,1.3485
2012-09-13,0.9212
2012-09-14,0.1014
2012-09-17,-0.8105
2012-09-18,-0.9193
2012-09-19,1.7526000000000002
2012-09-20,-0.304
2012-09-21,1.4228
2012-09-24,-0.1002
2012-09-25,-0.3009
2012-09-26,0.1382
2012-09-27,0.0
2012-09-28,-0.3058
2012-10-01,0.2045
2012-10-02,0.0
2012-10-03,0.102
2012-10-04,0.3058
2012-10-05,0.6098
2012-10-08,0.101
2012-10-09,0.3027
2012-10-10,-0.6036
2012-10-11,0.5061
2012-10-12,0.1007
2012-10-15,0.3018
2012-10-16,-0.1003
2012-10-17,0.7028
2012-10-18,0.5982
2012-10-19,-0.4955
2012-10-22,0.3984
2012-10-23,1.2897
2012-10-24,-1.665
2012-10-25,-0.2988
2012-10-26,-0.7992
