ticker,GRLT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-01-07,-90.0
2008-01-08,400.0
2008-01-09,-66.0
2008-01-10,2.9412000000000003
2008-01-14,42.8571
2008-01-15,-30.0
2008-01-17,-8.5714
2008-01-24,0.0
2008-01-28,134.375
2008-01-29,0.0
2008-01-30,-8.0
2008-02-01,-56.5217
2008-02-04,23.3333
2008-02-05,-10.8108
2008-02-06,172.7273
2008-02-07,-52.2222
2008-02-08,-6.9767
2008-02-13,-37.5
2008-02-19,60.0
2008-02-20,-12.5
2008-02-25,-20.0
2008-02-26,-28.5714
2008-02-27,25.0
2008-02-28,-40.0
2008-03-04,66.6667
2008-03-05,12.0
2008-03-06,7.1429
2008-03-07,-20.0
2008-03-10,16.6667
2008-03-11,39.2857
2008-03-12,-23.0769
2008-03-13,-16.6667
2008-03-14,-40.0
2008-03-17,-13.3333
2008-03-18,-7.6923
2008-03-19,0.0
2008-03-20,0.0
2008-03-24,-33.3333
2008-03-25,112.5
2008-03-27,-41.1765
2008-03-28,0.0
2008-03-31,20.0
2008-04-01,25.0
2008-04-02,-13.3333
2008-04-07,15.3846
2008-04-09,-33.3333
2008-04-10,-70.0
2008-04-11,266.6667
2008-04-14,0.0
2008-04-15,27.2727
2008-04-16,0.0
2008-04-17,-21.4286
2008-04-18,9.0909
2008-04-22,-16.6667
2008-04-24,0.0
2008-04-25,-40.0
2008-04-29,0.0
2008-04-30,16.6667
2008-05-01,14.2857
2008-05-02,-10.0
2008-05-05,-12.5
2008-05-06,-12.6984
2008-05-07,-18.1818
2008-05-08,-11.1111
2008-05-09,-12.5
2008-05-12,14.2857
2008-05-13,12.5
2008-05-14,-33.3333
2008-05-15,0.0
2008-05-16,16.6667
2008-05-20,0.0
2008-05-22,14.2857
2008-05-23,0.0
2008-05-27,-37.5
2008-05-28,-12.0
2008-06-02,36.3636
2008-06-03,66.6667
2008-06-04,-54.0
2008-06-12,73.913
2008-06-17,50.0
2008-06-18,-16.6667
2008-06-19,-40.0
2008-06-20,-26.6667
2008-06-24,36.3636
2008-06-25,66.6667
2008-06-26,-40.0
2008-06-30,0.0
2008-07-01,0.0
2008-07-02,66.6667
2008-07-03,0.0
2008-07-07,-20.0
2008-07-08,-25.0
2008-07-09,0.0
2008-07-10,16.6667
2008-07-11,-14.2857
2008-07-16,0.0
2008-07-17,16.6667
2008-07-18,-14.2857
2008-07-22,16.6667
2008-07-23,-28.5714
2008-07-24,-20.0
2008-07-25,0.0
2008-07-28,0.0
