ticker,DYAI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-11-08,13.6
2004-11-09,2.1127
2004-11-10,-4.1379
2004-11-11,-2.8777
2004-11-12,0.0
2004-11-15,-2.2222
2004-11-16,2.2727
2004-11-17,-2.2222
2004-11-18,0.0
2004-11-19,-9.0909
2004-11-22,1.6667
2004-11-23,0.1639
2004-11-24,5.5646
2004-11-30,-3.1008
2004-12-01,12.0
2004-12-02,-3.5714
2004-12-03,-0.7407
2004-12-06,-2.9851
2004-12-09,-3.8462
2004-12-13,4.0
2004-12-14,2.3077
2004-12-15,-2.2556
2004-12-17,9.2308
2004-12-21,-4.9296
2004-12-22,0.0
2004-12-23,6.6667
2004-12-27,0.0
2004-12-28,-2.7778
2004-12-29,0.0
2004-12-30,-2.1429
2004-12-31,-2.1898
2005-01-03,-3.7313
2005-01-04,-6.9767
2005-01-05,-0.1667
2005-01-06,0.1669
2005-01-07,0.0
2005-01-10,-4.1667
2005-01-11,4.3478
2005-01-12,0.0
2005-01-13,-5.0
2005-01-14,0.3509
2005-01-18,-0.3497
2005-01-20,0.8772
2005-01-21,0.0
2005-01-25,-6.087
2005-01-26,-3.7037
2005-01-27,-26.9231
2005-01-28,-2.6316
2005-01-31,-0.5405
2005-02-01,-0.2717
2005-02-02,6.267
2005-02-03,-2.5641
2005-02-04,-2.6316
2005-02-07,-5.4054
2005-02-08,2.7143
2005-02-09,2.9207
2005-02-10,-3.1081
2005-02-11,0.4184
2005-02-14,3.3333
2005-02-15,3.4946
2005-02-16,-3.8961
2005-02-17,0.0
2005-02-18,5.4054
2005-02-22,-3.8462
2005-02-23,1.3333
2005-02-24,2.1053
2005-02-25,0.5155
2005-02-28,-3.8462
2005-03-01,4.0
2005-03-02,-3.8462
2005-03-03,-1.3333
2005-03-04,0.0
2005-03-07,-5.9459
2005-03-08,0.2874
2005-03-09,0.0
2005-03-10,0.0
2005-03-11,-1.1461000000000001
2005-03-14,2.8986
2005-03-15,0.0
2005-03-16,-1.4085
2005-03-17,-1.4285999999999999
2005-03-18,-4.3478
2005-03-21,-1.5152
2005-03-22,-3.0769
2005-03-23,-9.5238
2005-03-24,0.0
2005-03-28,-1.7544
2005-03-29,0.0
2005-03-30,7.1429
2005-03-31,-0.3333
2005-04-01,-1.3378
2005-04-04,-1.6949
2005-04-05,0.0
2005-04-06,1.7241
2005-04-07,-5.0847
2005-04-08,1.7856999999999998
2005-04-11,-1.7544
2005-04-12,1.7856999999999998
2005-04-13,-1.7544
