ticker,TAQR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-08-18,25.0
2017-08-31,60.0
2017-11-22,-25.0
2017-11-24,-12.6667
2017-11-27,-0.7634
2017-11-28,1.5385
2017-11-29,53.0303
2017-11-30,-1.4851
2017-12-01,0.5025
2017-12-04,4.0
2017-12-05,-2.4038
2017-12-06,-3.9409
2017-12-07,4.6154
2017-12-08,-1.4706000000000001
2017-12-11,0.4975
2017-12-12,-5.9406
2017-12-13,8.4211
2017-12-14,1.9417
2017-12-15,0.0
2017-12-18,-10.4762
2017-12-19,14.8936
2017-12-20,-12.963
2017-12-27,9.5745
2018-01-16,-9.7087
2018-01-17,12.3656
2018-01-30,-0.4785
2018-02-09,0.0
2018-02-21,0.0
2018-02-26,0.0
2018-03-14,0.4808
2018-04-26,-11.0048
2018-04-27,12.3656
2018-04-30,-25.8373
2018-05-01,-35.4839
2018-05-02,55.0
2018-05-17,-50.3226
2018-05-30,88.3117
2018-05-31,3.4483
2018-06-01,6.6667
2018-06-04,3.125
2018-06-05,6.0606
2018-06-06,0.0
2018-06-07,2.8571
2018-06-08,1.6667
2018-06-11,0.0
2018-06-12,0.0
2018-06-13,1.0929
2018-06-14,0.0
2018-06-15,0.0
2018-06-18,0.0
2018-06-19,-1.0811
2018-06-25,0.0
2018-06-26,3.8251
2018-06-27,10.0
2018-06-28,-9.5694
2018-06-29,23.8095
2018-07-02,0.0
2018-07-03,0.0
2018-07-05,4.7009
2018-07-06,0.0
2018-07-09,1.6327
2018-07-11,-7.6305
2018-07-12,0.0
2018-07-13,0.0
2018-07-16,0.0
2018-07-17,0.0
2018-07-19,0.0
2018-08-08,-17.8261
2018-10-01,17.4603
2018-10-05,3.6036
2018-10-08,-13.0435
2018-10-09,12.0
2018-10-10,33.9286
2018-10-11,-13.3333
2018-10-12,-0.3846
2018-10-15,0.0
2018-10-16,0.0
2018-10-17,-22.7799
2018-10-18,5.0
2018-10-19,0.0
2018-10-22,14.2857
2018-10-23,-0.8333
2019-02-14,-18.0672
2019-02-21,-24.1026
2019-02-26,-15.5405
2019-03-04,0.0
2019-04-08,32.0
2019-04-09,-4.2424
2019-04-10,15.1899
2019-04-11,1.6484
2019-04-16,-8.1081
2019-05-06,-23.5294
2019-05-07,0.0
2019-05-10,0.0
2019-05-14,11.538499999999999
2019-05-15,-17.2414
2019-07-02,0.0
2019-08-20,48.3333
2019-08-21,6.7416
2019-08-23,-5.2632
2019-11-26,-56.1111
2019-12-02,1.2658
2019-12-03,86.25
2019-12-05,26.8456
2019-12-09,90.4762
2019-12-10,-44.4444
2019-12-26,60.0
2020-01-22,-57.8125
2020-03-18,-25.9259
