ticker,NOEC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-09-26,466.6667
2005-09-28,0.0
2005-09-30,17.647100000000002
2005-10-04,25.0
2005-10-10,20.0
2005-10-12,16.6667
2005-10-21,-57.1429
2005-10-26,133.3333
2005-11-03,188.5714
2005-12-08,18.8119
2006-10-13,166.6667
2006-10-16,62.5
2006-10-17,13.461500000000001
2006-10-18,3.3898
2006-10-19,0.0
2006-10-20,0.0
2006-10-23,2.623
2006-10-24,11.8211
2006-10-25,-3.4286
2006-10-26,-3.5503
2006-10-27,2.7607
2006-10-30,8.0597
2006-10-31,7.7348
2006-11-01,-3.0769
2006-11-02,5.291
2006-11-03,4.2714
2006-11-06,0.0
2006-11-07,-3.6145
2006-11-08,2.5
2006-11-09,1.2195
2006-11-10,-2.4096
2006-11-13,-1.2346
2006-11-14,-2.5
2006-11-15,3.3333
2006-11-16,-0.7444
2006-11-17,0.0
2006-11-20,0.0
2006-11-21,0.0
2006-11-22,0.0
2006-11-27,0.0
2006-11-28,1.25
2006-11-29,0.0
2006-11-30,3.7037
2006-12-01,-2.6189999999999998
2006-12-04,-0.978
2006-12-05,0.0
2006-12-06,2.4691
2006-12-07,4.8193
2006-12-08,-4.5977
2006-12-11,-3.6145
2006-12-12,1.25
2006-12-13,1.2346
2006-12-14,-1.2195
2006-12-15,-0.9877
2006-12-18,2.2444
2006-12-19,0.0
2006-12-20,3.6585
2006-12-21,-0.9412
2006-12-22,3.3254
2006-12-26,-3.4483
2006-12-27,3.5714
2006-12-28,3.4483
2006-12-29,-1.1111
2007-01-03,3.3708
2007-01-04,0.0
2007-01-05,-2.1739
2007-01-08,1.7778
2007-01-09,-1.7467000000000001
2007-01-10,-4.4444
2007-01-11,-5.814
2007-01-12,-1.2346
2007-01-16,0.0
2007-01-17,0.0
2007-01-18,0.0
2007-01-19,1.25
2007-01-22,2.4691
2007-01-23,1.2048
2007-01-24,-1.9048
2007-01-25,-0.4854
2007-01-26,0.0
2007-01-29,-1.9512
2007-01-30,0.7463
2007-01-31,0.0
2007-02-01,3.7037
2007-02-02,-2.1429
2007-02-05,0.9732
2007-02-06,2.4096
2007-02-07,1.1764999999999999
2007-02-08,0.0
2007-02-09,0.0
2007-02-12,0.0
2007-02-13,-1.1628
2007-02-14,8.2353
2007-02-15,-5.4348
2007-02-16,-2.2989
2007-02-20,2.3529
2007-02-21,5.7471
2007-02-22,-1.087
2007-02-23,3.2967
2007-02-26,-3.1915
2007-02-27,-8.7912
