ticker,TNK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-12-13,2.6154
2007-12-14,3.948
2007-12-17,1.9231
2007-12-18,4.717
2007-12-19,-2.027
2007-12-20,-2.9885
2007-12-21,0.9479
2007-12-24,3.7559
2007-12-26,-2.0362
2007-12-27,-4.157
2007-12-28,4.1928
2007-12-31,1.7576
2008-01-02,-2.7273
2008-01-03,-2.8971999999999998
2008-01-04,-7.796
2008-01-07,-1.7223000000000002
2008-01-08,-5.7355
2008-01-09,-3.662
2008-01-10,0.3509
2008-01-11,0.5245
2008-01-14,-3.7681
2008-01-15,-3.4337
2008-01-16,-4.6787
2008-01-17,-2.7487
2008-01-18,1.7497
2008-01-22,0.5952
2008-01-23,-1.0519
2008-01-24,6.3123000000000005
2008-01-25,1.875
2008-01-28,4.6012
2008-01-29,5.9238
2008-01-30,3.8205999999999998
2008-01-31,1.3333
2008-02-01,2.6316
2008-02-04,-2.6667
2008-02-05,-2.529
2008-02-06,-6.2162
2008-02-07,2.3055
2008-02-08,-0.4507
2008-02-11,-0.5659
2008-02-12,-0.3984
2008-02-13,-1.4
2008-02-14,2.7420999999999998
2008-02-15,0.5111
2008-02-19,1.3277
2008-02-20,-1.0873
2008-02-21,-1.9165999999999999
2008-02-22,-1.4368
2008-02-25,4.6064
2008-02-26,-1.6165
2008-02-27,3.2861000000000002
2008-02-28,-3.8947000000000003
2008-02-29,-3.5388
2008-03-03,-1.3609
2008-03-04,-0.5399
2008-03-05,-0.1809
2008-03-06,-0.9063
2008-03-07,-4.3902
2008-03-10,-2.8699
2008-03-11,3.3487
2008-03-12,0.3177
2008-03-13,-1.2666
2008-03-14,-4.6825
2008-03-17,-3.0283
2008-03-18,7.2172
2008-03-19,2.2654
2008-03-20,3.2278000000000002
2008-03-24,2.3912
2008-03-25,4.7904
2008-03-26,1.7143000000000002
2008-03-27,-4.0449
2008-03-28,2.4005
2008-03-31,-2.1155
2008-04-01,-1.7523
2008-04-02,-0.5351
2008-04-03,0.0
2008-04-04,2.0323
2008-04-07,5.9754000000000005
2008-04-08,1.4925
2008-04-09,-0.9804
2008-04-10,2.6403
2008-04-11,-5.9486
2008-04-14,1.4245
2008-04-15,1.1236
2008-04-16,0.0556
2008-04-17,-0.0555
2008-04-18,2.3889
2008-04-21,2.0619
2008-04-22,4.0936
2008-04-23,0.1532
2008-04-24,1.0199
2008-04-25,0.9591
2008-04-28,4.3
2008-04-29,-4.0268
2008-04-30,0.7992
2008-05-01,-1.1397
