ticker,PSTO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-03-17,0.0
2014-03-24,7.5
2014-03-25,-6.9767
2014-07-09,-87.5
2014-07-10,300.0
2014-07-21,0.0
2014-07-29,100.0
2014-07-30,-50.0
2014-09-18,100.0
2014-09-19,-50.0
2014-10-17,100.0
2014-10-21,-50.0
2014-11-10,50.0
2014-11-11,0.0
2014-12-12,-95.3333
2014-12-16,2042.8571
2015-04-30,-93.3333
2015-05-05,1400.0
2015-05-08,-66.0
2015-05-26,184.3137
2015-06-02,-64.8276
2015-06-23,194.1176
2015-06-29,-70.0333
2015-06-30,-11.0122
2015-07-01,-50.0
2015-07-02,50.0
2015-07-06,0.0
2015-07-09,0.0
2015-07-10,0.0
2015-07-13,0.0
2015-07-17,0.0
2015-07-20,0.0
2015-07-23,0.0
2015-08-03,-6.6667
2015-08-10,-10.7143
2015-08-25,-20.0
2015-09-02,-20.0
2015-09-11,0.0
2015-09-14,18.75
2015-09-16,-15.7895
2015-09-29,-31.25
2015-10-12,63.6364
2015-10-21,-72.2222
2015-10-22,0.0
2015-10-23,120.0
2015-10-26,-9.0909
2015-10-27,-37.0
2015-10-28,9.5238
2015-11-03,-56.5217
2015-11-04,0.0
2015-11-05,166.6667
2015-11-06,0.0
2015-11-09,-62.5
2015-11-10,0.0
2015-11-12,0.0
2015-11-13,100.0
2015-11-20,-58.3333
2015-11-25,20.0
2015-12-04,98.75
2015-12-10,-66.457
2015-12-11,100.0
2015-12-14,49.6875
2015-12-21,-21.5031
2015-12-22,-14.2287
2015-12-23,-25.5814
2015-12-24,0.0
2015-12-28,66.6667
2015-12-29,-58.0
2015-12-31,-4.7619
2016-01-04,-10.0
2016-01-05,0.0
2016-01-06,-11.1111
2016-01-07,12.5
2016-01-08,-11.1111
2016-01-14,86.7187
2016-01-20,-49.7908
2016-01-21,0.0
2016-01-22,0.0
2016-01-26,0.0
2016-01-27,0.0
2016-02-04,0.0
2016-02-23,0.0
2016-03-14,-33.3333
2016-03-15,20.0
2016-03-16,-25.0
2016-03-21,11.1111
2016-03-23,-2.5
2016-03-28,-7.6923
2016-03-29,-11.1111
2016-03-31,25.0
2016-04-04,43.125
2016-04-06,109.607
2016-04-07,50.0
2016-04-11,-38.4722
2016-04-13,-18.7359
2016-04-21,41.1111
2016-05-10,-8.6614
2016-05-17,15.5172
2016-07-07,19.403
2016-07-18,0.0
2016-07-19,-73.75
2016-07-20,90.4762
2016-08-04,0.0
2016-08-19,-25.0
