ticker,PSTO US Equity
2016-09-09,0.0
2016-09-23,53.3333
2016-09-28,73.3696
2016-10-11,16.9279
2016-10-18,7.2386
2016-10-19,92.0
2016-10-20,45.8333
2016-10-24,-71.4286
2016-10-26,-1.5625
2016-10-27,-3.4920999999999998
2016-10-28,136.8421
2016-11-02,-66.3194
2016-11-18,15.0515
2016-12-12,-8.2437
2017-02-01,101.1719
2017-02-14,-50.2913
2017-03-01,101.5625
2017-03-06,-46.7054
2017-03-10,-4.0
2017-03-21,-8.5227
2017-06-07,-13.3747
2017-06-08,2.2945
2017-07-06,-10.2804
2017-08-08,7.9167
2017-08-30,-6.5637
2017-10-11,-14.876
2017-10-24,-2.9126
2017-10-31,0.0
2017-11-08,-25.0
2017-11-22,3.3333
2018-01-24,28.3871
2018-02-26,-24.6231
2018-03-09,30.0
2018-03-15,-47.6923
2018-05-09,-50.9804
2018-06-28,60.0
2018-06-29,275.0
2018-07-12,-3.3333
2018-07-16,415.5172
2018-08-07,-79.9331
2018-08-13,-50.0
2018-08-21,-31.3333
2018-09-19,94.1748
2018-09-21,0.0
2018-10-01,-40.0
2019-01-28,25.0
2019-03-13,0.0
2019-05-23,33.3333
2019-06-03,240.0
2019-06-04,-11.7647
2019-06-06,-66.6667
2019-06-13,0.0
2019-06-14,0.0
2019-06-17,-25.0
2019-06-20,233.3333
2019-06-21,40.0
2019-06-24,-27.8571
2019-06-25,0.0
2019-06-26,58.2178
2019-06-27,12.6408
2019-06-28,10.8889
2019-07-01,0.0
2019-07-02,-0.2505
2019-07-03,-49.9749
2019-07-08,60.6426
2019-07-09,0.0
2019-07-10,0.0
2019-07-15,0.0
2019-07-16,0.0
2019-07-18,0.0
2019-07-19,0.0
2019-07-23,-40.0
2019-07-24,86.25
2019-07-29,-0.4474
2019-07-31,1.1236
2019-08-01,0.0
2019-08-06,-38.6278
2019-08-07,62.9402
2019-08-09,-44.5944
2019-08-12,0.2707
2019-08-13,0.0
2019-08-14,78.0
2019-08-15,0.0
2019-08-20,-44.8315
2019-08-23,-4.0733
2019-08-26,69.8514
2019-08-28,0.0
2019-08-30,0.0
2019-09-03,0.0
2019-09-05,0.0
2019-09-06,0.0
2019-09-09,0.0
2019-09-10,-37.5
2019-09-11,60.0
2019-09-13,11.25
2019-09-16,0.0
2019-09-17,0.0
2019-09-18,-46.7978
2019-09-19,-0.7392
2019-09-20,70.2128
2019-09-23,0.0
2019-10-01,0.0
2019-10-02,-43.75
2019-10-03,11.1111
2019-10-07,0.0
2019-10-08,29.35
2019-10-11,-46.1925
2019-10-15,101.1494
2019-10-17,-42.8571
2019-10-21,-6.875
2019-10-25,0.6711
2019-11-04,84.0
2019-11-05,-44.9275
2019-11-07,84.2105
2019-11-11,0.0
2019-11-13,-11.607099999999999
2019-11-15,11.5152
2019-11-18,-42.029
2019-11-20,25.0
2019-11-25,10.0
2019-11-26,18.1818
2019-11-29,-23.0769
2019-12-03,-24.8
2019-12-04,86.1702
2019-12-05,-0.7143
2019-12-09,-3.5971
2019-12-11,-25.3731
2019-12-19,0.0
2019-12-23,40.0
2019-12-24,-28.4286
2019-12-27,99.4012
2020-01-02,0.1001
2020-01-03,20.0
2020-01-07,0.0
2020-01-08,-15.8333
2020-01-09,-30.6931
2020-01-10,0.0
2020-01-13,0.0
2020-01-14,0.0
2020-01-16,-14.2857
2020-01-17,18.3333
2020-01-21,111.2676
2020-01-22,0.0
2020-01-23,26.6667
2020-01-24,26.3158
2020-01-27,29.125
2020-01-28,-32.2362
2020-01-29,-28.5714
2020-01-30,6.6667
2020-01-31,0.0
2020-02-03,50.0
2020-02-04,-41.6667
2020-02-06,-30.0
2020-02-07,3.0612
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,21.7822
2020-02-19,-10.5691
2020-02-20,-9.0909
2020-02-21,60.0
2020-02-24,-31.25
2020-02-25,-9.0909
2020-02-27,50.0
2020-02-28,0.0
2020-03-06,26.6667
2020-03-09,5.2632
2020-03-10,-59.5
2020-03-11,-1.2346
2020-03-12,25.0
2020-03-13,20.0
2020-03-16,25.0
2020-03-17,-26.6667
2020-03-18,-27.2727
2020-03-19,37.5
2020-03-20,-17.7273
2020-03-23,-9.3923
2020-03-24,82.9268
2020-03-25,-44.6667
2020-03-26,80.7229
2020-03-27,-44.6
2020-03-31,-0.1203
2020-04-01,2.4096
2020-04-03,41.1765
2020-04-07,16.6667
2020-04-08,0.0
2020-04-09,-42.8571
2020-04-14,75.0
2020-04-15,-45.7143
2020-04-16,68.4211
2020-04-17,0.0
2020-04-20,17.1875
2020-04-21,-10.0
2020-04-22,-18.5185
2020-04-23,0.0
2020-04-24,11.818200000000001
2020-04-27,-8.1301
2020-04-28,-2.6549
2020-04-29,0.0
2020-04-30,0.0
2020-05-04,9.0909
2020-05-05,-32.5
2020-05-06,23.4568
2020-05-07,-19.0
2020-05-11,35.8025
2020-05-12,7.2727
2020-05-13,-10.1695
2020-05-14,3.7736
2020-05-15,-9.5455
2020-05-18,-4.5226
2020-05-19,5.2632
2020-05-21,8.0
2020-05-22,-17.6389
2020-05-26,34.7948
2020-05-27,-16.5972
2020-05-28,0.0
2020-05-29,-15.0
2020-06-01,5.8824
2020-06-02,-4.4444
2020-06-03,0.0
2020-06-04,-2.3256
2020-06-05,7.1429
2020-06-08,11.1111
2020-06-09,40.0
2020-06-10,-2.8571
2020-06-11,-19.1176
2020-06-15,0.0
2020-06-18,32.7273
2020-06-19,-13.0137
2020-06-22,7.874
2020-06-23,0.0
2020-06-24,-27.0073
2020-06-25,0.0
2020-06-26,0.0
2020-06-29,0.0
2020-06-30,10.0
2020-07-01,-9.0909
2020-07-02,47.9
2020-07-06,-1.9607999999999999
2020-07-08,-7.7241
2020-07-09,7.5486
2020-07-10,0.7644
2020-07-13,-31.0345
2020-07-14,40.0
2020-07-15,0.0
2020-07-16,-21.4286
2020-07-20,9.0909
2020-07-21,-8.3333
2020-07-22,-9.0909
2020-07-23,38.6
2020-07-24,-17.0274
2020-07-27,0.0
2020-07-29,28.6957
2020-07-30,0.0
2020-07-31,-22.2973
