ticker,CLRB US Equity
2005-11-09,-0.3333
2005-11-10,-9.699
2005-11-11,0.7407
2005-11-14,-11.7647
2005-11-15,-3.75
2005-11-16,-0.4329
2005-11-17,0.8696
2005-11-18,3.4483
2005-11-21,4.1667
2005-11-22,20.0
2005-11-23,1.0
2005-11-25,7.2607
2005-11-28,2.1538
2005-11-29,-8.1325
2005-11-30,9.8361
2005-12-01,-2.9851
2005-12-02,-0.3077
2005-12-05,-5.8642
2005-12-06,-1.6393
2005-12-07,-3.3333
2005-12-08,-6.8966
2005-12-09,-5.5556
2005-12-12,0.0
2005-12-13,-1.9607999999999999
2005-12-14,-4.0
2005-12-15,-9.5833
2005-12-16,2.765
2005-12-19,-4.9327
2005-12-20,-10.3774
2005-12-21,-13.1579
2005-12-22,-3.0303
2005-12-23,6.875
2005-12-27,-2.924
2005-12-28,-1.2048
2005-12-29,17.6829
2005-12-30,3.6269
2006-01-03,-6.0
2006-01-04,8.5106
2006-01-05,2.9412000000000003
2006-01-06,-4.7619
2006-01-09,4.0
2006-01-10,-2.8846
2006-01-11,7.9208
2006-01-12,-2.7523
2006-01-13,-0.4717
2006-01-17,-1.8957000000000002
2006-01-18,-3.3816
2006-01-19,-9.5
2006-01-20,1.105
2006-01-23,-2.1858
2006-01-24,2.2346
2006-01-25,1.0929
2006-01-26,3.7838000000000003
2006-01-27,1.5625
2006-01-30,5.1282
2006-01-31,-0.4878
2006-02-01,0.0
2006-02-02,2.451
2006-02-03,2.3923
2006-02-06,4.6729
2006-02-07,-8.0357
2006-02-08,1.9417
2006-02-09,0.4762
2006-02-10,-2.8436
2006-02-13,2.439
2006-02-14,-2.3810000000000002
2006-02-15,-2.439
2006-02-16,-5.0
2006-02-17,2.1053
2006-02-21,3.0928
2006-02-22,0.0
2006-02-23,6.0
2006-02-24,0.0
2006-02-27,-1.4151
2006-02-28,-5.7416
2006-03-01,1.0152
2006-03-02,0.5025
2006-03-03,-5.0
2006-03-06,-2.1053
2006-03-07,0.5376
2006-03-08,3.7433
2006-03-09,3.0928
2006-03-10,0.0
2006-03-13,-5.0
2006-03-14,2.6316
2006-03-15,0.0
2006-03-16,-2.5641
2006-03-17,-1.0526
2006-03-20,-1.0638
2006-03-21,0.0
2006-03-22,4.5699
2006-03-23,-1.2852999999999999
2006-03-24,-4.1667
2006-03-27,-2.1739
2006-03-28,6.6667
2006-03-29,-3.125
2006-03-30,4.8387
2006-03-31,-3.0769
2006-04-03,3.1746
2006-04-04,-0.5128
2006-04-05,-2.5773
2006-04-06,-3.1746
2006-04-07,1.0929
2006-04-10,-1.6216
2006-04-11,0.5495
2006-04-12,-4.918
2006-04-13,5.7471
2006-04-17,-5.9783
2006-04-18,1.1561
2006-04-19,1.1429
2006-04-20,-22.0339
2006-04-21,1.4493
2006-04-24,1.4285999999999999
2006-04-25,-2.1127
2006-04-26,-1.4388
2006-04-27,-0.7299
2006-04-28,-2.2059
2006-05-01,2.2556
2006-05-02,-4.4118
2006-05-03,-1.5385
2006-05-04,7.8125
2006-05-05,-2.1739
2006-05-08,0.0
2006-05-09,-4.4444
2006-05-10,0.0
2006-05-11,-2.3256
2006-05-12,-6.3492
2006-05-15,0.0
2006-05-16,6.7797
2006-05-17,3.1746
2006-05-18,-3.0769
2006-05-19,0.0
2006-05-22,-2.3810000000000002
2006-05-23,-1.626
2006-05-24,-1.6529
2006-05-25,0.0
2006-05-26,0.8403
2006-05-30,-7.5
2006-05-31,-6.3063
2006-06-01,-11.538499999999999
2006-06-02,8.6957
2006-06-05,-1.0
2006-06-06,3.0303
2006-06-07,0.0
2006-06-08,-1.9607999999999999
2006-06-12,1.0
2006-06-13,-8.9109
2006-06-14,-1.087
2006-06-15,1.0989
2006-06-16,1.087
2006-06-19,-3.2258
2006-06-20,5.5556
2006-06-21,5.2632
2006-06-22,11.0
2006-06-23,-9.9099
2006-06-26,7.0
2006-06-27,-2.8037
2006-06-28,0.0
2006-06-29,0.0
2006-06-30,-0.9615
2006-07-03,-0.9709
2006-07-05,-0.9804
2006-07-06,-0.9901
2006-07-07,0.0
2006-07-10,-5.0
2006-07-11,-6.3158
2006-07-12,-4.4944
2006-07-13,5.8824
2006-07-14,-15.5556
2006-07-17,10.526299999999999
2006-07-18,7.1429
2006-07-19,-7.7778
2006-07-20,7.2289
2006-07-21,-4.4944
2006-07-24,-15.2941
2006-07-25,9.7222
2006-07-26,-2.5316
2006-07-27,-6.4935
2006-07-28,9.7222
2006-07-31,10.1266
2006-08-01,-3.4483
2006-08-02,-4.7619
2006-08-03,-6.25
2006-08-04,5.3333
2006-08-07,17.7215
2006-08-08,-6.4516
2006-08-09,-4.5977
2006-08-10,-7.2289
2006-08-11,3.8961
2006-08-14,0.0
2006-08-15,-8.75
2006-08-16,1.3699
2006-08-17,13.5135
2006-08-18,1.1905000000000001
2006-08-21,-8.2353
2006-08-22,-3.8462
2006-08-23,0.0
2006-08-24,2.6667
2006-08-28,-6.4935
2006-08-29,4.1667
2006-08-30,6.6667
2006-08-31,-1.25
2006-09-01,0.0
2006-09-05,-3.7975
2006-09-06,-2.6316
2006-09-07,-4.0541
2006-09-08,-1.4085
2006-09-11,1.4285999999999999
2006-09-12,-2.8169
2006-09-13,2.8986
2006-09-14,11.2676
2006-09-15,-6.3291
2006-09-18,-2.7027
2006-09-19,8.3333
2006-09-20,2.5641
2006-09-21,-8.75
2006-09-22,-1.3699
2006-09-25,19.4444
2006-09-26,4.6512
2006-09-27,-3.3333
2006-09-28,1.1494
2006-09-29,2.2727
2006-10-02,4.4444
2006-10-03,-4.2553
2006-10-04,-1.1111
2006-10-05,8.9888
2006-10-06,-7.2165
2006-10-09,0.0
2006-10-10,5.5556
2006-10-11,-2.1053
2006-10-12,-3.7634
2006-10-13,0.5587
2006-10-16,-4.4444
2006-10-17,6.9767
2006-10-18,-4.3478
2006-10-19,2.2727
2006-10-20,-2.2222
2006-10-23,-14.7727
2006-10-24,-9.3333
2006-10-25,-2.9412000000000003
2006-10-26,0.0
2006-10-27,4.5455
2006-10-30,-1.4493
2006-10-31,7.3529
2006-11-01,5.4795
2006-11-02,-15.5844
2006-11-03,6.1538
2006-11-06,0.0
2006-11-07,-8.6957
2006-11-08,0.0
2006-11-09,6.3492
2006-11-10,4.4776
2006-11-13,-5.7143
2006-11-14,-6.0606
2006-11-15,4.8387
2006-11-16,0.0
2006-11-17,1.5385
2006-11-20,4.5455
2006-11-21,-5.5072
2006-11-22,4.1411
2006-11-24,-4.271
2006-11-27,-3.0769
2006-11-28,1.5873
2006-11-29,3.125
2006-11-30,1.2121
2006-12-01,-1.1976
2006-12-04,6.0606
2006-12-05,1.4285999999999999
2006-12-06,13.3803
2006-12-07,5.5901
2006-12-08,8.2353
2006-12-11,-1.087
2006-12-12,1.0989
2006-12-13,8.6957
2006-12-14,-3.0
2006-12-15,-9.2784
2006-12-18,-9.0909
2006-12-19,-2.5
2006-12-20,16.6667
2006-12-21,-1.0989
2006-12-22,-3.3333
2006-12-26,-8.046
2006-12-27,-3.75
2006-12-28,7.7922
2006-12-29,4.8193
2007-01-03,2.2989
2007-01-04,-2.2472
2007-01-05,2.2989
2007-01-08,4.4944
2007-01-09,-2.1505
2007-01-10,-3.2967
2007-01-11,2.2727
2007-01-12,0.0
2007-01-16,5.8889
2007-01-17,17.5236
2007-01-18,0.8929
2007-01-19,-3.5398
2007-01-22,5.5046
2007-01-23,-2.6087
2007-01-24,-0.8929
2007-01-25,0.0
2007-01-26,-3.6036
2007-01-29,1.8692
2007-01-30,-7.3394
2007-01-31,0.9901
2007-02-01,5.8824
2007-02-02,1.8519
2007-02-05,-0.9091
2007-02-06,0.0
2007-02-07,-0.9174
2007-02-08,-0.463
2007-02-09,0.4651
2007-02-12,0.0
2007-02-13,0.9259
2007-02-14,0.9174
2007-02-15,-4.5455
2007-02-16,0.9524
2007-02-20,2.8302
2007-02-21,3.6696999999999997
2007-02-22,2.6549
2007-02-23,0.0
2007-02-26,-0.8621
2007-02-27,-7.8261
2007-02-28,-2.8302
2007-03-01,-3.8834999999999997
2007-03-02,-5.0505
2007-03-05,6.383
2007-03-06,-5.0
2007-03-07,5.2632
2007-03-08,3.0
2007-03-09,1.9417
2007-03-12,-0.9524
2007-03-13,0.0
2007-03-14,0.9615
2007-03-15,2.8571
2007-03-16,-2.7778
2007-03-19,-0.9524
2007-03-20,0.0
2007-03-21,0.9615
2007-03-22,5.7143
2007-03-23,-2.7027
2007-03-26,-4.6296
2007-03-27,5.8252
2007-03-28,0.0
2007-03-29,7.3394
2007-03-30,-0.8547
2007-04-02,11.6379
2007-04-03,4.2471
2007-04-04,-0.7407
2007-04-05,-2.2388
2007-04-09,-1.5267
2007-04-10,-0.7752
2007-04-11,3.9063
2007-04-12,-2.2556
2007-04-13,0.7692
2007-04-16,-0.7634
2007-04-17,0.0
2007-04-18,-0.7692
2007-04-19,-0.7752
2007-04-20,0.0
2007-04-23,-3.9063
2007-04-24,-1.626
2007-04-25,0.0
2007-04-26,2.4793
2007-04-27,-3.2258
2007-04-30,4.1667
2007-05-01,-2.4
2007-05-02,4.0984
2007-05-03,0.0
2007-05-04,0.0
2007-05-07,-1.5748
2007-05-08,-4.0
2007-05-09,-1.6667
2007-05-10,-2.5423999999999998
2007-05-11,0.0
2007-05-14,-4.3478
2007-05-15,-1.8182
2007-05-16,1.8519
2007-05-17,1.8182
2007-05-18,2.6786
2007-05-21,0.0
2007-05-22,-0.8696
2007-05-23,-3.5088
2007-05-24,0.9091
2007-05-25,-0.9009
2007-05-29,0.0
2007-05-30,0.9091
2007-05-31,-0.9009
2007-06-01,-5.4545
2007-06-04,-3.8462
2007-06-05,-5.0
2007-06-06,4.2105
2007-06-07,-4.0404
2007-06-08,-2.1053
2007-06-11,7.5269
2007-06-12,0.0
2007-06-13,-3.0
2007-06-14,3.0928
2007-06-15,-3.5
2007-06-18,11.9171
2007-06-19,-7.4074
2007-06-20,0.0
2007-06-21,-3.0
2007-06-22,-0.5155
2007-06-25,-1.5544
2007-06-26,-7.3684
2007-06-27,-5.6818
2007-06-28,6.0241
2007-06-29,-1.1364
2007-07-02,-2.2989
2007-07-03,0.0
2007-07-05,-8.2353
2007-07-06,-2.5641
2007-07-09,5.2632
2007-07-10,0.0
2007-07-11,1.25
2007-07-12,-1.2346
2007-07-13,-4.375
2007-07-16,-3.268
2007-07-17,-6.6216
2007-07-18,-0.1447
2007-07-19,-1.4493
2007-07-20,-1.3235000000000001
2007-07-23,-4.62
2007-07-24,-3.125
2007-07-25,1.6129
2007-07-26,-12.6984
2007-07-27,10.9091
2007-07-30,-8.1967
2007-07-31,7.1429
2007-08-01,-10.0
2007-08-02,1.8519
2007-08-03,0.0
2007-08-06,-3.6364
2007-08-07,0.0
2007-08-08,3.7736
2007-08-09,-3.6364
2007-08-10,1.8868
2007-08-13,-7.4074
2007-08-14,12.0
2007-08-15,3.5714
2007-08-16,-3.4483
2007-08-17,0.0
2007-08-20,12.5
2007-08-21,-4.7619
2007-08-22,10.0
2007-08-23,3.0303
2007-08-24,5.8824
2007-08-27,-2.7778
2007-08-28,5.7143
2007-08-29,4.0541
2007-08-30,0.0
2007-08-31,0.0
2007-09-04,-3.8961
2007-09-05,-1.3514
2007-09-06,-2.7397
2007-09-07,-1.4085
2007-09-10,-8.5714
2007-09-11,0.0
2007-09-12,-1.5625
2007-09-13,0.0
2007-09-14,11.1111
2007-09-17,-14.2857
2007-09-18,-5.0
2007-09-19,8.7719
2007-09-20,-3.2258
2007-09-21,8.3333
2007-09-24,0.0
2007-09-25,4.6154
2007-09-26,2.5
2007-09-27,-3.8737
2007-09-28,-1.6418
2007-10-01,1.6692
2007-10-02,-10.4478
2007-10-03,-3.1667
2007-10-04,11.8761
2007-10-05,0.0
2007-10-08,-4.6154
2007-10-09,0.0
2007-10-10,1.6129
2007-10-11,0.0
2007-10-12,-4.7619
2007-10-15,3.3333
2007-10-16,-4.8387
2007-10-17,0.0
2007-10-18,1.6949
2007-10-19,3.3333
2007-10-22,-4.8387
2007-10-23,-1.6949
2007-10-24,0.0
2007-10-25,-1.7241
2007-10-26,-8.7719
2007-10-29,0.0
2007-10-30,-1.9231
2007-10-31,-1.9607999999999999
2007-11-01,2.0
2007-11-02,7.8431
2007-11-05,0.0
2007-11-06,0.0
2007-11-07,-1.0
2007-11-08,-2.6630000000000003
2007-11-09,1.8868
2007-11-12,-1.8519
2007-11-13,3.7736
2007-11-14,-3.6364
2007-11-15,-1.8868
2007-11-16,0.0
2007-11-19,-7.6923
2007-11-20,4.1667
2007-11-21,2.0
2007-11-23,-1.9607999999999999
2007-11-26,-8.0
2007-11-27,-6.5217
2007-11-28,4.6512
2007-11-29,11.1111
2007-11-30,6.0
2007-12-03,-5.6604
2007-12-04,6.0
2007-12-05,-8.4906
2007-12-06,-5.1546
2007-12-07,8.6957
2007-12-10,0.0
2007-12-11,-8.0
2007-12-12,10.8696
2007-12-13,-7.8431
2007-12-14,2.1277
2007-12-17,-6.0417
2007-12-18,4.2129
2007-12-19,21.2766
2007-12-20,5.2632
2007-12-21,3.3333
2007-12-24,-3.2258
2007-12-26,0.0
2007-12-27,-8.3333
2007-12-28,0.0
2007-12-31,7.2727
2008-01-02,1.6949
2008-01-03,1.6667
2008-01-04,0.0
2008-01-07,-1.6393
2008-01-08,13.3333
2008-01-09,10.2941
2008-01-10,-4.0
2008-01-11,-2.7778
2008-01-14,2.8571
2008-01-15,8.1944
2008-01-16,-3.7227
2008-01-17,0.0
2008-01-18,1.3333
2008-01-22,-1.3158
2008-01-23,0.0
2008-01-24,-1.3333
2008-01-25,4.0541
2008-01-28,1.2987
2008-01-29,-8.9744
2008-01-30,5.6338
2008-01-31,5.2
2008-02-01,-11.280100000000001
2008-02-04,7.1429
2008-02-05,-2.6667
2008-02-06,2.7397
2008-02-07,-6.6667
2008-02-08,9.857099999999999
2008-02-11,1.4304000000000001
2008-02-12,-11.538499999999999
2008-02-13,1.4493
2008-02-14,0.0
2008-02-15,0.0
2008-02-19,-1.4285999999999999
2008-02-20,-10.1449
2008-02-21,-19.3548
2008-02-22,4.0
2008-02-25,-5.7692
2008-02-26,12.2449
2008-02-27,3.6364
2008-02-28,3.5088
2008-02-29,1.6949
2008-03-03,-1.6667
2008-03-04,1.6949
2008-03-05,0.0
2008-03-06,13.3333
2008-03-07,5.8824
2008-03-10,-4.1667
2008-03-11,1.4493
2008-03-12,0.0
2008-03-13,0.0
2008-03-14,2.8571
2008-03-17,-2.7778
2008-03-18,5.7143
2008-03-19,-12.1622
2008-03-20,1.5385
2008-03-24,-1.5152
2008-03-25,-12.3077
2008-03-26,-7.0175
2008-03-27,-1.8868
2008-03-28,-15.3846
2008-03-31,9.0909
2008-04-01,20.8333
2008-04-02,-8.6207
2008-04-03,-5.6604
2008-04-04,16.0
2008-04-07,0.0
2008-04-08,1.7241
2008-04-09,-1.6949
2008-04-10,-5.1724
2008-04-11,-12.7273
2008-04-14,-4.1667
2008-04-15,8.6957
2008-04-16,4.0
2008-04-17,5.7692
2008-04-18,0.0
2008-04-21,0.0
2008-04-22,0.0
2008-04-23,3.6364
2008-04-24,3.5088
2008-04-25,1.6949
2008-04-28,-6.6667
2008-04-29,0.0
2008-04-30,5.1786
2008-05-01,-1.528
2008-05-02,0.0
2008-05-05,0.0
2008-05-06,-3.4483
2008-05-07,0.0
2008-05-08,1.7856999999999998
2008-05-09,-3.5088
2008-05-12,7.2727
2008-05-13,-5.0847
2008-05-14,1.7856999999999998
2008-05-15,3.5088
2008-05-16,0.0
2008-05-19,-6.7797
2008-05-20,-1.8182
2008-05-21,1.8519
2008-05-22,-5.4545
2008-05-23,5.7692
2008-05-27,-7.2727
2008-05-28,0.0
2008-05-29,3.9215999999999998
2008-05-30,0.0
2008-06-02,13.2075
2008-06-03,-5.0
2008-06-04,5.2632
2008-06-05,-1.6667
2008-06-06,-10.1695
2008-06-09,0.0
2008-06-10,5.6604
2008-06-11,-8.9286
2008-06-12,0.0
2008-06-13,-1.9607999999999999
2008-06-16,10.0
2008-06-17,0.0
2008-06-18,0.0
2008-06-19,-0.9091
2008-06-20,-8.2569
2008-06-23,6.0
2008-06-24,0.0
2008-06-25,5.6604
2008-06-26,-8.9286
2008-06-27,3.9215999999999998
2008-06-30,-5.6604
2008-07-01,8.0
2008-07-02,0.0
2008-07-03,-1.8519
2008-07-07,-1.8868
2008-07-08,-3.8462
2008-07-09,0.0
2008-07-10,8.0
2008-07-14,0.0
2008-07-15,-3.7037
2008-07-16,-3.8462
2008-07-17,0.0
2008-07-18,8.0
2008-07-21,-12.963
2008-07-22,14.8936
2008-07-23,-1.8519
2008-07-24,0.0
2008-07-28,-1.8868
2008-07-29,1.9231
2008-07-30,0.0
2008-07-31,1.8868
2008-08-01,-7.4074
2008-08-04,0.0
2008-08-05,4.0
2008-08-06,1.9231
2008-08-07,-3.7736
2008-08-08,0.0
2008-08-11,-5.8824
2008-08-12,-4.1667
2008-08-13,0.0
2008-08-14,13.0435
2008-08-15,0.0
2008-08-18,0.0
2008-08-19,-3.8462
2008-08-20,-6.0
2008-08-21,6.383
2008-08-22,0.0
2008-08-25,0.0
2008-08-26,0.0
2008-08-27,0.0
2008-08-28,4.0
2008-09-02,-7.6923
2008-09-03,3.125
2008-09-04,-3.0303
2008-09-05,0.0
2008-09-08,-2.0833
2008-09-09,6.383
2008-09-10,0.0
2008-09-11,0.0
2008-09-15,0.0
2008-09-17,-10.0
2008-09-18,4.4444
2008-09-19,2.1277
2008-09-22,2.0833
2008-09-23,-10.2041
2008-09-24,-20.4261
2008-09-25,19.9572
2008-09-26,-9.5238
2008-09-29,7.8947
2008-09-30,-2.439
2008-10-01,-2.5
2008-10-02,20.5128
2008-10-03,-12.766
2008-10-06,2.439
2008-10-07,2.3810000000000002
2008-10-08,-6.9767
2008-10-09,-10.0
2008-10-10,11.1111
2008-10-13,7.5
2008-10-14,0.0
2008-10-15,-6.9767
2008-10-16,-10.0
2008-10-17,0.0
2008-10-20,8.3333
2008-10-21,-10.2564
2008-10-22,10.0
2008-10-23,-3.8961
2008-10-24,-18.9189
2008-10-27,0.0
2008-10-28,0.0
2008-10-29,-3.3333
2008-10-30,0.0
2008-10-31,3.4483
2008-11-03,-6.6667
2008-11-04,25.0
2008-11-05,-14.2857
2008-11-06,-23.3333
2008-11-07,19.5652
2008-11-10,1.8182
2008-11-11,0.0
2008-11-12,-17.8571
2008-11-13,8.6957
2008-11-14,0.0
2008-11-17,-4.0
2008-11-18,20.8333
2008-11-19,-17.2414
2008-11-20,-4.1667
2008-11-21,0.0
2008-11-24,-4.3478
2008-11-25,4.5455
2008-11-26,0.0
2008-11-28,0.0
2008-12-01,25.2174
2008-12-02,-9.7222
2008-12-03,0.0
2008-12-04,15.3846
2008-12-05,-6.6667
2008-12-08,14.2857
2008-12-09,15.625
2008-12-10,8.1081
2008-12-11,5.0
2008-12-12,7.1131
2008-12-15,-4.4179
2008-12-16,4.6512
2008-12-17,0.0
2008-12-18,-22.2222
2008-12-19,25.7143
2008-12-22,-2.2727
2008-12-23,4.6512
2008-12-24,-2.25
2008-12-26,2.2734
2008-12-29,0.0278
2008-12-30,8.8889
2008-12-31,-4.0816
2009-01-02,-0.0266
2009-01-05,0.0
2009-01-06,8.5395
2009-01-07,1.9607999999999999
2009-01-08,-3.8462
2009-01-09,0.0
2009-01-12,0.0
2009-01-13,8.0
2009-01-14,-12.963
2009-01-15,6.383
2009-01-16,0.0
2009-01-21,0.0
2009-01-22,-2.0
2009-01-27,0.0
2009-01-28,10.2041
2009-01-29,0.0
2009-01-30,0.0
2009-02-02,-5.5556
2009-02-03,0.0
2009-02-04,-1.9607999999999999
2009-02-09,-10.0
2009-02-10,6.6667
2009-02-11,0.0
2009-02-12,4.1667
2009-02-13,-2.0
2009-02-17,-4.0816
2009-02-18,0.0
2009-02-19,-2.1277
2009-02-20,-6.5217
2009-02-23,-11.6279
2009-02-24,0.0
2009-02-25,5.2632
2009-02-27,17.5
2009-03-03,-14.8936
2009-03-04,0.0
2009-03-05,-12.5
2009-03-06,8.5714
2009-03-09,5.2632
2009-03-10,-5.0
2009-03-11,0.0
2009-03-12,5.2632
2009-03-13,-5.0
2009-03-16,0.0
2009-03-17,2.6316
2009-03-19,0.0
2009-03-20,-12.8205
2009-03-23,0.0
2009-03-24,2.9412000000000003
2009-03-25,11.4286
2009-03-27,0.0
2009-03-31,-2.5641
2009-04-01,-10.526299999999999
2009-04-02,11.7647
2009-04-03,0.0
2009-04-07,0.0
2009-04-08,0.0
2009-04-09,0.0
2009-04-13,0.0
2009-04-14,0.0
2009-04-15,1.3158
2009-04-16,3.8961
2009-04-17,0.0
2009-04-20,0.0
2009-04-21,0.0
2009-04-22,0.0
2009-04-23,0.0
2009-04-24,0.0
2009-04-27,12.5
2009-04-28,0.0
2009-04-29,20.0
2009-04-30,-7.4074
2009-05-01,14.0
2009-05-04,-12.2807
2009-05-05,8.0
2009-05-06,-7.4074
2009-05-07,6.0
2009-05-08,1.8868
2009-05-11,3.6806
2009-05-12,25.921
2009-05-13,-7.8014
2009-05-14,3.0769
2009-05-15,-9.7015
2009-05-18,-0.8264
2009-05-19,0.0
2009-05-20,11.6667
2009-05-21,-2.9851
2009-05-22,1.5385
2009-05-26,0.0
2009-05-27,5.303
2009-05-28,0.0
2009-05-29,3.5971
2009-06-01,6.9271
2009-06-02,-1.2827
2009-06-03,1.3158
2009-06-04,0.0
2009-06-05,3.8718
2009-06-08,-2.4771
2009-06-09,-3.8462
2009-06-10,1.3333
2009-06-11,3.9474
2009-06-12,0.0
2009-06-15,-2.5316
2009-06-16,2.5974
2009-06-17,3.7975
2009-06-18,0.6098
2009-06-19,3.0303
2009-06-22,2.3529
2009-06-23,5.7471
2009-06-24,-1.087
2009-06-25,-1.6484
2009-06-26,-2.7933
2009-06-29,2.2989
2009-06-30,1.1236
2009-07-01,0.0
2009-07-02,-2.2222
2009-07-06,-6.8182
2009-07-07,-2.439
2009-07-08,-10.0
2009-07-09,-5.4167
2009-07-10,1.3216
2009-07-13,-5.7971
2009-07-14,-1.5385
2009-07-15,-6.25
2009-07-16,0.0
2009-07-17,0.0
2009-07-20,-3.3333
2009-07-21,6.8966
2009-07-22,-3.2258
2009-07-23,0.0
2009-07-24,0.0
2009-07-27,0.0
2009-07-28,1.6667
2009-07-29,-1.6393
2009-07-30,3.3333
2009-07-31,8.0645
2009-08-03,7.4627
2009-08-04,23.6111
2009-08-05,-4.4803
2009-08-06,0.5734
2009-08-07,-1.1696
2009-08-10,0.5917
2009-08-11,2.3529
2009-08-12,0.0
2009-08-13,-3.4483
2009-08-14,4.7619
2009-08-17,-5.6818
2009-08-18,0.0
2009-08-19,-1.2048
2009-08-20,-2.439
2009-08-21,-3.125
2009-08-24,1.9355
2009-08-25,1.2658
2009-08-26,-2.5
2009-08-27,1.2821
2009-08-28,1.2658
2009-08-31,-2.5
2009-09-01,-2.5641
2009-09-02,-1.3158
2009-09-03,0.0
2009-09-04,6.6667
2009-09-08,-2.5
2009-09-09,2.5641
2009-09-10,0.0
2009-09-11,0.0
2009-09-14,-2.5
2009-09-15,0.0
2009-09-16,2.5641
2009-09-17,-2.5
2009-09-18,0.0
2009-09-21,2.5641
2009-09-22,2.5
2009-09-23,3.0488
2009-09-24,0.0
2009-09-25,-4.142
2009-09-28,1.2346
2009-09-29,3.0488
2009-09-30,6.5089
2009-10-01,-5.5556
2009-10-02,2.3529
2009-10-05,-8.046
2009-10-06,0.0
2009-10-07,-2.5
2009-10-08,2.5641
2009-10-09,5.0
2009-10-12,0.0
2009-10-13,0.0
2009-10-14,-4.7619
2009-10-15,6.25
2009-10-16,-1.1764999999999999
2009-10-19,-4.7619
2009-10-20,-3.7656
2009-10-21,0.0162
2009-10-22,2.5974
2009-10-23,3.7975
2009-10-26,-1.2195
2009-10-27,-2.4691
2009-10-28,-1.2658
2009-10-29,-1.2821
2009-10-30,1.2987
2009-11-02,-1.2821
2009-11-03,3.8961
2009-11-04,-1.25
2009-11-05,-1.2658
2009-11-06,-1.2821
2009-11-09,0.0
2009-11-10,1.2987
2009-11-11,-1.2821
2009-11-12,2.5974
2009-11-13,0.0
2009-11-16,-2.5316
2009-11-17,0.0
2009-11-18,-2.5974
2009-11-19,0.0
2009-11-20,0.0
2009-11-23,1.3333
2009-11-24,-3.9474
2009-11-25,5.4795
2009-11-27,-2.5974
2009-11-30,0.0
2009-12-01,0.0
2009-12-02,0.0
2009-12-03,0.0
2009-12-04,0.0
2009-12-07,0.0
2009-12-08,0.0
2009-12-09,-1.3333
2009-12-10,5.4054
2009-12-11,34.6154
2009-12-14,12.381
2009-12-15,-7.6271
2009-12-16,1.8349
2009-12-17,-11.7117
2009-12-18,18.3673
2009-12-21,15.5172
2009-12-22,31.3433
2009-12-23,2.8409
2009-12-24,14.9171
2009-12-28,-6.7308
2009-12-29,-4.1237
2009-12-30,6.9892
2009-12-31,26.5829
2010-01-04,16.7527
2010-01-05,-7.8545
2010-01-06,-10.1476
2010-01-07,-8.0082
2010-01-08,4.9107
2010-01-11,-4.6809
2010-01-12,-12.9464
2010-01-13,1.0256
2010-01-14,-2.5381
2010-01-15,-7.8125
2010-01-19,16.3842
