ticker,PBPB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-10-04,119.7857
2013-10-07,5.2974
2013-10-08,-6.7284
2013-10-09,1.456
2013-10-10,-4.3705
2013-10-11,-5.1501
2013-10-14,-5.7533
2013-10-15,-2.0221
2013-10-16,-1.3629
2013-10-17,-0.8291
2013-10-18,6.8869
2013-10-21,4.4693
2013-10-22,2.0321
2013-10-23,2.1314
2013-10-24,0.8553
2013-10-25,2.6119
2013-10-28,1.9504000000000001
2013-10-29,-4.5071
2013-10-30,-3.5654
2013-10-31,-4.9296
2013-11-01,-1.7037
2013-11-04,3.6925
2013-11-05,-0.436
2013-11-06,-1.6058
2013-11-07,-4.451
2013-11-08,0.0388
2013-11-11,0.7761
2013-11-12,4.1972
2013-11-13,9.3126
2013-11-14,0.2366
2013-11-15,1.4165
2013-11-18,-6.3850999999999996
2013-11-19,-1.5986
2013-11-20,1.1913
2013-11-21,-0.8205
2013-11-22,0.5755
2013-11-25,-2.2532
2013-11-26,-0.0366
2013-11-27,2.489
2013-11-29,-0.4464
2013-12-02,1.3453
2013-12-03,0.0708
2013-12-04,-2.087
2013-12-05,-3.685
2013-12-06,-0.9752
2013-12-09,0.9091
2013-12-10,0.976
2013-12-11,-3.3829000000000002
2013-12-12,-3.1935000000000002
2013-12-13,-0.8347
2013-12-16,-2.4048
2013-12-17,4.1068
2013-12-18,0.9862
2013-12-19,-0.1563
2013-12-20,-0.2347
2013-12-23,2.3529
2013-12-24,-0.2682
2013-12-26,-2.4203
2013-12-27,-0.6299
2013-12-30,-3.9223
2013-12-31,0.1237
2014-01-02,-0.9885
2014-01-03,1.7055
2014-01-06,2.2086
2014-01-07,4.7219
2014-01-08,-5.5024999999999995
2014-01-09,-1.7792
2014-01-10,1.1939
2014-01-13,-4.8007
2014-01-14,0.8974
2014-01-15,1.7789000000000001
2014-01-16,3.3292
2014-01-17,-2.7386
2014-01-21,-3.1056
2014-01-22,0.6838
2014-01-23,-3.6078
2014-01-24,-1.8054000000000001
2014-01-27,1.8834
2014-01-28,2.993
2014-01-29,-4.2308
2014-01-30,3.5252
2014-01-31,-2.2845
2014-02-03,-4.2788
2014-02-04,1.659
2014-02-05,-2.4932
2014-02-06,-1.4877
2014-02-07,0.8495
2014-02-10,1.4038
2014-02-11,-1.9843
2014-02-12,4.5669
2014-02-13,2.2062
2014-02-14,-0.3524
2014-02-18,-0.977
2014-02-19,-8.6566
2014-02-20,-5.3763
2014-02-21,3.874
2014-02-24,2.0885
