ticker,BLD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-06-18,0.0
2015-06-22,0.0
2015-06-24,13.8462
2015-06-25,0.0
2015-06-26,0.0
2015-06-29,0.3861
2015-06-30,11.538499999999999
2015-07-01,-6.8966
2015-07-02,3.0
2015-07-06,4.2431
2015-07-07,-2.932
2015-07-08,-3.6958
2015-07-09,-0.5535
2015-07-10,6.8275
2015-07-13,2.7093
2015-07-14,1.7924
2015-07-15,-3.0233
2015-07-16,0.5139
2015-07-17,6.0327
2015-07-20,1.0608
2015-07-21,-0.986
2015-07-22,-0.8031
2015-07-23,-0.8744
2015-07-24,-0.9147
2015-07-27,-0.3297
2015-07-28,-0.7608
2015-07-29,-2.3333
2015-07-30,-0.7167
2015-07-31,-1.1344
2015-08-03,1.7038
2015-08-04,-1.4359
2015-08-05,-0.4509
2015-08-06,0.2787
2015-08-07,-0.9729
2015-08-10,1.6491
2015-08-11,2.7615
2015-08-12,-0.5039
2015-08-13,1.4855
2015-08-14,0.9647
2015-08-17,5.0412
2015-08-18,1.3801999999999999
2015-08-19,0.7735
2015-08-20,0.4298
2015-08-21,-2.2317
2015-08-24,-4.2214
2015-08-25,-0.9141
2015-08-26,0.9555
2015-08-27,-1.2076
2015-08-28,4.0965
2015-08-31,0.6665
2015-09-01,0.8197
2015-09-02,3.3458
2015-09-03,0.8169
2015-09-04,0.3301
2015-09-08,1.7649
2015-09-09,0.4409
2015-09-10,0.4975
2015-09-11,1.4269
2015-09-14,1.6652
2015-09-15,-3.2759
2015-09-16,1.9562
2015-09-17,2.0905
2015-09-18,-2.5244999999999997
2015-09-21,-5.554
2015-09-22,-3.9915000000000003
2015-09-23,0.3491
2015-09-24,0.0949
2015-09-25,1.7062
2015-09-28,-4.2249
2015-09-29,-2.6922
2015-09-30,3.2333
2015-10-01,-1.5175999999999998
2015-10-02,1.5082
2015-10-05,6.2661
2015-10-06,-2.4924
2015-10-07,2.5249
2015-10-08,-0.3953
2015-10-09,-0.9768
2015-10-12,-2.6202
2015-10-13,-0.8547
2015-10-14,-4.8530999999999995
2015-10-15,-0.7718
2015-10-16,-1.0145
2015-10-19,2.3232
2015-10-20,3.2053
2015-10-21,-1.5852
2015-10-22,1.8409
2015-10-23,-2.3564
2015-10-26,-2.4793
2015-10-27,-2.4068
2015-10-28,-0.9031
2015-10-29,-2.5938
2015-10-30,1.2235
2015-11-02,-1.0309
2015-11-03,10.6322
2015-11-04,0.7792
2015-11-05,-4.8003
2015-11-06,-0.6091
