ticker,PCGR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,3.7037
2000-01-14,0.0
2000-01-20,-3.5714
2000-01-24,0.0
2000-01-25,0.0
2000-01-26,0.0
2000-01-28,3.7037
2000-02-02,0.0
2000-02-03,0.0
2000-02-07,-3.5714
2000-02-09,0.0
2000-02-17,0.0
2000-02-22,0.0
2000-02-23,0.0
2000-02-24,0.0
2000-03-06,1.8519
2000-03-07,1.8182
2000-03-08,-3.5714
2000-03-09,0.0
2000-03-10,0.0
2000-03-14,0.0
2000-03-17,0.0
2000-03-20,1.8519
2000-03-21,-12.7273
2000-03-22,12.5
2000-03-27,0.0
2000-03-30,0.0
2000-03-31,0.0
2000-04-18,0.0
2000-04-19,0.0
2000-04-20,1.8519
2000-04-26,-1.8182
2000-05-16,0.0
2000-05-19,0.0
2000-06-12,-3.7037
2000-06-14,0.0
2000-06-26,-3.8462
2000-07-17,0.0
2000-07-31,0.0
2000-08-09,2.0
2000-08-15,-5.8824
2000-09-05,4.1667
2000-09-07,4.0
2000-09-08,-7.6923
2000-09-11,-16.6667
2000-09-12,10.0
2000-09-18,13.6364
2000-09-19,-4.0
2000-09-20,0.0
2000-10-13,0.0
2000-10-18,-6.25
2000-10-30,21.1111
2000-11-07,-17.4312
2000-11-13,-4.4444
2000-11-14,-2.3256
2000-11-16,14.2857
2000-11-17,0.0
2000-11-20,0.0
2000-11-22,0.0
2000-11-27,8.3333
2000-12-04,-15.3846
2000-12-05,0.0
2000-12-06,27.2727
2000-12-08,-25.0
2000-12-11,-9.5238
2000-12-12,-2.6316
2000-12-13,0.0
2000-12-18,0.0
2000-12-21,-2.7027
2000-12-22,33.3333
2000-12-26,-16.6667
2000-12-27,-20.0
2000-12-28,0.0
2000-12-29,18.75
2001-01-02,52.6316
2001-01-03,-15.5172
2001-01-04,6.1224
2001-01-05,15.3846
2001-01-08,3.3333
2001-01-09,-9.6774
2001-01-10,7.1429
2001-01-11,6.6667
2001-01-12,29.6875
2001-01-16,10.8434
2001-01-17,-15.2174
2001-01-18,7.6923
2001-01-19,-4.7619
2001-01-22,-25.0
2001-01-23,20.0
2001-01-24,12.5
2001-01-25,8.642
2001-01-26,-4.5455
2001-01-29,7.1429
2001-01-30,-2.2222
2001-01-31,2.2727
2001-02-01,3.3333
2001-02-02,3.2258
2001-02-05,0.0
2001-02-06,6.25
2001-02-07,0.0
2001-02-08,1.9607999999999999
2001-02-09,11.538499999999999
2001-02-12,-10.3448
2001-02-13,7.6923
