ticker,CBPO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-07-25,10.8108
2006-07-26,9.7561
2006-07-27,8.8889
2006-07-31,14.2857
2006-08-01,3.5714
2006-08-04,6.8966
2006-08-29,29.0323
2006-08-30,-24.75
2006-08-31,-0.3322
2006-09-26,0.0
2006-10-13,100.0
2006-10-16,-15.8333
2006-10-24,-10.8911
2006-10-25,-22.2222
2006-10-26,0.0
2006-11-14,-14.2857
2007-02-01,0.0
2007-02-02,0.0
2007-02-15,-3.3333
2007-02-16,0.0
2007-04-03,8.6207
2007-04-04,0.0
2007-04-11,0.0
2007-04-16,-1.5873
2007-04-17,0.0
2007-04-23,0.0
2007-04-24,-6.4516
2007-05-21,3.4483
2007-06-07,-10.0
2007-06-14,0.0
2007-08-29,0.0
2007-08-31,20.3704
2007-09-06,3.0769
2007-09-07,0.597
2007-09-28,0.8902
2007-10-01,20.2941
2007-10-02,-2.2005
2007-10-03,1.5
2007-10-05,-3.9409
2007-10-09,2.5641
2007-10-10,5.0
2007-10-15,7.1429
2007-10-23,22.2222
2007-10-25,-0.9091
2007-10-26,28.4404
2007-10-29,12.1429
2007-10-30,41.4013
2007-10-31,-0.9009
2007-11-01,-32.2727
2007-11-05,1.3423
2007-11-06,13.245
2007-11-09,-6.4327
2007-11-12,-21.875
2007-11-13,4.0
2007-11-14,15.3846
2007-11-15,3.3333
2007-11-16,83.871
2007-11-19,-50.1754
2007-11-20,0.0
2007-11-21,0.0
2007-11-29,-4.9296
2007-11-30,-8.7407
2007-12-06,5.5195
2007-12-12,-5.3846
2008-01-02,-2.439
2008-01-04,-1.6667
2008-01-14,27.1186
2008-01-15,-13.3333
2008-01-17,0.0
2008-01-18,-7.6923
2008-01-22,8.3333
2008-01-28,-15.3846
2008-01-31,-18.1818
2008-02-05,-16.6667
2008-02-06,6.9333
2008-02-07,31.1721
2008-02-08,-4.943
2008-02-11,0.0
2008-02-12,-5.0
2008-02-13,9.473700000000001
2008-02-14,-0.3846
2008-02-15,-3.4749
2008-02-19,5.0
2008-02-20,-3.8095
2008-02-21,-0.9901
2008-02-22,-0.2
2008-02-26,-0.8016
2008-02-27,1.0101
2008-02-28,-2.0
2008-02-29,19.3878
2008-03-04,-11.9658
2008-03-11,-4.8544
2008-03-19,-4.0816
2008-03-24,-4.2553
2008-03-25,-7.7778
2008-03-26,2.4096
2008-03-27,-1.1764999999999999
2008-03-28,-16.6667
2008-03-31,-5.7143
2008-04-01,3.0303
2008-04-02,2.9412000000000003
