ticker,GRMM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-07-21,0.0
2017-07-25,42.8571
2017-07-28,-15.0
2017-08-01,11.7647
2017-08-02,-10.526299999999999
2017-08-03,0.0
2017-08-11,-17.647100000000002
2017-08-16,0.0
2017-08-21,0.0
2017-08-29,17.8571
2017-08-30,2.4242
2017-08-31,1.7751000000000001
2017-09-01,1.1628
2017-09-07,5.1724
2017-09-08,15.847
2017-09-11,17.9245
2017-09-12,20.0
2017-09-13,-8.3333
2017-09-14,-5.0909
2017-09-15,0.0
2017-09-18,-1.9157
2017-09-19,-1.9531
2017-09-20,-10.3586
2017-09-21,-13.3333
2017-09-22,-9.7436
2017-09-25,-3.4091
2017-09-27,-11.7647
2017-09-28,-3.3333
2017-09-29,0.0
2017-10-02,0.0
2017-10-03,0.0
2017-10-04,-3.4483
2017-10-05,-15.0
2017-10-06,5.042
2017-10-09,-5.6
2017-10-10,-2.5423999999999998
2017-10-11,-32.9826
2017-10-12,16.777
2017-10-13,0.0
2017-10-16,13.3333
2017-10-17,6.8627
2017-10-18,2.7523
2017-10-19,-9.8214
2017-10-20,1.9802
2017-10-23,-10.6796
2017-10-24,0.0
2017-10-25,-5.4348
2017-10-26,3.4483
2017-10-27,0.0
2017-10-30,0.0
2017-11-01,0.0
2017-11-02,3.3333
2017-11-03,-19.3548
2017-11-06,14.6667
2017-11-07,-1.1628
2017-11-08,0.0
2017-11-09,-11.7647
2017-11-10,4.0
2017-11-13,0.0
2017-11-14,-7.6923
2017-11-15,-2.7778
2017-11-16,0.0
2017-11-17,-14.2857
2017-11-21,0.0
2017-11-22,23.3333
2017-11-24,-32.4324
2017-11-27,50.0
2017-11-28,-20.0
2017-11-29,0.0
2017-11-30,15.0
2017-12-01,-13.0435
2017-12-05,-8.5
2017-12-06,25.6831
2017-12-07,-17.3913
2017-12-08,-15.7895
2017-12-11,-16.6667
2017-12-12,20.0
2017-12-13,-6.25
2017-12-14,6.6667
2017-12-15,14.5833
2017-12-19,-12.7273
2017-12-21,0.0
2017-12-22,-20.8333
2017-12-26,23.6842
2017-12-27,4.2553
2017-12-28,-8.1633
2017-12-29,-33.3333
2018-01-02,66.6667
2018-01-03,30.0
2018-01-04,-7.6923
2018-01-05,15.0
2018-01-09,1.4493
2018-01-16,-2.8571
2018-01-17,-10.2941
2018-01-19,-6.5574
2018-01-22,-1.7544
2018-01-25,16.0714
2018-01-26,1.5385
2018-01-29,-1.5152
2018-01-30,7.6923
2018-01-31,-0.1429
