ticker,HFGVF US Equity
2007-02-21,2.2979
2007-02-22,6.4457
2007-02-23,1.6141
2007-02-27,-1.3958
2007-02-28,-3.0916
2007-03-01,1.4277
2007-03-05,-2.2692
2007-03-07,9.0461
2007-03-08,4.4124
2007-03-09,1.0245
2007-03-12,3.3448
2007-03-13,-1.0788
2007-03-14,-0.7068
2007-03-15,0.49
2007-03-16,2.6085000000000003
2007-03-19,-0.0635
2007-03-20,2.5315
2007-03-21,1.5434
2007-03-26,0.2363
2007-03-27,0.2986
2007-03-28,-2.0856
2007-03-30,5.4531
2007-04-02,11.8244
2007-04-03,4.4597999999999995
2007-04-04,-0.1729
2007-04-05,10.912
2007-04-09,4.5563
2007-04-10,-4.0232
2007-04-11,-5.0716
2007-04-12,4.1071
2007-04-13,-0.2425
2007-04-16,-0.5825
2007-04-17,0.1879
2007-04-19,-2.5552
2007-04-20,2.9177
2007-04-24,-0.2827
2007-04-25,0.5595
2007-04-26,-1.0477
2007-04-27,-0.2737
2007-04-30,3.1994
2007-05-01,-0.2303
2007-05-02,5.6379
2007-05-03,1.2511999999999999
2007-05-04,-1.0131000000000001
2007-05-07,2.1962
2007-05-08,2.3004
2007-05-09,-1.1053
2007-05-10,-4.4172
2007-05-15,8.7062
2007-05-16,2.7563
2007-05-17,-0.4324
2007-05-18,-0.1702
2007-05-22,3.064
2007-05-23,-0.6423
2007-05-24,0.4346
2007-05-29,-2.2405
2007-05-30,-4.7346
2007-05-31,2.5131
2007-06-01,2.5741
2007-06-04,1.7246000000000001
2007-06-05,-1.5093999999999999
2007-06-06,-0.2597
2007-06-07,-2.2372
2007-06-08,0.1848
2007-06-12,1.5351
2007-06-14,2.7619
2007-06-15,1.3914
2007-06-18,0.9551
2007-06-19,4.181
2007-06-20,0.7693
2007-06-22,-0.0374
2007-06-25,2.7245
2007-06-26,-1.2565
2007-06-27,0.2103
2007-06-28,0.4186
2007-06-29,0.3896
2007-07-03,1.2325
2007-07-05,1.3378
2007-07-06,1.6839
2007-07-09,2.7601
2007-07-10,4.6581
2007-07-11,10.3648
2007-07-12,-2.3983
2007-07-13,2.9983
2007-07-16,5.3523
2007-07-17,-2.6686
2007-07-18,-7.5033
2007-07-19,0.6463
2007-07-20,-3.1869
2007-07-23,-1.7612
2007-07-24,-5.2603
2007-07-25,-0.4841
2007-07-26,-0.1372
2007-07-27,2.831
2007-07-30,0.6306
2007-07-31,2.2016999999999998
2007-08-01,-6.9401
2007-08-02,5.883
2007-08-03,-0.2442
2007-08-07,-3.8832
2007-08-08,8.374
2007-08-09,-0.1721
2007-08-10,0.2648
2007-08-13,3.7816
2007-08-14,-9.6166
2007-08-15,-8.5422
2007-08-16,-14.4802
2007-08-17,6.178
2007-08-20,1.5051999999999999
2007-08-21,2.5084999999999997
2007-08-22,1.2718
2007-08-23,3.9401
2007-08-24,5.084
2007-08-27,-0.3481
2007-08-28,-5.7594
2007-08-29,3.9638
2007-08-30,1.0465
2007-08-31,3.2711
2007-09-04,0.5298
2007-09-05,3.363
2007-09-06,-0.692
2007-09-07,-0.2746
2007-09-10,-5.1987
2007-09-11,5.1519
2007-09-12,1.9881
2007-09-13,1.3012000000000001
2007-09-14,-0.4895
2007-09-17,5.258
2007-09-18,1.1373
2007-09-19,2.3432
2007-09-20,-1.0453
2007-09-21,2.3817
2007-09-24,5.6206
2007-09-25,0.6566
2007-09-26,3.4154999999999998
2007-09-27,1.4012
2007-09-28,-2.5775
2007-10-01,-0.1904
2007-10-02,-3.3688000000000002
2007-10-03,-1.5724
2007-10-04,-0.5045
2007-10-05,4.7887
2007-10-09,1.5087000000000002
2007-10-10,-0.866
2007-10-11,0.8836
2007-10-12,-0.0397
2007-10-15,2.7318
2007-10-16,-1.9863
2007-10-17,-1.2949
2007-10-19,-2.5933
2007-10-22,-5.5979
2007-10-23,2.7056
2007-10-24,0.2117
2007-10-25,7.0274
2007-10-26,0.5172
2007-10-29,3.8256
2007-10-30,-0.4664
2007-10-31,-1.6909
2007-11-01,-0.0238
2007-11-02,3.862
2007-11-06,0.5196
2007-11-07,0.1308
2007-11-08,-9.272
2007-11-09,-0.4789
2007-11-12,-3.972
2007-11-13,-4.3184000000000005
2007-11-14,7.0853
2007-11-15,-4.729
2007-11-16,-0.1238
2007-11-19,-7.463
2007-11-20,-1.3611
2007-11-21,-7.0653
2007-11-26,7.1883
2007-11-27,-6.7428
2007-11-28,8.1703
2007-12-03,5.5245999999999995
2007-12-04,-5.2354
2007-12-05,0.8744
2007-12-06,2.2065
2007-12-10,0.8134
2007-12-11,-0.2548
2007-12-13,-5.095
2007-12-14,1.069
2007-12-17,3.5252
2007-12-19,-1.9381
2007-12-20,0.811
2007-12-24,12.3955
2007-12-27,1.0563
2007-12-28,3.1654
2007-12-31,-1.376
2008-01-02,-0.0106
2008-01-03,2.5293
2008-01-04,-3.7149
2008-01-07,-3.1248
2008-01-08,-6.4927
2008-01-09,-2.6455
2008-01-10,-0.5939
2008-01-11,3.0919
2008-01-14,4.0542
2008-01-15,-1.4111
2008-01-16,-10.2977
2008-01-17,-3.4356999999999998
2008-01-18,-5.8317
2008-01-22,-2.2606
2008-01-23,3.1142
2008-01-24,2.9286
2008-01-25,-3.6526
2008-01-28,1.1867
2008-01-29,-0.2686
2008-02-07,-1.2326
2008-02-08,1.7370999999999999
2008-02-11,4.4567
2008-02-12,4.5611
2008-02-14,1.7601
2008-02-19,5.0894
2008-02-20,-2.0986
2008-02-21,1.5272999999999999
2008-02-22,-0.6579
2008-02-25,5.4028
2008-02-26,2.1165
2008-02-27,-2.1266
2008-02-28,-2.347
2008-02-29,-5.2308
2008-03-03,-5.4940999999999995
2008-03-04,8.2548
2008-03-05,3.5442
2008-03-06,-5.4944
2008-03-07,2.806
2008-03-10,-8.6707
2008-03-11,4.3293
2008-03-12,6.446
2008-03-13,-1.0228
2008-03-14,-1.5264
2008-03-17,-9.571
2008-03-18,0.8992
2008-03-19,-4.1862
2008-03-20,-3.8555
2008-03-24,3.3441
2008-03-25,0.7748
2008-03-27,1.5645
2008-03-28,1.9132
2008-03-31,-5.6856
2008-04-01,4.3167
2008-04-02,0.6833
2008-04-04,3.0099
2008-04-07,3.3094
2008-04-08,-1.2872
2008-04-09,-0.4198
2008-04-10,0.2396
2008-04-11,-2.1325
2008-04-14,-0.0143
2008-04-15,1.3912
2008-04-16,8.6334
2008-04-17,0.9055
2008-04-18,0.5164
2008-04-21,-1.6888
2008-04-22,0.0439
2008-04-23,-4.0815
2008-04-24,-1.5619
2008-04-29,-2.2477
2008-04-30,0.5827
2008-05-01,-0.8105
2008-05-02,5.3285
2008-05-05,0.2516
2008-05-06,5.1237
2008-05-07,-4.7126
2008-05-08,-3.3516
2008-05-09,-0.9781
2008-05-12,-1.7427000000000001
2008-05-14,-2.6178
2008-05-15,1.7651
2008-05-16,1.9598
2008-05-20,-0.6087
2008-05-21,-2.3702
2008-05-22,-0.2707
2008-05-23,0.0334
2008-05-29,1.3783
2008-06-02,1.1806
2008-06-03,-1.9226
2008-06-04,-2.9829
2008-06-05,-0.6928
2008-06-06,-2.5029
2008-06-09,-0.5879
2008-06-11,2.9755000000000003
2008-06-16,0.6317
2008-06-17,5.3462
2008-06-18,-0.063
2008-06-20,0.6892
2008-06-23,3.5183999999999997
2008-06-24,3.3252
2008-06-25,0.2819
2008-06-26,-1.1401
2008-06-30,1.6068
2008-07-02,-3.2718
2008-07-03,-2.8634
2008-07-07,-3.4147
2008-07-08,-2.6577
2008-07-09,2.8295
2008-07-10,-0.7633
2008-07-14,-2.4537
2008-07-15,-2.3304
2008-07-16,-0.8282
2008-07-17,-0.079
2008-07-22,-4.2757
2008-07-23,0.0303
2008-07-24,0.4058
2008-07-25,-7.6998
2008-07-28,0.0071
2008-07-31,2.3298
2008-08-01,-2.2786
2008-08-05,-5.3701
2008-08-06,4.9485
2008-08-07,-2.6907
2008-08-08,-5.5269
2008-08-11,-6.5875
2008-08-12,-1.9929000000000001
2008-08-13,2.0273
2008-08-14,-4.5468
2008-08-15,-4.6075
2008-08-18,-1.042
2008-08-19,-3.4108
2008-08-20,4.3052
2008-08-22,11.2959
2008-08-25,-3.8038
2008-08-26,0.5074
2008-09-02,3.3224
2008-09-05,-1.4339
2008-09-09,-4.6974
2008-09-10,3.8743
2008-09-12,-0.1145
2008-09-15,-7.4468
2008-09-16,-4.6159
2008-09-17,-1.7721
2008-09-18,-8.0755
2008-09-19,14.1049
2008-09-24,0.7839
2008-09-25,-1.2197
2008-09-26,-5.891
2008-09-29,-12.5787
2008-09-30,0.0513
2008-10-01,-2.6105
2008-10-02,-8.3193
2008-10-03,1.5777999999999999
2008-10-06,-15.1669
2008-10-07,5.9275
2008-10-08,-11.8357
2008-10-10,-24.6076
2008-10-14,20.5867
2008-10-15,-4.332
2008-10-16,-13.3269
2008-10-17,18.0867
2008-10-20,16.166
2008-10-22,-14.115
2008-10-24,-21.3207
2008-10-29,31.8358
2008-10-30,3.5564
2008-11-06,5.289
2008-11-07,3.4208
2008-11-10,5.1648
2008-11-11,-4.2947
2008-11-12,-5.7757
2008-11-13,-5.9907
2008-11-14,4.9427
2008-11-17,1.8558
2008-11-20,-27.9751
2008-11-21,3.074
2008-11-25,1.9882
2008-12-05,-5.3305
2008-12-08,15.8784
2008-12-09,3.1063
2008-12-11,17.0869
2008-12-12,-3.6052
2008-12-15,-2.1742
2008-12-16,-0.4436
2008-12-18,9.8287
2008-12-29,-14.2315
2008-12-31,20.7022
2009-01-02,4.8481
2009-01-05,19.7981
2009-01-06,-5.8679
2009-01-07,-1.6185
2009-01-12,-4.2292
2009-01-13,-12.2699
2009-01-26,20.3395
2009-01-27,1.4954
2009-01-29,3.9801
2009-01-30,-7.2303
2009-02-02,-1.0105
2009-02-05,0.9168
2009-02-06,13.0444
2009-02-10,0.8637
2009-02-18,0.1068
2009-02-20,-6.95
2009-02-24,-9.224
2009-02-26,15.5042
2009-02-27,-2.1531000000000002
2009-03-04,2.4293
2009-03-06,-2.1567
2009-03-11,-0.6057
2009-03-16,2.511
2009-03-17,-0.2609
2009-03-23,2.2586
2009-03-30,-6.0795
2009-04-01,3.058
2009-04-02,6.5825
2009-04-03,1.76
2009-04-06,-1.4151
2009-04-13,-0.614
2009-04-14,2.3028
2009-04-15,-3.5039
2009-04-16,-2.9525
2009-04-20,-3.6013
2009-04-21,-12.6325
2009-04-23,5.227
2009-04-24,6.0329
2009-04-27,1.7469000000000001
2009-05-04,7.2946
2009-05-07,9.8857
2009-05-08,-2.1537
2009-05-12,3.3201
2009-05-19,-4.6373
2009-05-20,-0.894
2009-05-26,3.4759
2009-05-27,-0.0075
2009-05-28,0.8718
2009-05-29,1.0608
2009-06-01,2.9259
2009-06-03,-11.4836
2009-06-05,4.7823
2009-06-08,-1.6604
2009-06-11,0.2434
2009-06-15,-11.6255
2009-06-16,1.8493
2009-06-17,-6.9769
2009-06-18,-6.3061
2009-06-22,-3.223
2009-06-24,10.4463
2009-06-29,-2.7805999999999997
2009-07-06,-4.1106
2009-07-07,-0.3633
2009-07-10,1.0863
2009-07-16,10.2886
2009-07-20,-0.7421
2009-07-24,1.7315
2009-07-28,-1.7601
2009-07-29,-0.3752
2009-07-31,2.8175
2009-08-04,2.0333
2009-08-06,-4.302
2009-08-07,-0.8388
2009-08-10,-0.7095
2009-08-12,-2.1507
2009-08-13,-0.2973
2009-08-17,-8.5698
2009-08-18,3.3987
2009-08-19,0.5821
2009-08-20,2.077
2009-08-21,3.1917
2009-08-25,-3.8302
2009-08-27,-1.4803
2009-08-28,1.6186
2009-09-03,-0.913
2009-09-10,14.3828
2009-09-11,1.2851
2009-09-14,-5.3907
2009-09-16,4.8505
2009-09-18,0.6142
2009-09-23,-0.1414
2009-09-25,-4.7363
2009-09-28,-0.7363
2009-10-05,-0.1905
2009-10-07,3.7205
2009-10-13,2.5659
2009-10-14,1.7518
2009-10-15,1.159
2009-10-19,4.8734
2009-10-22,4.4253
2009-10-27,-10.5451
2009-10-29,-5.1631
2009-11-03,-3.3186
2009-11-11,9.7164
2009-11-17,-2.7094
2009-11-18,3.8185000000000002
2009-12-01,4.4151
2009-12-03,2.2096
2009-12-14,9.5655
2009-12-16,3.117
2009-12-17,-5.1117
2009-12-21,1.4288
2009-12-29,3.4929
2009-12-30,-2.0738
2009-12-31,0.2367
2010-01-06,7.6372
2010-01-08,1.4707
2010-01-11,-2.293
2010-01-12,-0.2983
2010-01-19,-3.983
2010-01-21,-4.4321
2010-01-22,-1.2852999999999999
2010-01-25,0.5194
2010-01-26,2.6135
2010-01-27,-2.6163
2010-01-29,-2.0727
2010-02-02,2.5672
2010-02-04,-6.2455
2010-02-09,-1.2795
2010-02-16,8.0498
2010-02-18,-0.4111
2010-02-19,-0.5717
2010-02-24,0.2939
2010-03-01,8.7912
2010-03-02,0.7407
2010-03-08,-0.4078
2010-03-10,-0.0285
2010-03-11,0.8409
2010-03-12,1.5821
2010-03-16,-0.4981
2010-03-18,1.6583
2010-03-19,-4.0262
2010-03-25,3.0987999999999998
2010-03-26,1.881
2010-03-31,1.6093
2010-04-01,-3.5968999999999998
2010-04-05,1.9989
2010-04-08,-3.8213
2010-04-12,6.2297
2010-04-13,-1.9266999999999999
2010-04-16,-3.1314
2010-04-19,-1.9104
2010-04-27,-5.0557
2010-04-29,2.094
2010-04-30,-0.0932
2010-05-04,-4.7095
2010-05-17,-9.1881
2010-05-18,1.1358
2010-05-20,-10.4246
2010-05-21,4.163
2010-05-25,-0.8865
2010-05-26,5.6897
2010-06-08,-10.2039
2010-06-14,8.778
2010-06-16,-2.6419
2010-06-25,-2.8905
2010-06-28,-0.7121
2010-06-29,-1.4355
2010-07-09,8.451
2010-07-13,0.2965
2010-07-20,-2.6718
2010-07-21,-0.1279
2010-07-27,0.9358
2010-08-11,6.5626
2010-08-17,12.1056
2010-08-18,-2.6166
2010-08-25,-8.7986
2010-08-26,2.3563
2010-09-01,-6.6785
2010-09-02,0.5841
2010-09-03,-0.448
2010-09-07,-0.8479
2010-09-08,-0.29
2010-09-10,4.0818
2010-09-14,5.507
2010-09-15,-1.775
2010-09-24,-2.3189
2010-09-27,1.355
2010-09-30,-4.4102
2010-10-01,2.8683
2010-10-04,-1.78
2010-10-05,0.4832
2010-10-08,-1.1874
2010-10-12,2.886
2010-10-13,2.091
2010-10-14,-1.1519
2010-10-15,0.0238
2010-10-18,2.2162
2010-10-25,0.7986
2010-10-27,-0.4615
2010-10-29,3.4592
2010-11-03,-0.8637
2010-11-04,0.1563
2010-11-05,0.4203
2010-11-08,-2.754
2010-11-09,0.8262
2010-11-10,-11.2181
2010-11-11,-8.6403
2010-11-12,1.1492
2010-11-15,-1.291
2010-11-16,-7.0264
2010-11-24,3.024
2010-11-26,-2.5314
2010-11-29,0.2438
2010-11-30,-0.6023
2010-12-02,2.2312
2010-12-03,0.3968
2010-12-07,-1.1858
2010-12-08,0.0
2010-12-09,-1.5963
2010-12-10,-1.6056
2010-12-13,0.9876
2010-12-20,6.3165
2010-12-21,6.5003
2010-12-23,4.0973
2010-12-29,2.4881
2010-12-30,-0.2794
2010-12-31,1.4963
2011-01-04,-2.3891999999999998
2011-01-05,-0.5035
2011-01-07,7.6858
2011-01-10,-1.5596
2011-01-11,-2.6568
2011-01-13,-0.579
2011-01-14,-1.9445000000000001
2011-01-18,0.6742
2011-01-19,-0.3295
2011-01-25,-3.5836
2011-01-26,-1.4447
2011-01-27,6.62
2011-01-31,-3.5761
2011-02-03,-1.689
2011-02-08,-9.6682
2011-02-09,0.2606
2011-02-11,-7.3988
2011-02-14,-2.4126
2011-02-15,2.4723
2011-02-16,-1.4830999999999999
2011-02-22,2.211
2011-03-07,6.2634
2011-03-14,-0.2574
2011-03-21,3.0633
2011-03-28,-1.2544
2011-03-31,0.1646
2011-04-01,1.3254000000000001
2011-04-06,2.5213
2011-04-15,0.1734
2011-04-28,2.2188
2011-05-06,0.7048
2011-05-11,-4.5097000000000005
2011-05-12,-0.0904
2011-05-13,3.5657
2011-05-19,2.1654
2011-05-20,-0.045
2011-06-03,-9.2046
2011-06-08,1.012
2011-06-09,0.6888
2011-06-16,-3.3241
2011-06-20,-4.6115
2011-06-22,-3.8123
2011-06-23,-1.4339
2011-06-24,2.0238
2011-07-05,3.985
2011-07-06,0.4772
2011-07-12,-9.1486
2011-07-13,0.2376
2011-07-15,0.5474
2011-07-18,-5.5744
2011-07-22,2.8449999999999998
2011-07-27,-6.8011
2011-07-29,-2.9935
2011-08-02,-0.7926
2011-08-04,-8.5145
2011-08-08,-6.3606
2011-08-09,-1.0801
2011-08-12,8.6305
2011-08-19,-4.8938
2011-08-22,-1.5347
2011-08-23,0.3559
2011-08-25,-0.4968
2011-08-30,-6.857
2011-09-01,-8.1434
2011-09-02,-1.9334
2011-09-13,1.2061
2011-09-19,5.1844
2011-09-21,-1.8947
2011-09-22,-5.8657
2011-09-26,-0.3327
2011-09-27,-9.1288
2011-09-29,-1.3546
2011-10-07,5.7022
2011-10-12,18.2292
2011-10-19,4.4263
2011-10-21,3.1349
2011-10-31,-5.0071
2011-11-21,-13.5922
2011-11-23,4.2837
2011-12-13,-6.7116
2011-12-19,-19.4731
2011-12-28,16.0546
2011-12-29,5.2446
2011-12-30,5.9569
2012-01-18,-10.5721
2012-01-19,0.0129
2012-01-23,-0.919
2012-01-25,0.7556
2012-01-27,0.9516
2012-01-30,-2.6358
2012-02-03,4.6381
2012-02-08,-6.3509
2012-03-01,28.866
2012-03-14,-7.6667
2012-03-20,2.8881
2012-03-28,-2.2807
2012-04-11,-8.64
2012-04-13,-2.9231
2012-04-17,4.3193
2012-04-27,-1.4626000000000001
2012-05-09,-3.1902
2012-05-18,-14.8088
2012-05-22,17.2397
2012-05-30,-12.4236
2012-06-20,-7.7209
2012-06-25,-5.1915
2012-06-28,0.3721
2012-06-29,2.5423999999999998
2012-07-10,1.0169
2012-07-17,-0.0863
2012-07-25,-4.043
2012-07-30,-1.3333
2012-08-01,-0.9797
2012-08-07,-8.8366
2012-08-08,-7.7844
2012-08-24,-2.1104
2012-08-30,-7.7943999999999996
2012-08-31,-1.4388
2012-09-13,5.6204
2012-10-04,15.977
2012-10-05,-1.4338
2012-10-16,-5.3805
2012-10-18,-3.2426
2012-11-14,0.5695
2012-11-21,7.5304
2012-11-29,-5.2933
2012-12-04,3.5703
2012-12-10,-12.9718
2012-12-28,7.2961
2013-01-07,4.0
2013-01-24,36.7949
2013-02-08,1.687
2013-02-13,1.3364
2013-02-14,0.3638
2013-02-15,-0.5211
2013-02-19,0.2961
2013-02-20,-1.2262
2013-03-18,-18.3851
2013-04-05,-0.0634
2013-04-08,-2.2759
2013-04-09,-2.3434
2013-04-22,-24.6899
2013-04-23,-1.6471
2013-05-06,21.3168
2013-05-14,2.806
2013-05-15,0.2238
2013-05-21,2.9027
2013-06-05,1.5422
2013-06-24,-1.7019
2013-07-15,5.5280000000000005
2013-08-08,-3.8846
2013-09-03,-25.4133
2013-09-10,-2.2989
2013-09-13,-8.0672
2013-09-18,-28.7934
2013-09-19,-10.0289
2013-10-01,24.9866
2013-10-02,-1.0274
2013-10-10,13.7255
2013-11-06,-5.2738
2013-11-15,-24.6253
2013-12-06,-9.8011
2013-12-09,-4.1929
2013-12-12,1.5307
2013-12-18,3.0659
2013-12-20,-57.1176
2013-12-30,15.0183
2014-01-08,32.2054
2014-01-09,45.4983
2015-01-21,-99.9793
2015-12-30,-54.4
2016-03-10,1654.386
2016-05-18,0.0
2017-08-28,-99.9
2017-11-22,9900.0
2018-02-02,0.0
2018-10-03,100.0
2018-11-01,0.0
2018-12-14,-50.0
2019-01-18,0.0
2019-04-02,-90.0
2019-10-24,900.0
2019-12-05,0.0
2019-12-30,0.0
2020-02-20,900.0
