ticker,FAGI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-09-08,4.7619
2005-09-09,4.5455
2005-09-12,0.0
2005-09-20,-4.3478
2005-09-28,-9.0909
2005-09-29,-15.0
2005-10-26,-30.5882
2005-10-27,1.6949
2005-11-02,25.0
2005-11-04,20.0
2005-11-09,-7.7778
2005-11-23,-1.2048
2005-12-12,25.6098
2005-12-16,0.0
2005-12-23,-17.4757
2006-01-17,0.0
2006-01-18,0.0
2006-02-09,5.8824
2006-03-10,-72.2222
2006-03-14,260.0
2006-03-15,-66.6667
2006-03-16,200.0
2006-03-21,5.5556
2006-03-30,-10.526299999999999
2006-03-31,23.5294
2006-04-07,-71.4286
2006-04-10,233.3333
2006-05-02,-70.0
2006-05-15,233.3333
2006-08-25,-80.0
2006-09-29,350.0
2006-10-09,0.0
2006-11-08,-77.7778
2006-11-14,-5.0
2006-11-16,363.1579
2006-11-20,-77.2727
2006-12-13,300.0
2007-04-09,-78.75
2007-04-10,235.2941
2007-05-07,-70.1754
2007-05-09,235.2941
2007-06-04,-64.9123
2007-06-13,-25.0
2007-06-15,-6.6667
2007-06-26,-35.7143
2007-06-27,533.3333
2007-06-28,-3.5088
2007-08-16,-90.9091
2007-08-21,1000.0
2007-08-28,-90.9091
2007-08-29,1000.0
2007-09-13,-7.2727
2007-12-28,-50.9804
2008-01-08,-88.0
2008-01-10,733.3333
2008-01-16,-80.0
2008-01-31,400.0
2008-02-22,-80.0
2008-02-28,400.0
2008-03-10,0.0
2008-03-11,-72.0
2008-03-24,-28.5714
2008-03-28,0.0
2008-04-03,20.0
2008-04-11,0.0
2008-04-17,0.0
2008-04-23,-16.6667
2008-04-24,300.0
2008-04-28,0.0
2008-05-07,0.0
2008-05-13,0.0
2008-05-30,25.0
2008-07-07,-80.0
2008-07-09,0.0
2008-07-14,100.0
2008-07-18,-10.0
2008-08-04,-44.4444
2008-08-05,40.0
2008-08-06,0.0
2008-08-07,-28.5714
2008-08-08,0.0
2008-08-12,400.0
2008-08-18,-80.0
2008-08-21,400.0
2008-09-10,-80.0
2008-09-11,400.0
2009-05-04,-80.0
2009-05-26,-98.0
2009-05-29,9900.0
2009-08-17,200.0
2009-08-18,-70.0
2009-08-20,-88.8889
2009-08-24,900.0
2009-09-02,0.0
2009-09-21,-90.0
2009-09-22,900.0
2009-11-19,-80.0
2009-12-31,400.0
2010-01-15,0.0
2010-05-25,-80.0
2010-06-18,400.0
2010-07-06,-80.0
2010-08-23,0.0
2010-10-01,150.0
