ticker,CCVS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-02-06,0.0
2004-02-11,10.0
2004-02-27,0.0
2004-03-15,0.0
2004-03-30,-5.4545
2005-03-08,-3.8462
2005-03-10,0.0
2005-04-13,0.0
2005-07-26,4.0
2005-10-19,0.0
2006-01-24,0.0
2006-02-07,-11.538499999999999
2006-03-14,8.6957
2006-03-30,2.0
2006-04-03,-1.9607999999999999
2006-04-06,4.0
2006-06-06,-1.9231
2006-07-19,0.7843
2006-11-07,-0.7782
2006-12-08,-1.9607999999999999
2007-02-07,4.0
2007-06-18,-7.6923
2007-06-25,-2.0833
2007-08-21,2.1277
2007-10-02,5.2083
2007-10-10,2.9703
2007-10-30,-3.8462
2007-11-28,0.0
2008-01-14,0.0
2008-01-16,-0.4
2008-02-08,-11.6466
2008-03-05,9.0909
2008-03-24,-10.4167
2008-03-28,6.9767
2008-04-29,0.0
2008-05-29,-8.6957
2008-06-03,4.7619
2008-06-11,-20.4545
2008-06-26,20.0
2008-06-30,0.0
2008-10-02,-9.5238
2008-10-10,-18.4211
2008-10-28,16.129
2008-11-26,5.5556
2008-12-17,-15.2632
2008-12-29,-0.6211
2009-01-08,0.0
2009-12-28,-31.25
2011-04-15,-95.4545
2017-09-18,-10.0
2017-09-27,0.4444
2017-10-24,21.6814
2017-10-25,100.0
2017-11-02,-31.8182
2017-12-06,0.0
2017-12-07,-32.0
2017-12-08,58.8235
2017-12-12,0.0
2017-12-14,0.0
2017-12-15,-43.2099
2017-12-28,2.1739
2017-12-29,35.3191
2018-01-03,-19.8113
2018-01-18,0.0
2018-01-31,17.647100000000002
2018-02-08,-8.3333
2018-03-01,3.6364
2018-03-21,-8.4211
2018-05-16,34.0996
2018-08-06,14.2857
2018-08-22,-12.5
2018-09-14,0.0
2018-09-19,0.0
2018-11-15,-21.4286
2018-11-20,54.5455
2018-11-26,0.0
2018-11-27,0.0
2018-12-03,0.0
2018-12-17,-29.4118
2018-12-27,-5.8333
2019-01-18,1.9468999999999999
2019-02-11,12.8472
2019-02-12,0.0
2019-02-13,0.0
2019-02-14,0.0
2019-02-15,0.0
2019-02-19,0.0
2019-02-28,0.0
2019-03-18,0.1538
2019-03-29,-7.8341
2019-05-07,8.3333
2019-05-28,-6.7692
2019-06-07,7.2607
2019-07-01,-6.9231
2019-07-30,-5.7851
2019-08-06,-0.8772
2019-09-10,2.6549
2019-09-16,3.4483
2019-09-20,1.6667
2019-09-24,1.6393
2019-09-26,0.0
2019-10-03,-0.8065
2019-10-15,0.0
2019-11-26,0.0
2019-11-29,0.0
2019-12-10,-1.626
2019-12-11,0.8264
2019-12-12,0.0
2019-12-13,-1.6393
2019-12-20,1.6667
2019-12-23,0.0
2019-12-27,7.377
2019-12-31,6.8702
2020-01-03,0.0
2020-01-29,-1.4285999999999999
2020-02-03,44.9275
2020-02-05,-10.0
2020-02-11,0.0
2020-02-12,0.0
2020-02-27,-5.5556
2020-03-12,-2.9412000000000003
2020-03-13,-9.0909
2020-03-17,0.0
2020-03-31,-3.3333
2020-04-08,-3.4483
2020-04-09,-10.7143
2020-04-21,-1.6
2020-04-22,0.0
2020-05-18,0.813
2020-05-21,0.8065
2020-06-01,-1.6
2020-06-05,0.0
2020-06-08,0.0
2020-06-17,0.0
2020-07-20,1.626
2020-07-23,0.0
