ticker,AEMC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-10-19,34.5972
2004-10-20,39.4366
2004-12-03,26.0101
2004-12-06,-0.2004
2004-12-08,4.0161
2005-01-31,-22.7799
2005-02-03,35.0
2005-02-07,11.1111
2005-02-08,0.0
2005-05-31,66.6667
2005-06-02,20.0
2005-06-07,0.0
2005-06-15,11.6667
2005-09-27,0.0
2005-09-28,0.0
2005-10-04,0.0
2005-10-05,-0.2985
2005-10-06,36.2275
2005-10-07,9.8901
2005-10-20,0.0
2005-11-04,0.2
2005-11-09,9.7804
2005-11-15,9.0909
2005-11-16,0.0
2005-11-18,8.3333
2005-11-23,-0.7692
2005-12-02,0.7752
2006-01-10,0.0
2006-01-17,-0.7692
2006-01-23,-18.6047
2006-01-27,23.8095
2006-03-01,-15.3846
2006-03-06,9.0909
2006-03-07,-8.3333
2006-04-27,-47.8182
2006-06-22,56.7944
2006-08-01,0.0
2006-09-08,-47.7778
2006-09-11,61.7021
2006-09-18,0.0
2006-09-21,-15.7895
2006-10-04,0.0
2006-10-05,-21.875
2006-10-06,60.0
2006-10-09,0.0
2006-10-10,0.0
2006-10-16,-53.75
2006-10-17,-2.7027
2006-11-15,-86.1111
2006-11-16,20.0
2006-11-17,33.3333
2006-11-28,-22.5
2006-11-29,-3.2258
2006-12-13,533.3333
2006-12-14,-73.6842
2006-12-15,90.0
2006-12-19,-7.3684
2006-12-26,7.9545
2006-12-27,-5.2632
2006-12-28,-55.5556
2006-12-29,125.0
2007-01-03,-65.5556
2007-01-04,287.0968
2007-01-05,-77.5
2007-01-08,11.1111
2007-01-09,10.0
2007-01-10,133.3333
2007-01-12,-2.5974
2007-01-16,6.6667
2007-01-18,-8.75
2007-01-19,9.589
2007-01-23,-12.5
2007-01-26,14.2857
2007-01-30,0.0
2007-01-31,0.0
2007-02-02,-12.5
2007-02-05,84.2857
2007-02-08,-23.2558
2007-02-16,0.0
2007-02-20,1.0101
2007-02-22,65.0
2007-02-26,-66.6667
2007-02-27,1.8182
2007-02-28,42.8571
2007-03-02,-7.5
2007-03-07,-18.9189
2007-03-08,0.0
2007-03-12,-41.6667
2007-03-19,2.8571
2007-03-20,-5.5556
2007-03-21,-52.9412
2007-03-22,0.0
2007-03-23,150.0
2007-03-30,0.0
2007-04-02,-2.5
2007-04-04,0.0
2007-04-05,-58.9744
2007-04-13,-37.5
2007-04-16,50.0
2007-04-17,33.3333
2007-04-20,25.0
2007-04-23,0.0
2007-04-24,0.0
2007-04-25,0.0
