ticker,ONCX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-03-22,0.0
2016-04-11,11.1111
2016-04-12,0.0
2016-04-13,0.0
2016-05-18,0.0
2016-05-26,0.0
2016-07-06,12.5
2016-07-07,11.1111
2016-07-26,-10.0
2016-07-28,0.0
2016-07-29,0.0
2016-08-09,0.0
2016-08-10,0.0
2016-08-11,0.0
2016-08-15,0.0
2016-08-16,0.0
2016-08-22,0.0
2016-08-24,0.0
2016-08-26,0.0
2016-08-29,-44.4722
2016-08-30,0.0
2016-08-31,64.082
2016-09-02,-35.122
2016-09-06,-6.015
2016-09-12,20.0
2016-09-20,0.0
2016-09-30,0.0
2016-10-04,0.0
2016-10-13,0.0
2016-10-14,0.0
2016-10-17,3.3333
2016-10-18,3.2258
2016-10-19,0.0
2016-10-20,-6.25
2016-10-21,6.6667
2016-10-24,3.125
2016-10-25,0.0
2016-10-26,0.0
2016-10-28,-18.1818
2016-10-31,11.1111
2016-11-01,0.0
2016-11-02,0.0
2016-11-03,0.0
2016-11-04,0.0
2016-11-07,-10.0
2016-11-08,3.6574
2016-11-09,-7.1014
2016-11-10,-23.0769
2016-11-11,15.0
2016-11-14,-17.3913
2016-11-15,-18.4211
2016-11-16,-16.129
2016-11-17,19.2308
2016-11-18,-16.129
2016-11-21,15.3846
2016-11-22,-33.25
2016-11-23,22.8464
2016-11-25,0.0
2016-11-28,-75.6098
2016-11-29,-53.3333
2016-11-30,182.1429
2016-12-01,-18.9873
2016-12-02,-21.875
2016-12-05,-31.5
2016-12-06,28.4672
2016-12-07,34.0909
2016-12-08,-18.6441
2016-12-09,4.1667
2016-12-12,-8.0
2016-12-13,20.9239
2016-12-14,-11.9101
2016-12-15,-18.3673
2016-12-16,0.0
2016-12-19,-3.75
2016-12-20,-6.4935
2016-12-21,-23.9583
2016-12-22,15.0685
2016-12-23,1.5873
2016-12-27,-13.2813
2016-12-28,-7.6577
2016-12-29,-14.1463
2016-12-30,13.6364
2017-01-03,-3.0
2017-01-04,7.2165
2017-01-05,16.3462
2017-01-06,-7.438
2017-01-09,-7.1429
2017-01-10,23.0769
2017-01-11,-14.0625
2017-01-12,1.3636
2017-01-13,0.4484
2017-01-17,-13.392900000000001
2017-01-18,12.3711
2017-01-19,-17.4312
2017-01-20,14.4444
2017-01-23,-7.767
2017-01-24,-7.3684
2017-01-25,7.9545
2017-01-26,-3.1579
2017-01-27,0.0
2017-01-30,11.413
2017-01-31,-21.9512
2017-02-01,-20.0
2017-02-02,6.25
