ticker,GDAR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-12-09,0.0
2009-12-10,0.0
2009-12-11,20.0
2009-12-21,-16.6667
2009-12-22,0.0
2009-12-24,-20.0
2010-01-26,-25.0
2010-01-27,-20.0
2010-03-24,-79.1667
2010-04-05,280.0
2010-04-07,-78.9474
2010-04-26,100.0
2010-04-28,-73.75
2010-05-11,242.8571
2010-05-12,-5.5556
2010-05-14,-48.5294
2010-05-17,14.2857
2010-05-18,0.0
2010-05-19,50.0
2010-05-24,566.6667
2010-05-25,-15.0
2010-05-27,-74.0074
2010-05-28,35.785
2010-06-01,0.0
2010-06-03,66.6667
2010-06-04,0.0
2010-06-07,-10.0
2010-06-11,11.1111
2010-06-14,0.0
2010-07-06,-15.0
2010-07-07,0.0
2010-07-14,229.4118
2010-07-16,-75.0
2010-07-27,-14.2857
2010-07-29,0.0
2010-08-02,-16.6667
2010-08-09,0.0
2010-10-20,20.0
2010-11-04,-33.3333
2010-11-05,75.0
2010-12-10,0.0
2010-12-29,28.5714
2011-01-26,22.2222
2011-01-31,-9.0909
2011-02-04,20.0
2011-02-07,-33.3333
2011-02-15,-25.0
2011-02-22,100.0
2011-03-01,-33.3333
2011-03-02,25.0
2011-03-03,-20.0
2011-03-10,0.0
2011-03-30,0.0
2011-03-31,-25.0
2011-04-07,-8.3333
2011-04-08,9.0909
2011-04-11,66.6667
2011-04-12,20.0
2011-04-13,-58.3333
2011-04-21,200.0
2011-04-25,0.0
2011-05-05,-53.3333
2011-06-28,-28.5714
2011-07-13,0.0
2011-07-21,0.0
2011-08-01,-20.0
2011-08-05,0.0
2011-09-01,0.0
2011-10-06,0.0
2011-11-29,-25.0
2011-12-27,0.0
2012-03-15,-50.0
2012-04-13,0.0
2012-04-18,0.0
2012-04-26,0.0
2012-08-23,100.0
2012-08-31,0.0
2012-09-04,0.0
2012-09-11,-30.0
2012-09-18,-28.5714
2012-10-10,-20.0
2012-10-11,75.0
2012-11-07,-66.6667
2012-11-08,-14.2857
2012-11-12,41.6667
2012-11-13,76.4706
2012-11-14,-13.3333
2012-11-15,-23.0769
2012-11-16,0.0
2012-11-19,0.0
2012-11-21,-10.0
2012-11-27,-66.6667
2012-11-28,-20.8333
2012-11-29,0.0
2012-11-30,89.4737
2012-12-03,11.1111
2012-12-04,-30.0
2012-12-06,-25.0
2012-12-07,14.2857
2012-12-12,-20.8333
2012-12-17,47.3684
2012-12-21,-3.5714
2012-12-31,9.2593
2013-01-02,0.0
