ticker,STIM US Equity
2018-11-13,-1.5901999999999998
2018-11-14,-14.2198
2018-11-15,-5.5436
2018-11-16,3.1339
2018-11-19,-11.6022
2018-11-20,0.625
2018-11-21,12.9814
2018-11-23,-2.0891
2018-11-26,0.4492
2018-11-27,-2.4036
2018-11-28,2.52
2018-11-29,0.5028
2018-11-30,-0.8338
2018-12-03,0.8969
2018-12-04,3.0
2018-12-06,7.2816
2018-12-07,-1.1061
2018-12-10,1.1185
2018-12-11,3.9215999999999998
2018-12-12,-4.8863
2018-12-13,1.2716
2018-12-14,0.9041
2018-12-17,-4.6292
2018-12-18,2.6618
2018-12-19,-2.0336
2018-12-20,-2.5427999999999997
2018-12-21,3.1949
2018-12-24,-3.7152
2018-12-26,2.1972
2018-12-27,-0.7866
2018-12-28,0.37
2018-12-31,1.8957000000000002
2019-01-02,1.1886
2019-01-03,-3.8304
2019-01-04,1.9118
2019-01-07,-8.1292
2019-01-08,-3.5735
2019-01-09,2.1765
2019-01-10,0.7484
2019-01-11,-1.7143000000000002
2019-01-14,-8.314
2019-01-15,-2.8535
2019-01-16,-2.3499
2019-01-17,-1.3369
2019-01-18,-2.439
2019-01-22,-3.8889
2019-01-23,-1.7341
2019-01-24,2.7941000000000003
2019-01-25,7.9399
2019-01-28,7.7535
2019-01-29,2.8905
2019-01-30,0.6575
2019-01-31,1.6627
2019-02-01,0.0
2019-02-04,0.6425
2019-02-05,-0.5804
2019-02-06,-0.2335
2019-02-07,0.3511
2019-02-08,0.3499
2019-02-11,0.7554
2019-02-12,1.4418
2019-02-13,-0.7959
2019-02-14,-0.1146
2019-02-15,3.2129
2019-02-19,-4.1134
2019-02-20,2.3188
2019-02-21,-3.6827
2019-02-22,-5.0
2019-02-25,9.7214
2019-02-26,-3.781
2019-02-27,0.8798
2019-02-28,1.4535
2019-03-01,-0.1719
2019-03-04,-7.8071
2019-03-05,2.9265
2019-03-06,2.9643
2019-03-07,-8.0494
2019-03-08,4.9201
2019-03-11,4.2631
2019-03-12,-4.0304
2019-03-13,0.6086
2019-03-14,-1.9359
2019-03-15,-0.7403
2019-03-18,1.8645
2019-03-19,6.7114
2019-03-20,-3.0875
2019-03-21,-1.4748999999999999
2019-03-22,-13.1737
2019-03-25,0.069
2019-03-26,1.0338
2019-03-27,0.6139
2019-03-28,4.0
2019-03-29,-0.5867
2019-04-01,-3.2787
2019-04-02,6.8475
2019-04-03,0.1269
2019-04-04,8.5551
2019-04-05,-0.5838
2019-04-08,0.9982
2019-04-09,-1.1628
2019-04-10,-1.0
2019-04-11,-0.7724
2019-04-12,-0.0599
2019-04-15,-2.157
2019-04-16,-0.9798
2019-04-17,-3.7106
2019-04-18,-0.0642
2019-04-22,0.0
2019-04-23,2.7635
2019-04-24,-1.3133
2019-04-25,-1.9645000000000001
2019-04-26,10.084
2019-04-29,0.9982
2019-04-30,-3.0814
2019-05-01,2.5795
2019-05-02,-5.4386
2019-05-03,2.2263
2019-05-06,3.6298
2019-05-07,-7.9393
2019-05-08,2.7267
2019-05-09,-6.0494
2019-05-10,-6.2418
2019-05-13,0.7008
2019-05-14,4.5929
2019-05-15,-0.4657
2019-05-16,-0.7353
2019-05-17,-3.0303
2019-05-20,2.1528
2019-05-21,1.4956
2019-05-22,-2.3443
2019-05-23,-3.7037
2019-05-24,-6.7664
2019-05-28,2.5974
2019-05-29,-9.3075
2019-05-30,-6.9787
2019-05-31,1.677
2019-06-03,2.3438
2019-06-04,-10.687
2019-06-05,-5.4131
2019-06-06,-9.6386
2019-06-07,10.2222
2019-06-10,11.0887
2019-06-11,-1.5426
2019-06-12,-4.0553
2019-06-13,15.1777
2019-06-14,-3.5863
2019-06-17,-0.692
2019-06-18,0.1742
2019-06-19,4.3478
2019-06-20,7.5
2019-06-21,-1.5504
2019-06-24,-1.3386
2019-06-25,-4.7885
2019-06-26,-9.4719
2019-06-27,1.2037
2019-06-28,14.4556
2019-07-01,0.0
2019-07-02,0.0
2019-07-03,0.0
2019-07-05,3.5172
2019-07-08,-3.3205
2019-07-09,-0.5591
2019-07-10,2.249
2019-07-11,2.3566
2019-07-12,-1.7652
2019-07-15,0.3125
2019-07-16,-1.7913000000000001
2019-07-17,1.5067
2019-07-18,-1.0937999999999999
2019-07-19,-1.4218
2019-07-22,-8.0128
2019-07-23,-2.8746
2019-07-24,2.5112
2019-07-25,-4.0245
2019-07-26,4.5579
2019-07-29,-1.1334
2019-07-30,6.261
2019-07-31,-1.1618
2019-08-01,-3.8623
2019-08-02,-1.31
2019-08-05,-8.2301
2019-08-06,1.4465
2019-08-07,0.1901
2019-08-08,-5.0285
2019-08-09,-1.1988
2019-08-12,0.5056
2019-08-13,0.6036
2019-08-14,-3.1
2019-08-15,-0.4128
2019-08-16,3.6269
2019-08-19,1.0
2019-08-20,-1.9802
2019-08-21,-0.303
2019-08-22,-1.0132
2019-08-23,-3.0705999999999998
2019-08-26,2.2175
2019-08-27,-2.376
2019-08-28,0.1058
2019-08-29,4.1226
2019-08-30,8.3249
2019-09-03,-1.7807
2019-09-04,0.4771
2019-09-05,4.0836
2019-09-06,3.8321
2019-09-09,4.833
2019-09-10,-3.3529
2019-09-11,-0.3469
2019-09-12,-0.6092
2019-09-13,-1.0508
2019-09-16,-7.0796
2019-09-17,4.381
2019-09-18,0.2737
2019-09-19,-3.2757
2019-09-20,-3.2926
2019-09-23,-1.9455
2019-09-24,-7.9365
2019-09-25,-3.2328
2019-09-26,-3.5635
2019-09-27,0.9238
2019-09-30,-4.9199
2019-10-01,-0.1203
2019-10-02,2.5301
2019-10-03,3.1727
2019-10-04,2.7335000000000003
2019-10-07,2.2173
2019-10-08,-2.9284
2019-10-09,0.5587
2019-10-10,-0.7778
2019-10-11,-0.6719
2019-10-14,0.1127
2019-10-15,0.3378
2019-10-16,-0.5612
2019-10-17,2.2573
2019-10-18,-0.5519
2019-10-21,0.5549
2019-10-22,-0.7726
2019-10-23,-1.2236
2019-10-24,-2.8153
2019-10-25,3.1286
2019-10-28,0.4494
2019-10-29,-1.1186
2019-10-30,1.2443
2019-10-31,-0.4469
2019-11-01,1.0101
2019-11-04,-0.3333
2019-11-05,-39.1304
2019-11-06,-6.5934
2019-11-07,-3.9215999999999998
2019-11-08,-0.4082
2019-11-11,-3.0738
2019-11-12,2.537
2019-11-13,-8.866
2019-11-14,3.8462
2019-11-15,-1.7429000000000001
2019-11-18,-7.7605
2019-11-19,-0.9615
2019-11-20,1.335
2019-11-21,1.3174000000000001
2019-11-22,-0.2364
2019-11-25,0.0
2019-11-26,-4.5024
2019-11-27,5.9553
2019-11-29,1.171
2019-12-02,-0.9259
2019-12-03,6.0748
2019-12-04,-0.8811
2019-12-05,0.8889
2019-12-06,1.1013
2019-12-09,0.6536
2019-12-10,-2.1645
2019-12-11,-0.6637
2019-12-12,-0.4454
2019-12-13,-4.0268
2019-12-16,2.5641
2019-12-17,0.9091
2019-12-18,1.3514
2019-12-19,0.0
2019-12-20,-0.2222
2019-12-23,0.0
2019-12-24,0.2227
2019-12-26,-1.3333
2019-12-27,1.3514
2019-12-30,-0.4444
2019-12-31,0.2232
2020-01-02,0.0
2020-01-03,0.2227
2020-01-06,-1.7778
2020-01-07,-2.2624
2020-01-08,-0.463
2020-01-09,-2.093
2020-01-10,1.1876
2020-01-13,-0.939
2020-01-14,-1.4218
2020-01-15,0.0
2020-01-16,4.5673
2020-01-17,0.9195
2020-01-21,-0.9112
2020-01-22,-1.3793
2020-01-23,-0.4662
2020-01-24,-1.8735
2020-01-27,-5.2506
2020-01-28,-4.0302
2020-01-29,2.6247
2020-01-30,-0.7673
2020-01-31,-6.4433
2020-02-03,2.7548
2020-02-04,-2.9491
2020-02-05,1.6575
2020-02-06,-4.6196
2020-02-07,-5.4131
2020-02-10,-1.2048
2020-02-11,4.2683
2020-02-12,-5.5556
2020-02-13,0.6192
2020-02-14,4.6154
2020-02-18,-3.8235
2020-02-19,1.2232
2020-02-20,-1.8127
2020-02-21,0.6154
2020-02-24,-3.0581
2020-02-25,-4.1009
2020-02-26,-1.9737
2020-02-27,-1.0067
2020-02-28,-1.8643999999999998
2020-03-02,1.5544
2020-03-03,-15.6463
2020-03-04,8.0645
2020-03-05,1.1194
2020-03-06,-3.69
2020-03-09,-24.5211
2020-03-10,4.0609
2020-03-11,0.9756
2020-03-12,5.7971
2020-03-13,-5.0228
2020-03-16,-6.7308
2020-03-17,-9.2784
2020-03-18,-24.4318
2020-03-19,12.782
2020-03-20,-3.3333
2020-03-23,-11.7241
2020-03-24,14.0625
2020-03-25,3.4247
2020-03-26,8.6093
2020-03-27,-3.0488
2020-03-30,28.3019
2020-03-31,-7.3529
2020-04-01,-14.2857
2020-04-02,-4.9383
2020-04-03,-8.4416
2020-04-06,18.4397
2020-04-07,-1.7964
2020-04-08,7.9268
2020-04-09,10.7345
2020-04-13,-0.5102
2020-04-14,18.4615
2020-04-15,1.7316
2020-04-16,-8.5106
2020-04-17,9.7674
2020-04-20,-9.322
2020-04-21,-2.3364
2020-04-22,0.0
2020-04-23,3.3493
2020-04-24,6.9444
2020-04-27,12.1212
2020-04-28,-4.2471
2020-04-29,5.2419
2020-04-30,-4.2146
2020-05-01,-8.4
2020-05-04,3.0568
2020-05-05,-3.8136
2020-05-06,-2.2026
2020-05-07,-3.1532
2020-05-08,6.9767
2020-05-11,5.2174
2020-05-12,-8.2645
2020-05-13,-4.955
2020-05-14,-6.1611
2020-05-15,5.0505
2020-05-18,-1.9231
2020-05-19,-2.9412000000000003
2020-05-20,1.0101
2020-05-21,0.0
2020-05-22,-2.0
2020-05-26,2.551
2020-05-27,0.0
2020-05-28,-4.4776
2020-05-29,-4.6875
2020-06-01,0.0
2020-06-02,-1.6393
2020-06-03,3.8889
2020-06-04,-3.2086
2020-06-05,11.6022
2020-06-08,13.3663
2020-06-09,0.8734
2020-06-10,-3.4632
2020-06-11,-12.5561
2020-06-12,-3.0769
2020-06-15,0.5291
2020-06-16,0.0
2020-06-17,-1.0526
2020-06-18,-1.5957
2020-06-19,-1.6216
2020-06-22,-2.7473
2020-06-23,18.0791
2020-06-24,-5.7416
2020-06-25,6.599
2020-06-26,0.0
2020-06-29,-2.8571
2020-06-30,-5.3922
2020-07-01,-2.5907
2020-07-02,-2.6596
2020-07-06,2.1858
2020-07-07,1.0695000000000001
2020-07-08,-0.5291
2020-07-09,-3.1915
2020-07-10,7.6923
2020-07-13,-4.5918
2020-07-14,5.8824
2020-07-15,38.8889
2020-07-16,11.2727
2020-07-17,5.5556
2020-07-20,-6.8111
2020-07-21,2.99
2020-07-22,6.4516
2020-07-23,-9.0909
2020-07-24,0.3333
2020-07-27,-0.3322
2020-07-28,-3.6667
2020-07-29,-2.4221
2020-07-30,-6.7376000000000005
2020-07-31,1.5209000000000001
