ticker,STIM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-06-28,63.4118
2018-06-29,-4.2117
2018-07-02,-0.7516
2018-07-03,2.0825
2018-07-05,-4.0059
2018-07-06,-1.4683
2018-07-09,-1.5293999999999999
2018-07-10,4.0223
2018-07-11,0.0766
2018-07-12,-1.4155
2018-07-13,-3.0268
2018-07-16,9.2037
2018-07-17,-1.7955
2018-07-18,0.2239
2018-07-19,-1.2286
2018-07-20,-1.0554
2018-07-23,-0.8762
2018-07-24,0.5765
2018-07-25,-0.9553
2018-07-26,0.0
2018-07-27,-0.8488
2018-07-30,-0.6226
2018-07-31,-2.3101
2018-08-01,4.489
2018-08-02,-6.7127
2018-08-03,1.1513
2018-08-06,4.878
2018-08-07,0.7752
2018-08-08,9.3077
2018-08-09,8.3744
2018-08-10,8.7987
2018-08-13,-1.134
2018-08-14,-1.9318
2018-08-15,0.554
2018-08-16,-1.2856
2018-08-17,-3.0388
2018-08-20,2.1746
2018-08-21,0.5321
2018-08-22,5.2927
2018-08-23,-2.7499000000000002
2018-08-24,1.6418
2018-08-27,-0.4487
2018-08-28,-1.7728000000000002
2018-08-29,3.5791
2018-08-30,-1.0927
2018-08-31,-1.3138
2018-09-04,2.2693
2018-09-05,2.574
2018-09-06,3.2881
2018-09-07,1.0612
2018-09-10,3.7302999999999997
2018-09-11,-1.0655000000000001
2018-09-12,-0.5654
2018-09-13,-4.1971
2018-09-14,-1.2154
2018-09-17,-3.8913
2018-09-18,0.9229
2018-09-19,-1.2684
2018-09-20,-0.8963
2018-09-21,3.4368
2018-09-24,-3.1478
2018-09-25,3.6714
2018-09-26,-5.1669
2018-09-27,0.8571
2018-09-28,-2.7011
2018-10-01,-0.6862
2018-10-02,-5.4334
2018-10-03,-3.3876
2018-10-04,-2.7845
2018-10-05,-4.1018
2018-10-08,0.0369
2018-10-09,0.8478
2018-10-10,-11.330400000000001
2018-10-11,-3.8747
2018-10-12,4.5026
2018-10-15,-2.7493
2018-10-16,2.0675
2018-10-17,-7.1104
2018-10-18,3.0708
2018-10-19,7.3402
2018-10-22,0.3218
2018-10-23,-0.9222
2018-10-24,-2.7115
2018-10-25,-4.2429
2018-10-26,0.1303
2018-10-29,1.3014999999999999
2018-10-30,3.2976
2018-10-31,5.6385
2018-11-01,-0.1962
2018-11-02,-2.9099
2018-11-05,0.0
2018-11-06,3.8072
2018-11-07,-0.9754
2018-11-08,0.2758
2018-11-09,-2.7504999999999997
2018-11-12,-11.0707
