ticker,WTS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.9661
2000-01-04,0.0
2000-01-05,-0.8734
2000-01-06,0.8811
2000-01-07,-2.1834
2000-01-10,-0.8929
2000-01-11,-2.2523
2000-01-12,-0.4608
2000-01-13,0.0
2000-01-14,4.6296
2000-01-18,0.0
2000-01-19,1.3274
2000-01-20,8.2969
2000-01-21,-0.4032
2000-01-24,-2.4291
2000-01-25,-0.4149
2000-01-26,0.4167
2000-01-27,-0.4149
2000-01-28,0.4167
2000-01-31,0.4149
2000-02-01,-2.8926
2000-02-02,0.8511
2000-02-03,0.4219
2000-02-04,-0.8403
2000-02-07,-0.8475
2000-02-08,-2.5641
2000-02-09,0.4386
2000-02-10,-3.9301
2000-02-11,1.3636
2000-02-14,-1.3453
2000-02-15,-2.7273
2000-02-16,0.0
2000-02-17,1.8692
2000-02-18,-1.3761
2000-02-22,-0.9302
2000-02-23,3.7559
2000-02-24,1.3575
2000-02-25,-0.8929
2000-02-28,-0.4505
2000-02-29,4.9774
2000-03-01,-1.1207
2000-03-02,-0.8772
2000-03-03,-1.7699
2000-03-06,0.0
2000-03-07,-0.4505
2000-03-08,0.4525
2000-03-09,0.4505
2000-03-10,0.0
2000-03-13,-1.3453
2000-03-14,-0.4545
2000-03-15,-0.4566
2000-03-16,0.9174
2000-03-17,0.4545
2000-03-20,-2.7149
2000-03-21,2.3256
2000-03-22,-2.2727
2000-03-23,-0.9302
2000-03-24,-0.939
2000-03-27,-0.4739
2000-03-28,-1.9048
2000-03-29,-1.9417
2000-03-30,0.495
2000-03-31,-2.4631
2000-04-03,0.0
2000-04-04,4.5455
2000-04-05,-1.9324
2000-04-06,1.4778
2000-04-07,1.4563
2000-04-10,-1.4354
2000-04-11,0.0
2000-04-12,-1.9417
2000-04-13,1.4851
2000-04-14,-1.4634
2000-04-17,1.9802
2000-04-18,-7.767
2000-04-19,6.3158
2000-04-20,-0.495
2000-04-24,2.4876
2000-04-25,-0.4854
2000-04-26,-1.4634
2000-04-27,3.9604
2000-04-28,1.9048
2000-05-01,-4.2056000000000004
2000-05-02,-4.878
2000-05-03,1.5385
2000-05-04,0.5051
2000-05-05,0.0
2000-05-08,-1.005
2000-05-09,-1.0152
2000-05-10,-1.0256
2000-05-11,2.5907
2000-05-12,-3.0303
2000-05-15,3.6458
2000-05-16,-0.5025
2000-05-17,-3.0303
2000-05-18,-0.5208
2000-05-19,-2.0942
2000-05-22,4.8128
2000-05-23,-3.0612
