ticker,OSCN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-12-24,-20.0
2007-12-31,-62.5
2008-01-04,-33.3333
2008-01-17,-50.0
2008-02-15,900.0
2008-02-19,410.0
2008-02-20,47.0588
2008-02-21,6.6667
2008-02-22,-12.5
2008-02-25,0.0
2008-02-27,-58.5714
2008-02-28,20.6897
2008-02-29,-51.4286
2008-03-03,105.8824
2008-03-04,28.5714
2008-03-06,33.3333
2008-03-07,0.0
2008-03-11,-16.6667
2008-03-12,0.0
2008-03-14,0.0
2008-03-17,102.0
2008-03-18,1.9802
2008-03-19,-41.7476
2008-03-20,141.6667
2008-03-24,-26.8966
2008-03-25,3.7736
2008-03-26,-5.4545
2008-03-27,44.2308
2008-03-28,33.3333
2008-03-31,0.0
2008-04-01,-2.5
2008-04-02,0.0
2008-04-03,-1.5385
2008-04-04,0.0
2008-04-07,-8.8542
2008-04-08,-5.7143
2008-04-09,36.3636
2008-04-10,-2.2222
2008-04-11,-0.4545
2008-04-14,0.4566
2008-04-15,-7.7273
2008-04-16,18.7192
2008-04-17,3.7344
2008-04-18,12.0
2008-04-21,-21.4286
2008-04-22,2.2727
2008-04-23,-8.8889
2008-04-24,9.7561
2008-04-25,-11.1111
2008-04-28,20.0
2008-04-29,-10.4167
2008-05-02,2.3256
2008-05-05,13.6364
2008-05-06,-20.0
2008-05-07,0.0
2008-05-08,0.0
2008-05-14,12.5
2008-05-15,11.1111
2008-05-16,0.0
2008-05-19,-8.0
2008-05-21,-13.0435
2008-05-22,10.5
2008-05-23,10.8597
2008-05-27,2.0408
2008-05-29,11.7026
2008-05-30,-21.875
2008-06-03,0.0
2008-06-04,0.0
2008-06-05,7.6
2008-06-06,-3.3457
2008-06-09,7.6923
2008-06-10,-62.5
2008-06-11,147.619
2008-06-17,-3.8462
2008-06-18,0.0
2008-06-25,0.0
2008-07-08,-30.0
2008-07-09,-40.0
2008-07-10,65.7143
2008-07-11,43.6782
2008-07-15,-59.6
2008-07-16,137.6238
2008-07-17,-4.5833
2008-07-18,-1.7467000000000001
2008-07-23,-0.4444
2008-07-24,0.0
2008-07-25,-0.4464
2008-07-29,-8.9686
2008-07-30,8.3744
2008-07-31,-4.5455
2008-08-04,14.2857
2008-08-05,-12.5
2008-08-06,19.0476
2008-08-07,-6.0
2008-08-08,0.4255
2008-08-11,-2.9661
2008-08-12,4.8035
2008-08-14,0.0
2008-08-22,4.1667
2008-08-25,-50.0
2008-08-26,-8.0
2008-08-27,6.087
2008-08-28,-5.7377
2008-09-02,-4.3478
2008-09-03,-50.0
2008-09-04,92.7273
2008-09-05,-5.6604
2008-09-09,25.0
2008-09-10,-20.0
2008-09-16,5.0
2008-09-22,66.6667
2008-09-23,14.2857
2008-09-24,-49.5
2008-09-25,98.0198
2008-09-26,-25.0
2008-09-29,-60.0
2008-10-02,66.6667
2008-10-08,-19.5
2008-10-17,-14.2857
2008-10-21,46.3768
2008-10-22,-39.604
2008-10-23,-10.6557
2008-10-24,-6.422
2008-10-29,-21.5686
2008-10-30,-50.0
2008-10-31,50.0
2008-11-05,70.0
2008-11-06,-1.9607999999999999
2008-11-07,50.0
2008-11-10,-33.3333
2008-11-13,40.0
2008-12-02,-51.4286
2008-12-05,-48.5294
2008-12-08,71.4286
2008-12-19,-41.6667
2008-12-22,100.0
2008-12-29,-50.0
2009-01-14,-14.2857
2009-01-15,0.0
2009-01-20,-36.6667
2009-01-21,-47.3684
2009-01-28,-78.0
2009-01-30,0.0
2009-02-02,1263.6364
2009-02-03,0.0
2009-02-04,33.3333
2009-02-10,0.0
2009-02-13,100.0
2009-02-17,-12.5
2009-02-20,-57.1429
2009-02-23,393.3333
2009-03-02,-45.9459
2009-03-04,65.0
2009-03-05,4.5455
2009-03-09,30.4348
2009-03-13,-11.1111
2009-03-17,56.25
2009-03-18,-16.0
2009-03-19,-2.3810000000000002
2009-03-20,-50.731700000000004
2009-03-26,99.0099
2009-03-31,22.8856
2009-04-13,-58.7045
2009-04-14,121.5686
2009-05-21,-73.4513
2009-07-01,200.0
2009-07-02,-44.4444
2009-07-06,100.0
2009-07-07,25.0
2009-07-10,-20.16
2009-07-13,20.1403
2009-10-22,-58.2986
2010-01-28,0.0
2011-03-18,-99.0
2011-03-21,0.0
2011-12-02,100.0
2011-12-30,0.0
2012-03-15,0.0
2012-06-05,-40.0
2012-10-18,-66.6667
2012-11-16,0.0
2012-12-26,0.0
2013-01-29,0.0
2013-07-15,4900.0
2013-11-08,-90.0
2014-02-28,-90.0
2014-03-24,0.0
2014-10-16,31.25
2015-07-22,0.0
2018-01-22,-0.9524
2018-01-23,0.0
2018-04-03,0.0
2018-04-10,0.7692
2018-07-30,-0.7634
2019-06-07,3823.0769
2019-07-19,-80.3922
2019-08-27,0.0
2020-04-13,10.0
2020-04-27,9.0909
2020-05-19,0.0
2020-05-26,-58.3333
2020-06-15,70.0
2020-06-25,-41.1765
2020-07-06,920.0
2020-07-07,-3.9215999999999998
2020-07-08,4.0816
2020-07-10,-48.8235
2020-07-17,95.4023
2020-07-22,0.0
2020-07-23,1.9607999999999999
2020-07-29,-57.6923
2020-07-30,36.3636
